"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","infraspecificEpithet","comments","bibliographicCitation"
"1",NA,"Universidade Federal da Bahia (UFBA)","ALCB","126319","Moldenhawera nutans L.P.Queiroz, G.P.Lewis & Allkin",NA,"Fabaceae","Moldenhawera","nutans","L.P.Queiroz, G.P.Lewis & Allkin","Guedes, ML","2016-11-01T00:00:00.000+0000",NA,"25130",NA,"Guedes, ML; Barbosa, MCF; Sales, EF; Teixeira, Lde J",2016,10,31,"Brazil","Bahia","Lauro de Freitas","UNIDUNAS, Parcela 8.",-38.318333,-12.92,"Folíolos coriáceos, discolores. Inflorescência com ráque da inflorescência, pecicelos e cálice cúpreos, pétalas amarelo-ouro.","BRA:UFBA:ALCB:0000126319","Moldenhawera nutans L.P.Queiroz, G.P.Lewis & Allkin",NA,NA,NA
"2",NA,"UEFS","HUEFS","239345","Moldenhawera nutans L.P.Queiroz, G.P.Lewis & Allkin",NA,"Fabaceae","Moldenhawera","nutans","L.P.Queiroz, G.P.Lewis & Allkin",NA,NA,NA,"4165",NA,"Cardoso, D.",2016,11,17,"Brazil","Bahia","Salvador","Stella Maris.",-38.316111,-12.928889,NA,"BRA:UEFS:HUEFS:0000239345","Moldenhawera nutans L.P.Queiroz, G.P.Lewis & Allkin",NA,NA,NA
"3",NA,"UEFS","HUEFS","214927","Moldenhawera nutans L.P.Queiroz, G.P.Lewis & Allkin",NA,"Fabaceae","Moldenhawera","nutans","L.P.Queiroz, G.P.Lewis & Allkin",NA,NA,NA,"16113",NA,"Queiroz, L.P.de",2015,1,20,"Brazil","Bahia","Salvador","Parque Municipal das Dunas (Unidunas).",-38.324444,-12.918889,"Arbustal em moitas sobre solo arenoso (areias quartzosas).","BRA:UEFS:HUEFS:0000214927","Moldenhawera nutans L.P.Queiroz, G.P.Lewis & Allkin",NA,NA,NA
"4","2017-10-17T18:54:42.000+0000","JBRJ","RB","RB01173300","Moldenhawera nutans L.P.Queiroz, G.P.Lewis & Allkin",NA,"Fabaceae","Moldenhawera","nutans","L.P.Queiroz, G.P.Lewis & Allkin","L.P. de Queiroz",NA,NA,"16113",NA,"L.P. de Queiroz; D. Cardoso; C. Vivas & São-Mateus",2015,1,20,"Brazil","Bahia","Salvador","Parque do Municipal de Dunas (Unidunas)",-38.324444,-12.918889,NA,"urn:catalog:JBRJ:RB:1173300","Moldenhawera nutans L.P.Queiroz, G.P.Lewis & Allkin",NA,NA,NA
"5",NA,"Universidade Federal da Bahia (UFBA)","ALCB","104829","Moldenhawera nutans L.P.Queiroz, G.P.Lewis & Allkin",NA,"Fabaceae","Moldenhawera","nutans","L.P.Queiroz, G.P.Lewis & Allkin","Silva, LM; Akita, AST","2012-06-01T00:00:00.000+0000",NA,"s/n",NA,"Guedes, ML; Oliveira, DSC de; et al.",2012,3,25,"Brazil","Bahia","Salvador","Região Metropolitana Salvador, Itapuã, próximo ao Hotel Sky",-38.516667,-12.983333,"Folhas discolores, pelos na parte abaxial. Fruto com pelos.; Área antropizada.","BRA:UFBA:ALCB:0000104829","Moldenhawera nutans L.P.Queiroz, G.P.Lewis & Allkin",NA,NA,NA
"6",NA,"Universidade Federal da Bahia (UFBA)","ALCB","109766","Moldenhawera nutans L.P.Queiroz, G.P.Lewis & Allkin",NA,"Fabaceae","Moldenhawera","nutans","L.P.Queiroz, G.P.Lewis & Allkin","Oliveira, DSC de","2013-03-01T00:00:00.000+0000",NA,"140",NA,"Oliveira, DSC de; Mattos Andrade, PE de; Duplat, VS; Guedes, ML",2012,11,6,"Brazil","Bahia","Salvador","Salvador",-38.5,-12.983333,NA,"BRA:UFBA:ALCB:0000109766","Moldenhawera nutans L.P.Queiroz, G.P.Lewis & Allkin",NA,NA,NA
"7",NA,"Universidade Federal da Bahia (UFBA)","ALCB","98778","Moldenhawera nutans L.P.Queiroz, G.P.Lewis & Allkin",NA,"Fabaceae","Moldenhawera","nutans","L.P.Queiroz, G.P.Lewis & Allkin","Guedes, ML; Gomes, FS","2011-11-01T00:00:00.000+0000",NA,"872",NA,"Gomes, FS; Guedes, ML; Costa, AS",2011,1,28,"Brazil","Bahia","Entre Rios","Litoral Norte, Subaúma. No fundo do povoado",-37.781389,-12.238611,"ca. 1,8 m alt. Folhas com folíolos coriáceos, com face abaxial ferrugínea. Frutos verdes.; Restinga arbustiva.","BRA:UFBA:ALCB:0000098778","Moldenhawera nutans L.P.Queiroz, G.P.Lewis & Allkin",NA,NA,NA
"8",NA,"Universidade Federal da Bahia (UFBA)","ALCB","113381","Moldenhawera nutans L.P.Queiroz, G.P.Lewis & Allkin",NA,"Fabaceae","Moldenhawera","nutans","L.P.Queiroz, G.P.Lewis & Allkin","Queiroz, EP","2011-01-01T00:00:00.000+0000",NA,"4799",NA,"Queiroz, EP",2011,NA,NA,"Brazil","Bahia","Salvador","Stella Maris.",-38.553889,-13.5425,"3,0 metros. Ramos terminais ferrugíneos. Folhas coriáceas, glabras. Frutos marrons ferrugíneos.","BRA:UFBA:ALCB:0000113381","Moldenhawera nutans L.P.Queiroz, G.P.Lewis & Allkin",NA,NA,NA
"9",NA,"Universidade Federal da Bahia (UFBA)","ALCB","97600","Moldenhawera nutans L.P.Queiroz, G.P.Lewis & Allkin",NA,"Fabaceae","Moldenhawera","nutans","L.P.Queiroz, G.P.Lewis & Allkin",NA,NA,NA,"s/n",NA,"Silva, FO da",2010,1,15,"Brazil","Bahia","Salvador","Região Metropolitana Salvador, Parque das Dunas",-38.5,-12.966667,"ca, 1,60 m alt. Folhas alternas, bipinada, discolores, margem inteira, porção terminal dos ramos ferrugíneos. Inflorescência terminal, racemosa, botões ferrugíneos, flores amarelas, forma de prato, antera poricida. Sem nectários. Frut","BRA:UFBA:ALCB:0000097600","Moldenhawera nutans L.P.Queiroz, G.P.Lewis & Allkin",NA,NA,NA
"10","2014-07-07T19:24:56.000+0000","JBRJ","RB","RB00576415","Moldenhawera nutans L.P.Queiroz, G.P.Lewis & Allkin",NA,"Fabaceae","Moldenhawera","nutans","L.P.Queiroz, G.P.Lewis & Allkin","E. P. Queiroz",NA,NA,"2628",NA,"E. P. Queiroz",2007,12,24,"Brazil","Bahia","Salvador","Stella Mares.",-38.427222,-12.927222,"Arbusto, 1,5 m. Ramos pendentes. Folíolos coriáceos, glabros. Cálice, botões e ramos terminais jovens ferrugíneos. Pétalas amarelas. Face abaxial das folhas jovens ferrugíneas.","urn:catalog:JBRJ:RB:576415","Moldenhawera nutans L.P.Queiroz, G.P.Lewis & Allkin",NA,NA,NA
"11",NA,"UEFS","HUEFS","150682","Moldenhawera nutans L.P.Queiroz, G.P.Lewis & Allkin",NA,"Fabaceae","Moldenhawera","nutans","L.P.Queiroz, G.P.Lewis & Allkin","L.P.de Queiroz","2010-04-01T00:00:00.000+0000",NA,"2628",NA,"Queiroz, E.P.",2007,12,24,"Brazil","Bahia","Salvador","Stella Mares.",-38.427222,-12.927222,"Dunas.","BRA:UEFS:HUEFS:0000150682","Moldenhawera nutans L.P.Queiroz, G.P.Lewis & Allkin",NA,NA,NA
"12",NA,"Universidade Federal da Bahia (UFBA)","ALCB","75207","Moldenhawera nutans L.P.Queiroz, G.P.Lewis & Allkin",NA,"Fabaceae","Moldenhawera","nutans","L.P.Queiroz, G.P.Lewis & Allkin","Guedes, ML","2007-01-01T00:00:00.000+0000",NA,"87",NA,"Freire, L; Guedes, ML",2005,1,14,"Brazil","Bahia","Esplanada","Litoral Norte, Fazenda Reunidas Limoeiro, mata ciliar do Rio Oitis, próximo à via de acesso",-37.853611,-12.151944,"Folíolos coriáceos, face abaxial ferrugíneos. Inflorescência terminal, panícula com flores amarelo-ouro.","BRA:UFBA:ALCB:0000075207","Moldenhawera nutans L.P.Queiroz, G.P.Lewis & Allkin",NA,NA,NA
"13",NA,"Universidade Federal da Bahia (UFBA)","ALCB","68122","Moldenhawera nutans L.P.Queiroz, G.P.Lewis & Allkin",NA,"Fabaceae","Moldenhawera","nutans","L.P.Queiroz, G.P.Lewis & Allkin","Guedes, ML","2005-05-01T00:00:00.000+0000",NA,"123",NA,"Freire, L; Guedes, ML",2005,5,2,"Brazil","Bahia","Esplanada","Fazena Reunidas Limoreiro, mata ciliar do rio Oitis, próximo a via de acesso.",-37.853611,-12.151944,"Árvore. Folhas coriáceas, face abaxial cúprea. Inflorescência terminal, cúprea.; Mata ciliar, próximo ao rio Oitis","BRA:UFBA:ALCB:0000068122","Moldenhawera nutans L.P.Queiroz, G.P.Lewis & Allkin",NA,NA,NA
