"","institutionCode","catalogNumber","recordedBy"
"1","Instituto Nacional de Pesquisas da Amazônia (INPA)","236068","Souza, LAG de"
"2","Instituto Nacional de Pesquisas da Amazônia (INPA)","181578","Lima, HC de"
"3","Instituto Nacional de Pesquisas da Amazônia (INPA)","75148","Silva, MF da"
"4","Instituto Nacional de Pesquisas da Amazônia (INPA)","63881","Monteiro, OP"
"5","Instituto Nacional de Pesquisas da Amazônia (INPA)","65930","Silva, MF da"
"6","Instituto Nacional de Pesquisas da Amazônia (INPA)","69205","Silva, MF da"
"7","Instituto Nacional de Pesquisas da Amazônia (INPA)","21260","Rodrigues, WA"
"8","Instituto Nacional de Pesquisas da Amazônia (INPA)","21301","Rodrigues, WA"
"9","Instituto Nacional de Pesquisas da Amazônia (INPA)","21306","Rodrigues, WA"
"10","Instituto Nacional de Pesquisas da Amazônia (INPA)","16132","Rodrigues, WA"
