"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"UEFS","HUEFS","228751","Vataireopsis araroba (Aguiar) Ducke","Fabaceae","Vataireopsis","araroba","(Aguiar) Ducke",NA,NA,"8305",NA,"Lima, H.C.de",2016,7,16,"Brazil","Rio de Janeiro","Silva Jardim","Bananeiras, estrada para o Sítio Tapinuã. (RJ-126)",-42.430278,-22.465,"Mata de encosta baixo-montana degradada.","BRA:UEFS:HUEFS:0000228751",NA,"Vataireopsis araroba (Aguiar) Ducke"
"2","2017-10-15T11:42:06.000+0000","JBRJ","RB","RB01153391","Vataireopsis araroba (Aguiar) Ducke","Fabaceae","Vataireopsis","araroba","(Aguiar) Ducke","H.C. de Lima",NA,"8305",NA,"Haroldo C. de Lima",2016,7,16,"Brazil","Rio de Janeiro","Silva Jardim","Bananeiras, estrada para o Sítio Tapinuã (RJ-126). Mata de encosta baixo-montana degradada.",-42.430278,-22.465,"Árvore jovem com 5 m alt. Estéril. Material banco DNA e fotos HCL. Vi alguns indivíduos jovens próximo ao córrego.","urn:catalog:JBRJ:RB:1153391",NA,"Vataireopsis araroba (Aguiar) Ducke"
"3","2016-09-13T14:44:24.000+0000","JBRJ","RB","RB00852050","Vataireopsis araroba (Aguiar) Ducke","Fabaceae","Vataireopsis","araroba","(Aguiar) Ducke","Lima, H.C.; Queiroz, L.P.; Lewis, G.P.","2014-03-14T00:00:00.000+0000","1748",NA,"Neves, D.M.; Lima, H.C.; Queiroz, L.P.; Pennington, R.T.; Lewis, G.P.; Vivas, C.V.; Paixao, J.L.",2014,3,14,"Brazil","Bahia","Porto Seguro","Estacao Pau-Brasil, CEPLAC.",-39.174167,-16.3825,"Arvore 12m","urn:catalog:JBRJ:RB:852050",NA,"Vataireopsis araroba (Aguiar) Ducke"
"4","2017-10-18T11:51:29.000+0000","JBRJ","RB","RB00903430","Vataireopsis araroba (Aguiar) Ducke","Fabaceae","Vataireopsis","araroba","(Aguiar) Ducke","Lima, H.C.; Queiroz, L.P.; Lewis, G.P.",NA,"1635",NA,"Neves, D.M.; Lima, H.C.; Queiroz, L.P.; Pennington, R.T.; Lewis, G.P.; Vivas, C.V.; Paixao, J.L.",2014,3,9,"Brazil","Bahia","Itabuna","Fazenda Antares, 12 km ao sul de Itabuna. Entrada pela BR 101.",-39.2775,-14.917222,"Arvore 25m","urn:catalog:JBRJ:RB:903430",NA,"Vataireopsis araroba (Aguiar) Ducke"
"5",NA,"UEFS","HUEFS","213684","Vataireopsis araroba (Aguiar) Ducke","Fabaceae","Vataireopsis","araroba","(Aguiar) Ducke",NA,NA,"7904",NA,"Lima, H.C.de",2014,11,2,"Brazil","Bahia","Potiraguá","Itaimbé, Ponto Chic, Fazenda Raimundo Jorge Zumaeta.",-39.589444,-15.740278,NA,"BRA:UEFS:HUEFS:0000213684",NA,"Vataireopsis araroba (Aguiar) Ducke"
"6","2017-10-08T14:53:56.000+0000","JBRJ","RB","RB00904776","Vataireopsis araroba (Aguiar) Ducke","Fabaceae","Vataireopsis","araroba","(Aguiar) Ducke","Haroldo Cavalcante de Lima",NA,"7904",NA,"Haroldo Cavalcante de Lima; E. Gagnon, M.C.L. Roberts, E.J.M. Koenen, R.D. Santana e E.N. Pacheco",2014,11,2,"Brazil","Bahia","Potiraguá","Itaimbé, Ponto Chic, Fazenda Raimundo Jorge Zumaeta. Pasto com remanescentes de mata seca.",-39.589444,-15.740278,"Árvore com 18 metros de altura. Estéril. Material para banco de DNA.","urn:catalog:JBRJ:RB:904776",NA,"Vataireopsis araroba (Aguiar) Ducke"
"7",NA,"Universidade Federal da Bahia (UFBA)","ALCB","117542","Vataireopsis araroba (Aguiar) Ducke","Fabaceae","Vataireopsis","araroba","(Aguiar) Ducke","Cardoso, D","2014-09-01T00:00:00.000+0000","s/n",NA,"Rocha, L; Pessoa, M",2014,NA,NA,"Brazil","Bahia","Belmonte",NA,0,0,"Árvore: 5 m. 6,7 cm de diâmetro.","BRA:UFBA:ALCB:0000117542",NA,"Vataireopsis araroba (Aguiar) Ducke"
"8","2014-07-08T00:03:17.000+0000","JBRJ","RB","RB00713502","Vataireopsis araroba (Aguiar) Ducke","Fabaceae","Vataireopsis","araroba","(Aguiar) Ducke","Haroldo C. de Lima",NA,"7529",NA,"Haroldo C. de Lima; Rogerio Gribel & Maristerra Lemes",2012,8,7,"Brazil","Espírito Santo","Linhares","Reserva Natural do Vale. Estrada da Louro. Mata alta de terra firme.",-40.045278,-19.101389,"Árvore jovem com 12 metros de altura. Estéril. Material para banco de DNA.","urn:catalog:JBRJ:RB:713502",NA,"Vataireopsis araroba (Aguiar) Ducke"
"9",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","128435","Vataireopsis araroba (Aguiar) Ducke","Fabaceae","Vataireopsis","araroba","(Aguiar) Ducke",NA,NA,"1183",NA,"D. Rocha",2010,5,18,"Brazil","Bahia","Camacan","RPPN Serra Bonita, área da fitossociologia.",-39.566111,-15.395833,"Floresta Ombrófila Densa","BRA:CEPLAC:CEPEC:0000128435",NA,"Vataireopsis araroba (Aguiar) Ducke"
"10",NA,"UFES","VIES","31250","Vataireopsis araroba (Aguiar) Ducke","Fabaceae","Vataireopsis","araroba","(Aguiar) Ducke",NA,NA,"191",NA,"Curto, R.A.; Martins, L.T.; David, H.C. & Silva, A.E.",2010,9,6,"Brazil","Espírito Santo","Guaçuí","Floresta do Rosal.",NA,NA,"SW2041","BRA:UFES:VIES:0000031250",NA,"Vataireopsis araroba (Aguiar) Ducke"
"11",NA,"UEFS","HUEFS","149377","Vataireopsis araroba (Aguiar) Ducke","Fabaceae","Vataireopsis","araroba","(Aguiar) Ducke",NA,NA,"2467",NA,"Cardoso, D.",2009,4,3,"Brazil","Espírito Santo","Santa Teresa","Mata do Bonfim; fragmento de floresta ombrófila sobre o morro ao lado do BANESTES.",-40.589444,-19.933889,NA,"BRA:UEFS:HUEFS:0000149377",NA,"Vataireopsis araroba (Aguiar) Ducke"
"12","2015-12-14T08:22:44.000+0000","JBRJ","RB","RB01051799","Vataireopsis araroba (Aguiar) Ducke","Fabaceae","Vataireopsis","araroba","(Aguiar) Ducke","H.C. Lima",NA,"64",NA,"T.L. Rocha; M. Ribreiro; I.R. Oliveira",2008,8,22,"Brazil","Espírito Santo","Conceição da Barra","Reserva Biológica do Córrego Grande.",NA,NA,"Árvore de 15 metros, caducifolia, fruto alado vermelhos","urn:catalog:JBRJ:RB:1051799",NA,"Vataireopsis araroba (Aguiar) Ducke"
"13",NA,"UEFS","HUEFS","141475","Vataireopsis araroba (Aguiar) Ducke","Fabaceae","Vataireopsis","araroba","(Aguiar) Ducke",NA,NA,"2348",NA,"Cardoso, D.",2008,10,3,"Brazil","Bahia","Itajuípe","BR 101, rodovia Itajuípe-Itabuna.",-39.348889,-14.655556,"Floresta ombrófila. Plantação de cacau em cabruca.","BRA:UEFS:HUEFS:0000141475",NA,"Vataireopsis araroba (Aguiar) Ducke"
"14","2017-10-19T06:43:18.000+0000","JBRJ","RB","RB00605975","Vataireopsis araroba (Aguiar) Ducke","Fabaceae","Vataireopsis","araroba","(Aguiar) Ducke",NA,NA,"2348",NA,"Cardoso, D.; L.P.Queiroz & N.P.Smith",2008,10,3,"Brazil","Bahia","Itajuípe","BR 101, Rodovia Itajuípe-Itabuna.",-39.348889,-14.655556,"Árvore com ca.25m alt., frutificando em massa quase completamente sem folhas. Ramos quando cortados exudando resina amarronxada, copiosa, do cilindra central. Folíolos jovens membranáceos. Flores com cálice marrom-escuro e pétalas lilás. Frutos marrom avermelhados.","urn:catalog:JBRJ:RB:605975",NA,"Vataireopsis araroba (Aguiar) Ducke"
"15","2014-07-08T01:01:48.000+0000","JBRJ","RB","RB00761792","Vataireopsis araroba (Aguiar) Ducke","Fabaceae","Vataireopsis","araroba","(Aguiar) Ducke",NA,NA,"5416",NA,"J. G. Jardim et. al.;",2008,10,12,"Brazil","Bahia","Arataca","RPPN do IESB. Rod. Una/Arataca, entrada 9,5 km N mais 8,9 km até a sede da RPPN.",NA,NA,"Árvore ca. 25m alt.; folíolos jovens verde claro. Frutos imaturos vináceos","urn:catalog:JBRJ:RB:761792",NA,"Vataireopsis araroba (Aguiar) Ducke"
"16",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","126196","Vataireopsis araroba (Aguiar) Ducke","Fabaceae","Vataireopsis","araroba","(Aguiar) Ducke",NA,NA,"5416",NA,"Jardim, J. G.",2008,10,12,"Brazil","Bahia","Arataca","RPPN do IESB. Rod. Una/Arataca, entrada 9,5km N, mais 8,9km até a sede da RPPN. Próximo da Sede.",NA,NA,NA,"BRA:CEPLAC:CEPEC:0000126196",NA,"Vataireopsis araroba (Aguiar) Ducke"
