"","institutionCode","catalogNumber","recordedBy"
"1","Instituto Nacional de Pesquisas da Amazônia (INPA)","231916","Silva, MCR da"
"2","Instituto Nacional de Pesquisas da Amazônia (INPA)","192551","Mesquita, MR"
"3","Instituto Nacional de Pesquisas da Amazônia (INPA)","194417","Assun̤̣o, PACL"
"4","Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Setz, EZP"
"5","Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Azambuja, CAP"
"6","Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Prance, GT"
"7","Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Ribeiro, JELS"
"8","Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Miralha, JMS"
"9","Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Rodrigues, WA"
"10","Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Amaral, IL do"
"11","Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Vicentini, A"
"12","Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Souza, MAD de"
"13","Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Cavalcante, PB"
"14","Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Vieira, MGG"
"15","Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Nascimento, JR"
"16","Instituto Nacional de Pesquisas da Amazônia (INPA)","162170","Mota, CDA da"
"17","Instituto Nacional de Pesquisas da Amazônia (INPA)","156546","Magalḥes, LMS"
"18","Instituto Nacional de Pesquisas da Amazônia (INPA)","181712","Lima, HC de"
"19","Instituto Nacional de Pesquisas da Amazônia (INPA)","86726","Maia, LA"
"20","Instituto Nacional de Pesquisas da Amazônia (INPA)","27821","Rodrigues, WA"
"21","Instituto Nacional de Pesquisas da Amazônia (INPA)","21184","Co̻lho, LF"
"22","Instituto Nacional de Pesquisas da Amazônia (INPA)","16914","Rodrigues, WA"
"23","Instituto Nacional de Pesquisas da Amazônia (INPA)","16746","Rodrigues, WA"
"24","Instituto Nacional de Pesquisas da Amazônia (INPA)","16772","Rodrigues, WA"
"25","Instituto Nacional de Pesquisas da Amazônia (INPA)","13477","Rodrigues, WA"
"26","Instituto Nacional de Pesquisas da Amazônia (INPA)","6030","Pessoal do C.P.F."
"27","Instituto Nacional de Pesquisas da Amazônia (INPA)","6088","Pessoal do C.P.F."
"28","Instituto Nacional de Pesquisas da Amazônia (INPA)","2949","Co̻lho, LF"
"29","Instituto Nacional de Pesquisas da Amazônia (INPA)","3040","Co̻lho, DF"
"30","Instituto Nacional de Pesquisas da Amazônia (INPA)","4494","Fr�_es, RL"
"31","Instituto Nacional de Pesquisas da Amazônia (INPA)","246855","Ducke, A"
"32","Instituto Nacional de Pesquisas da Amazônia (INPA)","246854","Ducke, A"
"33","Instituto Nacional de Pesquisas da Amazônia (INPA)","15943","Ducke, A"
