"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"IAC","IAC","42658","Lonchocarpus filipes Benth.",NA,"Fabaceae","Lonchocarpus","filipes","Benth.","M.J. Silva","2006-08-03T00:00:00.000+0000",NA,"796",NA,"J.E.A. Bertoni & A. Geremias",2002,10,10,"Brazil","São Paulo","Campinas","IAC, Fazenda Santa Elisa, Monjolinho, Quadra do Café, L10 - P4",-47.086761,-22.863721,"Procedência: Jardim Botânico - Rio de Janeiro","BRA:IAC:IAC:0000042658",NA,"Lonchocarpus filipes Benth."
"2","2017-10-19T01:14:06.000+0000","JBRJ","RB","RB00332944","Lonchocarpus filipes Benth.",NA,"Fabaceae","Lonchocarpus","filipes","Benth.",NA,NA,NA,"5952",NA,"H.C.de Lima; et al",2001,11,16,"Brazil","Rio de Janeiro","Nova Iguaçu","Rebio.Tinguá, Estrada do Ouro, Boa Esperança, Estrada para a represa. mata do Sopé da encosta. Tinguá",NA,NA,"Árvore c/5m altura, tronco com casca lisa e pardacenta, DAP + ou - 8 cm, flores c/cálice verde e corola alva, frutos jovens esverdeados","urn:catalog:JBRJ:RB:332944",NA,"Lonchocarpus filipes Benth."
"3",NA,"UNICAMP","UEC","146791","Muellera filipes (Benth.) M.J.Silva & A.M.G.Azevedo",NA,"Fabaceae","Lonchocarpus","filipes","(Benth.) M.J.Silva & A.M.G.Azevedo","Silva, M.J.","2010-07-19T00:00:00.000+0000",NA,"5952",NA,"Lima, H.C.; et al.",2001,11,16,"Brazil","Rio de Janeiro","Nova Iguaçu","REBIO, Tinguá, Estrada do Ouro, boa Esperança. Estrada para a represa. Mata do Sopé da encosta. Elev.: 130 m",0,0,"Ocasional no sub-bosque. Árvore com 5 m altura, tronco com casca lisa e pardacenta, DAP + ou - 8 cm; flores com cálice verde e corola alva, frutos jovens esverdeados.","BRA:UNICAMP:UEC:0000146791",NA,"Muellera filipes (Benth.) M.J.Silva & A.M.G.Azevedo"
"4",NA,"IAC","IAC","41407","Muellera filipes (Benth.) M.J.Silva & A.M.G.Azevedo",NA,"Fabaceae","Lonchocarpus","filipes","(Benth.) M.J.Silva & A.M.G.Azevedo","M.J. Silva","2010-07-19T00:00:00.000+0000",NA,"365",NA,"J.E.A. Bertoni & A. Geremias",2000,10,27,"Brazil","São Paulo","Campinas","IAC, Fazenda Santa Elisa, Monjolinho",-47.086761,-22.863721,"Procedência: Jardim Botânico - RJ.&nf;Quadra do Café, L10, P4","BRA:IAC:IAC:0000041407",NA,"Muellera filipes (Benth.) M.J.Silva & A.M.G.Azevedo"
"5",NA,"UNICAMP","UEC","143565","Muellera filipes (Benth.) M.J.Silva & A.M.G.Azevedo",NA,"Fabaceae","Lonchocarpus","filipes","(Benth.) M.J.Silva & A.M.G.Azevedo","Silva, M.J.","2010-07-19T00:00:00.000+0000",NA,"348",NA,"Bertoni, J.E.A.; Geremias, A.",2000,10,23,"Brazil","São Paulo","Campinas","Fazenda Santa Elisa, Quadra do Café, L2-P31",0,0,"Arvoreta, ca. 4-5 m alt. Flores brancas. frutos em formação.&nf;&nf;Observações: Horto Florestal- SP","BRA:UNICAMP:UEC:0000143565",NA,"Muellera filipes (Benth.) M.J.Silva & A.M.G.Azevedo"
"6",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","136636","Lonchocarpus filipes Benth.",NA,"Fabaceae","Lonchocarpus","filipes","Benth.",NA,NA,NA,"220B",NA,"Lima, MPM",1992,3,17,"Brazil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso., Parcela 14 - Morro das mariquitas. Área FP14D.",-42.833333,-22.433333,"Indivíduo P14-0132. Arvore. Caule rugoso. Frutos verdes, com 1 a poucas sementes, 2 epicarpo com nervura formando reticulado laxo. DAP 14. Altura: 11 m.","BRA:UFMG:BHCB:0000136636",NA,"Lonchocarpus filipes Benth."
"7",NA,"USP","SPF","192832","Lonchocarpus filipes Benth.",NA,"Fabaceae","Lonchocarpus","filipes","Benth.","Anônimo",NA,NA,"220B",NA,"Lima, MPM",1992,3,17,"Brazil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual do Paraíso",-42.833333,-22.433333,NA,"BRA:USP:SPF:0000192832",NA,"Lonchocarpus filipes Benth."
"8","2017-10-17T19:03:36.000+0000","JBRJ","RB","RB00411799","Lonchocarpus filipes Benth.",NA,"Fabaceae","Lonchocarpus","filipes","Benth.","J. E. Meireles",NA,NA,NA,NA,"V. F. Gonçalves",1992,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Arboreto do JBRJ, Canteiro 14A.",NA,NA,"Indivíduo 3004. Árvore. Frutos esverdeados.","urn:catalog:JBRJ:RB:411799",NA,"Lonchocarpus filipes Benth."
"9","2014-07-22T09:18:39.000+0000","JBRJ","RB","RB00178254","Lonchocarpus filipes Benth.",NA,"Fabaceae","Lonchocarpus","filipes","Benth.",NA,NA,NA,"1008",NA,"R.C.C.; I.R.C., A.T.R.",1986,11,10,"Brazil","Rio de Janeiro","Rio de Janeiro","CULTIVADA NO JBRJ. SEÇÃO XIV, CANT A, Nº:4643, PIQ. 48.",NA,NA,"ÁRVORE, FLOR BRANCA","urn:catalog:JBRJ:RB:178254",NA,"Lonchocarpus filipes Benth."
"10",NA,"IF","SPSF","02132","Muellera filipes (Benth.) M.J.Silva & A.M.G.Azevedo",NA,"Fabaceae","Lonchocarpus","filipes","(Benth.) M.J.Silva & A.M.G.Azevedo","M.J.Silva","2010-07-19T00:00:00.000+0000",NA,NA,NA,"D.Bento Pickel",1945,5,14,"Brazil","Sp","São Paulo","Horto Florestal",NA,NA,"COLETA: XLS: SPSFAntigo;","BRA:IF:SPSF:0000002132",NA,"Muellera filipes (Benth.) M.J.Silva & A.M.G.Azevedo"
