"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","infraspecificEpithet","fieldNumber","comments"
"1",NA,"UEFS","HUEFS","160835","Luetzelburgia andrade-limae H.C.Lima",NA,"Fabaceae","Luetzelburgia","andrade-limae","H.C.Lima",NA,NA,NA,"2999","Cardoso, D.",2010,5,29,"Brazil","Bahia","Morro do Chapéu","APA Gruta dos Brejões, ca. 3 Km N antes da comunidade.",-41.405278,-11.014722,"Caatinga arbórea-arbustiva sobre afloramento calcário com muitas rochas expostas e Melocactus.","BRA:UEFS:HUEFS:0000160835",NA,"Luetzelburgia andrade-limae H.C.Lima",NA,NA,NA
"2","2017-10-19T08:09:38.000+0000","JBRJ","RB","RB00661288","Luetzelburgia andrade-limae H.C.Lima",NA,"Fabaceae","Luetzelburgia","andrade-limae","H.C.Lima",NA,NA,NA,"3002","Cardoso, D; L.P. de Queiroz, R.M. Salas & P.G. Ribeiro",2010,5,29,"Brazil","Bahia","Morro do Chapéu","APA Gruta dos Brejõesw, ca. 3 Km N antes da comunidade.",-41.407778,-11.013611,"Árvore ca. 6 m alt, florescendo completamente sem folhas. Flores com pétalas vermelhas o estyandarte com guia de nectar esverdeado. DNA.","urn:catalog:JBRJ:RB:661288",NA,"Luetzelburgia andrade-limae H.C.Lima",NA,NA,NA
"3",NA,"UEFS","HUEFS","160838","Luetzelburgia andrade-limae H.C.Lima",NA,"Fabaceae","Luetzelburgia","andrade-limae","H.C.Lima",NA,NA,NA,"3002","Cardoso, D.",2010,5,29,"Brazil","Bahia","Morro do Chapéu","APA Gruta dos Brejões, ca. 3 Km N antes da comunidade.",-41.407778,-11.013611,"Caatinga arbórea-arbustiva sobre afloramento calcário com muitas rochas expostas e Melocactus.","BRA:UEFS:HUEFS:0000160838",NA,"Luetzelburgia andrade-limae H.C.Lima",NA,NA,NA
"4",NA,"UEFS","HUEFS","161943","Luetzelburgia andrade-limae H.C.Lima",NA,"Fabaceae","Luetzelburgia","andrade-limae","H.C.Lima",NA,NA,NA,"14889","Queiroz, L.P.de",2010,5,29,"Brazil","Bahia","Morro do Chapéu","APA Gruta dos Brejões, ca. de 3 Km N da comunidade.",-41.405278,-11.014722,"Catinga arbustiva-arbórea sobre afloramento calcáreo, com muitas rochas expostas.","BRA:UEFS:HUEFS:0000161943",NA,"Luetzelburgia andrade-limae H.C.Lima",NA,NA,NA
"5","2017-11-19T09:02:09.000+0000","JBRJ","RB","RB00661286","Luetzelburgia andrade-limae H.C.Lima",NA,"Fabaceae","Luetzelburgia","andrade-limae","H.C.Lima",NA,NA,NA,"2999","Cardoso, D; L.P. de Queiroz, R.M. Salas & P.G. Ribeiro",2010,5,29,"Brazil","Bahia","Morro do Chapéu","APA  Gruta  dos  Brejões,  ca.  3  Km  N  antes  da  comunidade.",-41.405278,-11.014722,"Arvoreta com ca. 3,5 m alt, florescxendo completamente sem folhas. Inflorescencias mais congestas do que geralmente observado em outros individuos. Flores com cálice castanho escuro e pétalas vermelhas, sendo o estandarte com guia de nedctar esverdeado. DNA.","urn:catalog:JBRJ:RB:661286",NA,"Luetzelburgia andrade-limae H.C.Lima",NA,NA,NA
"6","2014-07-07T21:52:39.000+0000","JBRJ","RB","RB00661287","Luetzelburgia andrade-limae H.C.Lima",NA,"Fabaceae","Luetzelburgia","andrade-limae","H.C.Lima",NA,NA,NA,"3000","Cardoso, D; L.P. de Queiroz, R.M. Salas & P.G. Ribeiro",2010,5,29,"Brazil","Bahia","Morro do Chapéu","APA Gruta dos Brejões, ca. 3 Km N antes da comunidade.",-41.405278,-11.014722,"Árvore com ca. 7 m alt, tronco com casca lisa acizentada, entrecasca verde, ramificação com 3-5 ramos partindo de um mesmo nó. Folhas jovens papiráceas. Flores com cálice castanho, pétalas vermelho-claras e esbranquiçadas na base, estandarte com guia de nectar esverdeado. Frutos imaturos verdes. DNA.","urn:catalog:JBRJ:RB:661287",NA,"Luetzelburgia andrade-limae H.C.Lima",NA,NA,NA
"7",NA,"Universidade Federal de Sergipe, UFS","ASE","22150","Luetzelburgia andrade-limae H.C.Lima",NA,"Fabaceae","Luetzelburgia","andrade-limae","H.C.Lima","Cardoso, D","2010-05-01T00:00:00.000+0000",NA,"14889","Queiroz, LP; Cardoso, D; Ribeiro, PG; Salas, RM",2010,5,29,"Brazil","Bahia","Morro do Chapéu","APA Gruta dos Brejões, Cerca de 3 km N da comunidade.",-41.405278,-11.091667,"Árvore, cerca de 4,0 m alt., copada, copa achatada, elipsóide, tronco acinzentado com entrecasca verde. Folhas em queda avançada (maioria dos indivíduos sem folhas), com folíolos papiráceos. Flores com odor cítrico-adocicado, cálice a","BRA:UFS:ASE:0000022150",NA,"Luetzelburgia andrade-limae H.C.Lima",NA,NA,NA
"8",NA,"NY","NY","1551192","Luetzelburgia andrade-limae H.C.Lima",NA,"Fabaceae","Luetzelburgia","andrade-limae","H.C.Lima",NA,NA,NA,"3000","D. B. O. S. Cardoso",2010,5,29,"Brazil","Bahia",NA,"APA Gruta dos BrejÃµes, ca. 3 km N antes da comunidade.",-41.4053,-11.0147,NA,"f386191e-1215-4c48-9ab2-e8e045d7a756",NA,"Luetzelburgia andrade-limae H.C.Lima",NA,NA,NA
"9",NA,"UEFS","HUEFS","158653","Luetzelburgia andrade-limae H.C.Lima",NA,"Fabaceae","Luetzelburgia","andrade-limae","H.C.Lima",NA,NA,NA,"16166","Guedes, M.L.S.",2009,10,26,"Brazil","Bahia","Irecê","Irecê.",-41.875556,-11.248056,"Caatinga.","BRA:UEFS:HUEFS:0000158653",NA,"Luetzelburgia andrade-limae H.C.Lima",NA,NA,NA
"10",NA,"UEFS","HUEFS","119078","Luetzelburgia andrade-limae H.C.Lima",NA,"Fabaceae","Luetzelburgia","andrade-limae","H.C.Lima",NA,NA,NA,"1876","Cardoso, D.",2007,5,5,"Brazil","Bahia","Morro do Chapéu","Ca 2 Km da Comunidade Gruta dos Brejões.",-41.407778,-11.013611,"Caatinga arbórea-arbustiva sobre afloramento de calcário.","BRA:UEFS:HUEFS:0000119078",NA,"Luetzelburgia andrade-limae H.C.Lima",NA,NA,NA
"11",NA,"UEFS","HUEFS","119057","Luetzelburgia andrade-limae H.C.Lima",NA,"Fabaceae","Luetzelburgia","andrade-limae","H.C.Lima",NA,NA,NA,"1855","Cardoso, D.",2007,5,4,"Brazil","Bahia","Morro do Chapéu","Ca 2 Km da Comunidade Gruta dos Brejões.",-41.407778,-11.013611,"Caatinga arbórea-arbustiva sobre afloramento de calcário.","BRA:UEFS:HUEFS:0000119057",NA,"Luetzelburgia andrade-limae H.C.Lima",NA,NA,NA
"12",NA,"UEFS","HUEFS","119062","Luetzelburgia andrade-limae H.C.Lima",NA,"Fabaceae","Luetzelburgia","andrade-limae","H.C.Lima","D.Cardoso","2007-07-01T00:00:00.000+0000",NA,"1860","Cardoso, D.",2007,5,4,"Brazil","Bahia","Morro do Chapéu","Ca 2 Km da Comunidade Gruta dos Brejões.",-41.407778,-11.013611,"Caatinga arbórea-arbustiva sobre afloramento de calcário.","BRA:UEFS:HUEFS:0000119062",NA,"Luetzelburgia andrade-limae H.C.Lima",NA,NA,NA
