"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"67",NA,"UNICAMP","UEC","115039","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","Lima, H.C.","2006-10-01T00:00:00.000+0000","129","Gaspar, D.",2000,2,25,"Brazil","São Paulo","Campinas","Distrito de Sousas, Mata Ribeirão Cachoeira (Condomínio Colina do Atibaia).",0,0,"Árvore de aproximadamente 25 m de altura. Indivíduo 733.","BRA:UNICAMP:UEC:0000115039",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"69","2014-07-22T06:53:01.000+0000","JBRJ","RB","RB00114291","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"5741","Lima,H.C. de; Spolidoro,M.L.C.V., Chada,S.S Silva,T.F da & Cunha,C.F",2000,11,17,"Brazil","Rio de Janeiro","Valença","Distr. Barão de Juparanã.Picada para Alto do Baeta. Flloresta Secundaria.  Arvoreta ( indivíduo jovem) com 3 metros de altura. Estéril. Ocasional.",NA,NA,NA,"urn:catalog:JBRJ:RB:114291",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"70","2017-10-19T01:40:46.000+0000","JBRJ","RB","RB00157889","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H. C. de Lima",NA,"601","E. M. N. Ferraz; A. G. Bispo, R. G. Oliveira",1999,1,29,"Brazil","Pernambuco","Pernambuco","São Vicente. Férrer, mata do estado.",-35.5,-7.583333,"Árvore ca. de 30m de altura. Frutos (caído) marrons claro. Sementes verdes.","urn:catalog:JBRJ:RB:157889",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"72","2014-07-08T04:26:27.000+0000","JBRJ","RB","RB00157870","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"140","M.D. Campos; et al",1999,6,30,"Brazil","Rio de Janeiro","Rio de Janeiro","Cultivada no arboreto do JBRJ, cant. 7E, indivíduo 1808.",NA,NA,"arvore, folhas cartáceas, discolores verdes, fruto do tipo criptosâmara, indeiscente, imaturo verde","urn:catalog:JBRJ:RB:157870",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"73","2014-07-08T04:26:51.000+0000","JBRJ","RB","RB00158048","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"5687","H.C. de Lima; R.Mateus",1999,8,6,"Brazil","Rio de Janeiro","Rio de Janeiro","Arboreto Canteiro XXXII- E em frente a Botanica Sistematica.",NA,NA,"Árv. com 17m alt, tronco com casca lisa e acinzentada, DAP ca 40 cm, frutos imaturos esverdeados, quando maduros com espicarpo deiscente","urn:catalog:JBRJ:RB:158048",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"74",NA,"UFRPE","PEUFR","26127","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H.C. de Lima","2002-12-01T00:00:00.000+0000","320","E.M.N. Ferraz; A.G. Bispo; J. Urbano",1998,5,28,"Brazil","Pernambuco","São Vicente Férrer","Mata do Estado",-35.5,-7.583333,"Árvore ca. de 15 m de alt.; botões imaturos; cálice marrom; piloso; frutos imaturos verdes; frequência ocasional","BRA:UFRPE:PEUFR:0000026127",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"76",NA,"UFRPE","PEUFR","35651","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H.C. de Lima","2002-12-01T00:00:00.000+0000","953","E.M.N. Ferraz; A.G. Bispo; J. Urbano",1998,10,15,"Brazil","Pernambuco","São Vicente Férrer","Mata do Estado",-35.5,-7.583333,"Árvore ca. 20 m de alt; caída; frutos maduros marrons e semente bege; frequência ocasional","BRA:UFRPE:PEUFR:0000035651",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"77","2017-10-18T13:18:34.000+0000","JBRJ","RB","RB00443569","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"905","C.M.Vieira; et al.",1997,4,23,"Brazil","Rio de Janeiro","Silva Jardim","Fragmento de mata na capoeirinha. Reserva Biológica de Poço das Antas",-42.25,-22.5,"Indivíduo PM-43. Arvore com 15m altura. Folhas verdes discolores. Pedúnculo amarelo-ferrugineo; cálice amarelo-ferrugineo, corola amarela, filetes amarelados, anteras castanhas.","urn:catalog:JBRJ:RB:443569",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"78","2017-10-18T15:50:15.000+0000","JBRJ","RB","RB00709790","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"5380","H.C. de Lima; et al.",1997,5,7,"Brazil","Rio de Janeiro","Duque de Caxias","Flora de Saracuruna, Rio Pedra Branca. Reserva da Petrobras",-43.266667,-22.55,"Árvore com ca. 20,0 m. alt. Tronco com casca lisa e pardacento, DAP. ca. 60cm. Estéril. Frequente.","urn:catalog:JBRJ:RB:709790",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"79","2017-10-19T14:19:50.000+0000","JBRJ","RB","RB00443294","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","Luciana F.C.Silva","2006-08-29T00:00:00.000+0000","770","C.Luchiari; et al.",1997,9,29,"Brazil","Rio de Janeiro","Silva Jardim","Trilha da Pedreira. Reserva Biólogica de Poço das Antas",-42.25,-22.5,"Árvore, ca. 25 m, heliófita. Folha concolor, fruto maduro palha. Final da estrada do PMLD.","urn:catalog:JBRJ:RB:443294",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"80","2008-05-27T22:02:00.000+0000","MO","MO","3425881","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"Luchiari 770","C. Luchiari",1997,9,29,"Brazil","Rio de Janeiro",NA,"Silva Jardim, Reserva Biológica de Poço das Antas, Trilha da Pedreira.",NA,NA,NA,"urn:catalog:MO:Tropicos:3425881","http://www.tropicos.org/Specimen/3425881","Tachigali paratyensis (Vell.) H.C.Lima"
"81","2017-10-19T06:00:04.000+0000","JBRJ","RB","RB00488972","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"5518","H.C. de Lima; A.S.Oliveira",1997,12,14,"Brazil","Rio de Janeiro","Nova Friburgo","Macaé de cima, Rio Macaé, próximo ao Hotel Fazenda São João, trilha que contorna a represa.",NA,NA,"Arvore com 17m alt. Tronco com casca lisa, estrias transversais, DAP ca. 40cm. Frutos pardacentos. Frequente nas margem do rio","urn:catalog:JBRJ:RB:488972",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"82",NA,"G","Geneva Herbarium – General Collection (G)","G-G-215094/1","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","Lima, H. C. (2010)",NA,NA,"Cervi, A. C., R. Spichiger, P.-A. Loizeau & E. Cottier",1995,5,16,"Brazil",NA,NA,"Pedra Talhada - Reserva biológica (Convenio IBAMA-Associação Pedra Talhada)/Estado de Alagoas",-36.41667,-9.25,NA,NA,NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"83",NA,"UFV","VIC","17985","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","Silva, L.F.G. da","2004-07-21T00:00:00.000+0000","s.n.","Luiza, A.",1995,8,22,"Brazil","Bahia",NA,"FLONA Rio Preto",0,0,"Altura de 30 metros; P10 nº 90.","BRA:UFV:VIC:0000017985",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"85","2016-05-23T12:38:54.000+0000","JBRJ","RB","RB00348700","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"150","P. R. do C. Farág; W. da Silva",1995,11,14,"Brazil","Rio de Janeiro","Nova Iguaçu","Estrada do Comercio, próximo a sede, após o portão. REBIO do Tinguá",NA,NA,"Árvore com 4,5 m de altura. Folhas discolores. Estéril. Ocasional.","urn:catalog:JBRJ:RB:348700",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"87","2014-07-08T04:26:53.000+0000","JBRJ","RB","RB00158034","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"188","P.R.Farag",1995,12,6,"Brazil","Rio de Janeiro","Nova Iguaçu","Represa de Serra Velha Trilha para o Sertaozinho.",NA,NA,"Arv. ca 12m alt, tronco com casca lisa, acinzentada, casca viva inicialmente acinzentada depois tornando-se branco gelo, estéril","urn:catalog:JBRJ:RB:158034",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"89","2017-10-18T10:40:54.000+0000","JBRJ","RB","RB00442956","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"313","C.Luchiari; et al.",1994,2,22,"Brazil","Rio de Janeiro","Silva Jardim","Est. do Aristides, esquerda - Km 7. Reserva Biológica de Poço das Antas",-42.25,-22.5,"Arvore ca de 20m, heliófita, folha concolor verde escuro,botao verde pardacento,cálice verde pardacento, corola amarela claro, androceu e gineceu verde, antera creme, flores passadas, leve perfume.Saindo dos botoes no apice uma estipula verde clara.","urn:catalog:JBRJ:RB:442956",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"90","2017-10-18T13:16:24.000+0000","JBRJ","RB","RB00443055","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"380","C.Luchiari; et al.",1994,4,26,"Brazil","Rio de Janeiro","Silva Jardim","Est. Juturnaiba, esquerda - Km 8. Reserva Biológica de Poço das Antas",-42.25,-22.5,"Árvore, 20m, heliófita, folha discolor, face superior verde escuro brilhante, face inferior verde.","urn:catalog:JBRJ:RB:443055",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"91","2017-10-18T17:47:42.000+0000","JBRJ","RB","RB00515818","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H.C. de Lima",NA,"1855","R. Marquete; R. Marquete et al.",1994,6,21,"Brazil","Rio de Janeiro","Rio de Janeiro","Encosta do JBRJ, passando o Cactário, acime da Vila no topo do morro.",NA,NA,"Heliófila. Ambiente seco; Árvore com ca. 18 m de alt. Tronco com casca lisa, a levemente esfoliante; externamente marrom, internamente amarela/amarronzada; Frutos secos, deiscentes, maduros de cor marrom e sementes amarelas.","urn:catalog:JBRJ:RB:515818",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"93","2017-11-19T08:22:40.000+0000","JBRJ","RB","RB00115771","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H.C. de Lima",NA,"614","Faria, S.M.",1993,7,19,"Brazil","Rio de Janeiro","Seropédica","EMBRAPA-CNPAB,  Km  47.  ao  lado  do  prédio  velho.        Colhido  sementes,  não  observado  a  nodulação.",NA,NA,NA,"urn:catalog:JBRJ:RB:115771",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"94","2014-07-22T15:36:53.000+0000","JBRJ","RB","RB00472700","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"347","C.M.B.Correia; et al",1993,7,29,"Brazil","Rio de Janeiro","Silva Jardim","Estrada do Aristides, após a 2 porteira.",-42.25,-22.5,"IND:F 0400, altura: 25.00","urn:catalog:JBRJ:RB:472700",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"95",NA,"UEFS","HUEFS","203011","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"196","Vieira, C.M.",1992,2,24,"Brazil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso. Margens do rio Paraíso. Área FP 20.",-42.833333,-22.433333,NA,"BRA:UEFS:HUEFS:0000203011",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"99",NA,"Reserva Natural Vale (CVRD)","CVRD","3815","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","Haroldo C. de Lima","2003-03-08T00:00:00.000+0000","1593","Folli, D.A.",1992,3,7,"Brazil","Es","LINHARES","Próximo do depósito de água.",NA,NA,"<ll>dwc_commonname:</ll> Ziquita","BRA:CVRD:CVRD:0000003815",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"100","2015-12-10T15:04:14.000+0000","JBRJ","RB","RB00671088","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H.C. de Lima",NA,"1593","D.A. Folli",1992,3,7,"Brazil","Espírito Santo","Linhares","Reserva Natural da CVRD. Estrada Cinco folhas, Km 0,1. Próximo ao deposito de água. Mata de tabuleiro.",NA,NA,"Terrestre. Porte arbo´reo. Fuste cilindrico, casca áspera. Flor amarelo claro. Flor amarelo claro. Exsudação incolor.","urn:catalog:JBRJ:RB:671088",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"101","2009-03-23T11:15:00.000+0000","MO","MO","100175731","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","Henk van der Werff (MO)","2008-01-01T00:00:00.000+0000","Aragaki s.n.","Aragaki, Minoru|I. Cordeiro|Lucia Rossi|Nicolau, Stefan",1992,3,12,"Brazil","São Paulo",NA,"Sâo Paulo, Iguape, Estacão Ecologica Jureia-Itatins, mata proxima ao aloja. mento",NA,NA,NA,"urn:catalog:MO:Tropicos:100175731","http://www.tropicos.org/Specimen/100175731","Tachigali paratyensis (Vell.) H.C.Lima"
"102",NA,"USP","SPF","192710","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","Anônimo",NA,"302","Correia, CMB",1992,3,17,"Brazil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual do Paraíso, Coord. entre 22°26'00''S, 42°50'00''W/ 22°32'00''S, 42°56'00''W.",0,0,NA,"BRA:USP:SPF:0000192710",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"103","2014-07-22T17:41:10.000+0000","JBRJ","RB","RB00490330","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","Luciana F. G. de Oliveira","2006-12-19T00:00:00.000+0000","07","S. Aragaki; I. Cordeiro, L. Rossi & S. A. Nicolau",1992,3,12,"Brazil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, mata próx. ao alojamento .",NA,NA,"Árvore do dossel, DAP ca. 50 cm, ca. 30 m de alt., inflorescência ocráceas, cálice ocráceo pétalas amarelas na antese, tornando-se creme posteriormente, frutos jovens com indumento castanho dourado","urn:catalog:JBRJ:RB:490330",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"106","2017-10-16T22:35:19.000+0000","JBRJ","RB","RB00157934","Tachigali paratyensis (Vell.) H.C.Lima","cf.","Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","L.F.G. da Silva","2006-12-18T00:00:00.000+0000","565","R. Marquete; Nilda Marquete, Osnir Marquete, L.C. Giordano, R. Fuks, R. Matheus (Mateiro), Lucy de S. vale  e denise Lelis (Museu Nacional)",1992,6,30,"Brazil","Rio de Janeiro","Rio de Janeiro","Horto Florestal, após o solar da Imperatriz, subinda na trilha ca. 100 msm, do solar. folha: SF.23ZB-IV-4-50-E. .",NA,NA,"árvore com ca. de 40m de alt.,  e DAP de ca. 1.20m de alt,., heliófita, tronco com casca lisa de cor acinzentada, folhas compostas com foliolos cartáceas, discolores verdes, frutos imaturos de cor verde","urn:catalog:JBRJ:RB:157934",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"107","2014-07-08T04:24:44.000+0000","JBRJ","RB","RB00157947","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","L.F.G. da Silva","2006-12-18T00:00:00.000+0000","701","R. Marquete ; et J.C. Gomes,",1992,10,17,"Brazil","Rio de Janeiro","Rio de Janeiro","Horto Florestal Grotão, subinda na encosta em direção ao pico do morro, projeto veg. das áreas do entorno do J.Botânico do RJ, floresta ombrófila densa degradada, heliófila.",NA,NA,"árvore com ca. 17m de alt., tronco liso, cor marrom lenticuladas, folhas menbranáceas, frutos secos, deiscentes, sementes aladas de cor creme","urn:catalog:JBRJ:RB:157947",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"108","2014-07-22T14:55:07.000+0000","JBRJ","RB","RB00441484","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"969","M.Peron; et al.",1992,11,30,"Brazil","Rio de Janeiro","Silva Jardim","Margens do Rio Sao Joao, entre a BR-101 e a ponte da linha ferrea. Reserva Biológica de Poço das Antas",-42.25,-22.5,"Arvore 12m; tronco com casca fissurada e pardacenta; DAP 60cm. Estéril.","urn:catalog:JBRJ:RB:441484",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"109",NA,"Reserva Natural Vale (CVRD)","CVRD","3265","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","Haroldo C. de Lima","2003-03-08T00:00:00.000+0000","103","Souza, V.D.",1991,5,31,"Brazil","Es","CONCEIÇÃO DO CASTELO","Próximo ao asfalto, sentido Taquaraçú à Santa Luzia, na propriedade de Antônio Sergio Monte, 30m do asfalto, lado direito.",NA,NA,"Projeto coleta de sementes. <ll>dwc_commonname:</ll> Ziquita","BRA:CVRD:CVRD:0000003265",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"110","2014-07-07T22:21:05.000+0000","JBRJ","RB","RB00671077","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H.C. de Lima",NA,"103","V. de Souza",1991,5,31,"Brazil","Espírito Santo","Conceição do Castelo","Sitio da Caviuna- Taquaruçú. Projeto coletas de sementaes. Pasto. Peóximo ao asfalto, sentido Taquaruçu á Santa Luzia, na propriedade de Antonio Sergio Monte, 30 m do asfalto, lado direito.",NA,NA,"Terrestre, porte arboreo. Fuste cilindrico. Casca escamosa. Flkor branca. Exsudação incolor.","urn:catalog:JBRJ:RB:671077",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"112","2017-10-15T08:37:30.000+0000","JBRJ","RB","RB00472697","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H.C. de Lima","1990-01-01T00:00:00.000+0000","3811","H.C. de Lima; et al",1990,6,3,"Brazil","Rio de Janeiro","Nova Friburgo","Macaé de Cima, estrada para o Sítio Sophronites, entre o Hotel Fazenda São João e o Sítio Fazenda Velha.",NA,NA,"arvore com 22m alt, tronco com casca lisa e acinzentada. DAP 60 cm, estéril","urn:catalog:JBRJ:RB:472697",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"113",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","44472","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H. C. de Lima",NA,"4498","T. S. dos Santos",1989,4,26,"Brazil","Bahia","ILHÉUS","Parque Zoobotanico.",NA,NA,"Ambiente: Mata Higrofila. Habito: Árvore","BRA:CEPLAC:CEPEC:0000044472",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"114","2017-10-18T23:08:26.000+0000","JBRJ","RB","RB00158045","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H.C. de Lima","1990-01-01T00:00:00.000+0000","3717","H.C. de Lima",1989,10,25,"Brazil","Rio de Janeiro","Cachoeiras de Macacu","Boca do Mato, RJ 116 prox. ao KM 53 .",NA,NA,"Árvore com 18 m alt, estéril,","urn:catalog:JBRJ:RB:158045",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"115",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","42512","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","C. M. B. Correia",NA,"669","F. S. Santos",1987,10,21,"Brazil","Bahia","SANTA CRUZ CABRÁLIA","Area da ESPAB. Arboreto, quadra no. 025.",-39.133333,-16.383333,"Ambiente: Mata Higrofila. Habito: Árvore maior que 5m e menor 20m","BRA:CEPLAC:CEPEC:0000042512",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"116",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","45639","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H. C. de Lima",NA,"790","F. S. Santos",1987,12,11,"Brazil","Bahia","SANTA CRUZ CABRÁLIA","Area da ESPAB. Arboreto, quadra no. 942.",-39.133333,-16.383333,"Ambiente: Mata Higrofila. Habito: Árvore maior que 5m e menor 20m","BRA:CEPLAC:CEPEC:0000045639",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"117","2017-10-10T21:38:14.000+0000","JBRJ","RB","RB00472716","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","Luciana G. da Silva","2004-07-21T00:00:00.000+0000","1382","A.F.Silva; L.Capellai Jr.",1986,3,6,"Brazil","São Paulo","São José dos Campos",NA,NA,NA,"árvore de 20m, flores de cálice castanho-claro e corola amarelo-pálido, filetes amarelo-esverdeados, levemente aromáticas, casca grossa bege, lenho amarelo, súber com protiberancias, horizontais e verrugoso","urn:catalog:JBRJ:RB:472716",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"118",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","7639","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"747","Andrade, PM de; Lopes, MA",1986,3,24,"Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga",0,0,"Mata Atlântica; arbóreo 30 m. flores amarelas.","BRA:UFMG:BHCB:0000007639",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"119",NA,"UFV","VIC","11046","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","Silva, L.F.G. da","2004-07-01T00:00:00.000+0000","1403","Silva, A.F. da; Capellari Júnior, L.",1986,3,20,"Brazil","São Paulo","São José dos Campos","Reserva Florestal Prof. Augusto Ruschi, Estrada Turvo, depois do Horto.",-45.9375,-23.075,"Árvore, c.a. de 15 metros de altura; flores de cálice castanho-claro, corola amarelo-ouro, estames amarelos; casca bege, lenho creme, súber verrucoso.","BRA:UFV:VIC:0000011046",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"122",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","44803","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H. C. de Lima",NA,"209","C. A. L. de Oliveira",1986,4,1,"Brazil","Rio de Janeiro","RIO DE JANEIRO","Alto da Boa Vista, estr. da Vista Chiensa, Km 2.",NA,NA,"Habito: Árvore maior que 20m e menor que 50m","BRA:CEPLAC:CEPEC:0000044803",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"124",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","50858","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","C. M. B. Correia","1992-09-17T00:00:00.000+0000","670","F. S. Santos",1986,7,24,"Brazil","Bahia","SANTA CRUZ CABRÁLIA","Area da ESPAB.",-39.133333,-16.383333,"Ambiente: Mata Higrofila. Habito: Árvore maior que 5m e menor 20m","BRA:CEPLAC:CEPEC:0000050858",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"125","2014-07-08T04:24:36.000+0000","JBRJ","RB","RB00157902","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"31","S.M. de Faria; H.C. de Lima",1984,4,9,"Brazil","Rio de Janeiro","Rio de Janeiro","J. Botânico do RJ.",NA,NA,"Muda observada no campo, com 15cm de alt., com nodulo mucunoid","urn:catalog:JBRJ:RB:157902",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"126","2017-10-17T14:13:53.000+0000","JBRJ","RB","RB00559577","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H.C .de lima","1999-01-01T00:00:00.000+0000","2494","H.C.de Lima; P.S.S. de Oliveira, J.m.Caruso & P.R.Martins",1984,12,13,"Brazil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso. centro de Primatológia, próximo a represa da CEDAE.",-42.833333,-22.433333,"Árvore, tronco c/ casca lisa, provida de sapopemas na base, estéril. Quadrat IV, árvore nº 34.","urn:catalog:JBRJ:RB:559577",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"127","2017-10-10T23:27:21.000+0000","JBRJ","RB","RB00157894","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H.C. de Lima","1983-01-01T00:00:00.000+0000",NA,"L. Rudel e B. Luschmatt",1983,8,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Tijuca.",NA,NA,"Herb. Horti Botanic - Ruusia","urn:catalog:JBRJ:RB:157894",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"128","2017-10-19T01:40:49.000+0000","JBRJ","RB","RB00157912","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","A. M. S. da F. Vaz",NA,"150","Rubens A. A. B.",1980,8,14,"Brazil","São Paulo","São Paulo","Subida da Serra Ubatuba.",-45.384444,-23.003889,"Árvore ca. 30m, folha sverdes, frutos palha de maturação senescentes, fruto é vagem alada, frequência fraca.","urn:catalog:JBRJ:RB:157912",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
