"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","infraspecificEpithet","fieldNumber","comments","bibliographicCitation"
"1",NA,"MBM","MBM","342681","Leptolobium tenuifolium Vogel",NA,"Fabaceae","Leptolobium","tenuifolium","Vogel","Lima, HC","2009-06-16T00:00:00.000+0000",NA,"809","Robson, D; et al.",2007,3,15,"Brazil","Espírito Santo","Linhares","Área pertencente ao Senhor Odair",0,0,"Restinga arbórea de Degredo. Floresta entre os cordões arenosos as vezes inundada. Árvore com 13m de altura, tronco soltando placas de cor pardacento-acidentado, DAP aproximadamente de 43 cm. Folhas discolores, parte adaxial de cor v","BRA:MBM:MBM:0000342681","Leptolobium tenuifolium Vogel",NA,NA,NA,NA
"2",NA,"Universidade Federal da Bahia (UFBA)","ALCB","90082","Leptolobium tenuifolium Vogel",NA,"Fabaceae","Leptolobium","tenuifolium","Vogel",NA,NA,NA,"811","Ribeiro, DR; Farney, C; Menezes, LFT; Pereira, JO",2007,3,13,"Brazil","Espírito Santo","Linhares","Fragmento em frente a casa do Reis, Sítio Santo Domingo",-39.725278,-19.351667,"ca. 10m, isolada no posto, tronco com fissuras verticiais e ramos com pequenos desplacamento. Folhas discolores. Frutos dispostos em inflorescência erecta sobressaindo a copa, jovens verdes claros. Fotos e DNA","BRA:UFBA:ALCB:0000090082","Leptolobium tenuifolium Vogel",NA,NA,NA,NA
"3","2014-07-22T17:46:09.000+0000","JBRJ","RB","RB00490183","Leptolobium tenuifolium Vogel",NA,"Fabaceae","Leptolobium","tenuifolium","Vogel","R.D. Ribeiro",NA,NA,"811","Robson D. Ribeiro ; Cyl Farney, L. F. T. Menezes & Oberdam J. Pereira",2007,3,13,"Brazil","Espírito Santo","Linhares","Fragmento em frente a casa do Reis, Sítio Santo Domingo,.",-39.725278,-19.351667,"Árvore com 10 m de altura, isolada no posto, tronco com fissuras verticais e ramos com pequenos desplacamento. Folhas discolores. Frutos dispostos em inflorescência erecta sobressaindo a copa, jovens verdes claros. Fotos e DNA","urn:catalog:JBRJ:RB:490183","Leptolobium tenuifolium Vogel",NA,NA,NA,NA
"4","2015-12-10T14:57:38.000+0000","JBRJ","RB","RB00704089","Leptolobium tenuifolium Vogel",NA,"Fabaceae","Leptolobium","tenuifolium","Vogel","H.C.de Lima",NA,NA,"203","M.S. Menandro",1990,7,5,"Brazil","Espírito Santo","Linhares","Fazenda N.S. Penha - Divino Serafim - B. do Norte - Linhares - ES - Brasil. Árvore à 6 km de Linhares, na estrada para Bananal, 1,5 km da sede. Coleta de frutos MSM. 201.",NA,NA,"Arbóreo, terrestre. Fruto maduro marrom amarelado, altura 25 m, fuste altura 5 m. Foliolos discolores, com face superior mais escuro, brilhante.","urn:catalog:JBRJ:RB:704089","Leptolobium tenuifolium Vogel",NA,NA,NA,NA
"5","2013-02-27T00:00:00.000+0000","K","Herbarium","K000892769","Leptolobium tenuifolium Vogel",NA,"Fabaceae","Leptolobium","tenuifolium","Vogel",NA,NA,NA,"2942","Lewis, G.P.; Lima, H.C.; Gomes, J.C.; Morão, L.M.M.",1987,5,11,"Brazil",NA,"Aracruz","Rio Camboios entre Barra do Riacho e Vila do Riacho próx. a Fábrica de asfalto da Aracruz celulose.",NA,NA,"[Sheet 3/3; Multiple sheets K000892768, K000892767] Sheet 1/3. See wood Sample. Estudo de Áreas remanescentes de ""Pau Brasil"" Expedição I-RJ, ES e BA. Período: 04-20 de maio de 1987.","http://specimens.kew.org/herbarium/K000892769","Leptolobium tenuifolium Vogel",NA,NA,NA,NA
"6","2013-02-27T00:00:00.000+0000","K","Herbarium","K000892768","Leptolobium tenuifolium Vogel",NA,"Fabaceae","Leptolobium","tenuifolium","Vogel",NA,NA,NA,"2942","Lewis, G.P.; Lima, H.C.; Gomes, J.C.; Morão, L.M.M.",1987,5,11,"Brazil",NA,"Aracruz","Rio Comboios entre Barra do Riacho e Vila do Riacho próx. a Fábrica de asfalto da Aracruz celulose.",NA,NA,"[Sheet 2/3; Multiple sheets K000892769, K000892767] Sheet 2/3. See wood sample. Estudo de Áreas Remanescentes de Pau Brasil. Expedição I- RJ, ES e BA. Período: 04-20 de maio de 1987","http://specimens.kew.org/herbarium/K000892768","Leptolobium tenuifolium Vogel",NA,NA,NA,NA
"7","2017-11-19T08:16:15.000+0000","JBRJ","RB","RB00167672","Leptolobium tenuifolium Vogel",NA,"Fabaceae","Leptolobium","tenuifolium","Vogel","R.D. Ribeiro",NA,NA,"2052","L.A. MATTOS; T.S. DOS SANTOS  & J.L. HAGE",1986,4,17,"Brazil","Bahia","Ilhéus","ROD.  ILHÉUS  /  PONTA  DO  RAMO/ITACARÉ.  COLETAS  ENTRE  O  KM  6  E12  AO  NORTE  DE  ILHÉUS  .  PRÓX.  AO  LITORAL  .",NA,NA,"ÁRVORE  12 M X 40 CM  . FRUTOS IMATUROS , DE COLORAÇÃO VERDE . COLETADA NA MARGEM DO MANGUE","urn:catalog:JBRJ:RB:167672","Leptolobium tenuifolium Vogel",NA,NA,NA,NA
"8","2013-02-27T00:00:00.000+0000","K","Herbarium","K000892766","Leptolobium tenuifolium Vogel",NA,"Fabaceae","Leptolobium","tenuifolium","Vogel",NA,NA,NA,"208","Kuhlmann, J.G.",1934,4,14,"Brazil",NA,"Linhares","Lagoa do Durão, Rio Doce.",NA,NA,NA,"http://specimens.kew.org/herbarium/K000892766","Leptolobium tenuifolium Vogel",NA,NA,NA,NA
"9",NA,"F","Botany",NA,"Leptolobium tenuifolium Vogel",NA,"Fabaceae","Leptolobium","tenuifolium","Vogel",NA,NA,"HOLOTYPE","s.n.","F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"c73f6a27-a9e2-4dfd-9ecc-c2f0d1886cd5","Leptolobium tenuifolium Vogel",NA,NA,NA,NA
"10",NA,"F","Botany","V0077394F","Leptolobium tenuifolium Vogel",NA,"Fabaceae","Leptolobium","tenuifolium","Vogel",NA,NA,"ISOTYPE","s.n.","F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"50b5bc15-5671-499d-9a1d-bf85b255f132","Leptolobium tenuifolium Vogel",NA,NA,NA,NA
