"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments","bibliographicCitation"
"1",NA,"NY","NY","02532058","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima","Fabaceae","Pseudopiptadenia","bahiana","G.P.Lewis & M.P.Lima",NA,NA,NA,"1665","Neves, D. M.",2014,3,10,"Brazil","Bahia",NA,"Fazenda Nova Esperanca.",-39.627778,-14.949722,NA,"26a61608-dc2c-4fda-ae21-17a363dca65a","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima",NA,NA,NA,NA,NA
"2","2017-10-18T11:50:33.000+0000","JBRJ","RB","RB00903449","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima","Fabaceae","Pseudopiptadenia","bahiana","G.P.Lewis & M.P.Lima","Lima, H.C.; Queiroz, L.P.; Lewis, G.P.",NA,NA,"1661","Neves, D.M.; Lima, H.C.; Queiroz, L.P.; Lewis, G.P.; Vivas, C.V.; Paixao, J.L.",2014,3,10,"Brazil","Bahia","Ibicaraí","Estrada Ibicarai para Itaju do Colônia, +/- km 3.",-39.622778,-14.894444,"Arvore 4m","urn:catalog:JBRJ:RB:903449","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima",NA,NA,NA,NA,NA
"3","2017-10-19T11:19:11.000+0000","JBRJ","RB","RB00903420","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima","Fabaceae","Pseudopiptadenia","bahiana","G.P.Lewis & M.P.Lima","Queiroz, L.P.",NA,NA,"1583","Neves, D.M.; Queiroz, L.P.; Dexter, K.G.; Baker, T.",2013,8,4,"Brazil","Bahia","Itaberaba","Área TreeAtlan Baitbr.",-40.378333,-12.476389,"Árvores 3m. Legumes coletados do chão","urn:catalog:JBRJ:RB:903420","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima",NA,NA,NA,NA,NA
"4",NA,"UEFS","HUEFS","193544","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima","Fabaceae","Pseudopiptadenia","bahiana","G.P.Lewis & M.P.Lima",NA,NA,NA,"15504","Queiroz, L.P.de",2012,6,8,"Brazil","Bahia","Itaberaba","Fazenda Leão dos Brejos. Bioma Caatinga. Floresta Estadual Decidual, dossel a ca. 20 m altura.",-40.521111,-12.417222,"Floresta Estacional Decidual, dossel a ca. 20 m alt.","BRA:UEFS:HUEFS:0000193544","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima",NA,NA,NA,NA,NA
"5",NA,"US","Botany","3687634","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima","Fabaceae","Pseudopiptadenia","bahiana","G.P.Lewis & M.P.Lima",NA,NA,NA,"250","C. E. Ramos, F. Santos, C. Santos & A. Rita",2008,7,10,"Brazil","Bahia",NA,"Brasil, Bahia Litoral Sul, Itagiba,Projecto Santa Rita, Mirabela, Mata do Lateritico.",-39.7319,-14.1764,NA,"http://n2t.net/ark:/65665/32176b9a2-c995-4de2-a938-fd4ed603c979","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima",NA,NA,NA,NA,NA
"6",NA,"UEFS","HUEFS","120029","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima","Fabaceae","Pseudopiptadenia","bahiana","G.P.Lewis & M.P.Lima","P.G.Ribeiro","2011-10-01T00:00:00.000+0000",NA,"1942","Cardoso, D.",2007,5,22,"Brazil","Bahia","Anguera","Fazenda Retiro, ca. 18 Km de Feira de Santana na Estrada do Feijão sentido Ipirá.",-39.183889,-12.161667,"Floresta estacional semidecídua com dossel a ca. 20 m alt. e afloramentos rochosos no topo da serra.","BRA:UEFS:HUEFS:0000120029","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima",NA,NA,NA,NA,NA
"7",NA,"UNICAMP","UEC","183692","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima","Fabaceae","Pseudopiptadenia","bahiana","G.P.Lewis & M.P.Lima","Ribeiro, P.G.","2016-09-01T00:00:00.000+0000",NA,"138","Melo, P.A.",2006,11,24,"Brazil","Bahia","Mundo Novo","jequitibá, beira de estrada/mata. floresta estacional semidecidual",-40.483333,-12.033333,"arbóreo, flores creme, com vages. nome popular fava branca","BRA:UNICAMP:UEC:0000183692","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima",NA,NA,NA,NA,NA
"8",NA,"UESB","HUESB","1630","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima","Fabaceae","Pseudopiptadenia","bahiana","G.P.Lewis & M.P.Lima","H. Lima","2006-02-01T00:00:00.000+0000",NA,"561","Macedo, G.E.L.",2004,3,4,"Brazil","Bahia","Jequié","Fazenda Brejo Novo., Fazenda Brejo Novo, a 10,5 Km da Av. Otávio Mangabeira entrando pela Av. Exupério Miranda no Bairro do Mandacarú.",-41.058333,-13.944722,"Localizado em solo areno argiloso-pedregoso. Habitat:Terrestre no interior da mata. L. Mimosoideae.; Árvore. Folhas compostas, membranáceas. Frutos secos deiscentes.; Floresta Estacional (Mata de Cipó) em zona de transição. ; HA","BRA:UESB:HUESB:0000001630","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima",NA,NA,NA,NA,NA
"9",NA,"UESB","HUESB","1634","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima","Fabaceae","Pseudopiptadenia","bahiana","G.P.Lewis & M.P.Lima","H. Lima","2006-02-01T00:00:00.000+0000",NA,"1099","Macedo, G.E.L.; A.F. Souza; BL.; A.F. Souza; BL.",2004,8,3,"Brazil","Bahia","Jequié","Fazenda Brejo Novo., Fazenda Brejo Novo, a 10,5 Km da Av. Otávio Mangabeira entrando pela Av. Exupério Miranda no Bairro do Mandacarú.",-41.058333,-13.944722,"Localizado em solo areno argiloso-pedregoso. Habitat:Terrestre na borda da mata. L. Mimosoideae.; Árvore com + ou - 10 m. Folhas compostas, alternas, duplamente pinadas. Frutos secos sem sementes, marron.; Floresta Estacional (Mata de Cipó) em zona d; HA","BRA:UESB:HUESB:0000001634","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima",NA,NA,NA,NA,NA
"10","2017-10-15T15:44:58.000+0000","JBRJ","RB","RB00300979","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima","Fabaceae","Pseudopiptadenia","bahiana","G.P.Lewis & M.P.Lima",NA,NA,NA,"1130","G.E.L. Macedo; J. Baleiro",2004,8,3,"Brazil","Bahia","Jequié","Fazenda Brejo Novo, a 10,5 km da Av. Otávio Mangabeira, entrando pela Av. Exupério Miranda no Bairro do Mandacaru.",-40.111111,-13.944722,"Arbóreo. Folhas compostas, duplamente pinadas, membranáceas. Frutos secos amarronsados.","urn:catalog:JBRJ:RB:300979","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima",NA,NA,NA,NA,NA
"11","2017-10-15T15:44:56.000+0000","JBRJ","RB","RB00300950","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima","Fabaceae","Pseudopiptadenia","bahiana","G.P.Lewis & M.P.Lima",NA,NA,NA,"1110","G.E.L. Macedo; A.F. Souza, L.B. Freitas",2004,8,4,"Brazil","Bahia","Jequié","Brejo Novo, a 10,5 km da Av. Otávio Mangabeira entrando pela Av. Exupério Miranda no bairro do Mandacaru.",-40.111111,-13.944722,"Árvore com ca. 10m, folhas compostas, alternas, duplamente pinadas, levemente discolor. Fruto seco, estava sem sementes.","urn:catalog:JBRJ:RB:300950","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima",NA,NA,NA,NA,NA
"12","2017-10-15T08:42:26.000+0000","JBRJ","RB","RB00301026","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima","Fabaceae","Pseudopiptadenia","bahiana","G.P.Lewis & M.P.Lima",NA,NA,NA,"1594","G.E.L. Macedo; J.L. Paixão",2004,12,9,"Brazil","Bahia","Jequié","Fazenda Brejo Novo, a 10,5 km da Av. Otávio Mangabeira pela Exupério Miranda no Bairro do Mandacarú.",-40.111111,-13.944722,"Folhas compostas, discolor, brilhante. Flores em espigas verde esbranquiçadas, homoclamídeas. Flora acompanhante.","urn:catalog:JBRJ:RB:301026","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima",NA,NA,NA,NA,NA
"13","2014-08-25T09:56:54.000+0000","JBRJ","RB","RB00159063","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima","Fabaceae","Pseudopiptadenia","bahiana","G.P.Lewis & M.P.Lima","Michel João Ferreira Barros",NA,NA,"1829","Sérgio M. de Faria; Cíntia C. Faria Costa, José Pereira da Conceição",1999,9,27,"Brazil","Bahia","Vitória da Conquista","BR 116.",-40.506667,-11.173056,"Árvore com 6 m de altura, com frutos passados. não observado a nodulação.","urn:catalog:JBRJ:RB:159063","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima",NA,NA,NA,NA,NA
"14",NA,"Universidade Federal de Santa Catarina (UFSC)","FLOR","36891","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima","Fabaceae","Pseudopiptadenia","bahiana","G.P.Lewis & M.P.Lima",NA,NA,NA,"68433","Hatschbach, G.",1998,10,12,"Brazil","Bahia","Aurelino Leal","Rio de Contas.",NA,NA,"árvore, flor alvacenta, 8m altura","BRA:UFSC:FLOR:0000036891","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima",NA,NA,NA,NA,NA
"15","2014-08-25T09:57:00.000+0000","JBRJ","RB","RB00202909","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima","Fabaceae","Pseudopiptadenia","bahiana","G.P.Lewis & M.P.Lima","R.BARNEBY","1999-01-01T00:00:00.000+0000",NA,"68433","G.HATSCHBACH; M.HATSCHBACH & J.M.SILVA",1998,10,12,"Brazil","Bahia","Rio de Contas","MUN. AURELIANO LEAL.",NA,NA,"ÁRVORE, 8 M, FLOR ALVACENTA. FLORESTA ATLÂNTICA","urn:catalog:JBRJ:RB:202909","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima",NA,NA,NA,NA,NA
"16",NA,"Instituto de Botânica, IBT","SP","344373","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima","Fabaceae","Pseudopiptadenia","bahiana","G.P.Lewis & M.P.Lima","Ribeiro, PG","2013-04-19T00:00:00.000+0000",NA,"68433","Hatschbach, G; Hatschbach, M; Silva, JM",1998,10,12,"Brazil","Bahia","Rio de Contas",NA,0,0,NA,"BRA:IBt:SP:0000344373","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima",NA,NA,NA,NA,NA
"17",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","61614","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima","Fabaceae","Pseudopiptadenia","bahiana","G.P.Lewis & M.P.Lima",NA,NA,NA,"68433","Hatschbach, GM; Hatschbach, M; Silva, JM",1998,10,12,"Brazil","Bahia","Arelino Leal",NA,0,0,NA,"BRA:UFMG:BHCB:0000061614","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima",NA,NA,NA,NA,NA
"18",NA,"UEFS","HUEFS","16199","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima","Fabaceae","Pseudopiptadenia","bahiana","G.P.Lewis & M.P.Lima","P.G.Ribeiro","2011-10-01T00:00:00.000+0000",NA,"1009","Amorim, A.M.",1993,2,21,"Brazil","Bahia","Jacobina",NA,NA,NA,NA,"BRA:UEFS:HUEFS:0000016199","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima",NA,NA,NA,NA,NA
"19",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","57107","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima","Fabaceae","Pseudopiptadenia","bahiana","G.P.Lewis & M.P.Lima","G. P. Lewis","1993-12-31T00:00:00.000+0000",NA,"1009","A. M. Amorim",1993,2,21,"Brazil","Bahia","JACOBINA","A 30Km estr. Jacobina/Itaitu, Cachoeira Pequena.",NA,NA,"Ambiente: Mata de galeria. Habito: Árvore maior que 5m e menor 20m","BRA:CEPLAC:CEPEC:0000057107","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima",NA,NA,NA,NA,NA
"20","2007-03-20T14:26:35.000+0000","K","Herbarium","K000090160","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima","Fabaceae","Pseudopiptadenia","bahiana","G.P.Lewis & M.P.Lima","Barneby, R.",NA,NA,"1009","Carvalho, A.M.; Amorim, A.M.; Jardim, J.G.; Silva, J.R.",1993,2,21,"Brazil",NA,"Jacobina","Estrada Jacobina-Itaitú, ca. 30km a partir da sede do município, na Cachoeira Pequena.",NA,NA,NA,"http://specimens.kew.org/herbarium/K000090160","Pseudopiptadenia bahiana G.P.Lewis & M.P.Lima",NA,NA,NA,NA,NA
