"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","infraspecificEpithet","comments"
"1","2017-09-25T15:03:27.000+0000","JBRJ","RB","RB00851979","Swartzia dipetala Willd. ex Vogel",NA,"Fabaceae","Swartzia","dipetala","Willd. ex Vogel","V.F.MANSANO","2017-09-19T00:00:00.000+0000",NA,"1770",NA,"Neves, D.M.; Lima, H.C.; Queiroz, L.P.; Pennington, R.T.; Lewis, G.P.; Vivas, C.V.; Paixao, J.L.",2014,3,15,"Brazil","Bahia","Belmonte","Fazenda Ubu, 2km sudoeste de Belmonte.",-38.895555,-15.871389,"Arvore 10m, frutos laranjados. Material Banco de DNA","urn:catalog:JBRJ:RB:851979",NA,"Swartzia dipetala Willd. ex Vogel",NA,NA
"2","2017-06-06T16:43:11.000+0000","JBRJ","RB","RB01324074","Swartzia dipetala Willd. ex Vogel",NA,"Fabaceae","Swartzia","dipetala","Willd. ex Vogel","R. Asprino",NA,NA,"1",NA,"Oliveira, N. E.",2014,7,19,"Brazil","Bahia","Medeiros Neto","Conglomerado BA_1426",-39.599722,-17.460556,"Árvore-0Herbácea, exsudado não observado. Casca externa marrom  e grossa, casca interna amarelada, tipo: áspera, desprendimento: não informado, sem odor. Frutos com 1 bcm, carnoso, forma oval, cor externa laranja e interna esbranquiçada, consistência em polpa","urn:catalog:JBRJ:RB:1324074",NA,"Swartzia dipetala Willd. ex Vogel",NA,NA
"3","2017-11-19T08:55:17.000+0000","JBRJ","RB","RB01199083","Swartzia dipetala Willd. ex Vogel",NA,"Fabaceae","Swartzia","dipetala","Willd. ex Vogel","L.C.F. Rocha",NA,NA,NA,NA,"M.A.S. Zanin; J.R. Santos; R.N.R. Ferreira; I.N. Silva",2014,8,29,"Brazil","Mato Grosso","Colíder","Resgate  de  FLORA  da  UHE.  Lote  B  de  supressão.    21  664031  /  8782973",NA,NA,NA,"urn:catalog:JBRJ:RB:1199083",NA,"Swartzia dipetala Willd. ex Vogel",NA,NA
"4",NA,"MBM","MBM","404334","Swartzia dipetala Willd. ex Vogel",NA,"Fabaceae","Swartzia","dipetala","Willd. ex Vogel","Ferneda-Rocha, LC","2015-11-10T00:00:00.000+0000",NA,"s.n.",NA,"Zanin, MAS; Santos, JR; Ferreira, RNR; Silva, IN",2014,8,29,"Brazil","Mato Grosso","Colíder","Resgate da Flora da UHE Colíder, Lote B de supressão",-55.498611,-11.005833,"Altura: 15m. CAP: 25cm. Árvore base reta, casca rugosa, casca morta cinza-esverdeada, casca viva cor creme. Folhas concolores, membranáceas. Frutos carnosos, deiscentes, maduros alaranjados.; Floresta do ""Planalto dos Parecís"", regiã","BRA:MBM:MBM:0000404334",NA,"Swartzia dipetala Willd. ex Vogel",NA,NA
"6",NA,"Universidade Federal de Sergipe, UFS","ASE","30724","Swartzia dipetala Willd. ex Vogel",NA,"Fabaceae","Swartzia","dipetala","Willd. ex Vogel","Santana, JP","2014-04-15T00:00:00.000+0000",NA,"146",NA,"Santana, JP; Silva, TR",2013,11,2,"Brazil","Sergipe","Nossa Senhora do Socorro","Floresta Nacional do Ibura",-37.134222,-10.8386,"Árvore, 6m. Fruto imaturo verde.; Mata Atlântica","BRA:UFS:ASE:0000030724",NA,"Swartzia dipetala Willd. ex Vogel",NA,NA
"8","2016-12-12T09:41:25.000+0000","JBRJ","RB","RB00715825","Swartzia microstylis Benth.",NA,"Fabaceae","Swartzia","microstylis","Benth.","V.F.MANSANO",NA,NA,"2146 a",NA,"Hopkins, MJ.G; Silva, C.F. da & Souza, V.S",2011,2,17,"Brazil","Roraima","Caracaraí","Parque Nacional do Viruá.",-61.003056,1.490556,"Árvore de 20 m x 40 cm DAP. Base com sapopemas pequenos e profundamente acanalado. Ritidoma com desprendimento em placas finas até 20 x 10 cm, quebradiças. Ritidoma avermelhado. Casca morta 2 mm, mnarrom-cinza; casca viva 2 mm marrom avermelhado com exsudato vermelho, alburno amarelo. Cheiro fraco. Fruto verde.","urn:catalog:JBRJ:RB:715825",NA,"Swartzia microstylis Benth.",NA,NA
"9","2017-10-19T13:22:26.000+0000","JBRJ","RB","RB00645193","Swartzia dipetala Willd. ex Vogel",NA,"Fabaceae","Swartzia","dipetala","Willd. ex Vogel","R.B.Pinto","2011-06-18T00:00:00.000+0000",NA,"246",NA,"R.B.Pinto; V.F.Mansano, C.A.Polido, E.P.Seleme & I. Marques",2011,6,18,"Brazil","Bahia","Ilhéus","BA-001 Ilhéus-Itacaré. área de manguezal na beira da estrada.",-39.090278,-14.636389,"Árvore ca.6m. Frutos alaranjados. Sementes escuras com arilo branco.","urn:catalog:JBRJ:RB:645193",NA,"Swartzia dipetala Willd. ex Vogel",NA,NA
"10","2017-10-18T17:42:26.000+0000","JBRJ","RB","RB00645170","Swartzia dipetala Willd. ex Vogel",NA,"Fabaceae","Swartzia","dipetala","Willd. ex Vogel",NA,"2011-06-15T00:00:00.000+0000",NA,"856",NA,"V.F. Mansano; R.B. Pinto, E.P. Seleme, C. Polido",2011,6,15,"Brazil","Bahia","Ilhéus","rodovia Ilhéus - Itacaré, 15 km de Ilhéus no sentido para Itacaré.",-39.068889,-14.636667,"Árvore 15m, tronco descamante, castanho, frutos maduros alaranjados, sementes pretas com arilo branco","urn:catalog:JBRJ:RB:645170",NA,"Swartzia dipetala Willd. ex Vogel",NA,NA
"11",NA,"UEFS","HUEFS","188740","Swartzia dipetala Willd. ex Vogel",NA,"Fabaceae","Swartzia","dipetala","Willd. ex Vogel",NA,NA,NA,"2310",NA,"Matos, E.N.de",2011,10,10,"Brazil","Bahia","Maraú","Saleiro, Cassange",-38.962222,-14.013611,"Restinga. Floresta.","BRA:UEFS:HUEFS:0000188740",NA,"Swartzia dipetala Willd. ex Vogel",NA,NA
"12",NA,"Jardim Botânico de Brasília (JBB)","HEPH","28318","Swartzia dipetala Willd. ex Vogel",NA,"Fabaceae","Swartzia","dipetala","Willd. ex Vogel","Folli, D","2011-10-01T00:00:00.000+0000",NA,"838",NA,"Chacon, RG",2011,10,18,"Brazil","Espírito Santo","Guarapari","Fazenda do Zé Pereira,borda da estrada a caminho de GuarÁrea de Proteção Ambientalri,ca -3km do trevo GuarÁrea de Proteção Ambientalri-Vitória.",0,0,"Sementes pretas. Árvore de 4m de altura; Fruto Laranja; Mata Ombrófila; Relevo Inclinado","BRA:JBB:HEPH:0000028318",NA,"Swartzia dipetala Willd. ex Vogel",NA,NA
