"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","acceptedNameUsage","occurrenceID","comments","bibliographicCitation"
"1","","","RB","RB01308009","Chamaecrista xinguensis (Ducke) H.S.Irwin & Barneby","","Fabaceae","Chamaecrista","xinguensis","","(Ducke) H.S.Irwin & Barneby","M.J. Falcão","","","8949","","R.C. Forzza; F. A. Obermuller; L. Giacomin; T. André; E.C. Oliveira; A. Silva; E.S.C. Gomes & G.R.S. Sousa","2016","11","19","brazil","Pará","Belterra","Comunidade de São Jorge. FLONA Tapajós","-54.996111","-3.126111","Árvore 18 metros de altura. Flores com cálice verde; corola e estames amarelos.","Chamaecrista xinguensis (Ducke) H.S.Irwin & Barneby","","original coordinates","GBIF"
"2","","","MFS","005023","Chamaecrista xinguensis (Ducke) H.S.Irwin & Barneby","","Fabaceae","Chamaecrista","xinguensis","","(Ducke) H.S.Irwin & Barneby","Silva, CAS da","","","1597","","Lucas, FCA","2014","7","20","brazil","Pará","Garrafão do Norte","","-47.050911","-1.930222","Árvore de 4m de altura com inflorescência amarela.","Chamaecrista xinguensis (Ducke) H.S.Irwin & Barneby","","original coordinates","GBIF"
"3","","","RB","RB00903475","Chamaecrista xinguensis (Ducke) H.S.Irwin & Barneby","","Fabaceae","Chamaecrista","xinguensis","","(Ducke) H.S.Irwin & Barneby","Neves, D.M.","","","1957","","Neves, D.M.; Barbosa, C.V.O.","2014","8","25","brazil","Pará","Belém","Centro de pesquisa do Museu Goeldi. Planta cultivada no horto.","-48.443889","-1.485","Arvore 10m, foliolos papiraceos, caulifloria com flores amarelas, frutos imaturos verdes e maduros castanhos","Chamaecrista xinguensis (Ducke) H.S.Irwin & Barneby","","original coordinates","GBIF"
"4","","","SPF","211344","Chamaecrista xinguensis (Ducke) H.S.Irwin & Barneby","","Fabaceae","Chamaecrista","xinguensis","","(Ducke) H.S.Irwin & Barneby","Rando, JG","2012-02-23","","1208","","Rando, JG; Nogueira, A","2012","2","23","brazil","Pará","Belterra","Estrada de terra que sai à esquerda da rodovia Santarém - Rorainópolis (BR 163), km 76.","-54.931972","-2.985444","Árvore ca. 5 m alt., frutos passados coletados no chão. Coleta em sílica e FAA. Prensado em álcool. Madeira bastante resistente, muito utilizada em construção pela população local.; Capoeira logo no início da estrada, solo areno-argi","Chamaecrista xinguensis (Ducke) H.S.Irwin & Barneby","","original coordinates","GBIF"
"5","","","RB","RB00957038","Chamaecrista xinguensis (Ducke) H.S.Irwin & Barneby","","Fabaceae","Chamaecrista","xinguensis","","(Ducke) H.S.Irwin & Barneby","J.G. Rango","2012-02-23","","1209","","J.G. Rando; A. Nogueira","2012","2","23","brazil","Pará","Belterra","Estrada de terra que sai à direita da rodovia Santarém - Rorainópolis (BR 163), km 72, ca. 6km da rodovia. Seguindo para a comunidade Fé em Deus.","-54.896111","-2.939167","Árvore ca. 25m alt., 40cm DAP. Frutos caídos no chão. Madeira bastante resistente, muito utilizada em contrução pela população local. Conhecida pela comunidade local como coração-de-negro","Chamaecrista xinguensis (Ducke) H.S.Irwin & Barneby","","original coordinates","GBIF"
"6","","","NY","2422692","Chamaecrista xinguensis (Ducke) H.S.Irwin & Barneby","","Fabaceae","Chamaecrista","xinguensis","","(Ducke) H.S.Irwin & Barneby","","","","1208","","J. G. Rando","2012","2","23","brazil","ParÃ¡","","Estrada de terra que sai a esquerda da rodovia Santarem - Rorainopolis (BR163), km 76.","-54.93197","-2.98544","","Chamaecrista xinguensis (Ducke) H.S.Irwin & Barneby","","original coordinates","GBIF"
"7","","","NY","2422693","Chamaecrista xinguensis (Ducke) H.S.Irwin & Barneby","","Fabaceae","Chamaecrista","xinguensis","","(Ducke) H.S.Irwin & Barneby","","","","1209","","J. G. Rando","2012","2","23","brazil","ParÃ¡","","Estrada de terra que sai a esquerda da rodovia Santarem - Rorainopolis (BR163), km 72, ca. 6 km da rodovia. Seguindo para a comunidade FÃ© em Deus.","-54.89636","-2.93925","","Chamaecrista xinguensis (Ducke) H.S.Irwin & Barneby","","original coordinates","GBIF"
"8","","","SP","491419","Chamaecrista xinguensis (Ducke) H.S.Irwin & Barneby","","Fabaceae","Chamaecrista","xinguensis","","(Ducke) H.S.Irwin & Barneby","Bonadeu, F","2013-01-22","","PSACF448","","Antonio, LC","2012","6","22","brazil","Pará","Vitória do Xingu","Sítio Bela Vista","-51.970011","-3.14154","","Chamaecrista xinguensis (Ducke) H.S.Irwin & Barneby","","centroide mpo (0)","GBIF"
"9","","","RB","RB01302268","Chamaecrista xinguensis (Ducke) H.S.Irwin & Barneby","","Fabaceae","Chamaecrista","xinguensis","","(Ducke) H.S.Irwin & Barneby","F. Bonadeu","2013-01-22","","448","","L.C. Antônio","2012","6","22","brazil","Pará","Vitória do Xingu","Sítio Bela Vista","-51.970011","-3.14154","","Chamaecrista xinguensis (Ducke) H.S.Irwin & Barneby","","centroide mpo","GBIF"
"10","","","SP","497869","Chamaecrista xinguensis (Ducke) H.S.Irwin & Barneby","","Fabaceae","Chamaecrista","xinguensis","","(Ducke) H.S.Irwin & Barneby","Bonadeu, F","","","PSACF636","","Gomes, DAA","2012","7","28","brazil","Pará","Vitória do Xingu","Travessão 27","-51.970011","-3.14154","","Chamaecrista xinguensis (Ducke) H.S.Irwin & Barneby","","centroide mpo (0)","GBIF"
