"","institutionCode","catalogNumber","recordedBy"
"1","Instituto Nacional de Pesquisas da Amazônia (INPA)","249977","Damasco, G"
"2","Instituto Nacional de Pesquisas da Amazônia (INPA)","258845","Gaui, TD"
"3","Instituto Nacional de Pesquisas da Amazônia (INPA)","258846","Gaui, TD"
"4","Instituto Nacional de Pesquisas da Amazônia (INPA)","223869","Souza, LAG de"
"5","Instituto Nacional de Pesquisas da Amazônia (INPA)","209386","Vicentini, A"
"6","Instituto Nacional de Pesquisas da Amazônia (INPA)","191382","Martins, LHP"
"7","Instituto Nacional de Pesquisas da Amazônia (INPA)","202358","Lemos, MC"
"8","Instituto Nacional de Pesquisas da Amazônia (INPA)","179567","Vicentini, A"
"9","Instituto Nacional de Pesquisas da Amazônia (INPA)","180115",NA
"10","Instituto Nacional de Pesquisas da Amazônia (INPA)","188095","Boom, BM"
"11","Instituto Nacional de Pesquisas da Amazônia (INPA)","168858",NA
"12","Instituto Nacional de Pesquisas da Amazônia (INPA)","181564","Lima, HC de"
"13","Instituto Nacional de Pesquisas da Amazônia (INPA)","181655","Lima, HC de"
"14","Instituto Nacional de Pesquisas da Amazônia (INPA)","170941","Farney, C de S."
"15","Instituto Nacional de Pesquisas da Amazônia (INPA)","181597","Lima, HC de"
"16","Instituto Nacional de Pesquisas da Amazônia (INPA)","140875","Ferreira, CAC"
"17","Instituto Nacional de Pesquisas da Amazônia (INPA)","73030",NA
"18","Instituto Nacional de Pesquisas da Amazônia (INPA)","73296",NA
"19","Instituto Nacional de Pesquisas da Amazônia (INPA)","55266",NA
"20","Instituto Nacional de Pesquisas da Amazônia (INPA)","55254",NA
"21","Instituto Nacional de Pesquisas da Amazônia (INPA)","55262",NA
"22","Instituto Nacional de Pesquisas da Amazônia (INPA)","55706",NA
"23","Instituto Nacional de Pesquisas da Amazônia (INPA)","55347",NA
"24","Instituto Nacional de Pesquisas da Amazônia (INPA)","59372",NA
"25","Instituto Nacional de Pesquisas da Amazônia (INPA)","60632",NA
"26","Instituto Nacional de Pesquisas da Amazônia (INPA)","49787",NA
"27","Instituto Nacional de Pesquisas da Amazônia (INPA)","38033",NA
"28","Instituto Nacional de Pesquisas da Amazônia (INPA)","35840",NA
"29","Instituto Nacional de Pesquisas da Amazônia (INPA)","34216",NA
"30","Instituto Nacional de Pesquisas da Amazônia (INPA)","17227",NA
"31","Instituto Nacional de Pesquisas da Amazônia (INPA)","17232",NA
"32","Instituto Nacional de Pesquisas da Amazônia (INPA)","17544",NA
"33","Instituto Nacional de Pesquisas da Amazônia (INPA)","15723",NA
"34","Instituto Nacional de Pesquisas da Amazônia (INPA)","16968",NA
"35","Instituto Nacional de Pesquisas da Amazônia (INPA)","9155",NA
"36","Instituto Nacional de Pesquisas da Amazônia (INPA)","8087",NA
"37","Instituto Nacional de Pesquisas da Amazônia (INPA)","7406",NA
"38","Instituto Nacional de Pesquisas da Amazônia (INPA)","6002",NA
"39","Instituto Nacional de Pesquisas da Amazônia (INPA)","73003",NA
"40","Instituto Nacional de Pesquisas da Amazônia (INPA)","150960",NA
"41","Instituto Nacional de Pesquisas da Amazônia (INPA)","54668",NA
"42","Instituto Nacional de Pesquisas da Amazônia (INPA)","53620","?"
"43","Instituto Nacional de Pesquisas da Amazônia (INPA)","49034",NA
"44","Instituto Nacional de Pesquisas da Amazônia (INPA)","53616","?"
"45","Instituto Nacional de Pesquisas da Amazônia (INPA)","49032",NA
"46","Instituto Nacional de Pesquisas da Amazônia (INPA)","49033",NA
"47","Instituto Nacional de Pesquisas da Amazônia (INPA)","49035",NA
