"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1","2012-07-26T15:19:16.000+0000","MNHN","P","P00835914","Macrolobium palustre Ducke","Fabaceae","Macrolobium","palustre","Ducke","Ducke","ISOTYPE",NA,35193,"Ducke, A.",1935,9,19,"Brazil",NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00835914","Macrolobium palustre Ducke"
"2","2008-10-26T13:21:55.000+0000","K","Herbarium","K000555043","Macrolobium palustre Ducke","Fabaceae","Macrolobium","palustre","Ducke",NA,NA,35193,NA,"Ducke, A.",1935,9,19,"Brazil",NA,NA,"Cucuhy, Rio Negro  Tgarape Macacumy",NA,NA,NA,"http://specimens.kew.org/herbarium/K000555043","Macrolobium palustre Ducke"
"3",NA,"US","Botany","1694243","Macrolobium palustre Ducke","Fabaceae","Macrolobium","palustre","Ducke",NA,"ISOTYPE",35193,NA,"A. Ducke",1935,9,19,"Brazil","Amazonas",NA,"Cucuhy, Rio Negro, Igarape, Macacuny.",NA,NA,NA,"http://n2t.net/ark:/65665/3f1baacd3-7739-4452-a221-61a99b6ba4e1","Macrolobium palustre Ducke"
"6",NA,NA,"Botany","U  0008271","Macrolobium palustre Ducke","Fabaceae","Macrolobium","palustre","Ducke","Cowan RS","ISOTYPE",NA,NA,"Ducke A",1935,9,19,"Brazil","Amazonas",NA,"Cucuhy, Rio Negro (civ. Amazonas), Igarapé, Macacuny ad ripas inundatas.",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U%20%200008271","Macrolobium palustre Ducke"
