"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1","2018-09-19T15:24:57.000+0000","JBRJ","RB","RB00556413","Leptolobium tenuifolium Vogel",NA,"Fabaceae","Leptolobium","tenuifolium","Vogel","H.C. de Lima",NA,NA,"1088","R.D. Ribeiro; F. Filardi & J. Nicodemo (encarregado do Sitio)",2009,4,8,"Brazil","Rio de Janeiro","Teresópolis","2º Distrito ( Cruzeiro), Sitio São Luiz. Vegetação secundária em remanescente florestal com aproximadamente 30 anos de regeneração.",NA,NA,"Árvore com 18 metros de altura, DAP com aproximadamente 43 cm, tronco esbranquiçado e com pequenas estrias verticais. Frutos verdes. Material em DNA.","urn:catalog:JBRJ:RB:556413","Leptolobium tenuifolium Vogel"
"2",NA,"UFES","VIES","18354","Leptolobium tenuifolium Vogel",NA,"Fabaceae","Leptolobium","tenuifolium","Vogel","Silva, L.A.","2016-05-17T00:00:00.000+0000",NA,"7836","Pereira, O.J.; Valentim, L.F.D.",2009,5,26,"Brazil","Espírito Santo","Serra","APA Praia Mole.",NA,NA,"SW2040","BRA:UFES:VIES:0000018354","Leptolobium tenuifolium Vogel"
"3","2017-10-19T00:12:59.000+0000","JBRJ","RB","RB00558285","Leptolobium tenuifolium Vogel","aff.","Fabaceae","Leptolobium","tenuifolium","Vogel","D. Cardoso",NA,NA,"1097","R.D.Ribeiro; M. Barros, A.F.N. Brandes & T.M.Macedo",2009,5,7,"Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, estrada para o Lago Azul.",-44.6125,-22.450833,"Árvore com 16 metros de altura. DAP com aproximadamente 45 cm. Folhas discolores. Estéril. Visto outros individuos próximos.","urn:catalog:JBRJ:RB:558285","Leptolobium tenuifolium Vogel"
"4","2017-10-14T05:06:18.000+0000","JBRJ","RB","RB00578062","Leptolobium tenuifolium Vogel",NA,"Fabaceae","Leptolobium","tenuifolium","Vogel","R.D. Ribeiro","2010-04-19T00:00:00.000+0000",NA,"657","V.F.Mansano; R.B.Pinto, Michel Barros",2009,11,25,"Brazil","Bahia","Maraú","Rodovia para Barra Grande. beira da estrada de terra.",-38.960833,-13.984722,"flores com corola esbranquiçada, botões esverdeados","urn:catalog:JBRJ:RB:578062","Leptolobium tenuifolium Vogel"
"5","2014-07-22T17:46:08.000+0000","JBRJ","RB","RB00490190","Leptolobium tenuifolium Vogel",NA,"Fabaceae","Leptolobium","tenuifolium","Vogel","R.D. Ribeiro",NA,NA,"809","Robson D. Ribeiro ; Cyl Farney, L. F. T. Menezes & Oberdam J. Pereira",2007,3,15,"Brazil","Espírito Santo","Linhares","Área pertencente ao Senhor Odair .",-39.708889,-19.3725,"Árvore com 13 m de altura, tronco soltando placas de cor pardacento-acinzentado, DAP aproximado de 43 cm. Folhas discolores, parte adaxial de cor verde escuro, brilhos. Frutos jovens dispostos para cima, sobressaindo a copa. Fotos DNA. Coletado fruto para o Horto JB.","urn:catalog:JBRJ:RB:490190","Leptolobium tenuifolium Vogel"
"6",NA,"MBM","MBM","342679","Leptolobium tenuifolium Vogel",NA,"Fabaceae","Leptolobium","tenuifolium","Vogel","Lima, HC","2009-06-16T00:00:00.000+0000",NA,"811","Robson, D; et al.",2007,3,13,"Brazil","Espírito Santo","Linhares","Fragmentos em frente a casa do Reis. Sítio Santo Domingo",0,0,"Árvore com 10m de altura, isolada no posto, tronco com fissuras verticais e ramos com pequenos desplacamentos. Folhas discolores. Frutos dispostos em inflorescência erecta sobressaindo a copa, jovens verdes claros.","BRA:MBM:MBM:0000342679","Leptolobium tenuifolium Vogel"
"10","2018-09-19T15:29:36.000+0000","JBRJ","RB","RB00420938","Leptolobium tenuifolium Vogel",NA,"Fabaceae","Leptolobium","tenuifolium","Vogel","H.C. de Lima",NA,NA,"6456","H.C. de Lima; R.D. Ribeiro, L.F.G. da Silva, B. Neder e J.E. Meireles",2006,10,10,"Brazil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia, estrada para Lago Azul, próximo a escadaria de pedra da trilha para o Centro de Visitante. Parque Nacional de Itatiaia",-44.611667,-22.451111,"Árvore com 15 m de altura. Tronco com casca lisa, levemente fissurada, pardo acinzentada, DAP 50 cm. Estéril. Material para banco DNA.","urn:catalog:JBRJ:RB:420938","Leptolobium tenuifolium Vogel"
"11",NA,"UNICAMP","UEC","194898","Leptolobium tenuifolium Vogel",NA,"Fabaceae","Leptolobium","tenuifolium","Vogel","Schütz Rodrigues, R.","2005-01-01T00:00:00.000+0000",NA,"353","Souza, V.",1992,7,16,"Brazil","Espírito Santo","Linhares","Fazenda São Joaquim - Via Maria Bonita. Lado esquerdo da estrada sentido Linhares/Faz Maria Bonita.",0,0,"Fuste cilindrico, casca áspera, seiva incolor, fruto imaturo verde, fruto maduro verde escuro. Arbóreo, terrestre, altura total 7m, fuste 2m, CAP do fuste 72 cm, diâmetro da copa 6m. Descamação ausente.; Capoeira","BRA:UNICAMP:UEC:0000194898","Leptolobium tenuifolium Vogel"
"12",NA,"Reserva Natural Vale (CVRD)","CVRD","3902","Leptolobium tenuifolium Vogel",NA,"Fabaceae","Leptolobium","tenuifolium","Vogel","Geovane S. Siqueira","2016-11-11T00:00:00.000+0000",NA,"353","Souza, V.D.",1992,7,16,"Brazil","Es","LINHARES","Lado esquerdo da estrada sentido Linhares / Faz. Maria bonita.",NA,NA,"<ll>dwc_commonname:</ll> Juruna","BRA:CVRD:CVRD:0000003902","Leptolobium tenuifolium Vogel"
"13",NA,"UFES","VIES","8744","Leptolobium tenuifolium Vogel",NA,"Fabaceae","Leptolobium","tenuifolium","Vogel","Silva, L.A.","2016-05-17T00:00:00.000+0000",NA,"3668","Pereira, O.J.; Gomes, J.M.L. & Pereira, S.V.",1992,8,30,"Brazil","Espírito Santo","Aracruz",NA,NA,NA,"SW1940","BRA:UFES:VIES:0000008744","Leptolobium tenuifolium Vogel"
