"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"14",NA,"Reserva Natural Vale (CVRD)","CVRD","2758","Leptolobium tenuifolium Vogel",NA,"Fabaceae","Leptolobium","tenuifolium","Vogel","Geovane S. Siqueira","2016-11-11T00:00:00.000+0000",NA,"203","Menandro, M.S.",1990,7,5,"Brazil","Es","LINHARES","Árvore à 6 km de Linhares, na estrada para Bananal, 1,5km da sede. Coleta de frutos MSM.201",NA,NA,"Folíolos discolores, com face superior mais escuro, brilhante. <ll>dwc_commonname:</ll> Juruna","BRA:CVRD:CVRD:0000002758","Leptolobium tenuifolium Vogel"
"17","2014-07-22T15:04:05.000+0000","JBRJ","RB","RB00452495","Leptolobium tenuifolium Vogel",NA,"Fabaceae","Leptolobium","tenuifolium","Vogel","R.D. Ribeiro",NA,NA,"203","M. S. Menandro",1990,8,5,"Brazil",NA,"Brasil","Fazenda Nossa Senhora da Penha, de Divino Serafim, a 6 km de Linhares, na estrada para Bananal, 1,5 Km da sede.",NA,NA,"Árvore aprox. 25 m de altura e fuste de aprox. 5 m; copa aprox 10 m, CAP 210 cm. Folíolos discolores, com face superior mais escura brilhante. Frutos maduros marrom- amarelados.","urn:catalog:JBRJ:RB:452495","Leptolobium tenuifolium Vogel"
"18","2013-02-27T00:00:00.000+0000","K","Herbarium","K000892767","Leptolobium tenuifolium Vogel",NA,"Fabaceae","Leptolobium","tenuifolium","Vogel",NA,NA,NA,"2942","Lewis, G.P.; Lima, H.C.; Gomes, J.C.; Morão, L.M.M.",1987,5,11,"Brazil",NA,"Aracruz","Rio Comboios, entre Barra do Riacho e Vila do Riacho, próx. à Fábrica de asfalto da Aracruz Celulose.",NA,NA,"[Sheet 1/3; Multiple sheets K000892769, K000892768] Sheet 3/3. See wood sample. Estudo de Áreas Remanescentes de ""Pau Brasil"". Expedição I - RJ, ES e BA. Período: 04-20 de maio de 1987","http://specimens.kew.org/herbarium/K000892767","Leptolobium tenuifolium Vogel"
"21","2014-07-22T15:03:58.000+0000","JBRJ","RB","RB00451134","Leptolobium tenuifolium Vogel",NA,"Fabaceae","Leptolobium","tenuifolium","Vogel","R.D. Ribeiro",NA,NA,"2942","H. C. de Lima",1987,5,11,"Brazil","Espírito Santo","Aracruz","Rio Comboios, entre Barra do Riacho e Vila do Riacho, próx. a Fábrica de asfalto da Aracruz.",NA,NA,"Árvore pequena ou mediana, 3 - 15 m alt. DAP 7 - 15 cm. Casca levemente fissurada e acinzentada; cerne castanho escuro, alburno amarelo - alaranjado e entrecasca vermelho - alaranjado. Estéril. Muito frequente.","urn:catalog:JBRJ:RB:451134","Leptolobium tenuifolium Vogel"
"22","2014-07-07T23:44:28.000+0000","JBRJ","RB","RB00702238","Leptolobium tenuifolium Vogel",NA,"Fabaceae","Leptolobium","tenuifolium","Vogel","R. Schütz Rodrigues","2005-01-01T00:00:00.000+0000",NA,"2052","L.A. Matos Silva; T.S. dos Santos, J.L. Hage",1986,4,17,"Brazil","Bahia","Ilhéus","Rodovia Ilhéus/Ponta do Ramo/Itacaré. Entre o Km6e12 ao Norte de Ilhéus. Próximo ao Litoral.",NA,NA,"Árvore 12mX40cm. Frutos imaturos de coloração verde.","urn:catalog:JBRJ:RB:702238","Leptolobium tenuifolium Vogel"
"24","2014-01-07T14:28:44.000+0000","K","Herbarium","K000188332","Leptolobium tenuifolium Vogel",NA,"Fabaceae","Leptolobium","tenuifolium","Vogel","Cardoso, D.",NA,NA,"2052","Mattos Silva, L.A.; Santos, T.S.; Hage, J.L.",1986,4,17,"Brazil",NA,"Ilhéus","Rodovia Ilhéus/Ponta do Ramo/Itacaré, entre o km 6 e 12 ao Norte de Ilhéus. Próximo ao Litoral.",NA,NA,"sheet 1/4","http://specimens.kew.org/herbarium/K000188332","Leptolobium tenuifolium Vogel"
"25","2014-07-07T23:44:34.000+0000","JBRJ","RB","RB00702213","Leptolobium tenuifolium Vogel",NA,"Fabaceae","Leptolobium","tenuifolium","Vogel","R. Schütz Rodrigues","2005-01-01T00:00:00.000+0000",NA,"1360","M.C. Viana; R.F. de Oliveira, D.S.D. de Araújo.",1978,9,19,"Brazil","Rio de Janeiro","Rio de Janeiro","Campos, Lagoa de Cima.",NA,NA,"Árvore, em fruto 6m alt.","urn:catalog:JBRJ:RB:702213","Leptolobium tenuifolium Vogel"
"26","2013-02-25T00:00:00.000+0000","K","Herbarium","K000892763","Leptolobium tenuifolium Vogel",NA,"Fabaceae","Leptolobium","tenuifolium","Vogel",NA,NA,NA,"1360","Araujo, D.S.D.; Vianna, M.C.; Oliveira, R.F.",1978,9,19,"Brazil",NA,"Campos dos Goytacazes","Campos, Lagoa de Cima.",NA,NA,NA,"http://specimens.kew.org/herbarium/K000892763","Leptolobium tenuifolium Vogel"
"27",NA,"F","Botany","V0458910F","Leptolobium tenuifolium Vogel",NA,"Fabaceae","Leptolobium","tenuifolium","Vogel",NA,NA,NA,"3857","R. P. BelÃ©m",1968,7,13,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"1f7c0984-18c3-44c8-bb83-8804d77a46c7","Leptolobium tenuifolium Vogel"
"29","2017-10-04T11:47:10.000+0000","JBRJ","RB","RB00469734","Leptolobium tenuifolium Vogel",NA,"Fabaceae","Leptolobium","tenuifolium","Vogel","D.CARDOSO",NA,NA,NA,"Socrates de Andrade",1963,6,18,"Brazil","Rio de Janeiro","Itatiaia","Lote 21. Parque Nacional do Itatiaia",NA,NA,NA,"urn:catalog:JBRJ:RB:469734","Leptolobium tenuifolium Vogel"
"30","2013-02-27T00:00:00.000+0000","K","Herbarium","K000892764","Leptolobium tenuifolium Vogel",NA,"Fabaceae","Leptolobium","tenuifolium","Vogel",NA,NA,NA,"175","Kuhlmann, J.G.",1934,4,12,"Brazil",NA,"Linhares","Lagoa do Durão, Rio Doce .",NA,NA,NA,"http://specimens.kew.org/herbarium/K000892764","Leptolobium tenuifolium Vogel"
"31","2015-12-10T14:55:54.000+0000","JBRJ","RB","RB00702210","Leptolobium tenuifolium Vogel",NA,"Fabaceae","Leptolobium","tenuifolium","Vogel","R. Schütz Rodrigues","2005-01-01T00:00:00.000+0000",NA,"208","J.G. Kuhlmann",1934,4,14,"Brazil","Espírito Santo","Linhares","Lagoa do Durão, Rio Doce.",NA,NA,"Árvore de 6-8m de alt.","urn:catalog:JBRJ:RB:702210","Leptolobium tenuifolium Vogel"
"32","2013-02-27T00:00:00.000+0000","K","Herbarium","K000892765","Leptolobium tenuifolium Vogel",NA,"Fabaceae","Leptolobium","tenuifolium","Vogel",NA,NA,NA,"208","Kuhlmann, J.G.",1934,4,14,"Brazil",NA,"Linhares","Lagoa do Durão, Rio Doce.",NA,NA,"Flora of Espírito Santo, Brazil","http://specimens.kew.org/herbarium/K000892765","Leptolobium tenuifolium Vogel"
"33","2015-12-10T14:55:54.000+0000","JBRJ","RB","RB00702305","Leptolobium tenuifolium Vogel",NA,"Fabaceae","Leptolobium","tenuifolium","Vogel","R. Schutz Rodrigues","2005-01-01T00:00:00.000+0000",NA,"175","J.G. Kuhlmann",1934,4,12,"Brazil","Espírito Santo","Linhares","Lagoa do Durão. Rio Doce.",NA,NA,"Árvore de 5-8m de altura","urn:catalog:JBRJ:RB:702305","Leptolobium tenuifolium Vogel"
"35",NA,"B","FMNH-B-Types","1876","Sweetia tenuifolia (Vogel) Benth.",NA,"Fabaceae","Leptolobium","tenuifolia","(Vogel) Benth.",NA,NA,"TYPE","s.n.","F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"Sweetia tenuifolia (Vogel) Benth."
"38",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","4614","Leptolobium tenuifolium Vogel",NA,"Fabaceae","Leptolobium","tenuifolium","Vogel","H. C. Lima",NA,NA,"3857","R. P. Belém",NA,NA,NA,"Brazil","Bahia","MUCURÍ","BA/ES Vale do Rio Mucurí, ao lado da Rod. BR-101.",NA,NA,"Ambiente: Plantação de cacau. Habito: Árvore, 10m X 15cm.","BRA:CEPLAC:CEPEC:0000004614","Leptolobium tenuifolium Vogel"
