"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","acceptedNameUsage","occurrenceID","comments","bibliographicCitation"
"1","","","RB","RB00852236","Dimorphandra jorgei M.F.Silva","","Fabaceae","Dimorphandra","jorgei","","M.F.Silva","Lima, H.C.; Queiroz, L.P.; Lewis, G.P.","2014-03-13","","1740","","Neves, D.M.; Lima, H.C.; Queiroz, L.P.; Pennington, R.T.; Lewis, G.P.; Vivas, C.V.; Paixao, J.L.","2014","3","13","brazil","Bahia","Porto Seguro","Estação Pau-Brasil, CEPLAC.","-39.181389","-16.386389","Árvore 30m, legumes coletados do chão. Carp. nº 7745","Dimorphandra jorgei M.F.Silva","","original coordinates","GBIF"
"2","","","UESC","16374","Dimorphandra jorgei M.F.Silva","","Fabaceae","Dimorphandra","jorgei","","M.F.Silva","","","","4","","Magalhães, J.C.,","2014","11","13","brazil","Bahia","Ilhéus","","-39.190761","-14.766458","Floresta Mara Higrófila; Árvore, ca. De 21m de altura, Folhas esverdeadas em ambas as faces.","Dimorphandra jorgei M.F.Silva","","centroide mpo","GBIF"
"3","","","HUEFS","208468","Dimorphandra jorgei M.F.Silva","","Fabaceae","Dimorphandra","jorgei","","M.F.Silva","","","","1011","","Nascimento, F.H.F.","2012","7","30","brazil","Bahia","Ituberá","Reserva Michelin- Mata da Vila V.","-39.203889","-13.807778","Floresta Ombrófila Densa.","Dimorphandra jorgei M.F.Silva","","original coordinates","GBIF"
"4","","","HUEFS","208469","Dimorphandra jorgei M.F.Silva","","Fabaceae","Dimorphandra","jorgei","","M.F.Silva","","","","1012","","Nascimento, F.H.F.","2012","7","30","brazil","Bahia","Ituberá","Reserva Michelin- Mata da Vila V.","-39.203889","-13.807778","Floresta Ombrófila Densa.","Dimorphandra jorgei M.F.Silva","","original coordinates","GBIF"
"5","","","MBML-HERBARIO","44454","Dimorphandra jorgei M.F.Silva","","Fabaceae","Dimorphandra","jorgei","","M.F.Silva","G.M. Carvalho/Março-2010","","","327","","G.M. Carvalho; L.C. Gomes & L. Daneu","2010","3","17","brazil","Bahia","Porto Seguro","RPPN Estação Veracel. Floresta de Tabuleiros. Floresta Alta","-39.25","-16.5","Árvore ca 15m alt., folhas discolores. Frutos imaturos verdes. Borda de floresta alta, platô","Dimorphandra jorgei M.F.Silva","","original coordinates","GBIF"
"6","","","CEPEC","135775","Dimorphandra jorgei M.F.Silva","","Fabaceae","Dimorphandra","jorgei","","M.F.Silva","","","","","","Carvalho, G. M.","2010","5","","brazil","Bahia","Porto Seguro","RPPN Estação Veracel","-39.133333","-16.333333","Floresta Ombrófila Densa","Dimorphandra jorgei M.F.Silva","","original coordinates","GBIF"
"7","","","HUEFS","144312","Dimorphandra jorgei subsp. da Silva","","Fabaceae","Dimorphandra","jorgei","","subsp. da Silva","","","","6902","","Lima, H.C.de","2008","7","22","brazil","Bahia","Mucuri","BA-698, rodovia para Mucurí, Km 27.","-39.624722","-18.047222","","Dimorphandra jorgei subsp. da Silva","","original coordinates","GBIF"
"8","","","CEPEC","126198","Dimorphandra jorgei M.F.Silva","","Fabaceae","Dimorphandra","jorgei","","M.F.Silva","","","","5418","","Jardim, J. G.","2008","10","16","brazil","Bahia","Ilhéus","Ceplac, Rod. Ilhéus/Itabuna km 22. Centro de Pesquisa de cacau. Arboreto.","-39.190761","-14.766458","","Dimorphandra jorgei M.F.Silva","","centroide mpo","GBIF"
"9","","","HPL","13653","Dimorphandra jorgei M.F.Silva","","Fabaceae","Dimorphandra","jorgei","","M.F.Silva","","","","5418","","J.G. Jardim; L.C. Gomes; G. Carvalho","2008","10","16","brazil","Ba","Ilhéus","Ceplac, Rod. Ilhéus/Itabuna km 22. Centro de pesquisa de cacau. CEPLAC-126198","-39.190761","-14.766458","","Dimorphandra jorgei M.F.Silva","","centroide mpo","GBIF"
"10","","","ASE","20563","Dimorphandra jorgei M.F.Silva","","Fabaceae","Dimorphandra","jorgei","","M.F.Silva","Gibau, A","2018-08-01","","125","","Matos, IS; Santos, E","2008","12","15","brazil","Sergipe","Itaporanga d'Ajuda","Fazenda Trapsa, Borda da Mata.","-37.1147","-11.115","Árvore com cerca de 5 metros. Frutos maduros pretos. Flores amarronzadas.; Árvore com cerca de 5 metros. Frutos maduros pretos. Flores amarronzadas.","Dimorphandra jorgei M.F.Silva","","original coordinates","GBIF"
