"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","infraspecificEpithet","typeStatus","fieldNumber","comments","bibliographicCitation"
"1",NA,"UEFS","HUEFS","213681","Enterolobium mongollo Martius",NA,"Fabaceae","Enterolobium","mongollo","Martius",NA,NA,"7911","Lima, H.C.de",2014,11,2,"Brazil","Bahia","Potiraguá","Itaimbé, Ponto Chic, Fazenda, após a Pedreira de Clcário (Mineração).",-39.569722,-15.755833,NA,"BRA:UEFS:HUEFS:0000213681","Enterolobium mongollo Martius",NA,NA,NA,NA,NA
"2","2014-07-07T20:09:26.000+0000","JBRJ","RB","RB00598562","Enterolobium monjollo (Vell.) Mart.",NA,"Fabaceae","Enterolobium","monjollo","(Vell.) Mart.","R. D. Ribeiro",NA,"465","A. A. da Luz",2007,9,5,"Brazil","Espírito Santo","Baixo Guandu","Estrada: Baixo Guandú à Alto Lage.",NA,NA,"Porte: Arbóreo; Forma Vida: Terrestre; Cor Botão: Verde; Cor Exsudação: Incolor; Forma Fuste: Cilíndrico; Superfície Casca: áspera; Altura Total (m): 12; Altura Fuste (m): 2,5; Cap Fuste (cm): 110; Diametro Copa (m): 10; Exsudação: Seiva.","urn:catalog:JBRJ:RB:598562","Enterolobium monjollo (Vell.) Mart.",NA,NA,NA,NA,NA
"3",NA,"USP","SPF","156751","Enterolobium monjollo (Vell.) Mart.",NA,"Fabaceae","Enterolobium","monjollo","(Vell.) Mart.","Lombardi, JA","2002-09-01T00:00:00.000+0000","69","Couto, FR",2002,9,19,"Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga",0,0,NA,"BRA:USP:SPF:0000156751","Enterolobium monjollo (Vell.) Mart.",NA,NA,NA,NA,NA
"4",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","74994","Enterolobium monjollo (Vell.) Mart.",NA,"Fabaceae","Enterolobium","monjollo","(Vell.) Mart.",NA,NA,"69","Couto, FR",2002,9,19,"Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Mata do Jaó.",0,0,NA,"BRA:UFMG:BHCB:0000074994","Enterolobium monjollo (Vell.) Mart.",NA,NA,NA,NA,NA
"5",NA,"Universidade Federal de Juiz de Fora (UFJF)","CESJ","40596","Enterolobium monjollo (Vell.) Mart.",NA,"Fabaceae","Enterolobium","monjollo","(Vell.) Mart.","J.A. Lombardi","2002-10-01T00:00:00.000+0000","69","F.R.G. Salimena",2002,9,19,"Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Mata do Jaó",0,0,"Arbóreo, flores brancas, cheirosas.","BRA:UFJF:CESJ:0000040596","Enterolobium monjollo (Vell.) Mart.",NA,NA,NA,NA,NA
"6",NA,"UFES","VIES","27978","Enterolobium monjollo (Vell.) Mart.",NA,"Fabaceae","Enterolobium","monjollo","(Vell.) Mart.","Ribeiro, R.D.","2010-04-08T00:00:00.000+0000","23","Luz, A.A. da",2001,9,11,"Brazil","Minas Gerais","Aimorés","Estrada Tabaúna.",NA,NA,"Botão verde, flor branca, fruto maduro preto, fruto imaturo verde.","BRA:UFES:VIES:0000027978","Enterolobium monjollo (Vell.) Mart.",NA,NA,NA,NA,NA
"7",NA,"MBM","MBM","291093","Enterolobium mongollo Martius",NA,"Fabaceae","Enterolobium","mongollo","Martius",NA,NA,"3017","Lima, HC de; et al.",1987,6,26,"Brazil","Rio de Janeiro","Santa Maria Madalena","Horto Florestal Estadual",0,0,NA,"BRA:MBM:MBM:0000291093","Enterolobium mongollo Martius",NA,NA,NA,NA,NA
"8","2017-10-18T17:53:12.000+0000","JBRJ","RB","RB00114846","Enterolobium monjollo (Vell.) Mart.",NA,"Fabaceae","Enterolobium","monjollo","(Vell.) Mart.","H.C. de Lima","1987-01-01T00:00:00.000+0000","3042","Haroldo C. de Lima; C.Farney; R.H.P.Andreata; T.Wendt & J.Caruso Gomes",1987,6,29,"Brazil","Rio de Janeiro","Santa Maria Madalena","Parque Estadual do Desengano, Sossego, Fazenda da Forquilha próximo ao Rio Norte. Árvore alta com 25 m alt. Tronco com casca lisa e linticeladas. DAP 140 cm. Ramificando acima de 2,5 m de fuste em cinco troncos com 50 cm de diâmetro. Frutos novos esverdeados. Apresentando estado inicial de caducifolia ( segundo informante local não apresenta folhas nos meses de Julho e Agosto). Ocasional nas matas de encosta até 500msm. Ví um único indivíduo no pasto, remanescente da mata de encosta. Parque Estadual do Desengano",NA,NA,NA,"urn:catalog:JBRJ:RB:114846","Enterolobium monjollo (Vell.) Mart.",NA,NA,NA,NA,NA
"9",NA,"NY","NY","01419734","Enterolobium mongollo Martius",NA,"Fabaceae","Enterolobium","mongollo","Martius",NA,NA,"3017","H. C. de Lima",1987,6,26,"Brazil","Rio de Janeiro",NA,"Horto Florestal Estadual.",-41.98,-21.95,NA,"1d2702e2-27c3-4a46-8951-130a36b6dc76","Enterolobium mongollo Martius",NA,NA,NA,NA,NA
"10","2017-10-18T16:55:15.000+0000","JBRJ","RB","RB00114560","Enterolobium monjollo (Vell.) Mart.",NA,"Fabaceae","Enterolobium","monjollo","(Vell.) Mart.",NA,NA,"3017","Lima, H.C.de; Farney, C; Andreata, R.H.P; Wendt,T & Gomes,J.Caruso",1987,6,26,"Brazil","Rio de Janeiro","Santa Maria Madalena","Horto Florestal Estadual. Coordenadas: 41°59´W/21°57´S Vegetação: Talhão de plantas cultivadas. Sementes coletadas por J.Santos Lima nas matas do Imbé (Mata de encosta)   Árvore alta, com 20 metros de altura. DAP 35 cm. Casca lisa e acinzentada. Frutos jovens verde-pilosos.Cultivado próx. a serraria.",NA,NA,NA,"urn:catalog:JBRJ:RB:114560","Enterolobium monjollo (Vell.) Mart.",NA,NA,NA,NA,NA
"11",NA,"Universidade Federal da Bahia (UFBA)","ALCB","19203","Enterolobium monjollo (Vell.) Mart.",NA,"Fabaceae","Enterolobium","monjollo","(Vell.) Mart.","Souza, ER de","2002-06-01T00:00:00.000+0000","150","Messias Santos, M; Lima, JCA de",1984,8,7,"Brazil","Bahia","Encruzilhada","Sudoeste, Estrada Itambé-Encruzilhada",-40.9,-15.516667,"6m de altura. Diâmetro à altura do peito 1,5cm. Diâmetro da copa 4m. Fanerófita. Fruto vagem auricular. Frequência média.; Semidecidual. Argiloso. Forte ondulado.","BRA:UFBA:ALCB:0000019203","Enterolobium monjollo (Vell.) Mart.",NA,NA,NA,NA,NA
"12",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","37831","Enterolobium monjollo (Vell.) Mart.",NA,"Fabaceae","Enterolobium","monjollo","(Vell.) Mart.","Tese do Mesquita",NA,"150","M. M. Santos",1984,8,7,"Brazil","Bahia","ENCRUZILHADA","Estr. p/ Itambe.",NA,NA,"Ambiente: Veg. Secundaria da Mata Estac. Semidecidual. Solo argiloso. Habito: Árvore maior que 5m e menor 20m","BRA:CEPLAC:CEPEC:0000037831","Enterolobium monjollo (Vell.) Mart.",NA,NA,NA,NA,NA
"13","2014-07-08T04:37:14.000+0000","JBRJ","RB","RB00160847","Enterolobium monjollo (Vell.) Mart.",NA,"Fabaceae","Enterolobium","monjollo","(Vell.) Mart.","A.L.MESQUITA",NA,"249/80","D.A.F.",1980,9,16,"Brazil","Espírito Santo","Linhares","RESERVA FLORESTAL DA C.V.R.D. LOCALIZADA PRÓX. AO VIVEIRO DE ESSENCIAS NATIVAS.",NA,NA,"ARVORE +/- 14 M DE ALT., FUSTE DE +/- 7 M, DAP 30 CM, DIAM. DA COPA +/- 8 M. C/ FLOR BRANCA E BOTÃO VERDE. FUSTE CINLÍNDRICO E CASCA ÁSPERA.","urn:catalog:JBRJ:RB:160847","Enterolobium monjollo (Vell.) Mart.",NA,NA,NA,NA,NA
"14",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","38263","Enterolobium monjollo (Vell.) Mart.",NA,"Fabaceae","Enterolobium","monjollo","(Vell.) Mart.",NA,NA,"s.n.",NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga",0,0,NA,"BRA:UFMG:BHCB:0000038263","Enterolobium monjollo (Vell.) Mart.",NA,NA,NA,NA,NA
"15",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","38231","Enterolobium monjollo (Vell.) Mart.",NA,"Fabaceae","Enterolobium","monjollo","(Vell.) Mart.",NA,NA,"s.n.",NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga",0,0,NA,"BRA:UFMG:BHCB:0000038231","Enterolobium monjollo (Vell.) Mart.",NA,NA,NA,NA,NA
"16",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","23504","Enterolobium monjollo (Vell.) Mart.",NA,"Fabaceae","Enterolobium","monjollo","(Vell.) Mart.",NA,NA,"s.n.",NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Fazenda Montes Claros",0,0,NA,"BRA:UFMG:BHCB:0000023504","Enterolobium monjollo (Vell.) Mart.",NA,NA,NA,NA,NA
"17",NA,"UFES","VIES","19676","Enterolobium monjollo (Vell.) Mart.",NA,"Fabaceae","Enterolobium","monjollo","(Vell.) Mart.","Ribeiro, R.D.","2010-04-08T00:00:00.000+0000","465","Luz, A.A. da",2007,9,5,"Brazil","Espírito Santo","Baixo Guandu",NA,NA,NA,"SW1941","BRA:UFES:VIES:0000019676","Enterolobium monjollo (Vell.) Mart.",NA,NA,NA,NA,NA
"18",NA,"UFES","VIES","19679","Enterolobium monjollo (Vell.) Mart.",NA,"Fabaceae","Enterolobium","monjollo","(Vell.) Mart.","Chagas, A.P.","2014-03-01T00:00:00.000+0000","222","Farias, G.L.",1988,10,4,"Brazil","Espírito Santo","Linhares","Reserva Natural Vale. Área Experimental da Reserva. Árvore plantada próximo ao Laboratório de Carboquímica. Flamengo.",NA,NA,"Botões verdes, flores brancas.","BRA:UFES:VIES:0000019679","Enterolobium monjollo (Vell.) Mart.",NA,NA,NA,NA,NA
