"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"54","2013-06-21T00:00:00.000+0000","K","Herbarium","K000921623","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo",NA,"Fabaceae","Muellera","montana","(MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo","Shimizu, G.H.",NA,NA,"7434",NA,"Pais, N.O.; Munhoz, S.B.C.; Ratter, J.A.; Oliveira, N.R.; Ribeiro, J.F.; Pennington, T.D.; Silva, A.P.",1994,11,12,"Brazil",NA,NA,"18km from Alto Paraíso de Goias on the road to Nova Roma.",-47.4,-14.03,"Flora of Brazil","http://specimens.kew.org/herbarium/K000921623","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo"
"55",NA,"UNICAMP","UEC","179178","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo",NA,"Fabaceae","Muellera","montana","(MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo","Silva, M.J.","2010-07-28T00:00:00.000+0000",NA,"7434",NA,"Ratter, J.A.; Oliveira, N.R.; Oliveira-Paes, N.; Bridgewater, S.; Munhoz, C.; Pennington, T.",1994,11,12,"Brazil","Goiás",NA,"18 Km from Alto Paraíso de Goiás on the road to Nova Roma. &nf;IBGE 33458.",-47.4,-14.033333,"Tree, 16m tall, 30cm dbh, with pale smooth bark.; In mesophytic forest.","BRA:UNICAMP:UEC:0000179178","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo"
"57",NA,"UEFS","HUEFS","14169","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo",NA,"Fabaceae","Muellera","montana","(MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo","M.J.Silva","2010-07-01T00:00:00.000+0000",NA,"3527",NA,"Queiroz, L.P.de",1993,8,21,"Brazil","Bahia","Miguel Calmon",NA,NA,NA,NA,"BRA:UEFS:HUEFS:0000014169","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo"
"58",NA,"UNICAMP","UEC","60412","Lonchocarpus montanus A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo",NA,"Fabaceae","Muellera","montanus","A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo","Pereira, B.A.S.",NA,NA,"1717",NA,"Pereira, B.A.S.; Alvarenga, D.; Pereira Neto, M.",1991,9,13,"Brazil","Tocantins",NA,"Testemunha da mata decídua no km 24 da e",0,0,"flor, Árvore decídua, flores brancas, muito ornamentais, folíolos (pouco) glabros. Nome vulgar: catinga-de-porco.","BRA:UNICAMP:UEC:0000060412","Lonchocarpus montanus A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo"
"60","2015-02-10T08:54:31.000+0000","JBRJ","RB","RB00178514","Lonchocarpus montanus A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo",NA,"Fabaceae","Muellera","montanus","A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo","B.A.S PEREIRA",NA,NA,"1971",NA,"B.A.S. PEREIRA",1991,12,4,"Brazil","Tocantins","Tocantins","KM 44 DA ESTRADA PARA COMBINADO TAGUATINGA.",NA,NA,"ÁRVORE CA  10 METREOS DE ALTUREA FRUTO IMATURO COR VERDE . MATA PRÓXIMA AO AFLORAMENTO DE CALCARIO","urn:catalog:JBRJ:RB:178514","Lonchocarpus montanus A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo"
"62","2015-02-10T08:54:33.000+0000","JBRJ","RB","RB00178533","Lonchocarpus montanus A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo",NA,"Fabaceae","Muellera","montanus","A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo","H. C DE LIMA",NA,NA,"90",NA,"P.E. NOGUEIRA SILVA; E.C. LOPES, L.G.VIOLATTI, R.C. MENDONÇA",1989,10,14,"Brazil","Bahia","Bahia","SÃO DESIDÉRIO.",NA,NA,"ÁRVORE COM 8 METROS DE ALTURA FOLHAS CRIACEAS, FLORES BRANCAS COM CENTRO DA COROLA DE COR VERDE AVERMEÇLHADO. FRUTOS IMATUROS DE COR VERDE","urn:catalog:JBRJ:RB:178533","Lonchocarpus montanus A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo"
"63",NA,"Universidade Federal do Ceará, UFC","EAC","11283","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo",NA,"Fabaceae","Muellera","montana","(MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo","Loiola, M.I.B.","2015-04-01T00:00:00.000+0000",NA,"s.n.",NA,"Fernandes, A.",1982,5,14,"Brazil","Piauí","Cristalândia",".",0,0,"Arbórea; Mata","BRA:UFC:EAC:0000011283","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo"
"65",NA,"UnB","UB","22603","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo",NA,"Fabaceae","Muellera","montana","(MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo","Silva, MJ","2010-07-28T00:00:00.000+0000",NA,"119",NA,"Silva, SB",1981,11,12,"Brazil","Minas Gerais","Itacarambi",NA,-44.066667,-15.083333,"Árvore; Floresta estacional semi-decidual.","BRA:UnB:UB:0000022603","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo"
"66",NA,"UFPI","TEPB","2222","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo",NA,"Fabaceae","Muellera","montana","(MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo",NA,NA,NA,NA,NA,"Edson Nunes",1981,11,18,"Brazil","Piauí","Anísio de Abreu","Entre Anísio de Abreu e Caracol",NA,NA,"árvore de 9 m Ambiente: Caatinga <ll>dwc_commonname:</ll> Angelim","BRA:UFPI:TEPB:0000002222","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo"
"69",NA,"UNICAMP","UEC","39167","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo",NA,"Fabaceae","Muellera","montana","(MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo","Silva, M.J.","2010-07-28T00:00:00.000+0000",NA,"22003",NA,"Harley, M.J.; Bromley, G.L.; Carvalho, A.M.; Hage, J.L.; Brito, H.S.",1980,5,1,"Brazil","Bahia",NA,"Chapadão Ocidental da Bahia, 5 km to the North of Tabocas, which is 10 km. N.W. of Serra Dourada. Disturbed deciduous forest, cultivation and marshy area with rice fields. Alt. ca. 500 m",-44.033333,-12.65,"tree to 8 m. high with trunk to 40 cm in diameter. Leaves thinly coriaceous, midgreen above, glaucous beneath. Pods paler green with dark zone aroud seed.","BRA:UNICAMP:UEC:0000039167","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo"
"71","2017-10-19T02:05:32.000+0000","JBRJ","RB","RB00178868","Lonchocarpus montanus A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo",NA,"Fabaceae","Muellera","montanus","A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo","M.G.Silva",NA,NA,"2003",NA,"R, M . Harley; et al",1980,5,1,"Brazil","Bahia","Bahia","5km to the N. of Tabocas, Which is 10km. N. W. of Serra Dourada.",-44.033333,-12.65,"Tree to 8m . high with trunk to 40cm. indiameter. Leaves thinly coriaceus, mid-green above, glaucous beneath.","urn:catalog:JBRJ:RB:178868","Lonchocarpus montanus A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo"
"72","2017-10-10T20:28:23.000+0000","JBRJ","RB","RB00179009","Lonchocarpus montanus A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo",NA,"Fabaceae","Muellera","montanus","A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo","M.G.Silva",NA,NA,"119",NA,"S.B. DA SILVA",1980,11,16,"Brazil","Minas Gerais","Itacarambi",NA,-44.066667,-15.083333,"ÁRV. FREQUÊNCIA FRACA.","urn:catalog:JBRJ:RB:179009","Lonchocarpus montanus A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo"
"74","2010-12-21T00:00:00.000+0000","MEL","MEL","MEL 0253337A","Lonchocarpus montanus A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo",NA,"Fabaceae","Muellera","montanus","A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo","Grimes, J.W.","1997-01-01T00:00:00.000+0000",NA,"58259","58259","Prance, G.T.",1964,7,20,"Brazil","Goias",NA,"15 km N of Veadeiros [=Alto Paraiso de Goias]; Valley of Rio Parana.",-47,-14,NA,"d4258bc1-ff10-4229-8fff-7be5a7463a3d","Lonchocarpus montanus A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo"
"75","2014-10-07T15:19:11.000+0000","JBRJ","RB","RB00178228","Lonchocarpus montanus A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo",NA,"Fabaceae","Muellera","montanus","A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo","HH Poppendieck","1997-01-01T00:00:00.000+0000",NA,NA,NA,"A. Fernandes",1955,2,23,"Brazil","Ceará","Ceará","Sítio frexeiras, Serra da Meruóca.",NA,NA,NA,"urn:catalog:JBRJ:RB:178228","Lonchocarpus montanus A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo"
"76","2014-07-22T09:19:41.000+0000","JBRJ","RB","RB00178905","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo",NA,"Fabaceae","Muellera","montana","(MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo","Marcos José da Silva","2010-07-28T00:00:00.000+0000",NA,"457",NA,"T. Zehntuez",1912,10,25,"Brazil","Bahia","Bahia","Cauparé - Barreiras.",NA,NA,NA,"urn:catalog:JBRJ:RB:178905","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo"
"77",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","62397","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo",NA,"Fabaceae","Muellera","montana","(MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo","M. J. da Silva",NA,NA,"3527",NA,"L. P. de Queiroz",NA,NA,NA,"Brazil","Bahia","miguel calmon","6Km ao N cidade, estrada para Urubu.",NA,NA,"Ambiente: Caatinga. Habito: Árvore, c.a 5m.","BRA:CEPLAC:CEPEC:0000062397","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo"
"78",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","28722","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo",NA,"Fabaceae","Muellera","montana","(MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo","A. M. G. Azevedo-Tozzi",NA,"PARATYPE","22003",NA,"R. M. Harley",NA,NA,NA,"Brazil","Bahia","correntina","Chapadão Ocidental da Bahia. 5Km ao N de Tabocas, 10Km ao NW de Serra Dourada.",-44.033333,-12.65,"Ambiente: Mata Decídua, disturbada com cultivação, pântano. Habito: Árvore, 8m.","BRA:CEPLAC:CEPEC:0000028722","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo"
"79","2015-09-04T02:44:15.000+0000","MNHN","P","P00759108","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo",NA,"Fabaceae","Muellera","montana","(MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo","Shimizu",NA,NA,NA,"B1 1880","Saint-Hilaire, A. de",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00759108","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo"
"80",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","41764","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo",NA,"Fabaceae","Muellera","montana","(MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo","M. J. da Silva",NA,NA,"119",NA,"S. B. da Silva",NA,NA,NA,"Brazil","Minas Gerais","itacambira","Sem informação.",-44.066667,-15.083333,"Ambiente: Vegetação Secundária (Floresta Estacional Semidecidual). Habito: Árvore","BRA:CEPLAC:CEPEC:0000041764","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo"
