"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","infraspecificEpithet","comments","bibliographicCitation"
"1","2018-04-27T11:47:01.000+0000","JBRJ","RB","RB01383260","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima",NA,"Fabaceae","Pseudopiptadenia","schumanniana","(Taub.) G.P.Lewis & M.P.Lima",NA,NA,NA,"1445",NA,"C. Baez; R. Gomes, T. Lima, R. Nines",2018,3,10,"Brazil","Rio de Janeiro","Santa Maria Madalena","Trilha para Pedra do Desengano. Parque Estadual do Desengano",-41.918333,-21.879444,"Árvore matriz nº 193; CAP 192+88 cm; Corte avermelhado com estrias alvacentas. Casca com estrias verticais. Folhas verdes discolores com nectários verdes no final do pecíolo. Frutos maduros nigrescentes.","urn:catalog:JBRJ:RB:1383260","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima",NA,NA,NA
"2","2017-10-15T13:24:08.000+0000","JBRJ","RB","RB01345214","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima",NA,"Fabaceae","Pseudopiptadenia","schumanniana","(Taub.) G.P.Lewis & M.P.Lima","D.N.S. Machado",NA,NA,"2060",NA,"D.N.S. Machado; et al",2017,4,10,"Brazil","Rio de Janeiro","Maricá","Pindobas, Serra do Camburi, antes da Rampa de voo livre de Maricá, acesso pela Estrada do Camburi",-42.861944,-22.896111,NA,"urn:catalog:JBRJ:RB:1345214","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima",NA,NA,NA
"3","2018-04-13T12:59:06.000+0000","JBRJ","RB","RB01377565","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima",NA,"Fabaceae","Pseudopiptadenia","schumanniana","(Taub.) G.P.Lewis & M.P.Lima","H.C. Lima & E.A. Fortes",NA,NA,"8585",NA,"Haroldo C. de Lima; D.N. Machado & A.N. Lima",2017,11,27,"Brazil","Rio de Janeiro","Campos dos Goytacazes","Ibitioca, Morro do Itaóca, estrada para a torre.",-41.436667,-21.788055,"Árvore com 8 m alt. Tronco com casca lisa e pardacenta, DAP ca. 12 cm. Inflorescências jovens, verde-escuro. Frequente. Fotos ANL.","urn:catalog:JBRJ:RB:1377565","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima",NA,NA,NA
"4","2017-10-08T16:28:13.000+0000","JBRJ","RB","RB00982364","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima",NA,"Fabaceae","Pseudopiptadenia","schumanniana","(Taub.) G.P.Lewis & M.P.Lima","H.C. de Lima",NA,NA,"7938",NA,"Haroldo C. de Lima; Toby Pennington & Tatiane P. Souza",2015,3,17,"Brazil","Rio de Janeiro","Campos dos Goytacazes","Morro do Itaóca, estrada para as torres. Fragmento de mata seca.(Pt 154).",-41.446667,-21.793889,"Árvore com 13 m alt. Tronco com casca fissurada, pardo-acinzentada, DAP ca. 40 cm. Frutos acastanhados. Ocasional. Amostra banco DNA e fotos HCL/TP.","urn:catalog:JBRJ:RB:982364","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima",NA,NA,NA
"5","2017-10-08T16:24:34.000+0000","JBRJ","RB","RB00975710","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima","aff.","Fabaceae","Pseudopiptadenia","schumanniana","(Taub.) G.P.Lewis & M.P.Lima","A.C. Lima",NA,NA,"7903",NA,"H. C. de Lima; E. Gagnon, M.C.L. Roberts, E.J.M. Koenen, R.D. Santana e E.N. Pacheco",2014,11,2,"Brazil","Bahia","Potiraguá","Itambé, Ponto Chic. Fazenda Raimundo Jorge Zumaeta.",-39.589444,-15.740278,"Árvore com 16 m de altura. Tronco com casca levemente fissuarada, pardacenta, DAP com ca. 60 cm. Frutos passados acastanhados. Material para banco de DNA. Fotos EG. Carpoteca RBCarpo= 7811","urn:catalog:JBRJ:RB:975710","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima",NA,NA,NA
"6","2017-10-18T15:01:04.000+0000","JBRJ","RB","RB00781783","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima",NA,"Fabaceae","Pseudopiptadenia","schumanniana","(Taub.) G.P.Lewis & M.P.Lima","H.C. de Lima","2013-05-29T00:00:00.000+0000",NA,"1274",NA,"Neves, D.R.M.; Pennington, R.T.; Lima, H.C.; Prieto, P.",2013,5,29,"Brazil","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá, antes da ETA Barrelão. Borda de Floresta Ombrófila.",-43.429167,-22.584722,"Árvore 4m. Material banco DNA.","urn:catalog:JBRJ:RB:781783","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima",NA,NA,NA
"7","2017-10-18T15:04:32.000+0000","JBRJ","RB","RB00781771","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima",NA,"Fabaceae","Pseudopiptadenia","schumanniana","(Taub.) G.P.Lewis & M.P.Lima","H.C. de Lima","2013-05-27T00:00:00.000+0000",NA,"1262",NA,"Neves, D.R.M.; Pennington, R.T.; Lima, H.C.; Pintor, A.M.",2013,5,27,"Brazil","Rio de Janeiro","Rio das Ostras","Reserva Biológica União, estrada da última porteira. Floresta Ombrófila de Baixada.",-42.055278,-22.448611,"Árvore 5m. Material banco DNA.","urn:catalog:JBRJ:RB:781771","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima",NA,NA,NA
"8","2017-10-10T18:26:27.000+0000","JBRJ","RB","RB00843488","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima",NA,"Fabaceae","Pseudopiptadenia","schumanniana","(Taub.) G.P.Lewis & M.P.Lima","L.A. Silva","2014-08-26T00:00:00.000+0000",NA,"7109",NA,"D.A. Folli",2013,9,19,"Brazil","Espírito Santo","Baixo Guandu",NA,NA,NA,"Terrestre, porte arbóreo, 12m.; fruto maduro marrom","urn:catalog:JBRJ:RB:843488","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima",NA,NA,NA
"9",NA,"Reserva Natural Vale (CVRD)","CVRD","14498","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima",NA,"Fabaceae","Pseudopiptadenia","schumanniana","(Taub.) G.P.Lewis & M.P.Lima","Gwilym P. Lewis","2014-03-17T00:00:00.000+0000",NA,"7109",NA,"Folli, D.A.",2013,9,19,"Brazil","Es","BAIXO GUANDU",NA,NA,NA,"<ll>dwc_commonname:</ll> Ingá falso","BRA:CVRD:CVRD:0000014498","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima",NA,NA,NA
"10",NA,"UEFS","HUEFS","209587","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima",NA,"Fabaceae","Pseudopiptadenia","schumanniana","(Taub.) G.P.Lewis & M.P.Lima",NA,NA,NA,"7109",NA,"Folli, D.A.",2013,9,19,"Brazil","Espírito Santo","Baixo Guandu","Mata de montanha.",NA,NA,NA,"BRA:UEFS:HUEFS:0000209587","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima",NA,NA,NA
