"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","infraspecificEpithet","fieldNumber","comments","bibliographicCitation"
"1",NA,"NY","NY","02704123","Deguelia hatschbachii A.M.G.Azevedo",NA,"Fabaceae","Deguelia","hatschbachii","A.M.G.Azevedo",NA,NA,NA,"1434","Neves, D. M.",2013,7,7,"Brazil","Minas Gerais",NA,"Instituto Federal de Minas Gerais in Sao Joao Evangilista.",-42.749722,-18.549167,NA,"7cd83f8b-5284-42fa-a995-e3da8a91fa3c","Deguelia hatschbachii A.M.G.Azevedo",NA,NA,NA,NA
"2",NA,"UEFS","HUEFS","213425","Deguelia hatschbachii A.M.G.Azevedo",NA,"Fabaceae","Deguelia","hatschbachii","A.M.G.Azevedo",NA,NA,NA,"1434","Neves, D.M.",2013,7,7,"Brazil","Minas Gerais","São João Evangelista","Instituto Federal de Minas Gerais in São João Evangelista.",-42.749722,-18.549167,"Edge of semideciduous forest.","BRA:UEFS:HUEFS:0000213425","Deguelia hatschbachii A.M.G.Azevedo",NA,NA,NA,NA
"3","2013-06-18T00:00:00.000+0000","K","Herbarium","K000921286","Deguelia hatschbachii A.M.G.Azevedo",NA,"Fabaceae","Deguelia","hatschbachii","A.M.G.Azevedo",NA,NA,NA,"138","Mendonça, C.V.; Stehmann, J.R.",1991,1,6,"Brazil",NA,NA,"Eastern Minas Gerais. Estação Biológica de Caratinga (E.B.C.) Fazenda Montes Claros. 400km east of belo Horizonte, vicinity of Rio manhuacú, Valley of Rio Doce. Jao, próximo a Lada.",-41.83,-19.83,NA,"http://specimens.kew.org/herbarium/K000921286","Deguelia hatschbachii A.M.G.Azevedo",NA,NA,NA,NA
"4",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","19151","Deguelia hatschbachii A.M.G.Azevedo",NA,"Fabaceae","Deguelia","hatschbachii","A.M.G.Azevedo",NA,NA,NA,"162","Mendonça Filho, CV; Lima, HC de; Andrade, PM de",1991,3,23,"Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga",0,0,NA,"BRA:UFMG:BHCB:0000019151","Deguelia hatschbachii A.M.G.Azevedo",NA,NA,NA,NA
"5",NA,"MBML","MBML-HERBARIO","7099","Deguelia hatschbachii A.M.G.Azevedo",NA,"Fabaceae","Deguelia","hatschbachii","A.M.G.Azevedo","A. Z. Tozzi",NA,"PARATYPE","139","C. V. Mendonça Filho",1990,12,9,"Brazil","Minas Gerais","Caratinga","Faz. Montes Claros",-42.139167,-19.79,"Habitat Mata Atlântica. Habitus arbóreo 6m. Flores róseas - CV nº 133 (mesmo indivíduo). Coletado na Trilha do Sagui.","BRA:MBML:MBML-HERBARIO:0000007099","Deguelia hatschbachii A.M.G.Azevedo",NA,NA,NA,NA
"6",NA,"USP","SPF","117816","Deguelia hatschbachii A.M.G.Azevedo",NA,"Fabaceae","Deguelia","hatschbachii","A.M.G.Azevedo","Silva, ED","2013-05-01T00:00:00.000+0000",NA,"887","Lopes, MA",1986,1,NA,"Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga",0,0,NA,"BRA:USP:SPF:0000117816","Deguelia hatschbachii A.M.G.Azevedo",NA,NA,NA,NA
"7","2017-10-18T11:43:43.000+0000","JBRJ","RB","RB00616895","Deguelia hatschbachii A.M.G.Azevedo",NA,"Fabaceae","Deguelia","hatschbachii","A.M.G.Azevedo",NA,NA,"PARATYPE","272","Lima, H.C. de",1978,3,17,"Brazil","Rio de Janeiro","Rio Claro","Estrada Rio Claro-Mangaratiba (RJ-149).",NA,NA,"Arbusto 3-4 m de alt. Heliófilo. Flores violáceas saindo do ápice dos ramos e ao lado dos ramos, crescendo em região seca próximo a beira da mata","urn:catalog:JBRJ:RB:616895","Deguelia hatschbachii A.M.G.Azevedo",NA,NA,NA,NA
"8",NA,"UFOP","OUPR","19818","Deguelia hatschbachii A.M.G.Azevedo",NA,"Fabaceae","Deguelia","hatschbachii","A.M.G.Azevedo","Lima, H.C.","2009-05-28T00:00:00.000+0000",NA,"s.n.","Rapalo, J.A.",1978,3,2,"Brazil","Minas Gerais","Acaiaca",NA,0,0,"Beira de rio. Mata. Árvore. Flores violáceas","BRA:UFOP:OUPR:0000019818","Deguelia hatschbachii A.M.G.Azevedo",NA,NA,NA,NA
"9","2017-10-18T11:43:42.000+0000","JBRJ","RB","RB00540225","Deguelia hatschbachii A.M.G.Azevedo",NA,"Fabaceae","Deguelia","hatschbachii","A.M.G.Azevedo",NA,NA,"PARATYPE","272","Lima, H.C. de",1978,3,17,"Brazil","Rio de Janeiro","Rio Claro","Estrada Rio Claro-Mangaratiba (RJ-149).",NA,NA,"Arbusto 3-4 m de alt. Heliófilo. Flores violáceas saindo do ápice dos ramos e ao lado dos ramos, crescendo em região seca próximo a beira da mata","urn:catalog:JBRJ:RB:540225","Deguelia hatschbachii A.M.G.Azevedo",NA,NA,NA,NA
"10",NA,"NY","NY","01019828","Deguelia hatschbachii A.M.G.Azevedo",NA,"Fabaceae","Deguelia","hatschbachii","A.M.G.Azevedo","A. M. G. de Azevedo-Tozzi","1993-01-01T00:00:00.000+0000",NA,"7636","A. P. Duarte",1963,2,13,"Brazil","Minas Gerais",NA,"km 30 de Vespasiano para LagÃµa Santa",0,0,NA,"2b0ece9d-48df-4901-ad5f-8e5b3e617fce","Deguelia hatschbachii A.M.G.Azevedo",NA,NA,NA,NA
