"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","infraspecificEpithet","fieldNumber","comments"
"1","2017-10-04T12:04:52.000+0000","JBRJ","RB","RB00846638","Swartzia micrantha R.S.Cowan",NA,"Fabaceae","Swartzia","micrantha","R.S.Cowan","Lima, H.C.; Queiroz, L.P.; Lewis, G.P.","2014-03-18T00:00:00.000+0000",NA,"1810","Neves, D.M.; Lima, H.C.; Queiroz, L.P.; Pennington, R.T.; Lewis, G.P.; Siqueira, G.; Pezzini, F.",2014,3,18,"Brazil","Espírito Santo","Linhares","Reserva Natural Vale.",-39.959167,-19.1875,"Arvore 20m","urn:catalog:JBRJ:RB:846638",NA,"Swartzia micrantha R.S.Cowan",NA,NA,NA
"2",NA,"UEFS","HUEFS","193900","Swartzia micrantha R.S.Cowan",NA,"Fabaceae","Swartzia","micrantha","R.S.Cowan",NA,NA,NA,"287","Lopes, J.C.",2011,4,20,"Brazil","Espírito Santo","Linhares","Reserva Natural da Vale. Estrada Jueirana Vermelho Km 2,4, antes da casa da guarda. Mussununga.",-40,-19,NA,"BRA:UEFS:HUEFS:0000193900",NA,"Swartzia micrantha R.S.Cowan",NA,NA,NA
"3",NA,"UNICAMP","UEC","175562","Swartzia micrantha R.S.Cowan",NA,"Fabaceae","Swartzia","micrantha","R.S.Cowan","Pinto, R.B.","2011-05-12T00:00:00.000+0000",NA,"287","Lopes, J.C.; Martins, E.R.; et al.",2011,4,20,"Brazil","Espírito Santo","Linhares","Reserva Natural da Vale./&nf;Mussununga. 19,08222s 39,88689w.&nf;Alt.: 11m",0,0,"Árvore, ca. 4m alt. Corola alva, gineceu verde, estames menores com anteras amarelas, filetes menores brancos, estames maiores com anteras creme. Botões florais castanho- dourados.; Caulifloria.","BRA:UNICAMP:UEC:0000175562",NA,"Swartzia micrantha R.S.Cowan",NA,NA,NA
"4","2017-11-19T08:46:31.000+0000","JBRJ","RB","RB00735646","Swartzia micrantha R.S.Cowan",NA,"Fabaceae","Swartzia","micrantha","R.S.Cowan","R. B. Pinto",NA,NA,"288","J. C. Lopes et.al",2011,4,20,"Brazil","Espírito Santo","Linhares","Reserva  Natural  da  Vale.  Est.  Jueiriana  Vermelho  km  2,4  antes  da  casa  da  guarda.  Bairro  Mussununga.",NA,NA,"Árvore ca. 5m alt. Folhas com indumento alaranjada. corola alva, gineceu verde, estames menores com anteras amarelas, filetes menores brancos, estames maiores com anteras creme. Botões florais castanho-dourados. Caulifolia.","urn:catalog:JBRJ:RB:735646",NA,"Swartzia micrantha R.S.Cowan",NA,NA,NA
"5","2017-10-14T08:35:57.000+0000","JBRJ","RB","RB00761841","Swartzia micrantha R.S.Cowan",NA,"Fabaceae","Swartzia","micrantha","R.S.Cowan","R.B. Pinto",NA,NA,"287","J.C. Lopes; E.R. Martins; J.R. Mangueira; K.R.R. Braga",2011,4,20,"Brazil","Espírito Santo","Linhares","Reserva Natural da vale. Estrada Jueirana Vermelho km 2,4, antes da casa da guarda.",-39,-19,"Árvore, ca. 4m alt. Corola alva, gineceu verde, estames menores com anteras amarelas, filetes menores brancos, estames maiores com anteras creme. Botões florais castanho-dourados. Caulofloria","urn:catalog:JBRJ:RB:761841",NA,"Swartzia micrantha R.S.Cowan",NA,NA,NA
"6",NA,"UEFS","HUEFS","208914","Swartzia micrantha R.S.Cowan",NA,"Fabaceae","Swartzia","micrantha","R.S.Cowan",NA,NA,NA,"6030","Folli, D.A.",2008,5,8,"Brazil","Espírito Santo","Conceição da Barra","Estrada BR-101",NA,NA,"Mata ciliar.","BRA:UEFS:HUEFS:0000208914",NA,"Swartzia micrantha R.S.Cowan",NA,NA,NA
"7",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA104152","Swartzia micrantha R.S.Cowan",NA,"Fabaceae","Swartzia","micrantha","R.S.Cowan","Pinto, R.B.","2011-01-01T00:00:00.000+0000",NA,"5741","Paula-Souza, J.",2006,4,11,"Brazil","Espírito Santo","Linhares",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA104152",NA,"Swartzia micrantha R.S.Cowan",NA,NA,NA
"8",NA,"NY","NY","625576","Swartzia micrantha R.S.Cowan",NA,"Fabaceae","Swartzia","micrantha","R.S.Cowan","B. M. Torke","2005-01-01T00:00:00.000+0000",NA,"10014","W. W. Thomas",1993,10,20,"Brazil","Bahia",NA,"On road from Itamaraju to Cumuruxatiba, 10.5 km NE of turn off of road to Prado on road to Cumuruxatiba.",-39.42,-17.13,NA,"fa96c841-166c-42dd-bd9f-1fbb033fd106",NA,"Swartzia micrantha R.S.Cowan",NA,NA,NA
"9","2014-07-22T09:54:02.000+0000","JBRJ","RB","RB00204901","Swartzia micrantha R.S.Cowan","cf.","Fabaceae","Swartzia","micrantha","R.S.Cowan","B.M. Torke","2008-01-01T00:00:00.000+0000",NA,"10014","W.W. THOMAS; A. CARVALHO, A. AMORIM, J. JARDIM, S. SANT´ANA",1993,10,20,"Brazil","Bahia","Prado","ON ROAD FROM ITAMARAJU TO CUMURUXATIBA, 10.5KM NE OF TURN OFF ROAD TO PRADO ON ROAD TO CUMURUXATIBA.",-39.416667,-17.133333,"SMALL TREE IN RESTINGA, 4M, LEAVES LUSTROUS GREEN ABOVE, PALER BENEATH; FRUITS GREENISH BROWN.","urn:catalog:JBRJ:RB:204901",NA,"Swartzia micrantha R.S.Cowan",NA,NA,NA
"10",NA,"US","Botany","3311005","Swartzia micrantha R.S.Cowan","cf.","Fabaceae","Swartzia","micrantha","R.S.Cowan",NA,NA,NA,"10014","W. W. Thomas, A. M. Carvalho, A. M. Amorim, J. G. Járdim & S. C. Sant' Ana",1993,10,20,"Brazil","Bahia",NA,"On road from Itamaraju to Cumuruxatiba, 10.5 km NE of turn off to Prado, on road to Cumuruxatiba",-39.42,-17.13,NA,"http://n2t.net/ark:/65665/3de701b0a-33fe-4311-a021-69517dd0bfb5",NA,"Swartzia micrantha R.S.Cowan",NA,NA,NA
