"","institutionCode","catalogNumber","recordedBy"
"1","Instituto Nacional de Pesquisas da Amazônia (INPA)","253538","Pereira-Silva, G da"
"2","Instituto Nacional de Pesquisas da Amazônia (INPA)","253741","Simon, MF"
"3","Instituto Nacional de Pesquisas da Amazônia (INPA)","223881","Souza, LAG de"
"4","Instituto Nacional de Pesquisas da Amazônia (INPA)","219888","Sasaki, D"
"5","Instituto Nacional de Pesquisas da Amazônia (INPA)","223162","Carvalho, FA de"
"6","Instituto Nacional de Pesquisas da Amazônia (INPA)","203013","Mesquita, MR"
"7","Instituto Nacional de Pesquisas da Amazônia (INPA)","203011","Mesquita, MR"
"8","Instituto Nacional de Pesquisas da Amazônia (INPA)","150580","Thomas, WW"
"9","Instituto Nacional de Pesquisas da Amazônia (INPA)","126642","Mota, CDA da"
"10","Instituto Nacional de Pesquisas da Amazônia (INPA)","124936","Ramos, JF"
"11","Instituto Nacional de Pesquisas da Amazônia (INPA)","112609","Amaral, IL do"
"12","Instituto Nacional de Pesquisas da Amazônia (INPA)","115161","Revilla, J"
"13","Instituto Nacional de Pesquisas da Amazônia (INPA)","102167","Oliveira, JG de"
"14","Instituto Nacional de Pesquisas da Amazônia (INPA)","99051","Monteiro, OP"
"15","Instituto Nacional de Pesquisas da Amazônia (INPA)","95461","Janssen, AS"
"16","Instituto Nacional de Pesquisas da Amazônia (INPA)","105620","Janssen, AS"
"17","Instituto Nacional de Pesquisas da Amazônia (INPA)","116500","Daly, DC"
"18","Instituto Nacional de Pesquisas da Amazônia (INPA)","116715","Daly, DC"
"19","Instituto Nacional de Pesquisas da Amazônia (INPA)","72732","Mota, CDA da"
"20","Instituto Nacional de Pesquisas da Amazônia (INPA)","50855","Monteiro, OP"
"21","Instituto Nacional de Pesquisas da Amazônia (INPA)","52482","Mota, CDA da"
"22","Instituto Nacional de Pesquisas da Amazônia (INPA)","17091","Rodrigues, WA"
"23","Instituto Nacional de Pesquisas da Amazônia (INPA)","11729","Egler, WA"
"24","Instituto Nacional de Pesquisas da Amazônia (INPA)","11746","Cavalcante, PB"
