"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","comments"
"1",NA,"Universidade Federal da Bahia (UFBA)","ALCB","132074","Ormosia nitida Vogel","Fabaceae","Ormosia","nitida","Vogel","Oliveira, B","2018-01-01T00:00:00.000+0000",NA,"1",NA,"Oliveira, B; Quaresma, L; Ramos, G; Rodrigues, R",2018,1,16,"Brazil","Bahia","Aratuba","Trilha entre Toca do Leão e Divinéia",-38.769444,-13.091389,"ca. 5 m alt. Folhas discolores, glabras. Sementes concolores, vermelhas, valvas com 1-4 lóculos. Estéril. Amostra coletada em sílica-gel para extração de DNA; solo arenoso","BRA:UFBA:ALCB:0000132074",NA,"Ormosia nitida Vogel",NA,NA,NA
"2",NA,"UEFS","HUEFS","228623","Ormosia nitida Vogel","Fabaceae","Ormosia","nitida","Vogel",NA,NA,NA,"1761",NA,"Neves, D.M.",2014,3,14,"Brazil","Bahia","Santa Cruz Cabrália","Estrada para Guaiu +/- km 2.",-38.971111,-16.125278,"Mata de tabuleiro.","BRA:UEFS:HUEFS:0000228623",NA,"Ormosia nitida Vogel",NA,NA,NA
"4",NA,"Reserva Natural Vale (CVRD)","CVRD","13774","Ormosia nitida Vogel","Fabaceae","Ormosia","nitida","Vogel","Domingos A. Folli","2012-06-07T00:00:00.000+0000",NA,"6867",NA,"Folli, D.A.",2012,6,7,"Brazil","Es","LINHARES",NA,NA,NA,"<ll>dwc_commonname:</ll> Tento macanaíba","BRA:CVRD:CVRD:0000013774",NA,"Ormosia nitida Vogel",NA,NA,NA
"5","2014-07-08T07:50:10.000+0000","JBRJ","RB","RB00854613","Ormosia nitida Vogel","Fabaceae","Ormosia","nitida","Vogel","D.A. Folli",NA,NA,"6867",NA,"D.A. Folli",2012,6,7,"Brazil","Espírito Santo","Linhares","Estrada Gávea.",NA,NA,"Terrestre, porte arbóreo, 23m, CAP 149cm, Fruto maduro marrom, imaturo verde","urn:catalog:JBRJ:RB:854613",NA,"Ormosia nitida Vogel",NA,NA,NA
"6","2017-10-14T01:30:43.000+0000","JBRJ","RB","RB00578080","Ormosia nitida Vogel","Fabaceae","Ormosia","nitida","Vogel","H.C. Lima & J.E. Meireles",NA,NA,"673",NA,"V.F.Mansano; R.B.Pinto, Michel Barros",2009,11,26,"Brazil","Bahia","Teixeira de Freitas","terreno aberto.",-40.1575,-17.438611,"frutos maduros negros, sementes vermelhas","urn:catalog:JBRJ:RB:578080",NA,"Ormosia nitida Vogel",NA,NA,NA
"7","2017-10-04T11:50:14.000+0000","JBRJ","RB","RB00609719","Ormosia nitida Vogel","Fabaceae","Ormosia","nitida","Vogel","H.C. Lima & J.E. Meireles",NA,NA,"495",NA,"H.M. Dias; J.B.G. Jesus & J.A.S. Serafim",2008,11,5,"Brazil","Bahia","Caravelas","Extremo Sul da Bahia, Rio do Cupido, complexo esturiano Caravelas- Nova Viçosa. Sobre solo arenoso em área de restinga pleistocênica aberta. Próximo ao rio, na beira do ecossistema manquezal.",-39.5325,-17.798055,"Árvore 5,0 m de alt, com frutos deiscentes e sementes avermelhadas. Folhas compostas, imparipinadas.","urn:catalog:JBRJ:RB:609719",NA,"Ormosia nitida Vogel",NA,NA,NA
"8",NA,"UEFS","HUEFS","130641","Ormosia nitida Vogel","Fabaceae","Ormosia","nitida","Vogel",NA,NA,NA,"538",NA,"Meireles, J.E.",2007,4,3,"Brazil","Espírito Santo","Aracruz","Vera Cruz. Vila de Itaparica. Fazenda D `Omar( Sr. Sérgio Bellocci).",NA,NA,NA,"BRA:UEFS:HUEFS:0000130641",NA,"Ormosia nitida Vogel",NA,NA,NA
"10","2014-07-22T17:52:44.000+0000","JBRJ","RB","RB00490749","Ormosia nitida Vogel","Fabaceae","Ormosia","nitida","Vogel",NA,NA,NA,"875",NA,"Robson D. Ribeiro ; C. Farney, D. S. D. Araujo & L. Fernando",2007,7,5,"Brazil","Espírito Santo","Conceição da Barra","Fazenda Rancho Tropical II.",NA,NA,"Árvore com 6 m de altura, tronco liso, pardo acinzentado com ca. 33 cm de DAP. Folhas nitidas, quase concolores. Frutos dispostos pra cima. Fotos. Coletado sementes","urn:catalog:JBRJ:RB:490749",NA,"Ormosia nitida Vogel",NA,NA,NA
"11",NA,"Reserva Natural Vale (CVRD)","CVRD","11915","Ormosia nitida Vogel","Fabaceae","Ormosia","nitida","Vogel","Freire, G.Q.","2006-04-14T00:00:00.000+0000",NA,"63",NA,"Freire, G.Q.",2006,4,7,"Brazil","Es","LINHARES","Taxonomia de Campo USP, UNICAMP, ESAlq",NA,NA,"Árvore; interior de Mata; 18m alt. S 19°16.12 W 39º99.19 <ll>dwc_commonname:</ll> Tento macanaíba","BRA:CVRD:CVRD:0000011915",NA,"Ormosia nitida Vogel",NA,NA,NA
"12",NA,"NY","NY","02636623","Ormosia nitida Vogel","Fabaceae","Ormosia","nitida","Vogel","L. P. de Queiroz","2014-12-01T00:00:00.000+0000",NA,"1111",NA,"P. Fiaschi",2002,10,12,"Brazil","Bahia",NA,"Estrada de ItacarÃ© para MaraÃº, pouco apÃ³s a desembocadura do Rio de Contas.",-39,-14.25,NA,"1a3c3323-4f86-454a-a9ae-0a8a133d69dc",NA,"Ormosia nitida Vogel",NA,NA,NA
