"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1",NA,"UEFS","HUEFS","209587","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima",NA,"Fabaceae","Pseudopiptadenia","schumanniana","(Taub.) G.P.Lewis & M.P.Lima",NA,NA,NA,"7109",NA,"Folli, D.A.",2013,9,19,"Brazil","Espírito Santo","Baixo Guandu","Mata de montanha.",NA,NA,NA,"BRA:UEFS:HUEFS:0000209587","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima"
"2",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA101151","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima",NA,"Fabaceae","Pseudopiptadenia","schumanniana","(Taub.) G.P.Lewis & M.P.Lima","Nunes, N.L.A.","2007-05-07T00:00:00.000+0000",NA,"10",NA,"Nunes, N.A.",2007,3,14,"Brazil","Rio de Janeiro","Petrópolis",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA101151","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima"
"3",NA,"UFV","VIC","21659","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima",NA,"Fabaceae","Pseudopiptadenia","schumanniana","(Taub.) G.P.Lewis & M.P.Lima","Nunes, N.L.A. de","2007-05-07T00:00:00.000+0000",NA,"10",NA,"Nunes, N.L.A. de; et al.",2007,3,14,"Brazil","Rio de Janeiro","Petrópolis","Estrada do Imperador Km 8, Indo para o Rociu, após a primeira ponte.",-47.296111,-22.4875,"Árvore fina DAP 35 cm, 15m de altura. Final de floração, com resto de flores e início de frutificação.","BRA:UFV:VIC:0000021659","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima"
"4","2017-10-19T22:46:38.000+0000","JBRJ","RB","RB00493098","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima",NA,"Fabaceae","Pseudopiptadenia","schumanniana","(Taub.) G.P.Lewis & M.P.Lima","Nina L. de A. Nunes",NA,NA,"10",NA,"Nina L. de A. Nunes ; H. C. de Lima, F. L. R. Filardi & J. E. Meireles",2007,3,14,"Brazil","Rio de Janeiro","Petrópolis","Estrada do Imperador km 8 indo para o Rociu, após a 1ª ponte .",-47.296111,-22.4875,"Árvore fina DAP 35 cm, 15 m de altura. Final de floração, com resto de flores e início de frutificação. Beira de estrada","urn:catalog:JBRJ:RB:493098","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima"
"5",NA,"MBML","MBML-HERBARIO","31894","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima",NA,"Fabaceae","Pseudopiptadenia","schumanniana","(Taub.) G.P.Lewis & M.P.Lima","Nina L. de A. Nunes/07-V-2007",NA,NA,"10",NA,"Nina L. de A. Nunes; et al",2007,3,14,"Brazil","Rio de Janeiro","Petrópolis","Estrada do Imperador km 8 indo para o Rociu, após a 1 ª ponte.",-43.178611,-22.505,NA,"BRA:MBML:MBML-HERBARIO:0000031894","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima"
"6",NA,"USP","SPF","181819","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima",NA,"Fabaceae","Pseudopiptadenia","schumanniana","(Taub.) G.P.Lewis & M.P.Lima","Nunes, NLA","2007-05-01T00:00:00.000+0000",NA,"10",NA,"Nunes, NLA",2007,3,14,"Brazil","Rio de Janeiro","Petrópolis",NA,-47.296111,-22.4875,NA,"BRA:USP:SPF:0000181819","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima"
"7",NA,"MBML","MBML-HERBARIO","14219","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima",NA,"Fabaceae","Pseudopiptadenia","schumanniana","(Taub.) G.P.Lewis & M.P.Lima","Robson D. Ribeiro/25-08-2009",NA,NA,"3789",NA,"L. Kollmann; et al",2001,5,31,"Brazil","Espírito Santo","Santa Teresa","Santo Antônio",-40.589167,-19.922222,"Árvore 17m. DAP 23cm. Fuste 8m. Frutos verdes.","BRA:MBML:MBML-HERBARIO:0000014219","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima"
"8","2012-12-04T00:00:00.000+0000","K","Herbarium","K000849564","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima","aff.","Fabaceae","Pseudopiptadenia","schumanniana","(Taub.) G.P.Lewis & M.P.Lima","Lewis, G.P.","2002-12-20T00:00:00.000+0000",NA,"71500",NA,"Hatschbach, G.; Silva, J.M.; Hatschbach, M.",2000,10,21,"Brazil",NA,"Marechal Floriano","Bom Jesus.",NA,NA,"Sheet 1/2","http://specimens.kew.org/herbarium/K000849564","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima"
"9",NA,"MBML","MBML-HERBARIO","9670","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima",NA,"Fabaceae","Pseudopiptadenia","schumanniana","(Taub.) G.P.Lewis & M.P.Lima","Robson D. Ribeiro/25-08-2009",NA,NA,"1582",NA,"L. Kollmann; E. Bausen",1999,1,14,"Brazil","Espírito Santo","Santa Teresa","Santo Antônio",-40.589167,-19.922222,"Arvore14m. Dap 15cm. Fuste 9m. Flores amarelas.","BRA:MBML:MBML-HERBARIO:0000009670","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima"
"10","2014-08-25T11:09:24.000+0000","JBRJ","RB","RB00576041","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima",NA,"Fabaceae","Pseudopiptadenia","schumanniana","(Taub.) G.P.Lewis & M.P.Lima","R.D.Ribeiro","2009-09-28T00:00:00.000+0000",NA,"321",NA,"V.Demuner; E.Bausen",1999,12,9,"Brazil","Espírito Santo","Santa Teresa","Mata Fria,Ter.Clério Loss(lado direito do asfalto).",NA,NA,"Árvore 28m,DAP 60cm,fuste 28cm,eixo floral e inflorescência d cor verde,flores cr branca.","urn:catalog:JBRJ:RB:576041","Pseudopiptadenia schumanniana (Taub.) G.P.Lewis & M.P.Lima"
