"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","comments","bibliographicCitation","acceptedNameUsage"
"1","","","RB","RB00974936","Elizabetha speciosa Ducke","","Fabaceae","Elizabetha","speciosa","","Ducke","J.R.Mattos e M. Nadruz","2015-06-26","","124","","J.R.Mattos","2015","6","23","brazil","Rio de Janeiro","Rio de Janeiro","Canteiro 20A, JBRJ.","-43.45231","-22.924471","Folhas alternas, glabras, esverdeadas, compostas pinadas, com folíolos sésseis, opostos e lineares e com margem inteira. Flores com brácteas avinhadas, sépalas e pétalas avermelhadas.","","centroide mpo","GBIF","Elizabetha speciosa Ducke"
"2","","","RB","RB00902934","Elizabetha speciosa Ducke","","Fabaceae","Elizabetha","speciosa","","Ducke","Dexter, K.G.","","","7001","","Dexter, K.G.; Correa, C.","2014","7","3","brazil","Amazonas","Manaus","Reserva Adolfo Ducke, North of Manaus, PPBIO plot LO8:3500.","-59.928056","-2.960556","8,5m alt., 4,6cm DBH, brown bark with lenticels - Material no Banco de DNA","","original coordinates","GBIF","Elizabetha speciosa Ducke"
"3","","","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","256550","Elizabetha speciosa Ducke","","Fabaceae","Elizabetha","speciosa","","Ducke","Ramos, J.F.","2013-01-15","","3308","","Amaral, IL do","2012","10","15","brazil","Pará","","Rio Tapajós - Canta Galo - Mamãe Anã, Margem direita do Rio Tapajós","-57.39","-5.813611","","","original coordinates","GBIF","Elizabetha speciosa Ducke"
"4","","","EAFM","2683","Elizabetha speciosa Ducke","","Fabaceae","Elizabetha","speciosa","","Ducke","Gurgel-Silva, E.","2010-10-30","","208","","Gurgel-Silva, E.; Dantas, F.M.","2010","10","30","brazil","Amazonas","Manaus","IFAM, Campus Manaus-Zona Leste, Ao lado da barragem.","-60.251153","-2.607107","Arvoreta; 10 m; CAP 40 cm; folhas com folíolos opostos e com glândulas entre os mesmo; ramos com bainha que secam e se desprendem.; Vertente. ; HA","","centroide mpo (0)","GBIF","Elizabetha speciosa Ducke"
"5","","","EAFM","1360","Elizabetha speciosa Ducke","","Fabaceae","Elizabetha","speciosa","","Ducke","Assunção, P.","2010-03-11","","178","","Stropp, J.; Assunção, P.","2007","7","","brazil","Amazonas","São Gabriel da Cachoeira","rio Içana; igarapé Pamaali, próximo a Escola Indígena Baniwa Coripaco Pamaali.","-67.998749","0.374972","Floresta de terra-firme. ; HA","","centroide mpo (0)","GBIF","Elizabetha speciosa Ducke"
"6","","","RB","RB00141501","Elizabetha speciosa Ducke","","Fabaceae","Elizabetha","speciosa","","Ducke","","","","","","J E Meireles","2003","1","","brazil","Rio de Janeiro","Rio de Janeiro","Cult. no Jardim Botânico, canteiro 20 A.","-43.45231","-22.924471","","","centroide mpo","GBIF","Elizabetha speciosa Ducke"
"7","","","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","232915","Elizabetha speciosa Ducke","","Fabaceae","Elizabetha","speciosa","","Ducke","","","","349","","Pereira, E da C.","2003","2","20","brazil","Amazonas","","Reserva Florestal Adolfo Ducke, Rodovia Manaus-Itacoatiara, km 26. Trilha L-O2, km 4.5.","-59.55","-2.5549","","","original coordinates","GBIF","Elizabetha speciosa Ducke"
"8","","","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","222652","Elizabetha speciosa Ducke","","Fabaceae","Elizabetha","speciosa","","Ducke","Castilho, C.V. de","2007-11-01","","409","","Pereira, E da C.","2003","3","29","brazil","Amazonas","","Reserva Florestal Adolfo Ducke, Reserva Florestal Adolpho Ducke. Rodovia Manaus-Itacoatiara, km 26. Trilha L-O6, km 6.5.","-59.97","-2.883333","","","original coordinates","GBIF","Elizabetha speciosa Ducke"
"9","","","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","222653","Elizabetha speciosa Ducke","","Fabaceae","Elizabetha","speciosa","","Ducke","Castilho, C.V. de","2003-04-01","","1212","","Castilho, CV","2003","4","8","brazil","Amazonas","","Reserva Florestal Adolfo Ducke, Reserva Florestal Adolpho Ducke. Rodovia Manaus-Itacoatiara, km 26. Trilha L-O6, km 5.5. Solo argiloso.","-59.97","-2.883333","","","original coordinates","GBIF","Elizabetha speciosa Ducke"
"10","","","HPL","3461","Elizabetha speciosa Ducke","","Fabaceae","Elizabetha","speciosa","","Ducke","H. Lorenzi","2003-11-12","","4167","","H. Lorenzi","2003","11","12","brazil","Rj","Rio de Janeiro","Coletada no Jardim Botânico do Rio de Janeiro.","-43.45231","-22.924471","","","centroide mpo","GBIF","Elizabetha speciosa Ducke"
