"","institutionCode","catalogNumber","recordedBy"
"1","Instituto Nacional de Pesquisas da Amazônia (INPA)","219343",NA
"2","Instituto Nacional de Pesquisas da Amazônia (INPA)","220652",NA
"3","Instituto Nacional de Pesquisas da Amazônia (INPA)","174576",NA
"4","Instituto Nacional de Pesquisas da Amazônia (INPA)","205683",NA
"5","Instituto Nacional de Pesquisas da Amazônia (INPA)","156995",NA
"6","Instituto Nacional de Pesquisas da Amazônia (INPA)","136787",NA
"7","Instituto Nacional de Pesquisas da Amazônia (INPA)","80606",NA
"8","Instituto Nacional de Pesquisas da Amazônia (INPA)","46876",NA
"9","Instituto Nacional de Pesquisas da Amazônia (INPA)","29610",NA
"10","Instituto Nacional de Pesquisas da Amazônia (INPA)","26713",NA
"11","Instituto Nacional de Pesquisas da Amazônia (INPA)","6816",NA
"12","Instituto Nacional de Pesquisas da Amazônia (INPA)","4618",NA
