"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1","2017-10-15T11:42:06.000+0000","JBRJ","RB","RB01153391","Vataireopsis araroba (Aguiar) Ducke","Fabaceae","Vataireopsis","araroba","(Aguiar) Ducke","H.C. de Lima",NA,"8305",NA,"Haroldo C. de Lima",2016,7,16,"Brazil","Rio de Janeiro","Silva Jardim","Bananeiras, estrada para o Sítio Tapinuã (RJ-126). Mata de encosta baixo-montana degradada.",-42.430278,-22.465,"Árvore jovem com 5 m alt. Estéril. Material banco DNA e fotos HCL. Vi alguns indivíduos jovens próximo ao córrego.","urn:catalog:JBRJ:RB:1153391",NA,"Vataireopsis araroba (Aguiar) Ducke"
"2","2017-10-08T14:53:56.000+0000","JBRJ","RB","RB00904776","Vataireopsis araroba (Aguiar) Ducke","Fabaceae","Vataireopsis","araroba","(Aguiar) Ducke","Haroldo Cavalcante de Lima",NA,"7904",NA,"Haroldo Cavalcante de Lima; E. Gagnon, M.C.L. Roberts, E.J.M. Koenen, R.D. Santana e E.N. Pacheco",2014,11,2,"Brazil","Bahia","Potiraguá","Itaimbé, Ponto Chic, Fazenda Raimundo Jorge Zumaeta. Pasto com remanescentes de mata seca.",-39.589444,-15.740278,"Árvore com 18 metros de altura. Estéril. Material para banco de DNA.","urn:catalog:JBRJ:RB:904776",NA,"Vataireopsis araroba (Aguiar) Ducke"
"3","2017-10-19T06:43:18.000+0000","JBRJ","RB","RB00605975","Vataireopsis araroba (Aguiar) Ducke","Fabaceae","Vataireopsis","araroba","(Aguiar) Ducke",NA,NA,"2348",NA,"Cardoso, D.; L.P.Queiroz & N.P.Smith",2008,10,3,"Brazil","Bahia","Itajuípe","BR 101, Rodovia Itajuípe-Itabuna.",-39.348889,-14.655556,"Árvore com ca.25m alt., frutificando em massa quase completamente sem folhas. Ramos quando cortados exudando resina amarronxada, copiosa, do cilindra central. Folíolos jovens membranáceos. Flores com cálice marrom-escuro e pétalas lilás. Frutos marrom avermelhados.","urn:catalog:JBRJ:RB:605975",NA,"Vataireopsis araroba (Aguiar) Ducke"
"4",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","126196","Vataireopsis araroba (Aguiar) Ducke","Fabaceae","Vataireopsis","araroba","(Aguiar) Ducke",NA,NA,"5416",NA,"Jardim, J. G.",2008,10,12,"Brazil","Bahia","Arataca","RPPN do IESB. Rod. Una/Arataca, entrada 9,5km N, mais 8,9km até a sede da RPPN. Próximo da Sede.",NA,NA,NA,"BRA:CEPLAC:CEPEC:0000126196",NA,"Vataireopsis araroba (Aguiar) Ducke"
"5",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","117716","Vataireopsis araroba (Aguiar) Ducke","Fabaceae","Vataireopsis","araroba","(Aguiar) Ducke",NA,NA,"2175",NA,"Cardoso, D.",2007,8,16,"Brazil","Bahia","Ilhéus","Campus da UESC, atrás da Torre Central.",NA,NA,"Mata de cabruca.","BRA:CEPLAC:CEPEC:0000117716",NA,"Vataireopsis araroba (Aguiar) Ducke"
"6",NA,"UEFS","HUEFS","142335","Vataireopsis araroba (Aguiar) Ducke","Fabaceae","Vataireopsis","araroba","(Aguiar) Ducke","L.P.de Queiroz","2009-09-01T00:00:00.000+0000","2175",NA,"Cardoso, D.",2007,8,14,"Brazil","Bahia","Ilhéus","Campus da UESC, atrás da Torre Central. S W Mata de Cabruca.",NA,NA,NA,"BRA:UEFS:HUEFS:0000142335",NA,"Vataireopsis araroba (Aguiar) Ducke"
"7",NA,"UEFS","HUEFS","149225","Vataireopsis araroba (Aguiar) Ducke","Fabaceae","Vataireopsis","araroba","(Aguiar) Ducke","D.Cardoso","2010-07-01T00:00:00.000+0000","2867",NA,"Demuner, V.",2006,9,13,"Brazil","Espírito Santo","Santa Leopoldina","Colina Verde ( Morro Agudo), lado esquerdo. Prop.: Israel Elias Ramos.",-40.441944,-20.100278,NA,"BRA:UEFS:HUEFS:0000149225",NA,"Vataireopsis araroba (Aguiar) Ducke"
"8",NA,"MBML","MBML-HERBARIO","27431","Vataireopsis araroba (Aguiar) Ducke","Fabaceae","Vataireopsis","araroba","(Aguiar) Ducke","V. F. Mansano & F. L. R. Filardi/Jan.-2008",NA,"2866",NA,"V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen",2006,9,13,"Brazil","Espírito Santo","Santa Leopoldina","Colina Verde (Morro Agudo), lado esquerdo, Prop.: Israel Elias Ramos.",-40.441944,-20.103333,"Árvore 12m, fuste 7m, Dap 35cm, frutos vermelhos. Borda de mata.","BRA:MBML:MBML-HERBARIO:0000027431",NA,"Vataireopsis araroba (Aguiar) Ducke"
"9","2014-07-22T06:51:13.000+0000","JBRJ","RB","RB00115361","Vataireopsis araroba (Aguiar) Ducke","Fabaceae","Vataireopsis","araroba","(Aguiar) Ducke",NA,NA,"24",NA,"J.E. Meireles; M. Nadruz, M.A.Jaramillo, D.A. Folli, G. Siqueira",2004,11,26,"Brazil","Espírito Santo","Linhares","Arboreto RNVRD. Reserva Florestal Natural da Vale do Rio Doce",NA,NA,"Árvore cerca de 9 metros de altura. Folíolos discolores, membranáceos. Estéril. Folha em sílica.","urn:catalog:JBRJ:RB:115361",NA,"Vataireopsis araroba (Aguiar) Ducke"
"10",NA,"UEFS","HUEFS","46215","Vataireopsis araroba (Aguiar) Ducke","Fabaceae","Vataireopsis","araroba","(Aguiar) Ducke","L.P.de Queiroz","2000-06-01T00:00:00.000+0000","3983",NA,"Leoni, L.S.",1998,7,NA,"Brazil","Minas Gerais","Faria Lemes","Faz. Santa Rita.",NA,NA,"Mata estacional semidecidual.","BRA:UEFS:HUEFS:0000046215",NA,"Vataireopsis araroba (Aguiar) Ducke"
