"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","fieldNumber","comments","bibliographicCitation"
"17",NA,"UFES","VIES","33249","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva",NA,NA,NA,"11","Moreira, L.N.",2007,5,14,"Brazil","Espírito Santo","Cachoeiro de Itapemirim","Floresta Nacional Pacotuba.",NA,NA,"SW2041","BRA:UFES:VIES:0000033249","Dimorphandra jorgei M.F.Silva",NA,NA,NA,NA
"18","2018-02-21T11:29:42.000+0000","JBRJ","RB","RB00593850","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","H.C.LIMA",NA,NA,"2764","R.R. Vervloet; V. Demuner, E. Bausen & T.A. Cruz",2007,7,4,"Brazil","Espírito Santo","Águia Branca","Santa Luzia, Prop. Ciro Farreira.",-40.665556,-18.977778,"Árvore com 12m., frutos imaturos de cor verde.","urn:catalog:JBRJ:RB:593850","Dimorphandra jorgei M.F.Silva",NA,NA,NA,NA
"19","2012-11-29T00:00:00.000+0000","K","Herbarium","K000849135","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","Queiroz, L.P.",NA,NA,"834","Messias; Cardoso, D.",2005,9,22,"Brazil",NA,"Itaberaba","ARIE Serra do Orobó. Faz. Gameleira.",-40.53,-12.41,"01/fev","http://specimens.kew.org/herbarium/K000849135","Dimorphandra jorgei M.F.Silva",NA,NA,NA,NA
"20",NA,"UEFS","HUEFS","100856","Dimorphandra jorgei subsp. da Silva","Fabaceae","Dimorphandra","jorgei","da","subsp. da Silva","L.P.de Queiroz","2005-11-01T00:00:00.000+0000",NA,"834","Cardoso, D.",2005,9,22,"Brazil","Bahia","Itaberaba","ARIE Serra do Orobó. Faz. Gameleira.",-40.534722,-12.4075,"Floresta estacional semidecidual com bastante epífita e serrapilheira.","BRA:UEFS:HUEFS:0000100856","Dimorphandra jorgei subsp. da Silva",NA,NA,NA,NA
"21",NA,"Reserva Natural Vale (CVRD)","CVRD","8969","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","Domingos A. Folli","2004-11-08T00:00:00.000+0000",NA,"252","Luz, A.A. da",2004,11,3,"Brazil","Mg","MINAS GERAIS",NA,NA,NA,"<ll>dwc_commonname:</ll> Pau para tudo","BRA:CVRD:CVRD:0000008969","Dimorphandra jorgei M.F.Silva",NA,NA,NA,NA
"22",NA,"Universidade Federal da Bahia (UFBA)","ALCB","032744","Dimorphandra jorgei subsp. da Silva","Fabaceae","Dimorphandra","jorgei","da","subsp. da Silva","Guedes, ML",NA,NA,"70","Jesus, NG de; Lima, SF; Santos, JB dos",1997,1,22,"Brazil","Bahia","Entre Rios","Litoral Norte",0,0,NA,"BRA:UFBA:ALCB:0000032744","Dimorphandra jorgei subsp. da Silva",NA,NA,NA,NA
"25",NA,"Universidade Federal da Bahia (UFBA)","ALCB","032734","Dimorphandra jorgei subsp. da Silva","Fabaceae","Dimorphandra","jorgei","da","subsp. da Silva","Guedes, ML",NA,NA,"0132","Jesus, NG de; Lima, SF; Santos, JB dos",1997,9,21,"Brazil","Bahia","Entre Rios","Litoral Norte",0,0,NA,"BRA:UFBA:ALCB:0000032734","Dimorphandra jorgei subsp. da Silva",NA,NA,NA,NA
"26",NA,"UEFS","HUEFS","55395","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","L.P.de Queiroz","2001-11-01T00:00:00.000+0000",NA,"185","Jesus, N.G.",1997,11,9,"Brazil","Bahia","Entre Rios","RPPN Fazenda Lontra/ Saudade.",-41.933333,-12.9,"Floresta subperenifolia.","BRA:UEFS:HUEFS:0000055395","Dimorphandra jorgei M.F.Silva",NA,NA,NA,NA
"27",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","36469","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva",NA,"2009-04-01T00:00:00.000+0000",NA,"s.n.","Brina, AE",1996,3,NA,"Brazil","Minas Gerais","Medina","Vale do Jequitinhonha.",0,0,NA,"BRA:UFMG:BHCB:0000036469","Dimorphandra jorgei M.F.Silva",NA,NA,NA,NA
"28",NA,"Universidade Estadual Paulista, UNESP","HRCB","31833","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","Tamashiro, J.","1997-03-01T00:00:00.000+0000",NA,"283","Cavalcanti, D.C.",1996,4,26,"Brazil","São Paulo","Guaratinguetá",NA,NA,NA,"Árvore ca. 20m, frutos amarronzados; folhas inteiras coletadas em 28/05/96","BRA:UNESPRC:HRCB:0000031833","Dimorphandra jorgei M.F.Silva",NA,NA,NA,NA
"29",NA,"NY","NY","471057","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","R. C. Barneby",NA,NA,"812","J. G. Jardim",1996,5,1,"Brazil","Bahia",NA,"Reserva BiolÃ³gica do Mico-leÃ£o (IBAMA). Entrada no km 46 da Rod. BA-001 IlhÃ©us/Una",-39.08,-15.15,NA,"6693af03-f1c6-4930-aab5-e4e0b5502a7a","Dimorphandra jorgei M.F.Silva",NA,NA,NA,NA
"30",NA,"UEFS","HUEFS","72209","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva",NA,NA,NA,"45","Jost, T.",1994,11,30,"Brazil","Bahia","Conde","Fazenda do Bu, Mata do da Maré.",-43.716667,-12.045278,"Floresta Ombrófila Aberta.","BRA:UEFS:HUEFS:0000072209","Dimorphandra jorgei M.F.Silva",NA,NA,NA,NA
"32",NA,"Reserva Natural Vale (CVRD)","CVRD","3702","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","Domingos A. Folli","1992-01-15T00:00:00.000+0000",NA,"293","Souza, V.D.",1992,1,15,"Brazil","Ba","CARAVELAS","Lado direito da estrada indo de Ponta de Areia p/ Barra de Caravelas, 5 km do asfalto.",NA,NA,"<ll>dwc_commonname:</ll> Pau para tudo","BRA:CVRD:CVRD:0000003702","Dimorphandra jorgei M.F.Silva",NA,NA,NA,NA
"33",NA,"Reserva Natural Vale (CVRD)","CVRD","4053","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","Domingos A. Folli","1992-10-29T00:00:00.000+0000",NA,"1716","Folli, D.A.",1992,10,29,"Brazil","Es","LINHARES","Próximo à Torre.",NA,NA,"<ll>dwc_commonname:</ll> Pau para tudo","BRA:CVRD:CVRD:0000004053","Dimorphandra jorgei M.F.Silva",NA,NA,NA,NA
"34","2014-07-22T15:03:14.000+0000","JBRJ","RB","RB00452765","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","D. A. Folli","1992-10-29T00:00:00.000+0000",NA,"1716","D. A. Folli",1992,10,29,"Brazil","Espírito Santo","Linhares","Reserva Natural da CVRD - Estrada: Flamengo. Próximo à torre. .",NA,NA,"Forma de Vida: Terrestre; Porte: Arbóreo; Altura Total: 32; Altura do Fuste: 20; CAP do Fuste: 82,5; Diâmetro da Copa: 15; Exsudação: Seiva; Descamação: Ausente; Forma do Fuste: ciíndrico; Superfície da Casca: Áspera; Cor da Exsudação: Incolor; Cor do Fruto Maduro: Preto; Cor do Fruto Imaturo: Verde escuro","urn:catalog:JBRJ:RB:452765","Dimorphandra jorgei M.F.Silva",NA,NA,NA,NA
"35","2007-03-20T14:34:19.000+0000","K","Herbarium","K000057401","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","Lewis, G.P.",NA,NA,"296","Pennington, R.T.; Carvalho, F.A.",1991,6,19,"Brazil",NA,"Porto Seguro","Estação Ecológica do Pau Brasil. Arboreto.",-39.17,-16.43,NA,"http://specimens.kew.org/herbarium/K000057401","Dimorphandra jorgei M.F.Silva",NA,NA,NA,NA
"36",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","44360","Dimorphandra jorgei subsp. da Silva","Fabaceae","Dimorphandra","jorgei","da","subsp. da Silva","T. S. dos Santos",NA,NA,"4476","T. S. dos Santos",1989,1,3,"Brazil","Bahia","ILHÉUS","Arboreto do CEPEC.",NA,NA,"Ambiente: Mata Higrofila. Habito: Árvore","BRA:CEPLAC:CEPEC:0000044360","Dimorphandra jorgei subsp. da Silva",NA,NA,NA,NA
"37",NA,"Reserva Natural Vale (CVRD)","CVRD","2156","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","Haroldo C. de Lima","1990-06-15T00:00:00.000+0000",NA,"858","Folli, D.A.",1989,1,11,"Brazil","Ba","PORTO SEGURO","Nome vulgar na RFL: Pau para tudo.",NA,NA,"<ll>dwc_commonname:</ll> Pau para tudo","BRA:CVRD:CVRD:0000002156","Dimorphandra jorgei M.F.Silva",NA,NA,NA,NA
"39","2014-07-08T03:38:59.000+0000","JBRJ","RB","RB00420418","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva",NA,NA,NA,"310","S. M. Farias",1989,6,1,"Brazil","Bahia","Porto Seguro","Estrada para Santa Cruz.",NA,NA,"6 árvores observadas com nódulos.","urn:catalog:JBRJ:RB:420418","Dimorphandra jorgei M.F.Silva",NA,NA,NA,NA
"40","2012-11-29T00:00:00.000+0000","K","Herbarium","K000849136","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva",NA,NA,NA,"2961","Lewis, G.P.; Lima, H.C.; Gomes, J.C.; Morão, L.M.M.",1987,5,13,"Brazil",NA,"Linhares","BR 101, Km 120, Reserva da Cia. Vale do Rio doce. Próx. ao final da estrada do Flamengo (X-1).",NA,NA,"Estudo de áreas remanensentes de ""Pau Brasil"". Expedição I-RJ, ES. BA. Período: 04-20 de maio de 1987. See carp.colection","http://specimens.kew.org/herbarium/K000849136","Dimorphandra jorgei M.F.Silva",NA,NA,NA,NA
"41","2017-10-04T12:41:44.000+0000","JBRJ","RB","RB00452337","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","H. C. de Lima","1989-01-01T00:00:00.000+0000",NA,"2961","H. C. de Lima",1987,5,13,"Brazil","Espírito Santo","Linhares","BR - 101, km 120, Reserva da Cia. Vale do Rio Doce, próx. ao final da estrada do Flamengo (X-1). Reserva da Cia. Vale do Rio Doce",NA,NA,"Árvore com 27 m alt. DAP 59 cm. Casca lisa e acizentada. Frutos passados no chão. Ocasional","urn:catalog:JBRJ:RB:452337","Dimorphandra jorgei M.F.Silva",NA,NA,NA,NA
"43",NA,"Universidade Federal da Bahia (UFBA)","ALCB","15714","Dimorphandra jorgei subsp. da Silva","Fabaceae","Dimorphandra","jorgei","da","subsp. da Silva","Santos, TS dos","1985-05-01T00:00:00.000+0000",NA,"s/n","Santos, TS dos",1985,5,17,"Brazil","Bahia","Ilhéus","Litoral Sul",0,0,NA,"BRA:UFBA:ALCB:0000015714","Dimorphandra jorgei subsp. da Silva",NA,NA,NA,NA
"44",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","36632","Dimorphandra jorgei subsp. da Silva","Fabaceae","Dimorphandra","jorgei","da","subsp. da Silva","T. S. dos Santos","1985-05-21T00:00:00.000+0000",NA,"3966","T. S. dos Santos",1985,5,17,"Brazil","Bahia","ILHÉUS","Arboreto do CEPEC. Parcela no. 18.",NA,NA,"Ambiente: Mata Higrofila. Habito: Árvore","BRA:CEPLAC:CEPEC:0000036632","Dimorphandra jorgei subsp. da Silva",NA,NA,NA,NA
"47",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","34066","Dimorphandra jorgei subsp. da Silva","Fabaceae","Dimorphandra","jorgei","da","subsp. da Silva","G. P. Lewis",NA,NA,"181","F. S. Santos",1984,1,19,"Brazil","Bahia","SANTA CRUZ CABRÁLIA","Area da ESPAB.",NA,NA,"Ambiente: Mata Higrofila. Habito: Árvore","BRA:CEPLAC:CEPEC:0000034066","Dimorphandra jorgei subsp. da Silva",NA,NA,NA,NA
"48","2007-03-20T14:34:19.000+0000","K","Herbarium","K000057400","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","Lewis, G.P.",NA,NA,"181","Santos, F.S.",1984,1,19,"Brazil",NA,"Santa Cruz de Cabrália","Area da Estação Ecológica do Pau-brasil (ESPAB), ca. 16km a W de Porto seguro, rodovia BR-367 (Porto Seguro-Eunápolis).",-39.13,-16.38,NA,"http://specimens.kew.org/herbarium/K000057400","Dimorphandra jorgei M.F.Silva",NA,NA,NA,NA
"49",NA,"Reserva Natural Vale (CVRD)","CVRD","1183","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","Haroldo C. de Lima","1984-12-03T00:00:00.000+0000",NA,"51","Farias, G.L.",1984,11,30,"Brazil","Es","LINHARES",NA,NA,NA,"<ll>dwc_commonname:</ll> Pau para tudo","BRA:CVRD:CVRD:0000001183","Dimorphandra jorgei M.F.Silva",NA,NA,NA,NA
"50","2014-07-22T08:20:02.000+0000","JBRJ","RB","RB00141700","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","G. Barroso & H.C.de Lima",NA,NA,"51","G.L.Farias",1984,11,30,"Brazil","Espírito Santo","Linhares","Est. Louro, ant. 351, Km 1,216, lado esquerdo.",NA,NA,"Árvore em floresta alta, +ou- 25m de altura e fuste de +ou- 17m, DAP 42cm, diâm. da copa +ou-8m. Com flor amarela e botão verde. Fuste cilíndrico e casca áepera. Matriz n° 01","urn:catalog:JBRJ:RB:141700","Dimorphandra jorgei M.F.Silva",NA,NA,NA,NA
"52",NA,"NY","NY","471058","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","R. C. Barneby",NA,NA,"51","G. L. Farias",1984,11,30,"Brazil","EspÃ­rito Santo",NA,"Reserva Florestal da CVRD. Est. Louro, ant. 351, km 1216, lado direito",-40.071853011446,-19.3949002236543,NA,"2d3be85e-b2e3-43b4-b64b-8f2211910dc1","Dimorphandra jorgei M.F.Silva",NA,NA,NA,NA
"53",NA,"Reserva Natural Vale (CVRD)","CVRD","1184","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","Haroldo C. de Lima","1987-09-22T00:00:00.000+0000",NA,"52","Farias, G.L.",1984,11,30,"Brazil","Es","LINHARES",NA,NA,NA,"<ll>dwc_commonname:</ll> Pau para tudo","BRA:CVRD:CVRD:0000001184","Dimorphandra jorgei M.F.Silva",NA,NA,NA,NA
"54","2017-10-10T14:14:22.000+0000","JBRJ","RB","RB00142150","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","H C Freitas, L C R Barroso",NA,NA,"52","G L Freitas",1984,11,30,"Brazil","Espírito Santo","Espírito Santo",NA,NA,NA,"Arvore, 28m de altura, e fuste de +-20m dap 45cm, 0 da copa +-14m. Com flor amarela e botao verde. Fuste cilindrico e casca aspera","urn:catalog:JBRJ:RB:142150","Dimorphandra jorgei M.F.Silva",NA,NA,NA,NA
"55","2014-07-22T15:03:29.000+0000","JBRJ","RB","RB00452338","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","H. C. de Lima","1989-01-01T00:00:00.000+0000",NA,"1762","A. L. Peixoto; H. C. de Lima",1983,4,20,"Brazil","Espírito Santo","Linhares","Reserva Florestal da CVRD, Mata alta. Reserva Florestal da CVRD",NA,NA,"Árvoreta com ca. de 25 m alt. crescendo em mata alta. Frutos maduros indeiscentes, nigrescentes.","urn:catalog:JBRJ:RB:452338","Dimorphandra jorgei M.F.Silva",NA,NA,NA,NA
"56",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","27963","Dimorphandra jorgei subsp. da Silva","Fabaceae","Dimorphandra","jorgei","da","subsp. da Silva","S. A. Mori",NA,NA,"14020","S. A. Mori",1981,5,14,"Brazil","Bahia","UNA","33Km SW Rod. Olivenca/Buerarema. Maruim. Faz. 2 de Julho.",NA,NA,"Ambiente: Mata Higrofila. Habito: Árvore maior que 20m e menor que 50m","BRA:CEPLAC:CEPEC:0000027963","Dimorphandra jorgei subsp. da Silva",NA,NA,NA,NA
"57",NA,"IPA","IPA","45860","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","Lima, H.C. de","2008-07-01T00:00:00.000+0000",NA,"8779","Andrade-Lima",1979,10,12,"Brazil","Alagoas",NA,NA,0,0,NA,"BRA:IPA:IPA:0000045860","Dimorphandra jorgei M.F.Silva",NA,NA,NA,NA
"58",NA,"UEFS","HUEFS","76052","Dimorphandra jorgei subsp. da Silva","Fabaceae","Dimorphandra","jorgei","da","subsp. da Silva",NA,NA,NA,"-9636-","Mori, S.",1978,3,17,"Brazil","Bahia","Caravelas","Entre Barra de Caravelas e Ponta de Areia.",NA,NA,"Restinga","BRA:UEFS:HUEFS:0000076052","Dimorphandra jorgei subsp. da Silva",NA,NA,NA,NA
"59",NA,"NY","NY","4356","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva",NA,NA,"ISOTYPE","9636","S. A. Mori",1978,3,17,"Brazil","Bahia",NA,"MunicÃ­pio de Caravelas. Entre Barra de Caravelas e Ponta de Areia.",0,0,NA,"3aa49538-aa39-450d-969e-5c4eb595a05a","Dimorphandra jorgei M.F.Silva",NA,NA,NA,NA
"61","2007-03-20T14:34:18.000+0000","K","Herbarium","K000057398","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","Silva, M.F.",NA,"ISOTYPE","9636","Santos, T.S.; Kallunki, J.A.; Silva, L.A.M.; Mori, S.; Santos, A.V.P.",1978,3,17,"Brazil",NA,"Caravelas","Entre Barra de Caravelas e Ponta de Areia.",-39.25,-17.75,NA,"http://specimens.kew.org/herbarium/K000057398","Dimorphandra jorgei M.F.Silva",NA,NA,NA,NA
"63",NA,"IPA","IPA","26484","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","Costa e Silva, M.B.",NA,NA,"370","Eupunino, A.",1978,11,3,"Brazil","Bahia","Porto Seguro","Rodovia BR-367 a 16km a W de Porto Seguro. Próximo à Estação Ecológica do Pau-brasil",0,0,"Árvore 15m x 30cm. Flores em botões, marrons","BRA:IPA:IPA:0000026484","Dimorphandra jorgei M.F.Silva",NA,NA,NA,NA
"65",NA,"Reserva Natural Vale (CVRD)","CVRD","51","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","Haroldo C. de Lima","1987-09-22T00:00:00.000+0000",NA,"51","Folli, D.A.",1978,11,23,"Brazil","Es","LINHARES",NA,NA,NA,"<ll>dwc_commonname:</ll> Pau para tudo","BRA:CVRD:CVRD:0000000051","Dimorphandra jorgei M.F.Silva",NA,NA,NA,NA
"67","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","62548","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","Silva, M.F. da","1980-01-01T00:00:00.000+0000",NA,"120","Spada, JS",1972,12,4,"Brazil","Espírito Santo",NA,"Reserva Florestal de Linhares - CVRD. Próximo a Estrada X-2, próximo J. Pedro Tal. 204",NA,NA,NA,"urn:catalog:inpa:herbarium:193056","Dimorphandra jorgei M.F.Silva",NA,NA,NA,NA
"69",NA,"Universidade Federal Rural de Pernambuco, UFRPE","HST","3018","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","G.S.Silva","2018-02-21T00:00:00.000+0000",NA,"23063","M.T.Monteiro",1968,12,14,"Brazil","Alagoas","São Miguel dos Campos","Fábrica Sebastião Ferreira",NA,NA,"Flores amarelas, pequenas com perfume agradável.","BRA:UFRPE:HST:0000003018","Dimorphandra jorgei M.F.Silva",NA,NA,NA,NA
"70","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","68901","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","Silva, M.F. da","1980-01-01T00:00:00.000+0000",NA,"67-5144","Andrade-Lima, AD de",1967,11,23,"Brazil","Alagoas",NA,"São Miguel dos Campos. Mata.",NA,NA,NA,"urn:catalog:inpa:herbarium:82254","Dimorphandra jorgei M.F.Silva",NA,NA,NA,NA
"71",NA,"Jardim Botânico de Brasília (JBB)","HEPH","2333","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","Silva, G.S da","2018-02-18T00:00:00.000+0000",NA,"67","Andrade, L",1967,11,23,"Brazil","Alagoas","São Miguel dos Campos",NA,0,0,"Árvore 15-18m flores amarelas; Mata","BRA:JBB:HEPH:0000002333","Dimorphandra jorgei M.F.Silva",NA,NA,NA,NA
