"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1","2018-09-12T13:54:59.000+0000","JBRJ","RB","RB01387548","Swartzia tomentifera Ducke","cf.","Fabaceae","Swartzia","tomentifera",NA,"Ducke","H. Medeiros",NA,NA,"2551","H. Medeiros; Daniel S. da Costa, Fernando S. Andriolli, Flávio A. Obermuller, Roberto & Adriano S. Lima",2017,9,27,"Brazil","Amazonas","Novo Airão","Parque Nacional de Anavilhanas. Trilha do Monitoramento da Biodiversidade (Trilha do Matias). Unidade Amostral 01, Pá ""Norte"".",-60.869722,-2.483889,"Árvore 19,2 m, estéril. Placa: # 2.","urn:catalog:JBRJ:RB:1387548",NA,"Swartzia tomentifera Ducke"
"2","2017-10-18T16:25:21.000+0000","JBRJ","RB","RB00902886","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke","Dexter, K.G.",NA,NA,"6945","Dexter, K.G.; Correa, C.",2014,7,1,"Brazil","Amazonas","Manaus","Reserva Adolfo Ducke, North of Manaus, PPBIO plot LO6:2500.",-59.928056,-2.960556,"4,5m alt., 2cm DBH, smooth light brown bark - Material no Banco de DNA","urn:catalog:JBRJ:RB:902886",NA,"Swartzia tomentifera Ducke"
"3",NA,"Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","EAFM","15507","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke","Marra, D.M.; Carneiro, V.M.C.","2012-09-03T00:00:00.000+0000",NA,"1124","Marra, D.M.; Neves, A.F. & Souza, I.G.",2012,9,3,"Brazil","Amazonas","Manacapurú, Novo Airão","Reserva de Desenvolvimento Sustentável do Rio Negr, Parcelas permanentes instaladas ao longo de transectos que cruzam uma área (ca. 75 hectares) de floresta atingida por uma tempestade de vento ocorrida no ano de 1987",-61.253461,-3.657814,"árvore, DAP = 25.2 cm; Floresta de terra-firme ; HA","BRA:IFAM - CMZL:EAFM:0000015507",NA,"Swartzia tomentifera Ducke"
"4",NA,"Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","EAFM","15382","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke","Marra, D.M.; Carneiro, V.M.C.","2012-09-02T00:00:00.000+0000",NA,"999","Marra, D.M.; Neves, A.F. & Souza, I.G.",2012,9,2,"Brazil","Amazonas","Manacapurú, Novo Airão","Reserva de Desenvolvimento Sustentável do Rio Negr, Parcelas permanentes instaladas ao longo de transectos que cruzam uma área (ca. 75 hectares) de floresta atingida por uma tempestade de vento ocorrida no ano de 1987",-61.256533,-3.652619,"árvore, DAP = 35.5 cm; Floresta de terra-firme ; HA","BRA:IFAM - CMZL:EAFM:0000015382",NA,"Swartzia tomentifera Ducke"
"5",NA,"Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","EAFM","15575","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke","Marra, D.M.; Carneiro, V.M.C.","2012-09-05T00:00:00.000+0000",NA,"1192","Marra, D.M.; Neves, A.F. & Souza, I.G.",2012,9,5,"Brazil","Amazonas","Manacapurú, Novo Airão","Reserva de Desenvolvimento Sustentável do Rio Negr, Parcelas permanentes instaladas ao longo de transectos que cruzam uma área (ca. 75 hectares) de floresta atingida por uma tempestade de vento ocorrida no ano de 1987",-61.250481,-3.651947,"árvore, DAP = 13.1 cm; Floresta de terra-firme ; HA","BRA:IFAM - CMZL:EAFM:0000015575",NA,"Swartzia tomentifera Ducke"
"6",NA,"Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","EAFM","14618","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke","Marra, D.M.; Carneiro, V.M.C.","2011-05-12T00:00:00.000+0000",NA,"235","Marra, D.M.; Neves, A.F. & Souza, I.G.",2011,5,12,"Brazil","Amazonas","Manaus, Presidente Figueiredo","Ramal ZF5 (SUFRAMA), BR-174, Km 83, Parcelas permanentes instaladas ao longo de transectos que cruzam uma floresta de terra-firme (ca. 900 hectares) atingida por uma tempestade de vento ocorrida no ano de 1996",-60.307194,-2.40915,"árvore, DAP = 11.5 cm; Floresta de terra-firme ; HA","BRA:IFAM - CMZL:EAFM:0000014618",NA,"Swartzia tomentifera Ducke"
"7",NA,"Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","EAFM","14629","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke","Marra, D.M.; Carneiro, V.M.C.","2011-05-12T00:00:00.000+0000",NA,"246","Marra, D.M.; Neves, A.F. & Souza, I.G.",2011,5,12,"Brazil","Amazonas","Manaus, Presidente Figueiredo","Ramal ZF5 (SUFRAMA), BR-174, Km 83, Parcelas permanentes instaladas ao longo de transectos que cruzam uma floresta de terra-firme (ca. 900 hectares) atingida por uma tempestade de vento ocorrida no ano de 1996",-60.3068,-2.409797,"árvore, DAP = 27.8 cm; Floresta de terra-firme ; HA","BRA:IFAM - CMZL:EAFM:0000014629",NA,"Swartzia tomentifera Ducke"
"8",NA,"Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","EAFM","1545","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke","Assunção, P.","2010-03-12T00:00:00.000+0000",NA,"377","Stropp, J.; Assunção, P.",2007,7,NA,"Brazil","Amazonas","São Gabriel da Cachoeira","Parque Nacional do Pico da Neblina, Próximo a Torre do LBA.",0,0,"Floresta de Terra Firme. ; HA","BRA:IFAM - CMZL:EAFM:0000001545",NA,"Swartzia tomentifera Ducke"
"9",NA,"Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","EAFM","1448","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke","Assunção, P.","2010-03-10T00:00:00.000+0000",NA,"269","Stropp, J.; Assunção, P.",2007,7,NA,"Brazil","Amazonas","São Gabriel da Cachoeira","rio Icana; Comunidade de Jandu Cachoeira, Atrás da Pista de Avião.",0,0,"Floresta de Campinarana. ; HA","BRA:IFAM - CMZL:EAFM:0000001448",NA,"Swartzia tomentifera Ducke"
"10","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","208502","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke","Torke, B.M.","2011-03-01T00:00:00.000+0000",NA,"INPA208502","Mike Hopkins",2000,2,NA,"Brazil","Amazonas",NA,NA,NA,NA,NA,"urn:catalog:inpa:herbarium:19319",NA,"Swartzia tomentifera Ducke"
