"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","comments","bibliographicCitation","acceptedNameUsage"
"1","","","RB","RB01238384","Machaerium pedicellatum Vogel","","Fabaceae","Machaerium","pedicellatum","","Vogel","D.N.S. Machado","2016-07-20","","5240","","A.A.M. de Barros; et al","2016","3","4","brazil","Rio de Janeiro","Rio de Janeiro","Divisa dos Municípios de Niterói e Maricá, entre Itaipuaçu e Itacoatiara, Parque Estadual da Serra da Tiririca, Alto Mourão, Praça da Pita","-43.021944","-22.965833","","","original coordinates","GBIF","Machaerium pedicellatum Vogel"
"2","","","HUEFS","209982","Machaerium pedicellatum Vogel","","Fabaceae","Machaerium","pedicellatum","","Vogel","","","","1080","","Nascimento, F.H.F.","2013","3","15","brazil","Espírito Santo","Linhares","Reserva Natural Vale.","-40.05","-19.15","Floresta Estacional Perenifólia.","","original coordinates","GBIF","Machaerium pedicellatum Vogel"
"3","","","HUEFS","209983","Machaerium pedicellatum Vogel","","Fabaceae","Machaerium","pedicellatum","","Vogel","","","","1081","","Nascimento, F.H.F.","2013","3","15","brazil","Espírito Santo","Linhares","Reserva Natural Vale.","-40.05","-19.15","Floresta Estacional Perenifólia.","","original coordinates","GBIF","Machaerium pedicellatum Vogel"
"4","","","RB","RB00781751","Machaerium pedicellatum Vogel","","Fabaceae","Machaerium","pedicellatum","","Vogel","Neves, D.R.M.","","","1239","","Neves, D.R.M.; Pennington, R.T.; Lima, H.C.; Fraga, C.N.","2013","5","24","brazil","Espírito Santo","Pancas","Laginha, na rampa de voo livre de Lajinha. Borda de floresta estacional. .","-40.775833","-19.164167","Árvore 4m. Material banco DNA.","","original coordinates","GBIF","Machaerium pedicellatum Vogel"
"5","","","RB","RB00862817","Machaerium pedicellatum Vogel","","Fabaceae","Machaerium","pedicellatum","","Vogel","F.R. Filardi","2013-06-27","","85","","G.C.L. Paes; et al","2013","5","15","brazil","Rio de Janeiro","Niterói","Jurujuba, Área de Proteção Ambiental do Morro do Morcego, Fortaleza de Santa Cruz e dos Fortes São Luiz e Rio Branco, Morro do Pico, Trilha para o Forte do Pico.","-43.013611","-22.975556","Árvore com cerca de 10,0m de altura, heliófila, folhas membranáceas discolores verdes, frutos verdes e marrons","","original coordinates","GBIF","Machaerium pedicellatum Vogel"
"6","","","RB","RB00837781","Machaerium pedicellatum Vogel","","Fabaceae","Machaerium","pedicellatum","","Vogel","F. Filardi","2014-03-13","","","","Pimentel, L. B.","2013","9","26","brazil","Rio de Janeiro","São Pedro da Aldeia","Conglomerado 153-1-4-24. UTM E(788891,82m) N(7484181,52m) Fuso do GPS (23K).","-42.124821","-22.788203","Árvore com ca. de 20m. Fruto marrom.","","centroide mpo","GBIF","Machaerium pedicellatum Vogel"
"7","","","HUEFS","195869","Machaerium pedicellatum Vogel","","Fabaceae","Machaerium","pedicellatum","","Vogel","","","","7547","","Lima, H.C.de","2012","9","11","brazil","Rio de Janeiro","Rio de Janeiro","Guaratiba. Pedra de Guaratiba, APA capoeira grande.","-43.45231","-22.924471","Mata degradada em morrote.","","centroide mpo","GBIF","Machaerium pedicellatum Vogel"
"8","","","RB","RB00878272","Machaerium pedicellatum Vogel","","Fabaceae","Machaerium","pedicellatum","","Vogel","","","","103","","L.Quintanilha; A. Lobão","2012","10","3","brazil","Rio de Janeiro","Iguaba Grande","BR 106.","-42.217858","-22.828766","Árvore, ca. 12m de altura, folhas lisas, frutos imaturos marrons","","centroide mpo","GBIF","Machaerium pedicellatum Vogel"
"9","","","MBML-HERBARIO","46898","Machaerium pedicellatum Vogel","","Fabaceae","Machaerium","pedicellatum","","Vogel","","","","2415","","A. M. Assis; M.D.S. Demuner & M. B. Redighieri","2010","4","25","brazil","Espírito Santo","Nova Venécia","APA Pedra do Elefante - propriedade Maurilio Bravin. Floresta em estágio médio","-40.430139","-18.753194","Árvore 10m; DAP 50cm. Frutos verdes. Borda da mata.","","original coordinates","GBIF","Machaerium pedicellatum Vogel"
"10","","","MBML-HERBARIO","40955","Machaerium pedicellatum Vogel","","Fabaceae","Machaerium","pedicellatum","","Vogel","Marco Octávio de Oliveira Pellegrini/06-09-2013","","","375","","F. Z. Saiter","2010","5","31","brazil","Espírito Santo","Santa Teresa","São João de Petrópolis, Serra do São Brás","-40.697139","-19.815556","Árvore de 12 metros de altura. Fruto verde do tipo sâmara. Borda de floresta secundária.","","original coordinates","GBIF","Machaerium pedicellatum Vogel"
"11","","","RB","RB00589913","Machaerium pedicellatum Vogel","","Fabaceae","Machaerium","pedicellatum","","Vogel","","","","1529","","Robson D. Ribeiro; Arno F. Brandes & Warlem Costa","2010","5","22","brazil","Rio de Janeiro","Cabo Frio","Centrinho, estrada para antiga Lixeira. Vegetação em área de morrotes mamelonares.","-42.058216","-22.716047","Árvore com 7 metros de altura, tronco soltando placas. Estéril. Coletado amostra de madeira e DNA.","","centroide mpo","GBIF","Machaerium pedicellatum Vogel"
"12","","","RB","RB00589920","Machaerium pedicellatum Vogel","","Fabaceae","Machaerium","pedicellatum","","Vogel","","","","1536","","Robson D. Ribeiro; Arno F. Brandes & Warlem Costa","2010","5","23","brazil","Rio de Janeiro","Armação dos Búzios","Alto da Praia Brava, Mirante. Vegetação sobre colinas litorâneas.","-41.951971","-22.776712","Árvore com 7 metros de altura, tronco soltando placas. Estéril. Coletado amostra de madeira e DNA.","","centroide mpo","GBIF","Machaerium pedicellatum Vogel"
"13","","","FCAB","7732","Machaerium pedicellatum Vogel","","Fabaceae","Machaerium","pedicellatum","","Vogel","R.D. Ribeiro","","","626","","J.M. Freire; R.R. Oliveira; B.L. Rosendo","2010","6","10","brazil","Rio de Janeiro","Camorim","Maciço da Pedra Branca 10.5","-75.021889","-66.3025","Árvore com 9 m de altura, com 30 cm de CAP.","","original coordinates","GBIF","Machaerium pedicellatum Vogel"
"14","","","MBML-HERBARIO","41979","Machaerium pedicellatum Vogel","","Fabaceae","Machaerium","pedicellatum","","Vogel","","","","1518","","A. M. Assis; V. G. Demuner","2008","4","25","brazil","Espírito Santo","Nova Venécia","Serra de Cima (Torre 98/3 - LT Mascarenhas x Verona)","-40.479583","-18.311167","Arvoreta 9 m. DAP 25 cm. Frutos verdes. Borda. Floresta Ombrofila Densa #?# estagio medio de regeneração.","","original coordinates","GBIF","Machaerium pedicellatum Vogel"
"15","","","MBML-HERBARIO","36698","Machaerium pedicellatum Vogel","","Fabaceae","Machaerium","pedicellatum","","Vogel","J. Gurtler/2018","","","7519","","A. M. Amorim; et al","2008","7","16","brazil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante","-40.432778","-18.7825","","","original coordinates","GBIF","Machaerium pedicellatum Vogel"
