"","scientificName","new_Lon","new_Lat","municipality","county.shape","status"
"1","Poecilanthe grandiflora Benth.",-45.080472,-12.424806,"sao desiderio","sao desiderio","Ok"
"2","Poecilanthe falcata (Vell.) Heringer",-41.068056,-21.381667,"sao francisco de itabapoana","sao francisco de itabapoana","Ok"
"3","Poecilanthe falcata (Vell.) Heringer",-41.083889,-21.387222,"sao francisco de itabapoana","sao francisco de itabapoana","Ok"
"4","Poecilanthe grandiflora Benth.",-41.713889,-4.099722,"sete cidades","piracuruca","outside municipality"
"5","Poecilanthe falcata (Vell.) Heringer",-6,-21.944444,"alem paraiba","not found","outside Brazil"
"6","Poecilanthe falcata (Vell.) Heringer",-41.083056,-21.386667,"sao francisco de itabapoana","sao francisco de itabapoana","Ok"
"7","Poecilanthe grandiflora Benth.",-39.516667,-12.766667,"santa teresinha","santa teresinha","Ok"
"8","Poecilanthe falcata (Vell.) Heringer",-41.099722,-21.328333,"sao francisco de itabapoana","sao francisco de itabapoana","Ok"
"9","Poecilanthe grandiflora Benth.",-37.046944,-8.426389,"arcoverde","arcoverde","Ok"
"10","Poecilanthe falcata (Vell.) Heringer",-22.924471,-22.924471,"rio de janeiro","not found","outside Brazil"
"11","Poecilanthe grandiflora Benth.",-8.391761,-8.391761,"arcoverde","not found","outside Brazil"
"12","Poecilanthe grandiflora Benth.",-8.035909,-8.035909,"serra talhada","not found","outside Brazil"
"13","Poecilanthe grandiflora Benth.",-42.859444,-13.083889,"macaubas","macaubas","Ok"
"14","Poecilanthe grandiflora Benth.",-42.859444,-13.083889,"macaubas","macaubas","Ok"
"15","Poecilanthe grandiflora Benth.",-38.251667,-7.0225,"aguiar","aguiar","Ok"
"16","Poecilanthe grandiflora Benth.",-38.251667,-7.0225,NA,"aguiar","original municipality not informed"
"17","Poecilanthe falcata (Vell.) Heringer",-41.851389,-22.441111,"rio das ostras","rio das ostras","Ok"
"18","Poecilanthe falcata (Vell.) Heringer",-22.716047,-22.716047,"cabo frio","not found","outside Brazil"
"19","Poecilanthe falcata (Vell.) Heringer",-22.716047,-22.716047,"cabo frio","not found","outside Brazil"
"20","Poecilanthe falcata (Vell.) Heringer",-42.44,-22.925278,"saquarema","saquarema","Ok"
"21","Poecilanthe grandiflora Benth.",-36.786111,-8.613056,"venturosa","venturosa","Ok"
"22","Poecilanthe falcata (Vell.) Heringer",-19.38214,-19.38214,"linhares","not found","outside Brazil"
"23","Poecilanthe grandiflora Benth.",-12.189517,-12.189517,"feira de santana","not found","outside Brazil"
"24","Poecilanthe falcata (Vell.) Heringer",-78.744167,-30.155278,"linhares","not found","outside Brazil"
"25","Poecilanthe grandiflora Benth.",-39.535,-15.158333,"jussari","jussari","Ok"
"26","Poecilanthe falcata (Vell.) Heringer",-39.627778,-14.949722,"ibicarai","itape","outside municipality"
"27","Poecilanthe grandiflora Benth.",-37.79,-11.273889,"itabaianinha","itabaianinha","Ok"
"28","Poecilanthe grandiflora Benth.",-12.382982,-12.382982,"lajedinho","not found","outside Brazil"
"29","Poecilanthe grandiflora Benth.",-41.452222,-12.233056,"iraquara","iraquara","Ok"
"30","Poecilanthe falcata (Vell.) Heringer",-41.650556,-21.467222,"italva","italva","Ok"
"31","Poecilanthe falcata (Vell.) Heringer",-39.584444,-15.738889,"potiragua","potiragua","Ok"
"32","Poecilanthe falcata (Vell.) Heringer",-40.064417,-19.141333,"sooretama","linhares","outside municipality"
"33","Poecilanthe grandiflora Benth.",-34.860278,-7.135556,"joao pessoa","joao pessoa","Ok"
"34","Poecilanthe falcata (Vell.) Heringer",-22.921723,-22.921723,"arraial do cabo","not found","outside Brazil"
"35","Poecilanthe falcata (Vell.) Heringer",-22.716047,-22.716047,"cabo frio","not found","outside Brazil"
"36","Poecilanthe grandiflora Benth.",-14.133213,-14.133213,"tanhacu","not found","outside Brazil"
"37","Poecilanthe grandiflora Benth.",-8.649471,-8.649471,"buique","not found","outside Brazil"
"38","Poecilanthe grandiflora Benth.",-37.201111,-8.534167,"buique","buique","Ok"
"39","Poecilanthe falcata (Vell.) Heringer",-39.196667,-17.722778,"caravelas","caravelas","Ok"
"40","Poecilanthe grandiflora Benth.",-34.866667,-8.016667,"joao pessoa","olinda","outside municipality"
"41","Poecilanthe grandiflora Benth.",-44,-15,"sao joao das missoes","matias cardoso","outside municipality"
"42","Poecilanthe grandiflora Benth.",-37.265833,-7.9875,"monteiro","sertania","outside municipality"
"43","Poecilanthe grandiflora Benth.",-37.265944,-7.987528,"sertania","sertania","Ok"
"44","Poecilanthe grandiflora Benth.",-36.495147,-9.624897,"taquarana","taquarana","Ok"
"45","Poecilanthe grandiflora Benth.",-38.785611,-7.529139,"mauriti","mauriti","Ok"
"46","Poecilanthe falcata (Vell.) Heringer",-19.38214,-19.38214,"linhares","not found","outside Brazil"
"47","Poecilanthe falcata (Vell.) Heringer",-36.847778,-8.079444,"sao joao do tigre","sao joao do tigre","Ok"
"48","Poecilanthe grandiflora Benth.",-39.627778,-14.949722,"itaju do colonia","itape","outside municipality"
"49","Poecilanthe grandiflora Benth.",-39.627778,-14.949722,"itaju do colonia","itape","outside municipality"
"50","Poecilanthe grandiflora Benth.",-42.245556,-13.297222,"paramirim","paramirim","Ok"
"51","Poecilanthe grandiflora Benth.",-44.32,-13.586111,"coribe","coribe","Ok"
"52","Poecilanthe grandiflora Benth.",-42.245556,-13.297222,"paramirim","paramirim","Ok"
"53","Poecilanthe grandiflora Benth.",-36.898222,-7.470556,"sao jose dos cordeiros","sao jose dos cordeiros","Ok"
"54","Poecilanthe falcata (Vell.) Heringer",-22.921723,-22.921723,"arraial do cabo","not found","outside Brazil"
"55","Poecilanthe grandiflora Benth.",-38.4725,-10.068611,"jeremoabo","jeremoabo","Ok"
"56","Poecilanthe grandiflora Benth.",-42.243611,-13.296111,"caturama","caturama","Ok"
"57","Poecilanthe grandiflora Benth.",-42.268333,-12.626667,"ibitiara","ibitiara","Ok"
"58","Poecilanthe falcata (Vell.) Heringer",-22.924471,-22.924471,"rio de janeiro","not found","outside Brazil"
"59","Poecilanthe falcata (Vell.) Heringer",-19.38214,-19.38214,"linhares","not found","outside Brazil"
"60","Poecilanthe falcata (Vell.) Heringer",-19.38214,-19.38214,"linhares","not found","outside Brazil"
"61","Poecilanthe falcata (Vell.) Heringer",-39.2,-16.416667,"porto seguro","porto seguro","Ok"
"62","Poecilanthe grandiflora Benth.",-44.493889,-13.434722,"correntina","correntina","Ok"
"63","Poecilanthe falcata (Vell.) Heringer",-19.38214,-19.38214,"linhares","not found","outside Brazil"
"64","Poecilanthe falcata (Vell.) Heringer",-19.38214,-19.38214,"linhares","not found","outside Brazil"
"65","Poecilanthe falcata (Vell.) Heringer",-22.716047,-22.716047,"cabo frio","not found","outside Brazil"
"66","Poecilanthe falcata (Vell.) Heringer",-22.788203,-22.788203,"sao pedro da aldeia","not found","outside Brazil"
"67","Poecilanthe falcata (Vell.) Heringer",-22.756538,-22.756538,"araruama","not found","outside Brazil"
"68","Poecilanthe falcata (Vell.) Heringer",-22.776712,-22.776712,"armacao dos buzios","not found","outside Brazil"
"69","Poecilanthe falcata (Vell.) Heringer",-22.452517,-22.452517,"rio das ostras","not found","outside Brazil"
"70","Poecilanthe falcata (Vell.) Heringer",-22.452517,-22.452517,"rio das ostras","not found","outside Brazil"
"71","Poecilanthe grandiflora Benth.",-36.898222,-7.470556,"sao jose dos cordeiros","sao jose dos cordeiros","Ok"
"72","Poecilanthe grandiflora Benth.",-36.898222,-7.470556,"sao jose dos cordeiros","sao jose dos cordeiros","Ok"
"73","Poecilanthe grandiflora Benth.",-36.898222,-7.470556,"sao jose dos cordeiros","sao jose dos cordeiros","Ok"
"74","Poecilanthe falcata (Vell.) Heringer",-22.921723,-22.921723,"arraial do cabo","not found","outside Brazil"
"75","Poecilanthe grandiflora Benth.",-7.426358,-7.426358,"sao jose dos cordeiros","not found","outside Brazil"
"76","Poecilanthe grandiflora Benth.",-7.426358,-7.426358,"sao jose dos cordeiros","not found","outside Brazil"
"77","Poecilanthe grandiflora Benth.",-42.683333,-13.016667,"macaubas","macaubas","Ok"
"78","Poecilanthe falcata (Vell.) Heringer",-22.924471,-22.924471,"rio de janeiro","not found","outside Brazil"
"79","Poecilanthe falcata (Vell.) Heringer",-19.38214,-19.38214,"linhares","not found","outside Brazil"
"80","Poecilanthe grandiflora Benth.",-7.426358,-7.426358,"sao jose dos cordeiros","not found","outside Brazil"
"81","Poecilanthe grandiflora Benth.",-40.120833,-6.600278,"aiuaba","aiuaba","Ok"
"82","Poecilanthe falcata (Vell.) Heringer",-37.381111,-7.253056,"matureia","matureia","Ok"
"83","Poecilanthe falcata (Vell.) Heringer",-22.924471,-22.924471,"rio de janeiro","not found","outside Brazil"
"84","Poecilanthe falcata (Vell.) Heringer",-22.921723,-22.921723,"arraial do cabo","not found","outside Brazil"
"85","Poecilanthe grandiflora Benth.",-8.496298,-8.496298,"alagoinha","not found","outside Brazil"
"86","Poecilanthe grandiflora Benth.",-43.3,-15.8,"janauba","nova porteirinha","outside municipality"
"87","Poecilanthe falcata (Vell.) Heringer",-42.176807,-22.921723,"arraial do cabo","arraial do cabo","Ok"
"88","Poecilanthe falcata (Vell.) Heringer",-22.776712,-22.776712,"armacao dos buzios","not found","outside Brazil"
"89","Poecilanthe falcata (Vell.) Heringer",-22.921723,-22.921723,"arraial do cabo","not found","outside Brazil"
"90","Poecilanthe falcata (Vell.) Heringer",-42.176807,-22.921723,"arraial do cabo","arraial do cabo","Ok"
"91","Poecilanthe falcata (Vell.) Heringer",-40.626045,-6.307154,"parambu","parambu","Ok"
