"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1",NA,"UEFS","HUEFS","233137","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos",NA,NA,NA,"2002",NA,"Paixão, J.L.",2017,3,8,"Brazil","Bahia","Ilhéus","Campus da UESC-Universidade Estadual de Santa Cruz. Rodovia Jorge Amado, Km 16.",-39.172222,-14.795833,"Cabruca.","BRA:UEFS:HUEFS:0000233137","Diplotropis incexis Rizzini & A.Mattos"
"3","2018-08-24T09:37:43.000+0000","JBRJ","RB","RB01396637","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos","A. M. Miranda",NA,NA,"6846",NA,"A. M. Miranda; K. Martins; A. Figueredo",2017,10,19,"Brazil","Bahia","Saubara","Distrito de Cabuçu, fazenda Cabuçu",NA,NA,"Caule marrom. Folhas quebradiças. Flores em botões amarronzados","urn:catalog:JBRJ:RB:1396637","Diplotropis incexis Rizzini & A.Mattos"
"7",NA,"UFRB","HURB","17127","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos",NA,NA,NA,NA,NA,"Almeida, T.",2016,3,22,"Brazil","Bahia","Salvador","Ipitanga; APA Joanes",NA,NA,"P111 A3","BRA:UFRB:HURB:0000017127","Diplotropis incexis Rizzini & A.Mattos"
"8",NA,"Universidade Federal da Bahia (UFBA)","ALCB","131861","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos",NA,NA,NA,"3532",NA,"Cardoso, D; Ramos, G; Sr. Ailton",2015,1,12,"Brazil","Bahia","Elísio Medrado","Serra da Jib?ia. Reserva do Projeto GAMBA.",-39.473889,-12.868889,"ca. 10 m alt. Folhas com folíolos papiráceos. Estéril. DNA. Folíolos coletados em álcool para estudos de anatomia.","BRA:UFBA:ALCB:0000131861","Diplotropis incexis Rizzini & A.Mattos"
"9",NA,"UEFS","HUEFS","238917","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos",NA,NA,NA,"3530",NA,"Cardoso, D.",2015,1,12,"Brazil","Bahia","Elísio Medrado","Serra da Jibóia. Reserva do Projeto GAMBA.",-39.473889,-12.868889,NA,"BRA:UEFS:HUEFS:0000238917","Diplotropis incexis Rizzini & A.Mattos"
"11","2017-10-24T19:16:54.000+0000","JBRJ","RB","RB01182704","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos",NA,NA,NA,"16161",NA,"L.P. Queiroz; B. Domenech; C. Snak; I.M. Souza",2015,11,24,"Brazil","Bahia","Nilo Peçanha","Estrada para o Jatinho",-39.068056,-13.680833,NA,"urn:catalog:JBRJ:RB:1182704","Diplotropis incexis Rizzini & A.Mattos"
"14",NA,"NY","NY","01874599","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos",NA,NA,NA,"4057",NA,"L. Nusbaumer",2014,5,15,"Brazil","Alagoas",NA,"Reserva BiolÃ³gica da Pedra Talhada, localitÃ© de Quebrangulo.",-36.444337,-9.244428,NA,"7b93ab5c-56bd-4b35-bb42-32f245d00e5a","Diplotropis incexis Rizzini & A.Mattos"
"16",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","65150","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos","D. Cardoso",NA,NA,"5848",NA,"A. M. de Carvalho",2014,7,14,"Brazil","Bahia","ILHÉUS","Mtata da Esperança. Entrada a 2Km a partir da ponte do Rio Fundão. Àrvore n. 2005 Parcela n. 46.",-39.069167,-14.781944,"Ambiente: Mata higrofila. Habito: Árvore, 24,5m X 69,7cm","BRA:CEPLAC:CEPEC:0000065150","Diplotropis incexis Rizzini & A.Mattos"
"17","2018-05-14T09:21:09.000+0000","JBRJ","RB","RB01387823","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos","H.C. Lima",NA,NA,"108A",NA,"Bello, D.; Resende, J. & Terra, G.",2014,8,15,"Brazil","Rio de Janeiro","Macaé","Conglomerado 204-Extra 1. UTM do Ponto da coletal: E (796693m) N (97528919m). Fuso do GPS (23K)",NA,NA,"Árvore, com 6m de altura. Base eta. Casca externa amarronzada, fina, áspera. Fruto imaturo, com 6cm de dimensão, cilíndrico, internamente e externamente marrom, seco com arilo","urn:catalog:JBRJ:RB:1387823","Diplotropis incexis Rizzini & A.Mattos"
"18",NA,"UEFS","HUEFS","207747","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos",NA,NA,NA,"767",NA,"Nascimento, F.H.F.",2013,10,19,"Brazil","Bahia","Una","Rebio de Una.",-39.075278,-15.183333,"Floresta Ombrófila Densa.","BRA:UEFS:HUEFS:0000207747","Diplotropis incexis Rizzini & A.Mattos"
