"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"19",NA,"UEFS","HUEFS","207745","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos",NA,NA,NA,"765",NA,"Nascimento, F.H.F.",2013,10,19,"Brazil","Bahia","Una","Rebio de Una.",-39.075278,-15.183333,"Floresta Ombrófila Densa.","BRA:UEFS:HUEFS:0000207745","Diplotropis incexis Rizzini & A.Mattos"
"20",NA,"UEFS","HUEFS","207746","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos",NA,NA,NA,"766",NA,"Nascimento, F.H.F.",2013,10,19,"Brazil","Bahia","Una","Rebio de Una.",-39.075278,-15.183333,"Floresta Ombrófila Densa.","BRA:UEFS:HUEFS:0000207746","Diplotropis incexis Rizzini & A.Mattos"
"21",NA,"UEFS","HUEFS","207744","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos",NA,NA,NA,"764",NA,"Nascimento, F.H.F.",2013,10,19,"Brazil","Bahia","Una","Rebio de Una.",-39.075278,-15.183333,"Floresta Ombrófila Densa.","BRA:UEFS:HUEFS:0000207744","Diplotropis incexis Rizzini & A.Mattos"
"22",NA,"UEFS","HUEFS","207748","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos",NA,NA,NA,"768",NA,"Nascimento, F.H.F.",2013,10,19,"Brazil","Bahia","Una","Rebio de Una.",-39.075278,-15.183333,"Floresta Ombrófila Densa.","BRA:UEFS:HUEFS:0000207748","Diplotropis incexis Rizzini & A.Mattos"
"23",NA,"UEFS","HUEFS","207749","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos",NA,NA,NA,"769",NA,"Nascimento, F.H.F.",2013,10,19,"Brazil","Bahia","Una","Rebio de Una.",-39.075278,-15.183333,"Floresta Ombrófila Densa.","BRA:UEFS:HUEFS:0000207749","Diplotropis incexis Rizzini & A.Mattos"
"24","2018-08-07T10:49:33.000+0000","JBRJ","RB","RB01395508","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos",NA,NA,NA,"25",NA,"Grupo de Coletores do Núcleo Jacarandá",2013,11,17,"Brazil","Bahia","Medeiros Neto","Comunidade Agrovila Panorama. Núcleo Jacarandá, Matriz 25.",-46.201944,-17.434167,"árvore, terrícola, de solo arenoso, de encosta, de acesso muito fácil","urn:catalog:JBRJ:RB:1395508","Diplotropis incexis Rizzini & A.Mattos"
"25",NA,"UEFS","HUEFS","208465","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos",NA,NA,NA,"1008",NA,"Nascimento, F.H.F.",2012,4,15,"Brazil","Bahia","Ituberá","Próximo a estrada para o Jatimane.",-39.080556,-13.668333,"Floresta Atlântica em estágio avançado de regeneração na transição entre a floresta de restinga e a floresta ombrófila densa.","BRA:UEFS:HUEFS:0000208465","Diplotropis incexis Rizzini & A.Mattos"
"26",NA,"UEFS","HUEFS","208466","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos",NA,NA,NA,"1009",NA,"Nascimento, F.H.F.",2012,7,30,"Brazil","Bahia","Ituberá","Reserva Michelin- Mata da Vila V.",-39.203889,-13.807778,"Floresta Ombrófila Densa.","BRA:UEFS:HUEFS:0000208466","Diplotropis incexis Rizzini & A.Mattos"
"27",NA,"UEFS","HUEFS","208464","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos",NA,NA,NA,"1007",NA,"Nascimento, F.H.F.",2012,7,30,"Brazil","Bahia","Ituberá","Reserva Michelin- Mata da Vila V.",-39.203889,-13.807778,"Floresta Ombrófila Densa.","BRA:UEFS:HUEFS:0000208464","Diplotropis incexis Rizzini & A.Mattos"
"28",NA,"UEFS","HUEFS","208463","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos",NA,NA,NA,"1006",NA,"Nascimento, F.H.F.",2012,7,30,"Brazil","Bahia","Ituberá","Reserva Michelin- Mata da Vila V.",-39.203889,-13.807778,"Floresta Ombrófila Densa.","BRA:UEFS:HUEFS:0000208463","Diplotropis incexis Rizzini & A.Mattos"
"29",NA,"UEFS","HUEFS","208320","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos",NA,NA,NA,"856",NA,"Nascimento, F.H.F.",2012,8,25,"Brazil","Bahia","Entre Rios","RPPN Lontra/Saudade-Copener Florestal.",-37.974444,-12.251389,"Floresta Ombrófila Densa.","BRA:UEFS:HUEFS:0000208320","Diplotropis incexis Rizzini & A.Mattos"
"30",NA,"UEFS","HUEFS","208318","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos",NA,NA,NA,"854",NA,"Nascimento, F.H.F.",2012,8,25,"Brazil","Bahia","Entre Rios","RPPN Lontra/Saudade-Copener Florestal.",-37.974444,-12.251389,"Floresta Ombrófila Densa.","BRA:UEFS:HUEFS:0000208318","Diplotropis incexis Rizzini & A.Mattos"
"31",NA,"UEFS","HUEFS","208321","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos",NA,NA,NA,"857",NA,"Nascimento, F.H.F.",2012,8,25,"Brazil","Bahia","Entre Rios","RPPN Lontra/Saudade-Copener Florestal.",-37.974444,-12.251389,"Floresta Ombrófila Densa.","BRA:UEFS:HUEFS:0000208321","Diplotropis incexis Rizzini & A.Mattos"
"32",NA,"UEFS","HUEFS","208317","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos",NA,NA,NA,"853",NA,"Nascimento, F.H.F.",2012,8,25,"Brazil","Bahia","Entre Rios","RPPN Lontra/Saudade-Copener Florestal.",-37.974444,-12.251389,"Floresta Ombrófila Densa.","BRA:UEFS:HUEFS:0000208317","Diplotropis incexis Rizzini & A.Mattos"
"33",NA,"UEFS","HUEFS","208322","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos",NA,NA,NA,"858",NA,"Nascimento, F.H.F.",2012,8,25,"Brazil","Bahia","Entre Rios","RPPN Lontra/Saudade-Copener Florestal.",-37.974444,-12.251389,"Floresta Ombrófila Densa.","BRA:UEFS:HUEFS:0000208322","Diplotropis incexis Rizzini & A.Mattos"
"34",NA,"UEFS","HUEFS","208319","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos",NA,NA,NA,"855",NA,"Nascimento, F.H.F.",2012,8,25,"Brazil","Bahia","Entre Rios","RPPN Lontra/Saudade-Copener Florestal.",-37.974444,-12.251389,"Floresta Ombrófila Densa.","BRA:UEFS:HUEFS:0000208319","Diplotropis incexis Rizzini & A.Mattos"
"35",NA,"UEFS","HUEFS","192715","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos",NA,NA,NA,"1962",NA,"Thier, O.T.O.",2010,3,30,"Brazil","Rio de Janeiro",NA,"Former Fazenda Boa Sorte.",-42.796389,-22.491389,NA,"BRA:UEFS:HUEFS:0000192715","Diplotropis incexis Rizzini & A.Mattos"
"36","2017-10-18T12:26:19.000+0000","JBRJ","RB","RB00660802","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos","O. Thier",NA,NA,"OT 1962",NA,"O. Thier; R. Engelmann",2010,3,30,"Brazil","Rio de Janeiro","Cachoeiras de Macacu","Former Fazenda Boa Sorte.",-42.796389,-22.491389,"Flowers pale purple, dbh = 22.5 cm","urn:catalog:JBRJ:RB:660802","Diplotropis incexis Rizzini & A.Mattos"
"37",NA,"UEFS","HUEFS","149324","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos",NA,NA,NA,"2414",NA,"Cardoso, D.",2009,3,21,"Brazil","Bahia","Elísio Medrado","Serra da Jibóia, Reserva do GAMBA. Monte Cruzeiro.",-39.475833,-12.870556,"Floresta ombrófila densa.","BRA:UEFS:HUEFS:0000149324","Diplotropis incexis Rizzini & A.Mattos"
"38","2014-07-07T19:25:04.000+0000","JBRJ","RB","RB00576419","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos","E. P. Queiroz",NA,NA,"2657",NA,"E. P. Queiroz; F. A. Queiroz",2008,1,6,"Brazil","Pernambuco","São Lourenço da Mata","Engenho Mamucaia. .",NA,NA,"Árvore, 30 m. Folíolos cartáceos. Flores passadas arroxeadas. Frutos verdes.","urn:catalog:JBRJ:RB:576419","Diplotropis incexis Rizzini & A.Mattos"
"40","2016-04-12T13:37:25.000+0000","JBRJ","RB","RB00605835","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos",NA,NA,NA,"2259",NA,"Cardoso, D.; C. van den Berg, J.F.B. Pastore & E. Suganuma",2008,5,25,"Brazil","Bahia","Santa Teresinha","Serra da Jibóia. Reserva Jequitibá/GAMBA.",-39.476944,-12.869722,"Árvore com até 35m alt. Folíolo cartáceas. Frutos paleáceos coletados no chão.","urn:catalog:JBRJ:RB:605835","Diplotropis incexis Rizzini & A.Mattos"
"42",NA,"UEFS","HUEFS","142039","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos",NA,NA,NA,"13823",NA,"Queiroz, L.P.de",2008,8,19,"Brazil","Bahia","Maraú","Estrada à direita para uma propriedade particular, a ca. 3,0Km da entrada da cidade de Maraú.",-39,-14.158889,"Fragmento de restinga arbórea.","BRA:UEFS:HUEFS:0000142039","Diplotropis incexis Rizzini & A.Mattos"
"43",NA,"UNICAP","HUCPE","1199","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos","L. C. Marangon","2010-01-27T00:00:00.000+0000",NA,"D245",NA,"Cunha, L. .V.",2008,11,13,"Brazil","Pernambuco","Igarassu","Mata de Marezinha",-34.87481,-7.832298,NA,"BRA:UNICAP:HUCPE:0000001199","Diplotropis incexis Rizzini & A.Mattos"
"44",NA,"Instituto Plantarum de Estudos da Flora Ltda (HPL)","HPL","11640","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos","H. Lorenzi","2007-01-24T00:00:00.000+0000",NA,"6216",NA,"H. Lorenzi",2007,1,24,"Brazil","Sp","Nova Odessa","Coletado e cultivado no Jardim Botânico Plantarum.",NA,NA,NA,"BRA:JBP:HPL:0000011640","Diplotropis incexis Rizzini & A.Mattos"
"45",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","123530","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos",NA,NA,NA,"50",NA,"Piotto, D.",2007,6,2,"Brazil","Bahia","Uruçuca","Serra Grande Parque Estadual da Serra do Conduru",-39.083333,-14.416667,"Floresta Ombrófila Densa","BRA:CEPLAC:CEPEC:0000123530","Diplotropis incexis Rizzini & A.Mattos"
"46",NA,"UFES","VIES","33264","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos",NA,NA,NA,"26",NA,"Moreira, L.N.",2007,7,3,"Brazil","Espírito Santo","Cachoeiro de Itapemirim","Floresta Nacional Pacotuba.",NA,NA,"SW2041","BRA:UFES:VIES:0000033264","Diplotropis incexis Rizzini & A.Mattos"
"47","2017-10-18T12:50:27.000+0000","JBRJ","RB","RB00591899","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos","D. Cardoso",NA,NA,"2109",NA,"D. Cardoso",2007,8,5,"Brazil","Bahia","Wenceslau Guimarães","Fazenda Santo Antônio, a ca. 5 km NW da cidade.",-39.506944,-13.698055,"Árvore com ca. 8 m de altura. Folíolos cartáceos. Estáril. DNA.","urn:catalog:JBRJ:RB:591899","Diplotropis incexis Rizzini & A.Mattos"
"50",NA,"IPA","IPA","78786","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos","Irapuan, J.","2008-02-25T00:00:00.000+0000",NA,"613",NA,"Albuquerque, N.A.; Albuquerque, N.A.; Alves-Araújo, A.; Araújo, D.; Albuquerque, N.A.; Alves-Araújo, A.; Araújo, D.",2007,11,29,"Brazil","Pernambuco","Igarassu","Mata da Zambana, Usina São José. Borda da mata com canavial.",0,0,"Árvore ca. de 15 metros de altura. Flores rosas.","BRA:IPA:IPA:0000078786","Diplotropis incexis Rizzini & A.Mattos"
"52",NA,"MBM","MBM","352903","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos","Pastore, JFB","2008-02-01T00:00:00.000+0000",NA,"2616",NA,"Queiroz, EP",2007,12,22,"Brazil","Bahia","Salvador","Bairro de São Marcos, Jardim Botânico de Salvador. JBSSA",0,0,"Árvore, 25m. Folíolos cartáceos, glabros, discolores. Flores arroxeadas. remanescente da Mata Atlântica","BRA:MBM:MBM:0000352903","Diplotropis incexis Rizzini & A.Mattos"
"54",NA,"UESB","HUESB","1888","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos","H. Lima","2006-02-01T00:00:00.000+0000",NA,"2002",NA,"Macedo, G.E.L.; Nenê.; Nenê.",2005,5,1,"Brazil","Bahia","Jequié","Fazenda Brejo Novo., Fazenda Brejo Novo, a 10,5 Km da Av. Otávio Mangabeira entrando pela Av. Exupério Miranda no Bairro do Mandacarú.",-41.058333,-13.944722,"Localizado em solo areno argiloso-pedregoso. Habitat:Terrestre no interior da mata. L. Faboideae.; Árvore. Folhas compostas, crassas.; Floresta Estacional (Mata de Cipó) em zona de transição. ; HA","BRA:UESB:HUESB:0000001888","Diplotropis incexis Rizzini & A.Mattos"
"55",NA,"UESB","HUESB","1887","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos","H. Lima","2006-02-01T00:00:00.000+0000",NA,"1111",NA,"Macedo, G.E.L.; AF. Souza; L.B. Freitas.; AF. Souza; L.B. Freitas.",2004,8,4,"Brazil","Bahia","Jequié","Fazenda Brejo Novo., Fazenda Brejo Novo, a 10,5 Km da Av. Otávio Mangabeira entrando pela Av. Exupério Miranda no Bairro do Mandacarú.",-41.072222,-13.958333,"Localizado em solo areno argiloso-pedregoso. Habitat:Terrestre no interior da mata. Casca e madeira da mesma cor, amarelo bege. L. Faboideae.; Árvore de 7,0 m. Folhas alternas, simples, discolor.; Floresta Estacional (Mata de Cipó) em zona de transiç; HA","BRA:UESB:HUESB:0000001887","Diplotropis incexis Rizzini & A.Mattos"
"56",NA,"UESB","HUESB","1849","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos","H.C.de Lima","2006-02-01T00:00:00.000+0000",NA,"1789",NA,"Macedo, G.E.L.; Paixão, J.L.; Paixão, J.L.",2004,12,11,"Brazil","Bahia","Jequié","Fazenda Brejo Novo., Fazenda Brejo Novo, a 10,5 Km da Av. Otávio Mangabeira entrando pela Av. Exupério Miranda no Bairro do Mandacarú.",-41.058333,-13.944722,"Substrato: Solo areno argiloso-pedregoso. Habitat: Terrestre no interior da mata. Madeira crespa, com cheiro agradável. Ind. 1598. Parcela 32.; Árvore de 9m.; Floresta Estacional (Mata de Cipó) em zona de transição. ; HA","BRA:UESB:HUESB:0000001849","Diplotropis incexis Rizzini & A.Mattos"
"57",NA,"UESB","HUESB","1889","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos","H. Lima","2006-02-01T00:00:00.000+0000",NA,"1621",NA,"Macedo, G.E.L.; Paixão, J.L.; Paixão, J.L.",2004,12,9,"Brazil","Bahia","Jequié","Fazenda Brejo Novo., Fazenda Brejo Novo, a 10,5 Km da Av. Otávio Mangabeira entrando pela Av. Exupério Miranda no Bairro do Mandacarú.",-41.058333,-13.944722,"Localizado em solo areno argiloso-pedregoso. Habitat:Terrestre no interior da mata. Casca áspera, madeira branca amarelada com cheiro forte. Ind. 2287. Parcela 47. L. Faboideae.; Árvore de 7,0 m. Folhas compostas, discolor, verde musgo, imparipenada.; HA","BRA:UESB:HUESB:0000001889","Diplotropis incexis Rizzini & A.Mattos"
"58","2017-10-15T13:43:21.000+0000","JBRJ","RB","RB01368076","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos","V. Mansano",NA,NA,"5273",NA,"L.S. Leoni",2003,3,10,"Brazil","Minas Gerais","Carangola","Morro da Torre, ao lado da estrada a esquerda de quem sobe.",NA,NA,NA,"urn:catalog:JBRJ:RB:1368076","Diplotropis incexis Rizzini & A.Mattos"
"60",NA,"UFRPE","PEUFR","46682","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos","R. T. Queiroz","2017-04-04T00:00:00.000+0000",NA,"668",NA,"A. G. Silva; I. M. M. Sá e Silva; A. B. Lima; A. D. Cysneiros; L. M. Pessoa",2003,7,29,"Brazil","Pernambuco","Igarassu","Mata da Usina São José/Mata dos Macacos",-35.002528,-7.788611,"Árvore com 13m de altura; indivíduo 38.","BRA:UFRPE:PEUFR:0000046682","Diplotropis incexis Rizzini & A.Mattos"
"61",NA,"MBML","MBML-HERBARIO","24693","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos","D.Cardoso/4-2009",NA,NA,"27",NA,"Tadeu A. Cruz; et al",2003,9,25,"Brazil","Espírito Santo","Santa Teresa","Parque Natural Municipal de São Lourenço",-40.620278,-19.923889,"Área 3, parcela 6, árvore 16m, n°1119, Dap 89cm.","BRA:MBML:MBML-HERBARIO:0000024693","Diplotropis incexis Rizzini & A.Mattos"
"62","2014-07-07T19:12:03.000+0000","JBRJ","RB","RB00574618","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos","R. D. Ribeiro","2009-09-25T00:00:00.000+0000",NA,"27ab",NA,"T.A. Cruz; I.N. Subtil, D.T. Cruz & D.J. Cruz",2003,9,25,"Brazil","Espírito Santo","Santa Teresa","Parque Nacional Municipal de São Lourenço.",NA,NA,"Área 3 parcela 6 árvore 16m, DAP 89cm.","urn:catalog:JBRJ:RB:574618","Diplotropis incexis Rizzini & A.Mattos"
"66",NA,"IPA","IPA","63300","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos","Rita Pereira; Cavalcanti, M.F.",NA,NA,"REC264",NA,"Cano, O.; Cavalcanti; Ferreira, C.; Cavalcanti; Ferreira, C.",2003,11,27,"Brazil","Pernambuco","Moreno","Reserva Ecológica de Carnijó, Entrada das trilhas, lado direito, no sentido da trilha da Mata Atlântica 2, subindo uns 30m dentro da mata",0,0,"Árvore ca. 22m de altura. Flores de cor rosa, sépalas de cor marrom","BRA:IPA:IPA:0000063300","Diplotropis incexis Rizzini & A.Mattos"
"67",NA,"UFRPE","PEUFR","41549","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos","R. T. Queiroz","2017-04-04T00:00:00.000+0000",NA,"23",NA,"I. M. M. Sá e Silva; A. G. Silva; A. D. C. Cavalcanti; A. B. Lima",2002,11,21,"Brazil","Pernambuco","Igarassu","Mata da Usina São José/Mata dos Macacos",-35.002778,-7.838889,"Árvore com 9m de altura; folhas discolores; flores com sépalas verdes, pétalas vináceas e estames alvos; frutos imaturos verdes claros; frequente.","BRA:UFRPE:PEUFR:0000041549","Diplotropis incexis Rizzini & A.Mattos"
"68","2017-10-19T01:52:34.000+0000","JBRJ","RB","RB00175457","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos","H.C. DE LIMA & L.F.G. DA SILVA","2002-02-20T00:00:00.000+0000",NA,"12/74",NA,"FLAVIO M. DE BRITO PEREIRA",2001,2,18,"Brazil","Rio de Janeiro","Guapimirim","FAZENDAS CONSORCIADAS.",-42.908611,-22.561111,"ÁRVORE, 21M DE ALTURA, 29CM DE DAP, FLOR ROXA, RARA NO LOCAL.","urn:catalog:JBRJ:RB:175457","Diplotropis incexis Rizzini & A.Mattos"
"69",NA,"UEFS","HUEFS","47072","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos","D.Cardoso","2007-07-01T00:00:00.000+0000",NA,"792",NA,"Ferraz, E.M.N.",2000,1,13,"Brazil","Pernambuco","São Vicente Ferrer","Mata do Estado.",-35.5,-7.583333,"Mata úmida; solo argiloso, borda da mata do caidor.","BRA:UEFS:HUEFS:0000047072","Diplotropis incexis Rizzini & A.Mattos"
"71",NA,"USP","SPF","162375","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos","Cardoso, D","2007-11-01T00:00:00.000+0000",NA,"2739",NA,"Jardim, JG",2000,2,22,"Brazil","Bahia","Camamu",NA,-39.138889,-14.015,NA,"BRA:USP:SPF:0000162375","Diplotropis incexis Rizzini & A.Mattos"
"74",NA,"UFPE","UFP","39576","Diplotropis incexis Rizzini & A.Mattos","Fabaceae","Diplotropis","incexis","Rizzini & A.Mattos","Cardoso, D.","2008-01-01T00:00:00.000+0000",NA,"UFP39576",NA,"Locatelli, E.",2000,3,9,"Brazil","Pernambuco","Caruaru",NA,-36,-8.3,NA,"BRA:UFPE:UFP:0000039576","Diplotropis incexis Rizzini & A.Mattos"
