"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"18","2017-10-17T13:56:42.000+0000","JBRJ","RB","RB00539576","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva",NA,NA,"PARATYPE","120","Spada, J.",1972,12,4,"Brazil","Espírito Santo","Linhares","Reserva Florestal de Linhares - CVRD. Prox. Estrada X-2, prox. J. Pedro Tal. 204.",NA,NA,"Árvore com mais ou menos 30 m de atura, com fuste de mais ou menos 18 m de altura, com flor roxa. Madeira aplicação: Dormente. Nome vulgar: Pau-para-tudo","urn:catalog:JBRJ:RB:539576","Dimorphandra jorgei M.F.Silva"
"19",NA,"IPA","IPA","16340","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","Silva, M.F. da","1967-11-23T00:00:00.000+0000","PARATYPE","67-5144","Andrade-Lima",1967,11,23,"Brazil","Alagoas","São Miguel dos Campos",NA,0,0,"Árvore 15 - 18m; flor amarela","BRA:IPA:IPA:0000016340","Dimorphandra jorgei M.F.Silva"
"20",NA,"NY","NY","471059","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","M. F. da Silva",NA,NA,"2856","R. P. BelÃ©m",1966,11,7,"Brazil","Bahia",NA,"2-4 Km a W de Sta. Cruz de CabrÃ¡lia, pela estrada antiga. Folha SE-24 (16-39c).",-39.044099,-16.298624,NA,"4c7848cc-f17e-4c2d-9d47-dfaf17713d26","Dimorphandra jorgei M.F.Silva"
"21","2017-11-19T08:22:09.000+0000","JBRJ","RB","RB00140329","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","H.C. DE LIMA","1987-01-01T00:00:00.000+0000","PARATYPE","8003","A.P. DUARTE",1963,11,20,"Brazil","Bahia","Porto Seguro","KM  18  DO  RAMAL  DFA  BR  5  PORTO  SEGURO.",NA,NA,"ÁRVORE GRANDE","urn:catalog:JBRJ:RB:140329","Dimorphandra jorgei M.F.Silva"
"22","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","62550","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","Silva, M.F. da","1980-01-01T00:00:00.000+0000",NA,"8003","Mike Hopkins",1963,11,20,"Brazil","Bahia",NA,"BR 5 Km 18, Porto Seguro, Km 18 do Ramal da BR 5.",-39.06,-16.450833,NA,"urn:catalog:inpa:herbarium:40529","Dimorphandra jorgei M.F.Silva"
"23",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","42040","Dimorphandra jorgei subsp. da Silva","Fabaceae","Dimorphandra","jorgei","da","subsp. da Silva","G. P. Lewis",NA,NA,"2179","J. L. Hage",NA,NA,NA,"Brazil","Bahia","ILHÉUS","Quadra I'. Arboreto do CEPEC.",NA,NA,"Ambiente: Mata Higrofila. Habito: Árvore maior que 5m e menor 20m","BRA:CEPLAC:CEPEC:0000042040","Dimorphandra jorgei subsp. da Silva"
"24",NA,"NY","NY","471055","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva",NA,NA,NA,"2961","H. C. de Lima",1987,5,13,"Brazil","EspÃ­rito Santo",NA,"BR 101, km 120, Reserva da Cia. Vale do Rio Doce, prox. ao final da estrada do Flamengo (X-1)",-39.961174,-19.138199,NA,"41380b40-5159-430d-8e1d-117cd682e185","Dimorphandra jorgei M.F.Silva"
"25",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","69850","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","A. M. Amorim",NA,NA,"812","J. G. Jardim",NA,NA,NA,"Brazil","Bahia","una","Reserva Biológica do Mico-leão (IBAMA). Entrada Km 46 BA-001 Ilheus/Una. Ramal p/ Faz. Jaqueiral. 8Km da entr.",-39.083333,-15.15,"Ambiente: Mata Higrofila. Habito: Árvore maior que 20m e menor que 50m","BRA:CEPLAC:CEPEC:0000069850","Dimorphandra jorgei M.F.Silva"
"26",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","4281","Dimorphandra jorgei subsp. da Silva","Fabaceae","Dimorphandra","jorgei","da","subsp. da Silva","M. F. da Silva",NA,"PARATYPE","2856","R. P. Belém",NA,NA,NA,"Brazil","Bahia","SANTA CRUZ CABRÁLIA","Sem informação.",NA,NA,"Ambiente: Mata costeira. Habito: Árvore, 25m X 40cm.","BRA:CEPLAC:CEPEC:0000004281","Dimorphandra jorgei subsp. da Silva"
"27","2007-03-20T14:34:18.000+0000","K","Herbarium","K000057399","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","Lewis, G.P.",NA,NA,"2179","Hage, J.L.",NA,NA,NA,"Brazil",NA,"Ilhéus","Area do CEPEC (Centro de Pesquisas do Cacau), km 22 do rodovia Ilhéus-Itabuna (BR-415). Quadra I. Arboreto do CEPEC.",-39.25,-14.25,NA,"http://specimens.kew.org/herbarium/K000057399","Dimorphandra jorgei M.F.Silva"
"28",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","13555","Dimorphandra jorgei subsp. da Silva","Fabaceae","Dimorphandra","jorgei","da","subsp. da Silva","M. F. da Silva",NA,NA,"9636","S. A. Mori",NA,NA,NA,"Brazil","Bahia","CARAVELAS","Entre Barra de Caravelas e Ponta de Areia.",NA,NA,"Ambiente: Restinga desbastada. Habito: Árvore, 10m X 35cm.","BRA:CEPLAC:CEPEC:0000013555","Dimorphandra jorgei subsp. da Silva"
"29","2012-11-29T00:00:00.000+0000","K","Herbarium","K000849137","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","Queiroz, L.P.",NA,NA,"834","Messias; Cardoso, D.",NA,NA,NA,"Brazil",NA,"Itaberaba","ARIE Serra do Orobó. Faz. Gameleira.",-40.53,-12.41,"2/2. DNA","http://specimens.kew.org/herbarium/K000849137","Dimorphandra jorgei M.F.Silva"
