"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1",NA,"UEFS","HUEFS","231274","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","H.C.Lima; L.P.Queiroz & G.P.Lewis","2014-03-01T00:00:00.000+0000",NA,"1740","Neves, D.M.",2014,3,12,"Brazil","Bahia","Porto Seguro","Estação Pau-Brasil, CEPLAC.",-39.181389,-16.386389,"Mata ombrófila densa de baixada.","BRA:UEFS:HUEFS:0000231274","Dimorphandra jorgei M.F.Silva"
"2",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","127639","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva",NA,NA,NA,"327","Carvalho, G. M.",2010,3,17,"Brazil","Bahia","Porto Seguro","RPPN Estação Veracel",-39.25,-16.5,"Floresta de Tabuleiros. Floresta Alta.","BRA:CEPLAC:CEPEC:0000127639","Dimorphandra jorgei M.F.Silva"
"3",NA,"UEFS","HUEFS","204232","Dimorphandra jorgei subsp. da Silva","Fabaceae","Dimorphandra","jorgei","da","subsp. da Silva",NA,NA,NA,"327","Carvalho, G.M.",2010,3,17,"Brazil","Bahia","Porto Seguro","RRPN Estação Veracel.",-39.25,-16.5,"Floresta de Tabuleiros, floresta Alta.","BRA:UEFS:HUEFS:0000204232","Dimorphandra jorgei subsp. da Silva"
"4",NA,"UESC","UESC","15682","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva",NA,NA,NA,"327","Carvalho, G.M.",2010,3,17,"Brazil","Bahia","Porto Seguro",NA,-39.25,-16.5,"Floresta de Tabuleiros. Floresta Alta.; Árvore , ca. 15m alt.; Borda de Floresta Alta, Platô.","BRA:UESC:UESC:0000015682","Dimorphandra jorgei M.F.Silva"
"5","2016-01-12T11:56:36.000+0000","JBRJ","RB","RB00531482","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","H.C. de Lima","2008-01-01T00:00:00.000+0000",NA,"6902","Haroldo C. de Lima; F.L.R. Filardi, R.D. Ribeiro & A.G. da Silva",2008,7,22,"Brazil","Bahia","Mucuri","BA-698, rodovia para Mucurí, Km 27.",-39.624722,-18.047222,"Árvore com 15 metros de altura. Tronco com casca lisa e pardacenta, DAP 35 + 20 cm. Frutos amarelos-esverdeados. RBcarpo 7858","urn:catalog:JBRJ:RB:531482","Dimorphandra jorgei M.F.Silva"
"6",NA,"UEFS","HUEFS","165244","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva",NA,NA,NA,"5418","Jardim, J.G.",2008,10,16,"Brazil","Bahia","Ilhéus","Ceplac, Rod. Ilhéus / Itabuna Km 22. Centro de pesquisa de cacau",NA,NA,"Arboreto.","BRA:UEFS:HUEFS:0000165244","Dimorphandra jorgei M.F.Silva"
"7","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","205411","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","Guedes, M.L.","1998-02-01T00:00:00.000+0000",NA,"70","Mike Hopkins",1997,1,22,"Brazil","Bahia",NA,"Litoral Norte, entre Rios, RPPN Fazenda Lontra/Saudade",NA,NA,NA,"urn:catalog:inpa:herbarium:75777","Dimorphandra jorgei M.F.Silva"
"8",NA,"UEFS","HUEFS","56262","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","L.P.de Queiroz","2001-11-01T00:00:00.000+0000",NA,"70","Jesus, N.G.",1997,1,22,"Brazil","Bahia","Entre Rios","RPPN Fazenda Lontra/ Saudade.",-40.215556,-12.915278,"Floresta subperenifolia.","BRA:UEFS:HUEFS:0000056262","Dimorphandra jorgei M.F.Silva"
"9","2014-07-22T08:19:51.000+0000","JBRJ","RB","RB00141722","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","G.C.P.Pinto",NA,NA,"45","T. Jost",1994,11,30,"Brazil","Bahia","Conde","Fazenda do Bu.",-37.728611,-12.035278,"Àrvore com ca. de 20m de altura, tronco reto até ca. de 10m bifurcação com copa regular de grande beleza, folhas levemente discolores, inflorescencia ereta com botões florais verdes; flores com cálice verde e corola verde amarelada miudas congestas em cachos.","urn:catalog:JBRJ:RB:141722","Dimorphandra jorgei M.F.Silva"
"10",NA,"Cenargen","CEN","57377","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","H. C. Lima",NA,NA,"858","D. A. Farias - Pau-Brasil",1989,1,11,"Brazil","Ba","PORTO SEGURO","Coleta de flor GLF. 243",NA,NA,"Doaçaõ do Banco Genético do Pau-Brasil. Coleçaõ de Referência. EMBRAPA, CEPLAC, VERACEL","BRA:Cenargen:CEN:0000057377","Dimorphandra jorgei M.F.Silva"
"11",NA,"UEFS","HUEFS","5713","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva",NA,NA,NA,"3966","Santos, T.S.dos",1985,5,17,"Brazil","Bahia","Ilhéus",NA,NA,NA,NA,"BRA:UEFS:HUEFS:0000005713","Dimorphandra jorgei M.F.Silva"
"12","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","130284","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","Silva, M. da","1986-01-01T00:00:00.000+0000",NA,"3966","Mike Hopkins",1985,NA,NA,"Brazil","Bahia",NA,"Área do CEPEC (Centro de Pesquisas do Cacau), Km 22 da Rodovia Ilhéus/Itabuna (BR 415). Região de Mata Higrófila Sul Baiana. Quadra, parcela n.18.",NA,NA,NA,"urn:catalog:inpa:herbarium:171535","Dimorphandra jorgei M.F.Silva"
"13","2014-07-22T08:19:57.000+0000","JBRJ","RB","RB00141739","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","H.C.de Lima","1987-01-01T00:00:00.000+0000",NA,"51","G.L.Farias",1984,11,30,"Brazil","Espírito Santo","Linhares","Reserva Florestal da CVRD. Est. Louro, ant. 351, Km 1216, lado esquerdo. Reserva Florestal da CVRD",NA,NA,"Árvore em floresta alta, +ou- 25m de altura e fuste de +ou- 17m, DAP 42c, diâm. +ou- 8m. Com flor amarela e botão verde. Fuste cilíndrico e casca áspera. Matriz n° 01.","urn:catalog:JBRJ:RB:141739","Dimorphandra jorgei M.F.Silva"
"14","2014-07-22T08:29:19.000+0000","JBRJ","RB","RB00141682","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","M.F.da Silva","1980-01-01T00:00:00.000+0000",NA,"9636","S.A.Mori; L.A.Mattos Silva, J.A.Kallunki, T.S. dos Santos & A.V.Pereira dos Santos",1978,3,17,"Brazil","Bahia","Caravelas","Entre Barra de Caravelas e Ponta de Areia.",NA,NA,"Árvore, 10m x 35cm. Peranto esverdeado, estamonoidos cremes, estames marrons.","urn:catalog:JBRJ:RB:141682","Dimorphandra jorgei M.F.Silva"
"15","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","91915","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","Silva, M.F. da","1980-01-01T00:00:00.000+0000",NA,"9636","Mike Hopkins",1978,3,17,"Brazil","Bahia",NA,"Entre Barras de Caravelas e Ponta de Areia",NA,NA,NA,"urn:catalog:inpa:herbarium:108211","Dimorphandra jorgei M.F.Silva"
"16",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","15532","Dimorphandra jorgei subsp. da Silva","Fabaceae","Dimorphandra","jorgei","da","subsp. da Silva","M. F. da Silva","1980-01-24T00:00:00.000+0000",NA,"370","A. Eupunino",1978,11,3,"Brazil","Bahia","PORTO SEGURO","Area da ESPAB.",NA,NA,"Ambiente: Mata Higrofila. Habito: Árvore maior que 5m e menor 20m","BRA:CEPLAC:CEPEC:0000015532","Dimorphandra jorgei subsp. da Silva"
"17",NA,"NY","NY","471056","Dimorphandra jorgei M.F.Silva","Fabaceae","Dimorphandra","jorgei",NA,"M.F.Silva","S. A. Mori",NA,NA,"370","A. Euponino",1978,11,3,"Brazil","Bahia",NA,"Rod. BR 367. a 16 l, a W de Porto Seguro. PrÃ³ximo a EstaÃ§ao EcolÃ³gica do Pau-brasil. Folha SE 24 (16-19c)",-39.185108,-16.396147,NA,"f42fae67-4a6f-41bb-8c30-d101e8d14036","Dimorphandra jorgei M.F.Silva"
