"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"Universidade Federal do Paraná, UFPR","EFC","15520","Banara parviflora Benth.","Salicaceae","Banara","parviflora","Benth.","Souza, I.","2017-02-06T00:00:00.000+0000",NA,NA,NA,"Souza, I.; Monastier, S.R.",2017,2,6,"Brazil","Paraná","Curitiba","Bairro São Lourenço",-49.2665,-25.3916,"Árvore, 10 m, frutos verdes. Floresta Ombrófila Mista alterada com subosque suprimido","BRA:UFPR:EFC:0000015520",NA,"Banara parviflora Benth."
"2",NA,"UEFS","HUEFS","224405","Banara parviflora Benth.","Salicaceae","Banara","parviflora","Benth.","F.A.A.Nepomuceno","2017-08-01T00:00:00.000+0000",NA,"7457",NA,"Folli, D.A.",2016,2,4,"Brazil","Espírito Santo","Linhares","Estrada Bebedouro/Regência.",-46.000833,-19.494722,"Mata de Tabuleiro.","BRA:UEFS:HUEFS:0000224405",NA,"Banara parviflora Benth."
"3","2017-10-15T14:35:38.000+0000","JBRJ","RB","RB01216142","Banara parviflora Benth.","Salicaceae","Banara","parviflora","Benth.","F.A.A.NAPOMUCENO",NA,NA,"7457",NA,"D.A. Folli",2016,2,4,"Brazil","Espírito Santo","Linhares","Estrada Bebedouro/Regência",NA,NA,NA,"urn:catalog:JBRJ:RB:1216142",NA,"Banara parviflora Benth."
"4",NA,"Universidade Regional de Blumenau, FURB","FURB","45428","Banara parviflora Benth.","Salicaceae","Banara","parviflora","Benth.","Oliveira, AA de","2015-01-12T00:00:00.000+0000",NA,"833",NA,"Oliveira, A.A. de",2015,1,12,"Brazil","Santa Catarina","Jacinto Machado","Cará.",-49.859167,-28.979444,"Fito IFFSC 15 /L/39","BRA:FURB:FURB:0000045428",NA,"Banara parviflora Benth."
"5",NA,"UDESC","LUSC","9554","Banara parviflora Benth.","Salicaceae","Banara","parviflora","Benth.","Sobral, M.",NA,NA,"3075",NA,"Verdi; M.; Tomazi; A.L. & Klemz; G.",2015,3,2,"Brazil","Santa Catarina","Nova Veneza","São Bonifácio.",NA,NA,NA,"BRA:UDESC:LUSC:0000009554",NA,"Banara parviflora Benth."
"6",NA,"UTFPR","DVPR","3878","Banara parviflora Benth.","Salicaceae","Banara","parviflora","Benth.","Caxambu, M.G.","2015-10-24T00:00:00.000+0000",NA,"6894",NA,"Caxambu, M.G.; Siqueira, E.L.; Chagas, M.P.; Siqueira, E.L.; Chagas, M.P.",2015,10,24,"Brazil","Paraná","Serranópolis do Iguaçu","Parque Nacional do Iguaçu-Estrada de chão Céu Azul-Serranópolis do Iguaçu.",-53.52209,-25.11029,"arvoreta ca. 5m, semi-ciófila. Botões florais amarelos.; Relevo: suave-ondulado.","BRA:UTFPR:DVPR:0000003878",NA,"Banara parviflora Benth."
"7",NA,"Universidade Tecnológica Federal do Paraná (UTFPR)","HCF","17975","Banara parviflora Benth.","Salicaceae","Banara","parviflora","Benth.","M.G. Caxambu","2015-10-24T00:00:00.000+0000",NA,"6894",NA,"M.G. Caxambu",2015,10,24,"Brazil","Pr","Céu Azul","Parque Nacional do Iguaçu - Estrada de",-53.872472,-25.184139,"arvoreta ca. 5 m, semi-ciófila. Botões florais amarelos.","BRA:UTFPR:HCF:0000017975",NA,"Banara parviflora Benth."
"8",NA,"Universidade Federal do Paraná, UFPR","EFC","14978","Banara parviflora Benth.","Salicaceae","Banara","parviflora","Benth.","Blum, C.T.","2015-12-03T00:00:00.000+0000",NA,"2400",NA,"Blum, C.T.",2015,12,3,"Brazil","Paraná","Curitiba","Capão do Cifloma",-49.24,-25.448,"Árvore 15 m alt.; botões e flores amarelas; Floresta Ombrófila Mista Montana em estágio médio __COMMOM_NAME__: Cambroé","BRA:UFPR:EFC:0000014978",NA,"Banara parviflora Benth."
"9",NA,"Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","EAFM","13225","Banara parviflora Benth.","Salicaceae","Banara","parviflora","Benth.","Zank, S.; Valadares, K.;  Avila, J.","2014-02-02T00:00:00.000+0000",NA,"248",NA,"Avila, J.V.C.; Valadares, K. & Zank, S.",2014,2,2,"Brazil","Santa Catarina","Garopaba","Comunidade Quilombola, Aldeia",-48.680833,-28.104722,NA,"BRA:IFAM - CMZL:EAFM:0000013225",NA,"Banara parviflora Benth."
"10",NA,"UFRGS","ICN","179591","Banara parviflora Benth.","Salicaceae","Banara","parviflora","Benth.","Matzenbacher, NI",NA,NA,"s.n.",NA,"Matzenbacher, NI",2014,5,8,"Brazil","Rs","Guaíba","Fazenda São Maximiano, BR-116, km 308",0,0,"em forma arbustiva","BRA:UFRGS:ICN:0000179591",NA,"Banara parviflora Benth."
"11",NA,"UFES","VIES","33648","Banara parviflora Benth.","Salicaceae","Banara","parviflora","Benth.","Moraes, A.M.","2013-02-01T00:00:00.000+0000",NA,"215",NA,"Moraes, A.M.",2012,2,5,"Brazil","Minas Gerais","Espera Feliz","Reserva Particular do Patrimônio Natural Meu Reino.",NA,NA,"SW2041","BRA:UFES:VIES:0000033648",NA,"Banara parviflora Benth."
"12",NA,"Universidade Regional de Blumenau, FURB","FURB","35495","Banara parviflora Benth.","Salicaceae","Banara","parviflora","Benth.","Korte, A","2011-03-01T00:00:00.000+0000",NA,"6073",NA,"Korte, A.",2011,3,1,"Brazil","Santa Catarina","Rio dos Cedros","Rio Rosina.",-49.32,-26.64,"Florística IFFSC 859 (Arbórea)","BRA:FURB:FURB:0000035495",NA,"Banara parviflora Benth."
"13",NA,"Universidade Federal do Paraná, UFPR","EFC","11334","Banara parviflora Benth.","Salicaceae","Banara","parviflora","Benth.","Saueressig, D.","2011-12-02T00:00:00.000+0000",NA,"1649",NA,"Saueressig, D.; Henke, J.M.",2011,11,24,"Brazil","Paraná","Ipiranga","Ipiranga/PR",NA,NA,"arvoreta de 8 metros, borda de F.O.M. (878 metros de altitude) __COMMOM_NAME__: cambroé","BRA:UFPR:EFC:0000011334",NA,"Banara parviflora Benth."
"14",NA,"UEFS","HUEFS","158380","Banara parviflora Benth.","Salicaceae","Banara","parviflora","Benth.","F.A.A.Nepomuceno","2017-08-01T00:00:00.000+0000",NA,"645",NA,"Popovkin, A.V.",2010,1,10,"Brazil","Bahia","Entre Rios","Fazenda Rio do Negro. Residual stands of the Atlantic Forest of the Rio do Negro valley, ca. 15 km southeast of Entre Rios.",-38.033333,-12.016667,NA,"BRA:UEFS:HUEFS:0000158380",NA,"Banara parviflora Benth."
