"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments"
"1",NA,"UEFS","HUEFS","188583","Tetragastris catuaba Soares da Cunha","Burseraceae","Tetragastris","catuaba","Soares da Cunha",NA,NA,NA,"317","Daneu, L.",2010,3,18,"Brazil","Bahia","Porto Seguro","Trilha da RPPN Estação Veracel, ao lado da plataforma, onde sai na Polícia Federal de Porto Seguro.",-39.202222,-16.419167,NA,"BRA:UEFS:HUEFS:0000188583",NA,"Tetragastris catuaba Soares da Cunha",NA,NA,NA,NA
"2",NA,"MBML","MBML-HERBARIO","44345","Tetragastris catuaba Soares da Cunha","Burseraceae","Tetragastris","catuaba","Soares da Cunha",NA,NA,NA,"317","L. Daneu; G.M. Carvalho & L.C. Gomes",2010,3,18,"Brazil","Bahia","Porto Seguro","Trilha da RPPN Estação Veracel, ao lado da plataforma, onde sai na polícia rodoviária federal de Porto Seguro",-39.202222,-16.419167,"Árvore ca 14m alt., folhas verde escura com a face inferior mais clara. Frutos maduros vermelhos","BRA:MBML:MBML-HERBARIO:0000044345",NA,"Tetragastris catuaba Soares da Cunha",NA,NA,NA,NA
"3",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","127582","Tetragastris catuaba Soares da Cunha","Burseraceae","Tetragastris","catuaba","Soares da Cunha",NA,NA,NA,"317","Daneu, L.",2010,3,18,"Brazil","Bahia","Porto Seguro","Trilha da RPPN Estação Veracel, ao lado da plataforma, onde sai na Polícia Rodoviária Federal de Porto Seguro.",-39.202222,-16.419167,NA,"BRA:CEPLAC:CEPEC:0000127582",NA,"Tetragastris catuaba Soares da Cunha",NA,NA,NA,NA
"4",NA,"USP","SPF","215835","Tetragastris catuaba Soares da Cunha","Burseraceae","Tetragastris","catuaba","Soares da Cunha","Pirani, JR","2015-01-01T00:00:00.000+0000",NA,"385","Daneu, L",2010,9,2,"Brazil","Bahia","Porto Seguro",NA,-39.222222,-16.441667,NA,"BRA:USP:SPF:0000215835",NA,"Tetragastris catuaba Soares da Cunha",NA,NA,NA,NA
"5",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","123947","Tetragastris catuaba Soares da Cunha","Burseraceae","Tetragastris","catuaba","Soares da Cunha",NA,NA,NA,"5356","Jardim, J. G.",2008,8,27,"Brazil","Bahia","Una","Rod. BA 001 Una/ Ilhéus ca.10km de Una.",-39.032778,-15.218611,NA,"BRA:CEPLAC:CEPEC:0000123947",NA,"Tetragastris catuaba Soares da Cunha",NA,NA,NA,NA
"6",NA,"UESC","UESC","1339","Tetragastris catuaba Soares da Cunha","Burseraceae","Tetragastris","catuaba","Soares da Cunha",NA,NA,NA,"5356","Jardim, J.G.",2008,8,27,"Brazil","Bahia","Una",NA,-39.032778,-15.218611,"Árvore ca. 20 m alt.; perfumada. Foto.","BRA:UESC:UESC:0000001339",NA,"Tetragastris catuaba Soares da Cunha",NA,NA,NA,NA
"7",NA,"USP","SPF","193941","Tetragastris catuaba Soares da Cunha","Burseraceae","Tetragastris","catuaba","Soares da Cunha","Anônimo",NA,NA,"5356","Jardim, JG",2008,8,27,"Brazil","Bahia","Una","BA 001 Uma/Ilhéus ca. 10 km de Una.",-39.032778,-15.236111,"Árvore ca. 20 m alt. Folíolos verde-brilhantes com a face inferior mais clara. Corola esverdeada. Perfumada.","BRA:USP:SPF:0000193941",NA,"Tetragastris catuaba Soares da Cunha",NA,NA,NA,NA
"8",NA,"UNIVASF","HVASF","5554","Tetragastris catuaba Soares da Cunha","Burseraceae","Tetragastris","catuaba","Soares da Cunha","J.A. Siqueira Filho","2011-10-24T00:00:00.000+0000",NA,"289","J.S. Gomes",2008,12,18,"Brazil","Pernambuco","Igarassu","Usina de São José, Mata de Piedade, Engenho D'Água.",-34.989167,-7.848611,"Árvore, com frutos verdes imaturos, na borda da mata.","BRA:UNIVASF:HVASF:0000005554",NA,"Tetragastris catuaba Soares da Cunha",NA,NA,NA,NA
"9",NA,"UFV","VIC","19638","Tetragastris catuaba Soares da Cunha","Burseraceae","Tetragastris","catuaba","Soares da Cunha",NA,NA,NA,"s.n.","Soares, M.P.; et al.",2006,1,NA,"Brazil","Bahia","Caravelas","Floresta de Juerana, Flores de Tabuleiro.",-39.5,-17.766667,"Indivíduo nº 705, com 51 cm de circunferência e 25 metros de altura.","BRA:UFV:VIC:0000019638",NA,"Tetragastris catuaba Soares da Cunha",NA,NA,NA,NA
"10",NA,"NY","NY","02398691","Tetragastris catuaba Soares da Cunha","Burseraceae","Tetragastris","catuaba","Soares da Cunha",NA,NA,NA,NA,"M. P. Soares",2006,1,NA,"Brazil","Bahia",NA,"Floresta de Juerana.",-39.5,-17.77,NA,"2f99e613-9026-4cca-8c5d-2ff49bdc1b79",NA,"Tetragastris catuaba Soares da Cunha",NA,NA,NA,NA
