"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments"
"1","2017-10-15T13:22:45.000+0000","JBRJ","RB","RB01343868","Maytenus megalocarpa Groppo & Lombardi","Celastraceae","Monteverdia","megalocarpa","Groppo & Lombardi","L. Biral",NA,NA,"1079","L. Biral",2014,8,6,"Brazil","Bahia","Ilhéus","CEPLAC - Comissão Executiva do Plano da Lavoura do Cacau. Quadra I - Arboreto",-39.231389,-14.758333,NA,"urn:catalog:JBRJ:RB:1343868",NA,"Maytenus megalocarpa Groppo & Lombardi",NA,NA,NA,NA
"2","2015-02-13T13:52:00.000+0000","MO","MO","100774360","Maytenus megalocarpa Groppo & Lombardi","Celastraceae","Monteverdia","megalocarpa","Groppo & Lombardi","L. Biral","2014-01-01T00:00:00.000+0000","PARATYPE","Lombardi 8883","Julio A. Lombardi|M. N. Saka|Leonardo Biral|L. P. Poli|A. I. Coan",2011,12,12,"Brazil","Bahia",NA,"Arboreto, terreno da CEPLAC (Comissão Executiva do Plano da Lavoura Cacaueira).",-39.231111,-14.758611,NA,"urn:catalog:MO:Tropicos:100774360","http://www.tropicos.org/Specimen/100774360","Maytenus megalocarpa Groppo & Lombardi",NA,NA,NA,NA
"3",NA,"MBM","MBM","397111","Maytenus megalocarpa Groppo & Lombardi","Celastraceae","Monteverdia","megalocarpa","Groppo & Lombardi","Biral, L","2014-06-01T00:00:00.000+0000",NA,"8883","Lombardi, JA; Saka, MN; Biral, L",2011,12,12,"Brazil","Bahia","Ilhéus","Terreno da CEPLAC",-39.231222,-14.758611,"Árvore ca. 10 m, folhas coriáceas, cálice e disco verdes, pétalas creme, anteras brancas, frutos imaturos verdes a amarelados, arilo creme hialino, plântulas.; arboreto, mata ombrófila secundária, área de reflorestamento.","BRA:MBM:MBM:0000397111",NA,"Maytenus megalocarpa Groppo & Lombardi",NA,NA,NA,NA
"6",NA,"F","Botany","V0448616F","Maytenus megalocarpa Groppo & Lombardi","Celastraceae","Monteverdia","megalocarpa","Groppo & Lombardi",NA,NA,NA,"8883","J. A. Lombardi & L. Biral",2011,12,12,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"3489c32f-6441-4463-93d0-c656b67f1235",NA,"Maytenus megalocarpa Groppo & Lombardi",NA,NA,NA,NA
"8",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","86562","Maytenus megalocarpa Groppo & Lombardi","Celastraceae","Monteverdia","megalocarpa","Groppo & Lombardi",NA,"2014-06-01T00:00:00.000+0000",NA,"5838","Lombardi, JA; Salino, A; Mota, RC da; Almeida, TE; Viana, PL",2004,3,5,"Brazil","Minas Gerais","Salto da Divisa","Fazenda Santana",-40.058722,-16.037167,"FRUTOS NA CARPOTECA.","BRA:UFMG:BHCB:0000086562",NA,"Maytenus megalocarpa Groppo & Lombardi",NA,NA,NA,NA
"9",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","82615","Maytenus megalocarpa Groppo & Lombardi","Celastraceae","Monteverdia","megalocarpa","Groppo & Lombardi",NA,"2014-01-01T00:00:00.000+0000",NA,"5318","Lombardi, JA; Stehmann, JR; Mota, RC da; Temponi, LG",2003,8,20,"Brazil","Minas Gerais","Salto da Divisa","Fazenda Jabuti",-40.058722,-16.037167,"Coordenadas originais: 16°02'13,8""S; 40°03'31,4""W","BRA:UFMG:BHCB:0000082615",NA,"Maytenus megalocarpa Groppo & Lombardi",NA,NA,NA,NA
"11",NA,"Universidade Estadual Paulista, UNESP","HRCB","62874","Maytenus megalocarpa Groppo & Lombardi","Celastraceae","Monteverdia","megalocarpa","Groppo & Lombardi","Biral, L.","2014-06-06T00:00:00.000+0000",NA,"12366","Thomas, W.W.",2001,3,19,"Brazil","Bahia","Itajú do Colônia","7.5 km southeast of Itajú do Colônia on road to Palmira",-39.657667,-15.153639,"Tree, 8 m; leaves coriaceous, dark green above, paler beneath; fruit scurfy, pale olive.","BRA:UNESPRC:HRCB:0000062874",NA,"Maytenus megalocarpa Groppo & Lombardi",NA,NA,NA,NA
"14","2015-04-21T10:07:00.000+0000","MO","MO","100810304","Maytenus megalocarpa Groppo & Lombardi","Celastraceae","Monteverdia","megalocarpa","Groppo & Lombardi",NA,NA,NA,"Thomas 12366","W. Wayt Thomas|Jomar G. Jardim|F.S. Juchum",2001,3,19,"Brazil","Bahia",NA,"7.5 km southeast of Itajú do Colônia on road to Palmira.",-39.657778,-15.153611,NA,"urn:catalog:MO:Tropicos:100810304","http://www.tropicos.org/Specimen/100810304","Maytenus megalocarpa Groppo & Lombardi",NA,NA,NA,NA
"16",NA,"USP","SPF","176395","Maytenus megalocarpa Groppo & Lombardi","Celastraceae","Monteverdia","megalocarpa","Groppo & Lombardi","Anônimo",NA,"PARATYPE","2236","Hage, JL",1988,2,8,"Brazil","Bahia","Ilhéus","Centro de Pesquisas do Cacau",0,0,NA,"BRA:USP:SPF:0000176395",NA,"Maytenus megalocarpa Groppo & Lombardi",NA,NA,NA,NA
"18",NA,"USP","SPF","154279","Maytenus megalocarpa Groppo & Lombardi","Celastraceae","Monteverdia","megalocarpa","Groppo & Lombardi","Anônimo",NA,"PARATYPE","642","Santos, FS",1987,9,29,"Brazil","Bahia","Santa Cruz Cabrália","Estação Ecológica do Pau-Brasil",-39.133333,-16.383333,NA,"BRA:USP:SPF:0000154279",NA,"Maytenus megalocarpa Groppo & Lombardi",NA,NA,NA,NA
