"","institutionCode","catalogNumber","recordedBy"
"1","Instituto Nacional de Pesquisas da Amazônia (INPA)","174719","Rodrigues, WA"
"2","Instituto Nacional de Pesquisas da Amazônia (INPA)","261260","Equipe Fito"
"3","Instituto Nacional de Pesquisas da Amazônia (INPA)","260266","Equipe Fito"
"4","Instituto Nacional de Pesquisas da Amazônia (INPA)","261263","Mackenzie, CA"
"5","Instituto Nacional de Pesquisas da Amazônia (INPA)","259360","Nascimento, JR"
"6","Instituto Nacional de Pesquisas da Amazônia (INPA)","260282","Ferreira, AJC"
"7","Instituto Nacional de Pesquisas da Amazônia (INPA)","92300","Rankin, JM"
"8","Instituto Nacional de Pesquisas da Amazônia (INPA)","35198","Silva, MF da"
"9","Instituto Nacional de Pesquisas da Amazônia (INPA)","28597","Prance, GT"
"10","Instituto Nacional de Pesquisas da Amazônia (INPA)","28413","Albuquerque, BWP de"
"11","Instituto Nacional de Pesquisas da Amazônia (INPA)","20926","Rodrigues, WA"
"12","Instituto Nacional de Pesquisas da Amazônia (INPA)","10071","Rodrigues, WA"
