"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1","2017-10-15T11:41:29.000+0000","JBRJ","RB","RB01078205","Pseudoxandra duckei Maas","cf.","Annonaceae","Pseudoxandra","duckei","Maas","J.A.M. Melo; L.C.F. Rocha et A.B. Silva",NA,NA,"L. Sardelli; V.F. Oliveira; R.S. Thomé; J.A. Silva",2014,9,18,"Brazil","Mato Grosso","Colíder","Resgate de FLORA da UHE Colíder, Lote B de supressão.",NA,NA,"Altura 5m. CAP 68cm. Árvore, base reta, tronco reto, casca liso, casca morta marrom. Folhas simples. Frutos maduros roxos, ovais, imaturos verde","urn:catalog:JBRJ:RB:1078205","Pseudoxandra duckei Maas"
"2","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","2047","Pseudoxandra duckei Maas",NA,"Annonaceae","Pseudoxandra","duckei","Maas","Maas, P.J.M.","2001-01-01T00:00:00.000+0000","67-16","Mike Hopkins",1967,4,6,"Brazil","Amazonas",NA,"""Reserva Florestal Adolfo Ducke, Estrada Manaus-itacoatiara, km 26, Reserva Florestal Ducke. Mata de terra firme, solo argilo-arenoso; material fixado.""",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:239848","Pseudoxandra duckei Maas"
