"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments"
"1","2017-10-06T09:30:21.000+0000","JBRJ","RB","RB00450090","Guatteria stenocarpa Lobão, Maas & Mello-Silva","Annonaceae","Guatteria","stenocarpa","Lobão, Maas & Mello-Silva","Adriana Quintella Lobão",NA,NA,"748","A. Lobão; J. Paixão, J. Jardim & S. Sant´Ana et al",2005,7,26,"Brazil","Bahia","Una","Ecoparque de Una. Rodovia BA-001 (Ilhéus - Una). Região de Mata Hidrófila Sul Baiana. Entorno da Rebio de Una. Reserva Biológica de Una",-39.054722,-15.159722,"Árvore ca. 8 m alt. Cortex amarelado. Folhas levemente discolores verde, lisas, coriaceas. Pedicelo marron, estipes e carpídios imaturos verde e maduros avermelhados.","urn:catalog:JBRJ:RB:450090",NA,"Guatteria stenocarpa Lobão, Maas & Mello-Silva",NA,NA,NA,NA
"2",NA,NA,"Botany","U.1069533","Guatteria stenocarpa Lobão, Maas & Mello-Silva","Annonaceae","Guatteria","stenocarpa","Lobão, Maas & Mello-Silva","Maas PJM; Westra LYT",NA,NA,NA,"Jardim JG; Amorim AM; Martini AZ; Sant'Ana SC da; Paixão JL",2003,12,18,"Brazil","Bahia",NA,"Brasil, Bahia: Mun. Uruçuca, Rod. Serra Grande/Uruçuca, c. 14 km W. Parque Estadual Serra do Conduru; Serra do Conduru.",-39.100917,-14.468972,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1069533",NA,"Guatteria stenocarpa Lobão, Maas & Mello-Silva",NA,NA,NA,NA
"3","2012-11-29T14:17:00.000+0000","MO","MO","3403411","Guatteria stenocarpa Lobão, Maas & Mello-Silva","Annonaceae","Guatteria","stenocarpa","Lobão, Maas & Mello-Silva","Lobao, Maas & Mello-Silva","2010-01-01T00:00:00.000+0000","ISOTYPE","Jardim 3096","Jomar G. Jardim|A. Carvalho|F.S. Juchum",2000,10,29,"Brazil","Bahia",NA,"Itacaré: Loteamento da Marambaia, viscinal que leva a fazenda, ca. 1 km da Rod. BA-001. Mata Higrófila Sul Baiana - 76",-39.029444,-14.328056,NA,"urn:catalog:MO:Tropicos:3403411","http://www.tropicos.org/Specimen/3403411","Guatteria stenocarpa Lobão, Maas & Mello-Silva",NA,NA,NA,NA
"4",NA,"USP","SPF","202024","Guatteria stenocarpa Lobão, Maas & Mello-Silva","Annonaceae","Guatteria","stenocarpa","Lobão, Maas & Mello-Silva","Mello-Silva, R","2010-01-01T00:00:00.000+0000","ISOTYPE","3096","Jardim, JG; Carvalho, A; Juchum, F",2000,10,29,"Brazil","Bahia","Itacaré","Loteamento da Marambaia, viscinal que leva à fazenda, ca. 1 km da rodovia BA 001.",-39.029444,-14.328056,"Árvore ca. 8 m alt. Folhas verde brilhantes, face inferior opaca. Flores esverdeadas. Frutos imaturos verdes.; Mata Higrófila Sul Baiana.","BRA:USP:SPF:0000202024",NA,"Guatteria stenocarpa Lobão, Maas & Mello-Silva",NA,NA,NA,NA
"5",NA,NA,"Botany","U  0060599","Guatteria stenocarpa Lobão, Maas & Mello-Silva","Annonaceae","Guatteria","stenocarpa","Lobão, Maas & Mello-Silva","Maas PJM",NA,"ISOTYPE",NA,"Jardim JG; et al.",2000,10,29,"Brazil","Bahia",NA,"Itacaré; Loteamento da Marambaia, viscinal que leva a fazenda, ca. 1 km da Rod. BA-001. Sul Baiana - 76.",-39.25,-14.328056,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U%20%200060599",NA,"Guatteria stenocarpa Lobão, Maas & Mello-Silva",NA,NA,NA,NA
"6","2013-11-06T10:12:53.000+0000","JBRJ","RB","RB00416789","Guatteria stenocarpa Lobão, Maas & Mello-Silva","Annonaceae","Guatteria","stenocarpa","Lobão, Maas & Mello-Silva","A. Lobão",NA,"HOLOTYPE","3096","J. G. Jardim; A. Carvalho e F. Juchum",2000,10,29,"Brazil","Bahia","Itacaré","Loteamento de Marambaia, viscinal que leva a fazenda, ca. 1 km da Rod. BA-001.",-39.029444,-14.328056,"Árvore ca. 8 m altura. Folhas verdes brilhantes, face inferior opaca. flores esverdeadas. Frutos imaturos verdes.","urn:catalog:JBRJ:RB:416789",NA,"Guatteria stenocarpa Lobão, Maas & Mello-Silva",NA,NA,NA,NA
"7",NA,"NY","NY","642437","Guatteria stenocarpa Lobão, Maas & Mello-Silva","Annonaceae","Guatteria","stenocarpa","Lobão, Maas & Mello-Silva","A. Q. LobÃ£o","2010-01-01T00:00:00.000+0000","TYPE","3096","J. G. Jardim",2000,10,29,"Brazil","Bahia",NA,"Loteamento da Marambaia, viscinal que leva a fazenda, ca 1 km da Rod. BA 001",-39.0294,-14.3281,NA,"6707d89b-b1f9-4702-a5b6-5efb8920d1d6",NA,"Guatteria stenocarpa Lobão, Maas & Mello-Silva",NA,NA,NA,NA
"8","2014-07-07T21:25:51.000+0000","JBRJ","RB","RB00648756","Guatteria stenocarpa Lobão, Maas & Mello-Silva","Annonaceae","Guatteria","stenocarpa","Lobão, Maas & Mello-Silva","A. Lobão",NA,"HOLOTYPE","3096","J.G. Jardim; A. Carvalho e F. Juchum",2000,10,29,"Brazil","Bahia","Itacaré","Loteamento de Marambaia, viscinal que leva a fazenda, ca. 1 km da Rod. BA-001.",-39.029444,-14.328056,"Árvore ca. 8 m altura. Folhas verdes brilhantes, face inferior opaca. flores esverdeadas. Frutos imaturos verdes.","urn:catalog:JBRJ:RB:648756",NA,"Guatteria stenocarpa Lobão, Maas & Mello-Silva",NA,NA,NA,NA
"9","2013-06-11T19:55:00.000+0000","JBRJ","RB","RB00416802","Guatteria stenocarpa Lobão, Maas & Mello-Silva","Annonaceae","Guatteria","stenocarpa","Lobão, Maas & Mello-Silva","A. Lobão",NA,"PARATYPE","11009","W. W. Thomas; A. M. de Carvalho, J. Jomar e G. Pitanga",1995,11,15,"Brazil","Bahia","Uruçuca","7,3 km north of Serra Grande on road to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz.",-39.060556,-14.423333,"Tree, 5 m; leaves bright green; fruit green.","urn:catalog:JBRJ:RB:416802",NA,"Guatteria stenocarpa Lobão, Maas & Mello-Silva",NA,NA,NA,NA
"10","2017-10-04T11:35:41.000+0000","JBRJ","RB","RB00649176","Guatteria stenocarpa Lobão, Maas & Mello-Silva","Annonaceae","Guatteria","stenocarpa","Lobão, Maas & Mello-Silva","A. Lobão",NA,"PARATYPE","11009","W. W. Thomas; A. M. de Carvalho, J. Jomar e G. Pitanga",1995,11,15,"Brazil","Bahia","Uruçuca","7,3 km north of Serra Grande on road to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz. Southern Bahian Wet Forest.",-39.060556,-14.423333,"Tree, 5 m; leaves bright green; fruit green.","urn:catalog:JBRJ:RB:649176",NA,"Guatteria stenocarpa Lobão, Maas & Mello-Silva",NA,NA,NA,NA
"11",NA,NA,"Botany","U.1660745","Guatteria stenocarpa Lobão, Maas & Mello-Silva","Annonaceae","Guatteria","stenocarpa","Lobão, Maas & Mello-Silva","Maas PJM",NA,NA,NA,"Hage JL; et al.",1980,12,10,"Brazil","Bahia",NA,"Município de Taperoá. Rodovia Taperoá-Valença. km 13, ramal em direção ao povoado de Serapei. ! 3 km a W da entrada do ramal.",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1660745",NA,"Guatteria stenocarpa Lobão, Maas & Mello-Silva",NA,NA,NA,NA
