"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"Reserva Natural Vale (CVRD)","CVRD","15853","Annona acutiflora Mart.",NA,"Annonaceae","Annona","acutiflora","Mart.","Geovane S. Siqueira","2018-01-04T00:00:00.000+0000",NA,"1236","Siqueira, G.S.",2018,1,4,"Brazil","Es","LINHARES",NA,-40.067856,-19.151358,"<ll>dwc_commonname:</ll> Ariticum","BRA:CVRD:CVRD:0000015853",NA,"Annona acutiflora Mart."
"2","2018-05-03T14:28:53.000+0000","JBRJ","RB","RB01386539","Annona acutiflora Mart.",NA,"Annonaceae","Annona","acutiflora","Mart.","G. S. Siqueira",NA,NA,"1236","G. S. Siqueira",2018,1,4,"Brazil","Espírito Santo","Linhares","Gavião Real",-40.067778,-19.151389,"CAP: 18; Diâmetro de copa: 2,5; Fruto verde acinzentado; Exsudação incolor, seiva","urn:catalog:JBRJ:RB:1386539",NA,"Annona acutiflora Mart."
"3",NA,"UFES","VIES","40135","Annona acutiflora Mart.",NA,"Annonaceae","Annona","acutiflora","Mart.","Wandekoken, D.T.","2017-04-20T00:00:00.000+0000",NA,"182","Wandekoken, D.T.",2016,2,10,"Brazil","Espírito Santo","Guarapari","Parque Estadual Paulo Cesar Vinha.",-40.420556,-20.594167,"Fruto verde.","BRA:UFES:VIES:0000040135",NA,"Annona acutiflora Mart."
"4","2017-01-12T09:06:13.000+0000","JBRJ","RB","RB01213175","Annona acutiflora Mart.",NA,"Annonaceae","Annona","acutiflora","Mart.",NA,NA,NA,"92","K.S. Valdemarin; T.B. Flores; G.D. Colleta; F.S. Scaravelli; R.L.G. Coelho; C. Toledo",2016,9,25,"Brazil","Espírito Santo","Guarapari","Praia de Setiba- área de mussununga (-20626972; -40434456)",NA,NA,NA,"urn:catalog:JBRJ:RB:1213175",NA,"Annona acutiflora Mart."
"5",NA,"UFES","VIES","39594","Annona acutiflora Mart.",NA,"Annonaceae","Annona","acutiflora","Mart.","Wandekoken, D.T.","2017-04-18T00:00:00.000+0000",NA,"157","Wandekoken, D.T.; Pereira, O.J.",2016,10,10,"Brazil","Espírito Santo","Guarapari","PEPCV. Mata seca de restinga.",-40.420556,-20.594167,"Árvore de 4m. Flores brancas.","BRA:UFES:VIES:0000039594",NA,"Annona acutiflora Mart."
"6",NA,"UFES","VIES","40032","Annona acutiflora Mart.",NA,"Annonaceae","Annona","acutiflora","Mart.",NA,NA,NA,"4143","Gomes, J.M.L.",2015,1,10,"Brazil","Espírito Santo","Guarapari","Três Praias.",NA,NA,NA,"BRA:UFES:VIES:0000040032",NA,"Annona acutiflora Mart."
"7","2017-10-08T23:07:29.000+0000","JBRJ","RB","RB01202882","Annona acutiflora Mart.",NA,"Annonaceae","Annona","acutiflora","Mart.","C.N. Fraga","2015-12-15T00:00:00.000+0000",NA,"3712","C.N. Fraga; I.S. Bergher",2015,12,15,"Brazil","Espírito Santo","Vitória","Camburi, área de ampliação do aeroporto de Vitória. Restinga.",-40.278056,-20.250556,"Área aberta de Ericaceae. Arbusto, ca. 3m. Flores amareladas. Fruto verde.","urn:catalog:JBRJ:RB:1202882",NA,"Annona acutiflora Mart."
"8","2018-04-05T11:14:38.000+0000","JBRJ","RB","RB01371752","Annona acutiflora Mart.",NA,"Annonaceae","Annona","acutiflora","Mart.","A.LOBÃO",NA,NA,NA,"Mendonça-Junior, J. O.; Mendonça, C. R.",2014,7,7,"Brazil","Rio de Janeiro","São Fidélis","Conglomerado 196-2-1-5-R. UTM do Ponto Central: E (195967m) N (7588627m). Fuso do GPS (24K)",NA,NA,"Árvore, com 3 m de altura. Base reta. Casca interna rosa e externa marrom, fina, laminada. Flor","urn:catalog:JBRJ:RB:1371752",NA,"Annona acutiflora Mart."
"9","2017-10-21T23:49:12.000+0000","JBRJ","RB","RB01001362","Annona acutiflora Mart.",NA,"Annonaceae","Annona","acutiflora","Mart.","Giseli A. Nobrega & A. Lobão",NA,NA,"s/n","Mendonça-Junior, J. O.; Mendonça, C. R.",2014,8,6,"Brazil","Rio de Janeiro","Quissamã","Conglomerado 255-3-5-32. UTM E (259464m) N (7547338m). Fuso do GPS (24K).",NA,NA,"Arbusto com 3,5 metros de altura, base reta. Casca interna rosa, externa marrom, fina, áspera. Botão floral marrom.","urn:catalog:JBRJ:RB:1001362",NA,"Annona acutiflora Mart."
"10","2014-07-08T01:26:12.000+0000","JBRJ","RB","RB00786809","Annona acutiflora Mart.",NA,"Annonaceae","Annona","acutiflora","Mart.","Adriana Quintella Lobão",NA,NA,"2394","L.Y.S. Aona; N. Biggs, J.G. Jardim & F.F. Mazine",2013,3,11,"Brazil","Bahia","Wenceslau Guimarães","Estação Ecológica, Assentamento Patioba.",-39.69,-13.58,"Arbusto com 2 metros de altura, flores perfumadas, tépalas amarelo-claras","urn:catalog:JBRJ:RB:786809",NA,"Annona acutiflora Mart."
"11",NA,"UFRB","HURB","5677","Annona acutiflora Mart.",NA,"Annonaceae","Annona","acutiflora","Mart.","A.Q. Lobão","2013-09-01T00:00:00.000+0000",NA,"2394","Aona, L.Y.S.; Biggs,N.;Jardim,J.;Lucas, E.; Mazine,F.F.",2013,3,11,"Brazil","Bahia","Wenceslau Guimarães","Estação Ecológica, Assentamento Patioba;",-39.69,-13.58,"Flores: perfumadas, tépalas amarelo-clara; Hábito: arbusto","BRA:UFRB:HURB:0000005677",NA,"Annona acutiflora Mart."
