"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1","2018-05-09T10:30:14.000+0000","JBRJ","RB","RB01386653","Oxandra martiana (Schltdl.) R.E.Fr.","Annonaceae","Oxandra","martiana","(Schltdl.) R.E.Fr.","A. Lobão",NA,NA,"8649",NA,"Haroldo C. de Lima; L.B. do Nascimento, G.A. Queiroz, T. Fernandes, R. Albuquerque & L.C.G. Rodrigues",2018,4,18,"Brazil","Rio de Janeiro","Nova Iguaçu","Tinguá, Boa Esperança, ORBEL II, Grade PPBio, Parcela 1. Floresta de encosta. Reserva Biológica do Tinguá",-43.398611,-22.568056,"Árvore com 7 m alt. Tronco com casca lisa, DAP 15,1 cm. Frutos jovens alvo-esverdeados. Parc. 1: ind. 752. Ocasional.","urn:catalog:JBRJ:RB:1386653","Oxandra martiana (Schltdl.) R.E.Fr."
"2",NA,"UEFS","HUEFS","217290","Oxandra martiana (Schltdl.) R.E.Fr.","Annonaceae","Oxandra","martiana","(Schltdl.) R.E.Fr.",NA,NA,NA,"363",NA,"Lopes, J.C.",2011,5,17,"Brazil","Espírito Santo","Linhares","Reserva Natural Vale,. Estrada Gávea km 7,3.",-39.9525,-19.191944,"Mata de Tabuleiro .","BRA:UEFS:HUEFS:0000217290","Oxandra martiana (Schltdl.) R.E.Fr."
"3",NA,NA,"Botany","L.4306836","Oxandra martiana (Schltdl.) R.E.Fr.","Annonaceae","Oxandra","martiana","(Schltdl.) R.E.Fr.",NA,NA,NA,NA,NA,"Lopes JC; et al.",2011,11,17,"Brazil",NA,NA,"Espirito Santo. Linhares: Reserva Natural Vale. Estrada Gavea km 7,3. Mata de Tabuleiro.",-39.952508,-19.191689,NA,"http://data.biodiversitydata.nl/naturalis/specimen/L.4306836","Oxandra martiana (Schltdl.) R.E.Fr."
"4",NA,"Cenargen","CEN","90440","Oxandra martiana (Schltdl.) R.E.Fr.","Annonaceae","Oxandra","martiana","(Schltdl.) R.E.Fr.",NA,NA,NA,"363",NA,"Jenifer de Carvalho Lopes",2011,11,17,"Brazil","Es","LINHARES","Reserva Natural Vale. Estrada Gávea km 7,3.",-39.9525,-19.191666,"Planta ca. 28 m alt. Botões verdes. Doação Universidade de São Paulo - Herbário SPF.","BRA:Cenargen:CEN:0000090440","Oxandra martiana (Schltdl.) R.E.Fr."
"7",NA,"Reserva Natural Vale (CVRD)","CVRD","13601","Oxandra martiana (Schltdl.) R.E.Fr.","Annonaceae","Oxandra","martiana","(Schltdl.) R.E.Fr.","J.C. Lopes","2011-11-17T00:00:00.000+0000",NA,"6806",NA,"Folli, D.A.",2011,11,17,"Brazil","Es","LINHARES","RFL-001/80 Bloco D, Trat. 5",-39.952583,-19.191889,"<ll>dwc_commonname:</ll> Pindaíba de poste","BRA:CVRD:CVRD:0000013601","Oxandra martiana (Schltdl.) R.E.Fr."
"12","2014-07-08T07:50:15.000+0000","JBRJ","RB","RB00854644","Oxandra martiana (Schltdl.) R.E.Fr.","Annonaceae","Oxandra","martiana","(Schltdl.) R.E.Fr.","J.C. Lopes","2011-11-17T00:00:00.000+0000",NA,"6806",NA,"D.A. Folli",2011,11,17,"Brazil","Espírito Santo","Linhares","Reserva Natural Vale, RFL-001/80 Bloco D, Trat 5.",-39.9525,-19.191667,"Arbóreo, botão verde, flor amarelada, fuste cilíndrico, seiva, altura total 28m, altura do fuste 18m","urn:catalog:JBRJ:RB:854644","Oxandra martiana (Schltdl.) R.E.Fr."
"16",NA,"UNICAMP","UEC","153102","Guatteria martiana Schltdl.","Annonaceae","Oxandra","martiana","Schltdl.","Tamashiro, J.Y.","2009-09-01T00:00:00.000+0000",NA,"228",NA,"Silveira, A.L.P.",2007,9,30,"Brazil","Amazonas","Manicoré","Cerrado",0,0,"Árvore com 3,0m.","BRA:UNICAMP:UEC:0000153102","Guatteria martiana Schltdl."
"17","2014-07-07T19:25:51.000+0000","JBRJ","RB","RB00583620","Oxandra martiana (Schltdl.) R.E.Fr.","Annonaceae","Oxandra","martiana","(Schltdl.) R.E.Fr.","J.C.Lopes","2011-01-01T00:00:00.000+0000",NA,"654",NA,"Vidal,C.V.; Mansur,T.",2007,11,12,"Brazil","Minas Gerais","Guaraciaba","UHE Jurumirim,Rio Piranga.",NA,NA,NA,"urn:catalog:JBRJ:RB:583620","Oxandra martiana (Schltdl.) R.E.Fr."
"18","2017-10-07T00:12:07.000+0000","JBRJ","RB","RB00660769","Oxandra martiana (Schltdl.) R.E.Fr.","Annonaceae","Oxandra","martiana","(Schltdl.) R.E.Fr.","J. Wesenberg","2011-10-20T00:00:00.000+0000",NA,"OT 1056",NA,"O. Thier; R. Lange, P. Seltmann",2007,12,31,"Brazil","Rio de Janeiro","Cachoeiras de Macacu","Street between Funchal and Guapiaçu. near REGUA.",-42.7625,-22.4575,"Leaves and bark with spicy odor , dbh = 7 cm","urn:catalog:JBRJ:RB:660769","Oxandra martiana (Schltdl.) R.E.Fr."
"19","2017-10-19T06:28:46.000+0000","JBRJ","RB","RB00484161","Oxandra martiana (Schltdl.) R.E.Fr.","Annonaceae","Oxandra","martiana","(Schltdl.) R.E.Fr.",NA,NA,NA,"150",NA,"Freire, G.Q.; Rochelle, A.L.C.; Roncero-Siles, M.F.; Scalon, V.R.; Souza, V.C.; Van Melis, J.",2006,4,11,"Brazil","Espírito Santo","Linhares","Reserva da Companhia Vale do Rio Doce/Estr. Juerana Vermelha. Próx. A casa do guarda (Barra Seca)/ Mata de tabuleiro.",-40.485278,-19.139722,"Árvore, borda de mata, 8m de altura.","urn:catalog:JBRJ:RB:484161","Oxandra martiana (Schltdl.) R.E.Fr."
"20","2014-07-22T16:39:34.000+0000","JBRJ","RB","RB00484657","Oxandra martiana (Schltdl.) R.E.Fr.","Annonaceae","Oxandra","martiana","(Schltdl.) R.E.Fr.","A.Lobão",NA,NA,"5288",NA,"D. A. Folli",2006,5,24,"Brazil","Espírito Santo","Linhares","Reserva Natural da CVRD. Estrada: Jueirana Vermelha, km: 0,450.",NA,NA,"Terrestre, arbóreo. Altura total: 10. Altura do fuste: 6. CAP do Fuste: 59. Diâmetro da Copa: 8. Exsudação: Seiva. Descamação: Ausente. Forma do Fuste: Cilíndrico. Superfície da Casca: Áspera. Cor da Exsudação: Incolor. Cor do Fruto Maduro: roxo. Cor do Fruto Imaturo: Verde","urn:catalog:JBRJ:RB:484657","Oxandra martiana (Schltdl.) R.E.Fr."
"21",NA,"Universidade Federal de Juiz de Fora (UFJF)","CESJ","45214","Oxandra martiana (Schltdl.) R.E.Fr.","Annonaceae","Oxandra","martiana","(Schltdl.) R.E.Fr.","J.A. Lombardi","2003-03-01T00:00:00.000+0000",NA,"s.n.",NA,"I. Mourthé",2003,1,29,"Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga; Mata do Jaó",0,0,"Mata Atlântica. Arbóreo, frutos maduros arvemelhados.","BRA:UFJF:CESJ:0000045214","Oxandra martiana (Schltdl.) R.E.Fr."
"24",NA,"Reserva Natural Vale (CVRD)","CVRD","6770","Oxandra martiana (Schltdl.) R.E.Fr.","Annonaceae","Oxandra","martiana","(Schltdl.) R.E.Fr.","Jenifer C. Lopes","2015-04-23T00:00:00.000+0000",NA,"3833",NA,"Folli, D.A.",2001,3,9,"Brazil","Es","LINHARES","RFL 01/80 Parcela 5",NA,NA,"<ll>dwc_commonname:</ll> Pindaíba de poste","BRA:CVRD:CVRD:0000006770","Oxandra martiana (Schltdl.) R.E.Fr."
"25","2014-07-22T16:39:33.000+0000","JBRJ","RB","RB00484651","Oxandra martiana (Schltdl.) R.E.Fr.","Annonaceae","Oxandra","martiana","(Schltdl.) R.E.Fr.","J.Lopes","2012-01-01T00:00:00.000+0000",NA,"3832",NA,"D. A. Folli",2001,3,9,"Brazil","Espírito Santo","Linhares","Reserva Natural da CVRD. Estrada: Gávea, km 8,1.",NA,NA,"Terrestre, arbóreo. Altura Total: 29. Altura do Fuste: 18. CAP do Fuste: 91. Diâmetro da Copa: 6. Exsudação: Seiva. Descamação: Ausente. Forma do Fuste: Cilíndrico. Superfície da Casca: áspera. Cor da exsudação: Incolor. Cor do Fruto Maduro: Roxo. Cor do Fruto Imaturo: Verde","urn:catalog:JBRJ:RB:484651","Oxandra martiana (Schltdl.) R.E.Fr."
"26",NA,"Reserva Natural Vale (CVRD)","CVRD","6769","Oxandra martiana (Schltdl.) R.E.Fr.","Annonaceae","Oxandra","martiana","(Schltdl.) R.E.Fr.","Jenifer C. Lopes","2015-04-23T00:00:00.000+0000",NA,"3832",NA,"Folli, D.A.",2001,3,9,"Brazil","Es","LINHARES","RFL 01/80 Parcela 4",NA,NA,"<ll>dwc_commonname:</ll> Pindaíba de poste","BRA:CVRD:CVRD:0000006769","Oxandra martiana (Schltdl.) R.E.Fr."
"27",NA,NA,"Botany","U.1088914","Oxandra martiana (Schltdl.) R.E.Fr.","Annonaceae","Oxandra","martiana","(Schltdl.) R.E.Fr.","Maas PJM; Junikka L",NA,NA,NA,NA,"Folli DA",2001,3,9,"Brazil","Espírito Santo",NA,"Reserva Natural da CVRD - Linhares. Estrada: Gávea. Km: 8,1. RFL 01/80 Parcela 4.",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1088914","Oxandra martiana (Schltdl.) R.E.Fr."
"30","2014-07-22T16:39:34.000+0000","JBRJ","RB","RB00484654","Oxandra martiana (Schltdl.) R.E.Fr.","Annonaceae","Oxandra","martiana","(Schltdl.) R.E.Fr.","J.Lopes","2012-01-01T00:00:00.000+0000",NA,"3833",NA,"D. A. Folli",2001,3,9,"Brazil","Espírito Santo","Linhares","Reserva Natural da CVRD. Estrada: Gávea, Km: 8.",NA,NA,"Terrestre, arbóreo. Altura total: 29. Altura do Fuste: 18. CAP do Fuste: 149. Diâmetro da copa: 8. Exsudação: Seiva. Descamação: Ausente. Forma do Fuste: Cilíndrico. Superfície da Casca: áspera. Cor da Exsudação: Incolor. Cor do Fruto Maduro: roxo. Cor do Fruto Imaturo","urn:catalog:JBRJ:RB:484654","Oxandra martiana (Schltdl.) R.E.Fr."
"32",NA,"Reserva Natural Vale (CVRD)","CVRD","6688","Oxandra martiana (Schltdl.) R.E.Fr.","Annonaceae","Oxandra","martiana","(Schltdl.) R.E.Fr.","Jenifer C. Lopes","2015-04-23T00:00:00.000+0000",NA,"3753",NA,"Folli, D.A.",2000,11,25,"Brazil","Es","LINHARES","Área jataipeba",NA,NA,"<ll>dwc_commonname:</ll> Pindaíba de poste","BRA:CVRD:CVRD:0000006688","Oxandra martiana (Schltdl.) R.E.Fr."
"33","2014-07-22T16:39:32.000+0000","JBRJ","RB","RB00484636","Oxandra martiana (Schltdl.) R.E.Fr.","Annonaceae","Oxandra","martiana","(Schltdl.) R.E.Fr.","J.Lopes","2012-01-01T00:00:00.000+0000",NA,"3753",NA,"D. A. Folli",2000,11,25,"Brazil","Espírito Santo","Linhares","Reserva de Goytacazes. Estrada: Jataipeba, km 0,8. Área da jataipeba.",NA,NA,"Terrestre, arbóreo. Altura total: 30. Altura do fuste: 21. CAP do Fuste: 121. Diâmetro da Copa: 8. Núm. da Matriz: 1. Exsudação: Seiva. Descamação: Ausente. Forma do Fuste: Cilíndrico. Superfície da Casca: áspera. Cor do Botão: Branco. Cor da Flor: Branco. Cor da Exsudação: Incolor","urn:catalog:JBRJ:RB:484636","Oxandra martiana (Schltdl.) R.E.Fr."
"35","2017-10-15T11:23:55.000+0000","JBRJ","RB","RB01130914","Oxandra martiana (Schltdl.) R.E.Fr.","Annonaceae","Oxandra","martiana","(Schltdl.) R.E.Fr.","L. Junikka; P.J.M. Maas","2015-01-01T00:00:00.000+0000",NA,NA,NA,"B.C. Kurtz; A. Costa; J. Caruzo",1992,6,8,"Brazil","Rio de Janeiro","Cachoeiras de Macacu","Estação Ecológica Estadual do Paraíso, acima da represa da CEDAE",NA,NA,NA,"urn:catalog:JBRJ:RB:1130914","Oxandra martiana (Schltdl.) R.E.Fr."
"36","2017-10-15T16:08:59.000+0000","JBRJ","RB","RB00558798","Oxandra martiana (Schltdl.) R.E.Fr.","Annonaceae","Oxandra","martiana","(Schltdl.) R.E.Fr.","B.c.Kurtz",NA,NA,"2256",NA,"R.Guedes; et al.",1991,10,30,"Brazil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso. Parcela 8D.",-42.833333,-22.433333,"Em mata de encosta , a 389msms do solo, em solo rochoso; folhas verdes, levemente discolores; botões florais verdes.","urn:catalog:JBRJ:RB:558798","Oxandra martiana (Schltdl.) R.E.Fr."
"37",NA,NA,"Botany","U.1088924","Oxandra martiana (Schltdl.) R.E.Fr.","Annonaceae","Oxandra","martiana","(Schltdl.) R.E.Fr.","Maas PJM; Junikka L",NA,NA,NA,NA,"Guedes R; et al.",1991,10,30,"Brazil","Rio de Janeiro",NA,"Mun. de Magé e Cachoeira de Macacu, Estacao Ecologica Estadual do Paraiso",-42.833333,-22.45,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1088924","Oxandra martiana (Schltdl.) R.E.Fr."
