"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments"
"1",NA,"Reserva Natural Vale (CVRD)","CVRD","14746","Hornschuchia citriodora D.M.Johnson","Annonaceae","Hornschuchia","citriodora","D.M.Johnson","Geovane S. Siqueira","2014-02-21T00:00:00.000+0000",NA,"946","Siqueira, G.S.",2014,2,21,"Brazil","Es","SOORETAMA",NA,NA,NA,"No ultimo bloco da Pesquisa 089/86 MME, (Bloco D Trat, 1) <ll>dwc_commonname:</ll> Pindaíba feijão","BRA:CVRD:CVRD:0000014746",NA,"Hornschuchia citriodora D.M.Johnson",NA,NA,NA,NA
"2",NA,"Reserva Natural Vale (CVRD)","CVRD","14386","Hornschuchia citriodora D.M.Johnson","Annonaceae","Hornschuchia","citriodora","D.M.Johnson","Domingos A. Folli","2013-03-26T00:00:00.000+0000",NA,"7032","Folli, D.A.",2013,3,26,"Brazil","Es","LINHARES",NA,NA,NA,"<ll>dwc_commonname:</ll> Pindaíba feijão","BRA:CVRD:CVRD:0000014386",NA,"Hornschuchia citriodora D.M.Johnson",NA,NA,NA,NA
"3",NA,"Universidade Estadual Paulista, UNESP","HRCB","59358","Hornschuchia citriodora D.M.Johnson","Annonaceae","Hornschuchia","citriodora","D.M.Johnson","Siqueira, G.S.","2012-12-01T00:00:00.000+0000",NA,"9662","Lombardi",2012,12,6,"Brazil","ESão Pauloírito Santo","Sooretama","Fragmento do lado oposto da BR-101 (MME)",-40.085028,-19.131528,"Prensado em álcool, amostra em sílica. Árvore ca. 6 m, folhas cartáceas, cálice verde, corola branca, frutos imaturos verdes","BRA:UNESPRC:HRCB:0000059358",NA,"Hornschuchia citriodora D.M.Johnson",NA,NA,NA,NA
"4",NA,"Reserva Natural Vale (CVRD)","CVRD","15055","Hornschuchia citriodora D.M.Johnson","Annonaceae","Hornschuchia","citriodora","D.M.Johnson","Geovane S. Siqueira","2012-12-06T00:00:00.000+0000",NA,"9662","Lombardi, J.A.",2012,12,6,"Brazil","Es","SOORETAMA",NA,-40.085028,-19.131528,"Prensado em álcool, amostra em sílica. Floresta atlântica de restinga. Árvore ca. 6 m, folhas cartáceas, cálice verde, corola branca, frutos imaturos verdes <ll>dwc_commonname:</ll> Pindaíba feijão","BRA:CVRD:CVRD:0000015055",NA,"Hornschuchia citriodora D.M.Johnson",NA,NA,NA,NA
"5",NA,"UFPR","UPCB","86693","Hornschuchia citriodora D.M.Johnson","Annonaceae","Hornschuchia","citriodora","D.M.Johnson","Siqueira, G.S.","2012-12-01T00:00:00.000+0000",NA,"9662","Lombardi, J.A. et al.",2012,12,6,"Brazil","Espírito Santo","Sooretama","Reserva Natural da Vale, fragmento do lado oposto da BR-101 (MME). Floresta atlântica de restinga.",NA,NA,"Árvore ca. 6m, folhas cartáceas, cálice verde, corola branca, frutos imaturos verdes. Prensado em álcool, amostra em sílica..","BRA:UFPR:UPCB:0000086693",NA,"Hornschuchia citriodora D.M.Johnson",NA,NA,NA,NA
"6",NA,"UFES","VIES","24742","Hornschuchia citriodora D.M.Johnson","Annonaceae","Hornschuchia","citriodora","D.M.Johnson","Lobão, A.Q.","2011-12-16T00:00:00.000+0000",NA,"1533","Lobão, A.Q.",2010,3,2,"Brazil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.",NA,NA,"SW1940","BRA:UFES:VIES:0000024742",NA,"Hornschuchia citriodora D.M.Johnson",NA,NA,NA,NA
"7",NA,"USP","SPF","213438","Hornschuchia citriodora D.M.Johnson","Annonaceae","Hornschuchia","citriodora","D.M.Johnson","Mello-Silva, R; Lopes, JC","2010-01-01T00:00:00.000+0000",NA,"110","Lopes, JC",2010,12,2,"Brazil","Espírito Santo","Linhares","Reserva Natural Vale, M.M.E, R.F.L. 0089/86.",-40.084972,-19.132722,"Árvore ca. 11 m alt., C.A.P. 28 cm. Botão floral verde-claro, cálice esverdeado e corola branca.; Mata de Tabuleiro em recuperação.","BRA:USP:SPF:0000213438",NA,"Hornschuchia citriodora D.M.Johnson",NA,NA,NA,NA
"8",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA119520","Hornschuchia citriodora D.M.Johnson","Annonaceae","Hornschuchia","citriodora","D.M.Johnson","Lopes, J.C.","2010-01-01T00:00:00.000+0000",NA,"110","Lopes, J.C.",2010,12,2,"Brazil","Espírito Santo","Linhares","Reserva Natural Vale. M.M.E, R.F.L. 0089/86. Mata de Tabuleiro em recuperação.",-40.084972,-19.132722,NA,"BRA:ESALQ:ESA:0ESA119520",NA,"Hornschuchia citriodora D.M.Johnson",NA,NA,NA,NA
"9",NA,"Reserva Natural Vale (CVRD)","CVRD","13214","Hornschuchia citriodora D.M.Johnson","Annonaceae","Hornschuchia","citriodora","D.M.Johnson","Renato Mello-Silva","2010-12-02T00:00:00.000+0000",NA,"110","Lopes, J.C.",2010,12,2,"Brazil","Es","LINHARES","Projeto RFL - 089/86",-40.085424,-19.133152,"Col. adic. R. Mello-Silva & G.S.Siqueira <ll>dwc_commonname:</ll> Pindaíba feijão","BRA:CVRD:CVRD:0000013214",NA,"Hornschuchia citriodora D.M.Johnson",NA,NA,NA,NA
"10",NA,"MBML","MBML-HERBARIO","49035","Hornschuchia citriodora D.M.Johnson","Annonaceae","Hornschuchia","citriodora","D.M.Johnson","J.C. Lopes & R. Mello-Silva/2010",NA,NA,"110","J.C. Lopes; R. Mello-Silva & G. Siqueira",2010,12,2,"Brazil","Espírito Santo","Linhares","Reserva Natural Vale. M.M.E., R.F.L. 0089/86. Mata de Tabuleiro em recuperação",-40.084972,-19.132722,"Árvore ca 11m alt., CAP 28cm. Botão floral verde-claro, cálice esverdeado e corola branca","BRA:MBML:MBML-HERBARIO:0000049035",NA,"Hornschuchia citriodora D.M.Johnson",NA,NA,NA,NA
