"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","infraspecificEpithet","comments"
"1","2007-05-30T12:06:54.000+0000","K","Herbarium","K000221053","Annona annonoides (R.E.Fr.) Maas & Westra",NA,"Annonaceae","Annona","annonoides","(R.E.Fr.) Maas & Westra",NA,NA,NA,"6856",NA,"Krukoff, B.A.",1934,10,12,"Brazil",NA,NA,"Basin of Rio Madeira  Municipality Humayta, near Livramento, on Rio Livramento.",NA,NA,"B.A. Krukoff's 5th Expedition to Brazilian Amazonia","http://specimens.kew.org/herbarium/K000221053",NA,"Annona annonoides (R.E.Fr.) Maas & Westra",NA,NA
"2",NA,"US","Botany","2655104","Rollinia annonoides R.E.Fr.",NA,"Annonaceae","Annona","annonoides","R.E.Fr.",NA,NA,"ISOTYPE","6856",NA,"B. A. Krukoff",1934,10,12,"Brazil","Amazonas",NA,"Near Livramento, Rio Livramento. Basin of Rio Madeira",NA,NA,NA,"http://n2t.net/ark:/65665/3173b534c-2ad0-4e7c-a548-875d43c730c3",NA,"Rollinia annonoides R.E.Fr.",NA,NA
"3",NA,NA,"Botany","U  0050095","Rollinia annonoides R.E.Fr.",NA,"Annonaceae","Annona","annonoides","R.E.Fr.",NA,NA,NA,NA,NA,"Krukoff BA",1934,10,12,"Brazil","Amazonas",NA,"Basin of Rio Madeira Humaytá",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U%20%200050095",NA,"Rollinia annonoides R.E.Fr.",NA,NA
"4",NA,NA,"Botany","U  0263822","Rollinia annonoides R.E.Fr.",NA,"Annonaceae","Annona","annonoides","R.E.Fr.",NA,NA,NA,NA,NA,"Krukoff BA",1934,10,12,"Brazil","Amazonas",NA,"Basin of Rio Madeira Humaytá",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U%20%200263822",NA,"Rollinia annonoides R.E.Fr.",NA,NA
"5",NA,"NY","NY","26254","Rollinia annonoides R.E.Fr.",NA,"Annonaceae","Annona","annonoides","R.E.Fr.",NA,NA,"ISOTYPE","6856",NA,"B. A. Krukoff",1934,10,27,"Brazil","Amazonas",NA,"Livramento, on Rio Livramento",0,0,NA,"1cf60689-a299-4d51-9eba-e2005798904f",NA,"Rollinia annonoides R.E.Fr.",NA,NA
"6",NA,"F","Botany","V0047903F","Rollinia annonoides R.E.Fr.",NA,"Annonaceae","Annona","annonoides","R.E.Fr.",NA,NA,"ISOTYPE","6856",NA,"B. A. Krukoff",1934,10,12,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"83f772db-35d8-4383-881e-2cffd6e537e2",NA,"Rollinia annonoides R.E.Fr.",NA,NA
"7",NA,NA,"Botany","L.1051980","Rollinia annonoides R.E.Fr.",NA,"Annonaceae","Annona","annonoides","R.E.Fr.",NA,NA,NA,NA,NA,"Krukoff BA",1934,10,12,"Brazil","Amazonas",NA,"Basin of Rio Madeira Humaytá",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/L.1051980",NA,"Rollinia annonoides R.E.Fr.",NA,NA
"8","2009-02-09T15:12:08.000+0000","JBRJ","RB","RB00534152","Rollinia annonoides R.E.Fr.",NA,"Annonaceae","Annona","annonoides","R.E.Fr.","P.J.M. Maas","1999-01-01T00:00:00.000+0000","ISOTYPE","6856",NA,"Krukoff, B.A.",1934,10,12,"Brazil","Amazonas","Humaitá","near Livramento, on Rio Livramento on terra firme.",NA,NA,"Tree 40 ft. high","urn:catalog:JBRJ:RB:534152",NA,"Rollinia annonoides R.E.Fr.",NA,NA
"9","2010-08-16T16:09:51.000+0000","Harvard University","A","barcode-00039643","Rollinia annonoides R.E.Fr.",NA,"Annonaceae","Annona","annonoides","R.E.Fr.",NA,NA,"ISOTYPE","6856",6856,"B. A. Krukoff",1934,11,NA,"Brazil","Amazonas",NA,"Municipality Humayta, near Livramento, on Rio Livramento",NA,NA,NA,NA,NA,"Rollinia annonoides R.E.Fr.",NA,NA
"10","2018-03-12T00:00:00.000+0000","NHMUK","BOT","BM000546818","Rollinia annonoides R.E.Fr.",NA,"Annonaceae","Annona","annonoides","R.E.Fr.",NA,NA,"ISOTYPE","6856",6856,"Boris Alexander Krukoff",1934,NA,NA,"Brazil",NA,NA,NA,-53.08982,-10.773109,NA,"b9538f81-f293-432e-b9fa-13734e391c32",NA,"Rollinia annonoides R.E.Fr.",NA,NA
