"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"Universidade Regional de Blumenau, FURB","FURB","57583","Annona sylvatica A.St.-Hil.",NA,"Annonaceae","Annona","sylvatica","A.St.-Hil.","Caxambu, M.G.","2017-10-23T00:00:00.000+0000",NA,"7883",NA,"Caxambu, M.G.",2017,9,28,"Brazil","Paraná","Mato Rico",NA,-52.126944,-24.759722,"Heliófita. Flores esverdeadas, odoríferas. Relevo ondulado","BRA:FURB:FURB:0000057583",NA,"Annona sylvatica A.St.-Hil."
"2",NA,"UNESC","CRI","11472","Annona sylvatica A.St.-Hil.",NA,"Annonaceae","Annona","sylvatica","A.St.-Hil.","Renato Colares & Aline Votri Guislon","2017-12-10T00:00:00.000+0000",NA,NA,NA,"Alexandre Medeiros",2017,12,3,"Brazil","Santa Catarina","Balneário Camboriú","Laranjeiras.",NA,NA,"Coleta 823. Fruto verde claro. ar","BRA:UNESC:CRI:0000011472",NA,"Annona sylvatica A.St.-Hil."
"3",NA,"UFSJ","HUFSJ","8416","Annona sylvatica A.St.-Hil.",NA,"Annonaceae","Annona","sylvatica","A.St.-Hil.","Sobral, M","2016-01-01T00:00:00.000+0000",NA,"15799",NA,"Sobral, M; Costa, MTR; Quedes, D",2016,3,6,"Brazil","Espírito Santo","Garrafão",NA,-40.902944,-20.115611,"Árvore 3-4 m, em resto de mata em estrada secundária, junto à ES-264; frutos imaturos.","BRA:UFSJ:HUFSJ:0000008416",NA,"Annona sylvatica A.St.-Hil."
"4",NA,"UESB","HUESB","11932","Annona sylvatica A.St.-Hil.",NA,"Annonaceae","Annona","sylvatica","A.St.-Hil.",NA,NA,NA,"15799",NA,"Sobral, M.; Costa, M.T.R.; Quedes, D.; Costa, M.T.R.; Quedes, D.",2016,3,6,"Brazil","Espírito Santo","Garrafão","resto de mata em estrada secundária, junto à ES-264",-40.903056,-20.115556,"Árvore 3-4 m. Fruto imaturo.","BRA:UESB:HUESB:0000011932",NA,"Annona sylvatica A.St.-Hil."
"5",NA,"UTFPR","DVPR","4808","Annona sylvatica A.St.-Hil.",NA,"Annonaceae","Annona","sylvatica","A.St.-Hil.","Estevan, D.A.","2016-01-01T00:00:00.000+0000",NA,"s.n.",NA,"Korb.; D.V.",2015,12,5,"Brazil","Paraná","Dois Vizinhos","UTFPR",0,0,"Àrvore 9 m, flores amarelas.","BRA:UTFPR:DVPR:0000004808",NA,"Annona sylvatica A.St.-Hil."
"6",NA,"Universidade Estadual de Londrina, UEL","FUEL","54111","Annona sylvatica A.St.-Hil.",NA,"Annonaceae","Annona","sylvatica","A.St.-Hil.","Seubert, RC","2014-03-26T00:00:00.000+0000",NA,"94",NA,"Seubert, RC; Sampaio, DK; Hofschneider, E; Rezini, JA; Gebien, W",2014,3,26,"Brazil","Santa Catarina","Indaial","Parque Nacional da Serra do Itajaí, Faxinal do Bepe",-49.202222,-27.118333,"Arbórea; Floresta Ombrófila Densa Montana; encosta","BRA:UEL:FUEL:0000054111",NA,"Annona sylvatica A.St.-Hil."
"7",NA,"Universidade Federal Rural de Pernambuco, UFRPE","HST","20915","Annona sylvatica A.St.-Hil.",NA,"Annonaceae","Annona","sylvatica","A.St.-Hil.","A.Lobão","2015-07-01T00:00:00.000+0000",NA,"6774",NA,"A.M.Miranda",2014,8,21,"Brazil","Bahia","Salvador","baia de Todos os Santos",NA,NA,"Arvoreta ca. 3 m alt.; caule verde-enegrecido; folhas papiráceas; frutos imaturos verdes.","BRA:UFRPE:HST:0000020915",NA,"Annona sylvatica A.St.-Hil."
"8",NA,"UTFPR","DVPR","3279","Annona sylvatica A.St.-Hil.",NA,"Annonaceae","Annona","sylvatica","A.St.-Hil.","Caxambu, M.G.","2015-02-20T00:00:00.000+0000",NA,"s.n.",NA,"Molina, L.S.; et al.; et al.",2014,11,8,"Brazil","Paraná","Terra Rica","Fazenda Santo Antônio",-52.470256,-22.462566,"Arvoreta 3m, semi-ciófilo, frutos imaturos verdes.; Relevo suave ondulado. Floresta Estacional Semidecidual Submontana","BRA:UTFPR:DVPR:0000003279",NA,"Annona sylvatica A.St.-Hil."
"9","2017-10-19T04:55:26.000+0000","JBRJ","RB","RB00940148","Annona sylvatica A.St.-Hil.",NA,"Annonaceae","Annona","sylvatica","A.St.-Hil.","R.R. Rodrigues",NA,NA,"1182",NA,"R.T. Polisel; I. Diogo, M. Oliveira-Neto, A. Campos-Rocha, V.C. Souza, R.R. Rodrigues, J.Y. Tamashiro, N.M. Ivanauskas",2013,3,29,"Brazil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). Trilha da Boatudo. (24,03882S; 47,37897W).",NA,NA,NA,"urn:catalog:JBRJ:RB:940148",NA,"Annona sylvatica A.St.-Hil."
"10",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA128029","Annona sylvatica A.St.-Hil.",NA,"Annonaceae","Annona","sylvatica","A.St.-Hil.","Rodrigues, R.R.","2013-03-29T00:00:00.000+0000",NA,"1182",NA,"Polisel, R.T.",2013,3,29,"Brazil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). Trilha da Boatudo. Floresta Ombrófila Densa com áreas antigas de roça em alguns trechos.",-47.37897,-24.03882,NA,"BRA:ESALQ:ESA:0ESA128029",NA,"Annona sylvatica A.St.-Hil."
