"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","comments"
"1",NA,"Universidade Federal da Bahia (UFBA)","ALCB","127916","Guatteria pogonopus Mart.","Annonaceae","Guatteria","pogonopus","Mart.","Guedes, ML","2017-05-01T00:00:00.000+0000",NA,"25597",NA,"Guedes, ML; Maia Neto, AL; Alunos de Botânica BIO C05",2017,4,2,"Brazil","Bahia","Igrapiúna","Litoral Sul, Reserva Espinita, Estrada Maria Wanda e Estrada Eng. Agr. Lemos Maia.",-39.155556,-13.874167,"Folhas coriáceas discolores, face abaxial com nervação impressas. Flores axilares, com botões e flores com cálice com pêlos ferrugíneos.","BRA:UFBA:ALCB:0000127916",NA,"Guatteria pogonopus Mart.",NA,NA,NA
"2",NA,"UESB","HUESB","12419","Guatteria pogonopus Mart.","Annonaceae","Guatteria","pogonopus","Mart.","Guedes, M.L.","2017-09-01T00:00:00.000+0000",NA,"25829",NA,"Guedes, M.L.; Barros, JS da H; Sales, C.; Barreto, T.S.; Barros, JS da H; Sales, C.; Barreto, T.S.",2017,6,30,"Brazil","Bahia","Uruçuca","Serra Grande, Mata Ciliar do Rio Tijuipe",-39.283333,-14.583333,"Árvore. Folha coriácea, discolores. Flores com pétalas carnosas. Fruto carpídios estipitados.; Floresta Ombrófila em estado Secundário.","BRA:UESB:HUESB:0000012419",NA,"Guatteria pogonopus Mart.",NA,NA,NA
"3",NA,"Universidade Federal da Bahia (UFBA)","ALCB","128590","Guatteria pogonopus Mart.","Annonaceae","Guatteria","pogonopus","Mart.","Guedes, ML","2017-09-01T00:00:00.000+0000",NA,"25829",NA,"Guedes, ML; Barros, JS da H; Sales, C; Barreto, TS; et al.",2017,6,30,"Brazil","Bahia","Uruçuca","Serra Grande",-39.283333,-14.583333,"Folhas coriáceas, discolores. Flores com pétalas carnosas. Fruto carpídios estipitados.; em estádio Secundário","BRA:UFBA:ALCB:0000128590",NA,"Guatteria pogonopus Mart.",NA,NA,NA
"4",NA,"UEFS","HUEFS","238659","Guatteria pogonopus Mart.","Annonaceae","Guatteria","pogonopus","Mart.","A.M.Miranda","2017-09-01T00:00:00.000+0000",NA,"9",NA,"Martins, K.",2017,8,14,"Brazil","Bahia","Saubara","Topo do morro, nas áreas mais sombreadas.",NA,NA,NA,"BRA:UEFS:HUEFS:0000238659",NA,"Guatteria pogonopus Mart.",NA,NA,NA
"5",NA,"Universidade Federal Rural de Pernambuco, UFRPE","HST","21834","Guatteria pogonopus Mart.","Annonaceae","Guatteria","pogonopus","Mart.","N.D.Silva & M.A.Chagas","2017-07-01T00:00:00.000+0000",NA,"53",NA,"N.D.Silva; M.A.Chagas",2017,8,18,"Brazil","Pernambuco","Jaboatão dos Guararapes","FURB, mata de Manassu",-35.022861,-8.088139,"Arvoreta ca. 2,1m alt.; ramos esverdeados; folhas coriáceas, discolores; flor esverdeada.","BRA:UFRPE:HST:0000021834",NA,"Guatteria pogonopus Mart.",NA,NA,NA
"6",NA,"Universidade Federal Rural de Pernambuco, UFRPE","HST","21852","Guatteria pogonopus Mart.","Annonaceae","Guatteria","pogonopus","Mart.","A.M.Miranda","2017-09-05T00:00:00.000+0000",NA,"9",NA,"K.Martins; A.Figueredo",2017,8,14,"Brazil","Bahia","Saubara",NA,NA,NA,"Arvoreta ca. 2,50 m alt.; caule liso, marron claro, com manchas esbranquiçadas; folhas coriáceas; flores amarelo-rosado. Ocasional.","BRA:UFRPE:HST:0000021852",NA,"Guatteria pogonopus Mart.",NA,NA,NA
"7",NA,"Universidade Federal de Sergipe, UFS","ASE","39836","Guatteria pogonopus Mart.","Annonaceae","Guatteria","pogonopus","Mart.","Silva, FO","2018-02-25T00:00:00.000+0000",NA,"181",NA,"Silva, FO; Fabricante, JR",2017,11,21,"Brazil","Sergipe","Areia Branca","PARNA Serra de Itabaiana, Sub-bosque de fragmento, baixa incidência de radiação solar, muita serrapilheira.",-37.2034,-10.4655,"Árvore - aprox. 5 m de altura. Flores esverdeadas com seis pétalas. Folhas alternas, coloração verde nas duas faces e formato lanceolado. Caule de textura lisa; Mata Atlântica","BRA:UFS:ASE:0000039836",NA,"Guatteria pogonopus Mart.",NA,NA,NA
"8",NA,"Universidade Federal Rural de Pernambuco, UFRPE","HST","21721","Guatteria pogonopus Mart.","Annonaceae","Guatteria","pogonopus","Mart.","A.M.Miranda","2016-01-01T00:00:00.000+0000",NA,"3",NA,"A.M.Souza; M.C.Miranda",2016,4,5,"Brazil","Pernambuco","Sirinhaém","APA de Guadalupe",NA,NA,"Árvore ca. 7 m alt.; flores cremes.","BRA:UFRPE:HST:0000021721",NA,"Guatteria pogonopus Mart.",NA,NA,NA
"9","2017-06-14T08:32:10.000+0000","JBRJ","RB","RB01326277","Guatteria pogonopus Mart.","Annonaceae","Guatteria","pogonopus","Mart.","A.M. Miranda","2016-01-01T00:00:00.000+0000",NA,"3",NA,"A.M. Souza; M.C. Miranda",2016,4,5,"Brazil","Pernambuco","Sirinhaém","APA de Guadalupe",NA,NA,NA,"urn:catalog:JBRJ:RB:1326277",NA,"Guatteria pogonopus Mart.",NA,NA,NA
"10",NA,"Universidade Federal de Sergipe, UFS","ASE","38359","Guatteria pogonopus Mart.","Annonaceae","Guatteria","pogonopus","Mart.","Santos, JL","2016-08-09T00:00:00.000+0000",NA,"4",NA,"Santos, MEO; Fabricante, JR",2016,7,18,"Brazil","Sergipe","Areia Branca","PARNASI, Ambiente ripário de Mata Atlântica em fase intermediaria de sucessão ecológica. Sombreado, úmido e muita serapilheira.",-37.2027,-10.4559,"Arbórea. 4 m. Inflorescências verdes com tépalas alvas. Infrutescência em umbela com frutos capsoides imaturos verdes. Folhas lineares alternas verdes.; Mata Atlântica","BRA:UFS:ASE:0000038359",NA,"Guatteria pogonopus Mart.",NA,NA,NA
