"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","acceptedNameUsage","occurrenceID","comments","bibliographicCitation"
"1",NA,NA,"VIES","28754","Xylopia ochrantha Mart.",NA,"Annonaceae","Xylopia","ochrantha",NA,"Mart.","","",NA,"4527",NA,"Assis, A.M.; Cribari, R.S.; Santos, J.",2018,7,28,"brazil","Espírito Santo","Presidente Kennedy","Restinga de moitas próximo da Igreja das Neves (Praia das Neves).",-40.988333,-21.230278,"Arbusto. Frutos verdes e avermelhado. Botões marrons. Formação arbustiva aberta de restinga.","Xylopia ochrantha Mart.",NA,"original coordinates OK","GBIF"
"2",NA,NA,"RB","RB01152414","Xylopia ochrantha Mart.",NA,"Annonaceae","Xylopia","ochrantha",NA,"Mart.","Bello, D. et al.","",NA,"105",NA,"Bello, D.; Resende, J. Terra, G. & Ramos , M.",2014,8,7,"brazil","Rio de Janeiro","Carapebus","Conglomerado 218-1-2-20. UTM do Ponto Central E (229416m) N (7539368m). Fuso do GPS (24K)",-41.652434,-22.196279,"Árvore, com 5 m de altura. Base reta. Casca interna amarronzada e externa marrom escuro, fina, áspera, com um sutil odor ao ser cortada. Fruto maduro, com 5-6 cm, com forma cilíndrica, internamente rosado e externamente avermelhado, carnoso, com polpa","Xylopia ochrantha Mart.",NA,"centroide mpo OK","GBIF"
"3",NA,NA,"CVRD","14353","Xylopia ochrantha Mart.",NA,"Annonaceae","Xylopia","ochrantha",NA,"Mart.","Geovane S. Siqueira","2013-04-25",NA,"7011",NA,"Folli, D.A.",2013,1,10,"brazil","Espírito Santo","PINHEIROS","",-40.16325,-18.3825,"<ll>dwc_commonname:</ll> Coração","Xylopia ochrantha Mart.",NA,"original coordinates OK","GBIF"
"4",NA,NA,"CEN","86914","Xylopia ochrantha Mart.",NA,"Annonaceae","Xylopia","ochrantha",NA,"Mart.","M. Simon","",NA,"1900",NA,"Marcelo Fragomeni Simon",2013,6,23,"brazil","Rondônia","PORTO VELHO","Margem esquerda do rio Madeira. Parcela T1 P1.",-64.833333,-9.438055,"Árvore com 5 m. Frutos imaturos vináceos crescendo do tronco e ramos.","Xylopia ochrantha Mart.",NA,"original coordinates OK","GBIF"
"5",NA,NA,"VIES","25140","Xylopia ochrantha Mart.",NA,"Annonaceae","Xylopia","ochrantha",NA,"Mart.","Ribeiro, M.","2012-03-07",NA,"746",NA,"Ribeiro, M.; Andrade, R.C. & Marcarini, L.",2012,1,11,"brazil","Espírito Santo","Conceição da Barra","Reserva Biológica do Córrego Grande.",-39.832833,-18.445026,"SW1839","Xylopia ochrantha Mart.",NA,"centroide mpo OK","GBIF"
"6",NA,NA,"SP","445240","Xylopia ochrantha Mart.",NA,"Annonaceae","Xylopia","ochrantha",NA,"Mart.","D'Orazio, FAE","2012-09-12",NA,"56",NA,"D'Orazio, FAE",2012,3,25,"brazil","São Paulo","Tremembé","Poço Grande",-45.634722,-22.977778,"","Xylopia ochrantha Mart.",NA,"original coordinates OK","GBIF"
"7",NA,NA,"CEN","83301","Xylopia ochrantha Mart.",NA,"Annonaceae","Xylopia","ochrantha",NA,"Mart.","M. Simon","",NA,"3582",NA,"Aécio Amaral-Santos",2012,6,15,"brazil","Rondônia","PORTO VELHO","Local onde será instalada a linha de transmissão (LT) 38, onde está ocorrendo a supressão!",-64.328055,-9.233333,"","Xylopia ochrantha Mart.",NA,"original coordinates OK","GBIF"
"8",NA,NA,"CVRD","13870","Xylopia ochrantha Mart.",NA,"Annonaceae","Xylopia","ochrantha",NA,"Mart.","Siquiera, G.S.","2012-09-05",NA,"776",NA,"Siqueira, G.S.",2012,9,5,"brazil","Espírito Santo","LINHARES","",-40.064972,-19.1495,"<ll>dwc_commonname:</ll> Coração","Xylopia ochrantha Mart.",NA,"original coordinates OK","GBIF"
"9",NA,NA,"HUEFS","168654","Xylopia ochrantha Mart.",NA,"Annonaceae","Xylopia","ochrantha",NA,"Mart.","A.Lobão","2012-05-01",NA,"703",NA,"Matos, E.N.de",2011,10,22,"brazil","Bahia","Uma","Fazenda Bolandeira.",-39.003333,-15.339722,"Restinga. Floresta.","Xylopia ochrantha Mart.",NA,"original coordinates outside municipality original in uma falls in una","GBIF"
"10",NA,NA,"HUEFS","182995","Xylopia ochrantha Mart.",NA,"Annonaceae","Xylopia","ochrantha",NA,"Mart.","A.Lobão","",NA,"862",NA,"Matos, E.N.de",2011,11,28,"brazil","Bahia","Conde","Faz. Fundão..",-37.586389,-11.871111,"NanoFloresta. e Moitas","Xylopia ochrantha Mart.",NA,"original coordinates OK","GBIF"
"11",NA,NA,"RB","RB00581428","Xylopia ochrantha Mart.",NA,"Annonaceae","Xylopia","ochrantha",NA,"Mart.","J.C.Lopes","",NA,"108",NA,"Maielo-Silva; Viera,B.C. Paula,R.L.",2010,1,14,"brazil","Espírito Santo","Presidente Kennedy","Propriedade da FERROUS. Próximo à Praia das Neves.",-41.018889,-21.207222,"Arbórea, coletada em área de Restinga","Xylopia ochrantha Mart.",NA,"original coordinates OK","GBIF"
"12",NA,NA,"SPF","215647","Xylopia ochrantha Mart.",NA,"Annonaceae","Xylopia","ochrantha",NA,"Mart.","Lopes, JC","2016-01-01",NA,"279",NA,"Daneu, L",2010,3,11,"brazil","Bahia","Porto Seguro","RPPN Estação Veracel",-39.222222,-16.441667,"","Xylopia ochrantha Mart.",NA,"original coordinates OK","GBIF"
"13",NA,NA,"CEPEC","127678","Xylopia ochrantha Mart.",NA,"Annonaceae","Xylopia","ochrantha",NA,"Mart.","","",NA,"261",NA,"Carvalho, G. M.",2010,3,6,"brazil","Bahia","Porto Seguro","RPPN Estação Veracel",-39.25,-16.5,"Floresta de Tabuleiros. Floresta Alta.","Xylopia ochrantha Mart.",NA,"original coordinates OK","GBIF"
"14",NA,NA,"CVRD","13028","Xylopia ochrantha Mart.",NA,"Annonaceae","Xylopia","ochrantha",NA,"Mart.","Siquiera, G.S.","2014-01-28",NA,"6623",NA,"Folli, D.A.",2010,5,16,"brazil","Espírito Santo","ITAPEMIRIM","",-40.81366,-20.938733,"<ll>dwc_commonname:</ll> Coração","Xylopia ochrantha Mart.",NA,"original coordinates OK","GBIF"
