"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","comments","bibliographicCitation","acceptedNameUsage"
"1","","","CGMS","65166","Porcelia macrocarpa R.E.Fr.","","Annonaceae","Porcelia","macrocarpa","","R.E.Fr.","G.A. Damasceno Junior","2017-12-13","","107","","T.S.G. Botelho","2017","10","23","brazil","Mato Grosso do Sul","Costa Rica","Parque Estadual das Nascentes do Rio Taquari. Estrada de acesso a sede do Cuitelo.","-53.421833","-18.155583","HABITAT:Floresta estacional semidecidual.; HABITO:Árvore. 3,00 m de altura.; FRUTO:Fruto imaturo verde.;","","original coordinates","GBIF","Porcelia macrocarpa R.E.Fr."
"2","","","FLOR","60992","Porcelia macrocarpa R.E.Fr.","","Annonaceae","Porcelia","macrocarpa","","R.E.Fr.","Cabral, F.S.","2016-11-11","","81","","Roque, T.V.","2016","11","1","brazil","Santa Catarina","Florianópolis","Costa da lagoa, ponto 8, quintal da casa do Zico.","-48.463889","-27.565556","ArbóreaUsada para construir e consertar casco, caverna e bordo de canoa-de-um-pau-só","","original coordinates","GBIF","Porcelia macrocarpa R.E.Fr."
"3","","","FUEL","43787","Porcelia macrocarpa R.E.Fr.","","Annonaceae","Porcelia","macrocarpa","","R.E.Fr.","Franco, GADC","2007-11-14","","273","","Esteves, R; Sousa, RC; Pereira, HFA; Lima, CD","2007","11","14","brazil","São Paulo","São Paulo","Parque Estadual do Jaraguá, Trilha do Lago. SAD69, 23K.","-46.756944","-23.460556","Árvore 22m. Flores creme amareladas. Botões esverdeados.","","original coordinates","GBIF","Porcelia macrocarpa R.E.Fr."
"4","","","SPSF","39143","Porcelia macrocarpa R.E.Fr.","","Annonaceae","Porcelia","macrocarpa","","R.E.Fr.","G.A.D.C. Franco","2007-11-14","","273","","R.Esteves & R.C.Sousa & H.F.A.Pereira & C.D.Lima","2007","11","14","brazil","Sp","São Paulo","Parque Estadual do Jaraguá","-46.756944","-23.460556","COLETA: Árvore, 22m. Flores creme amareladas. Botões esverdeados.; GEOGRAFIA: Trilha do Lago;","","original coordinates","GBIF","Porcelia macrocarpa R.E.Fr."
"5","","","RB","RB01343627","Porcelia macrocarpa R.E.Fr.","","Annonaceae","Porcelia","macrocarpa","","R.E.Fr.","D.B. Falkenberg","2008-01-01","","11026","","D.B. Falkenberg; C.P.L. de Oliveira","2007","12","4","brazil","Santa Catarina","Florianópolis","Morro do Canto da Lagoa, Ilha de Santa Catarina","-48.480278","-27.6325","","","original coordinates","GBIF","Porcelia macrocarpa R.E.Fr."
"6","","","HPAN","1674","Porcelia macrocarpa R.E.Fr.","","Annonaceae","Porcelia","macrocarpa","","R.E.Fr.","Carniello, MA","2006-05-26","","1103","","Carniello, MA; Klippel-Moreira, V","2006","1","7","brazil","Mato Grosso","Cáceres","Porto Limão","-58.010694","-16.145556","Coleta do projeto ""Estudos de quintais na bacia do Alto Paraguai, comunidade de Porto Limão"" e ""Indicadores de sistemas tradicionais na pecuária"", Cáceres, fronteira BR-BO.","","original coordinates","GBIF","Porcelia macrocarpa R.E.Fr."
"7","","","UFG","28311","Porcelia macrocarpa R.E.Fr.","","Annonaceae","Porcelia","macrocarpa","","R.E.Fr.","Ferreira, H.D.","2005-04-04","","13096","","Rizzo, J.A.; et al.","2005","4","2","brazil","Goiás","Goiandira","","-48.129167","-18.011944","","","original coordinates","GBIF","Porcelia macrocarpa R.E.Fr."
"8","","","HPL","5274","Porcelia macrocarpa R.E.Fr.","","Annonaceae","Porcelia","macrocarpa","","R.E.Fr.","H. Lorenzi","2005-10-21","","5797","","H. Lorenzi","2005","10","21","brazil","Sp","Limeira","Cultivado no viveiro de mudas Dierberger, cultivada.","-47.363595","-22.598362","","","centroide mpo","GBIF","Porcelia macrocarpa R.E.Fr."
"9","","","VIES","12988","Porcelia macrocarpa R.E.Fr.","","Annonaceae","Porcelia","macrocarpa","","R.E.Fr.","Castro, E.R.","2005-02-03","","379","","Castro, E.R.","2004","2","25","brazil","São Paulo","Cananéia","Ilha do Cardoso.","-48.007886","-25.018214","SW2547","","centroide mpo","GBIF","Porcelia macrocarpa R.E.Fr."
"10","","","HUFU","45742","Porcelia macrocarpa R.E.Fr.","","Annonaceae","Porcelia","macrocarpa","","R.E.Fr.","Damaso, P.P.","2004-11-01","","21","","Damaso, P.P.; Nakajima, J.N.","2004","11","12","brazil","Minas Gerais","Monte Alegre de Minas","Fazenda Conquista","-48.886568","-18.84501","Arvoreta, ca. 2 m. Cálice verde, botão verde, corola verde.; Borda de cerradão.","","centroide mpo (0)","GBIF","Porcelia macrocarpa R.E.Fr."
"11","","","BHCB","78304","Porcelia macrocarpa R.E.Fr.","","Annonaceae","Porcelia","macrocarpa","","R.E.Fr.","","","","34","","Melo, PHA de; Viana, PL","2002","8","9","brazil","Minas Gerais","Iguatama","Fazenda do Caetano. Rio São Miguel.","-45.753284","-20.1561","Borda de afloramento calcáreo. Arbórea, 25-30 m. Terrestre. Frutos imaturos verdes. Carpoteca..","","centroide mpo (0)","GBIF","Porcelia macrocarpa R.E.Fr."
"12","","","RB","RB00451945","Porcelia macrocarpa R.E.Fr.","","Annonaceae","Porcelia","macrocarpa","","R.E.Fr.","C.Farney","","","4488","","C.Farney; V.S.Fonseca","2002","10","9","brazil","Rio de Janeiro","Cabo Frio","Morro da Piaçava. Morro da Piaçava, Mata de Encosta Baixa, Vertente Sul.","-42.058216","-22.716047","Árvore; 8 m; DAP 10 ; folhas verdes concolores; flores com cálice verde, corola amarela. Flores perfumadas.","","centroide mpo","GBIF","Porcelia macrocarpa R.E.Fr."
"13","","","MO","3075163","Porcelia macrocarpa R.E.Fr.","","Annonaceae","Porcelia","macrocarpa","","R.E.Fr.","P. & H. Maas (WAG)","2008-01-01","","Fiaschi 1196","","Pedro Fiaschi|Jacquelyn A. Kallunki|Talmon S. dos Santos|Sérgio C. de Sant'Ana|J. Paixão","2002","12","1","brazil","Bahia","","Juçari: Estrada Jussari-Palmira, entrada a esquerda ca 7.5 km. Fazenda Teimoso. RPPN Serra do Teimoso.","-39.52861","-15.15805","","","original coordinates","GBIF","Porcelia macrocarpa R.E.Fr."
