"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","acceptedNameUsage","occurrenceID","comments","bibliographicCitation"
"1",NA,NA,"CGMS","65166","Porcelia macrocarpa R.E.Fr.",NA,"Annonaceae","Porcelia","macrocarpa",NA,"R.E.Fr.","G.A. Damasceno Junior","2017-12-13",NA,"107",NA,"T.S.G. Botelho",2017,10,23,"brazil","Mato Grosso do Sul","Costa Rica","Parque Estadual das Nascentes do Rio Taquari. Estrada de acesso a sede do Cuitelo.",-53.421833,-18.155583,"HABITAT:Floresta estacional semidecidual.; HABITO:Árvore. 3,00 m de altura.; FRUTO:Fruto imaturo verde.;","Porcelia macrocarpa R.E.Fr.",NA,"original coordinates outside municipality original in costa rica falls in alcinopolis","GBIF"
"2",NA,NA,"FLOR","60992","Porcelia macrocarpa R.E.Fr.",NA,"Annonaceae","Porcelia","macrocarpa",NA,"R.E.Fr.","Cabral, F.S.","2016-11-11",NA,"81",NA,"Roque, T.V.",2016,11,1,"brazil","Santa Catarina","Florianópolis","Costa da lagoa, ponto 8, quintal da casa do Zico.",-48.463889,-27.565556,"ArbóreaUsada para construir e consertar casco, caverna e bordo de canoa-de-um-pau-só","Porcelia macrocarpa R.E.Fr.",NA,"original coordinates OK","GBIF"
"3",NA,NA,"FUEL","43787","Porcelia macrocarpa R.E.Fr.",NA,"Annonaceae","Porcelia","macrocarpa",NA,"R.E.Fr.","Franco, GADC","2007-11-14",NA,"273",NA,"Esteves, R; Sousa, RC; Pereira, HFA; Lima, CD",2007,11,14,"brazil","São Paulo","São Paulo","Parque Estadual do Jaraguá, Trilha do Lago. SAD69, 23K.",-46.756944,-23.460556,"Árvore 22m. Flores creme amareladas. Botões esverdeados.","Porcelia macrocarpa R.E.Fr.",NA,"original coordinates OK","GBIF"
"4",NA,NA,"SPSF","39143","Porcelia macrocarpa R.E.Fr.",NA,"Annonaceae","Porcelia","macrocarpa",NA,"R.E.Fr.","G.A.D.C. Franco","2007-11-14",NA,"273",NA,"R.Esteves & R.C.Sousa & H.F.A.Pereira & C.D.Lima",2007,11,14,"brazil","São Paulo","São Paulo","Parque Estadual do Jaraguá",-46.756944,-23.460556,"COLETA: Árvore, 22m. Flores creme amareladas. Botões esverdeados.; GEOGRAFIA: Trilha do Lago;","Porcelia macrocarpa R.E.Fr.",NA,"original coordinates OK","GBIF"
"5",NA,NA,"RB","RB01343627","Porcelia macrocarpa R.E.Fr.",NA,"Annonaceae","Porcelia","macrocarpa",NA,"R.E.Fr.","D.B. Falkenberg","2008-01-01",NA,"11026",NA,"D.B. Falkenberg; C.P.L. de Oliveira",2007,12,4,"brazil","Santa Catarina","Florianópolis","Morro do Canto da Lagoa, Ilha de Santa Catarina",-48.480278,-27.6325,"","Porcelia macrocarpa R.E.Fr.",NA,"original coordinates OK","GBIF"
"6",NA,NA,"HPAN","1674","Porcelia macrocarpa R.E.Fr.",NA,"Annonaceae","Porcelia","macrocarpa",NA,"R.E.Fr.","Carniello, MA","2006-05-26",NA,"1103",NA,"Carniello, MA; Klippel-Moreira, V",2006,1,7,"brazil","Mato Grosso","Cáceres","Porto Limão",-58.010694,-16.145556,"Coleta do projeto ""Estudos de quintais na bacia do Alto Paraguai, comunidade de Porto Limão"" e ""Indicadores de sistemas tradicionais na pecuária"", Cáceres, fronteira BR-BO.","Porcelia macrocarpa R.E.Fr.",NA,"original coordinates OK","GBIF"
"7",NA,NA,"UFG","28311","Porcelia macrocarpa R.E.Fr.",NA,"Annonaceae","Porcelia","macrocarpa",NA,"R.E.Fr.","Ferreira, H.D.","2005-04-04",NA,"13096",NA,"Rizzo, J.A.; et al.",2005,4,2,"brazil","Goiás","Goiandira","",-48.129167,-18.011944,"","Porcelia macrocarpa R.E.Fr.",NA,"original coordinates OK","GBIF"
"8",NA,NA,"HPL","5274","Porcelia macrocarpa R.E.Fr.",NA,"Annonaceae","Porcelia","macrocarpa",NA,"R.E.Fr.","H. Lorenzi","2005-10-21",NA,"5797",NA,"H. Lorenzi",2005,10,21,"brazil","São Paulo","Limeira","Cultivado no viveiro de mudas Dierberger, cultivada.",-47.363595,-22.598362,"","Porcelia macrocarpa R.E.Fr.",NA,"centroide mpo OK","GBIF"
"9",NA,NA,"VIES","12988","Porcelia macrocarpa R.E.Fr.",NA,"Annonaceae","Porcelia","macrocarpa",NA,"R.E.Fr.","Castro, E.R.","2005-02-03",NA,"379",NA,"Castro, E.R.",2004,2,25,"brazil","São Paulo","Cananéia","Ilha do Cardoso.",-48.007886,-25.018214,"SW2547","Porcelia macrocarpa R.E.Fr.",NA,"centroide mpo OK","GBIF"
"10",NA,NA,"HUFU","45742","Porcelia macrocarpa R.E.Fr.",NA,"Annonaceae","Porcelia","macrocarpa",NA,"R.E.Fr.","Damaso, P.P.","2004-11-01",NA,"21",NA,"Damaso, P.P.; Nakajima, J.N.",2004,11,12,"brazil","Minas Gerais","Monte Alegre de Minas","Fazenda Conquista",-48.886568,-18.84501,"Arvoreta, ca. 2 m. Cálice verde, botão verde, corola verde.; Borda de cerradão.","Porcelia macrocarpa R.E.Fr.",NA,"centroide mpo (0) OK","GBIF"
"11",NA,NA,"BHCB","78304","Porcelia macrocarpa R.E.Fr.",NA,"Annonaceae","Porcelia","macrocarpa",NA,"R.E.Fr.","","",NA,"34",NA,"Melo, PHA de; Viana, PL",2002,8,9,"brazil","Minas Gerais","Iguatama","Fazenda do Caetano. Rio São Miguel.",-45.753284,-20.1561,"Borda de afloramento calcáreo. Arbórea, 25-30 m. Terrestre. Frutos imaturos verdes. Carpoteca..","Porcelia macrocarpa R.E.Fr.",NA,"centroide mpo (0) OK","GBIF"
"12",NA,NA,"RB","RB00451945","Porcelia macrocarpa R.E.Fr.",NA,"Annonaceae","Porcelia","macrocarpa",NA,"R.E.Fr.","C.Farney","",NA,"4488",NA,"C.Farney; V.S.Fonseca",2002,10,9,"brazil","Rio de Janeiro","Cabo Frio","Morro da Piaçava. Morro da Piaçava, Mata de Encosta Baixa, Vertente Sul.",-42.058216,-22.716047,"Árvore; 8 m; DAP 10 ; folhas verdes concolores; flores com cálice verde, corola amarela. Flores perfumadas.","Porcelia macrocarpa R.E.Fr.",NA,"centroide mpo OK","GBIF"
"13",NA,NA,"MO","3075163","Porcelia macrocarpa R.E.Fr.",NA,"Annonaceae","Porcelia","macrocarpa",NA,"R.E.Fr.","P. & H. Maas (WAG)","2008-01-01",NA,"Fiaschi 1196",NA,"Pedro Fiaschi|Jacquelyn A. Kallunki|Talmon S. dos Santos|Sérgio C. de Sant'Ana|J. Paixão",2002,12,1,"brazil","Bahia","","Juçari: Estrada Jussari-Palmira, entrada a esquerda ca 7.5 km. Fazenda Teimoso. RPPN Serra do Teimoso.",-39.52861,-15.15805,"","Porcelia macrocarpa R.E.Fr.",NA,"original coordinates outside municipality original in  falls in jussari","GBIF"
"14",NA,NA,"RB","RB00484689","Porcelia macrocarpa R.E.Fr.",NA,"Annonaceae","Porcelia","macrocarpa",NA,"R.E.Fr.","A. Lobão","",NA,"1196",NA,"P. Fiaschi; J. Kallunki, T. Santos & S. Sant´Ana",2002,12,1,"brazil","Bahia","Jussari","Estrada Jussari-Palmira, entrada à esquerda ca. 7,5 km. Fazenda Teimoso. RPPN Serra do Teimoso.",-39.528611,-15.158056,"Árvore ca. 12 m alt. Folhas glabras, praticamente concolores. Botões florais verde-acinzentados; Flores com sépalas verdes, pétalas creme-amareladas e estames ocre","Porcelia macrocarpa R.E.Fr.",NA,"original coordinates OK","GBIF"
"15",NA,NA,"UPCB","45232","Porcelia macrocarpa R.E.Fr.",NA,"Annonaceae","Porcelia","macrocarpa",NA,"R.E.Fr.","Lobão, A.","2006-10-01",NA,"8200",NA,"Cervi, A.C.",2001,11,4,"brazil","Santa Catarina","Itapema","Bairro Areal",-48.633919,-27.109199,"Árvore, ca. 8m, flor amarela..","Porcelia macrocarpa R.E.Fr.",NA,"centroide mpo OK","GBIF"
"16",NA,NA,"MBM","288170","Porcelia macrocarpa R.E.Fr.",NA,"Annonaceae","Porcelia","macrocarpa",NA,"R.E.Fr.","Baitello, JB","2000-10-01",NA,"896",NA,"Baitello, JB",2000,10,27,"brazil","São Paulo","Ilhabela","Parque Estadual da Serra do Mar, Região do Jabaquara.",-45.32927,-23.851525,"Árvore 9m; flores creme; fruto.; Próximo a curso d'água.","Porcelia macrocarpa R.E.Fr.",NA,"centroide mpo (0) OK","GBIF"
"17",NA,NA,"SPSF","27399","Porcelia macrocarpa R.E.Fr.",NA,"Annonaceae","Porcelia","macrocarpa",NA,"R.E.Fr.","","",NA,"896",NA,"J.B.Baitello",2000,10,27,"brazil","São Paulo","Ilhabela","Parque Estadual",-45.32927,-23.851525,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: regiao do Jabaquara&nf;;","Porcelia macrocarpa R.E.Fr.",NA,"centroide mpo OK","GBIF"
"18",NA,NA,"HUFU","24467","Porcelia macrocarpa R.E.Fr.",NA,"Annonaceae","Porcelia","macrocarpa",NA,"R.E.Fr.","Damaso, P.P.","2004-11-01",NA,"s.n.",NA,"Hipólito-Neto, F.D.",1999,11,19,"brazil","Minas Gerais","Uberlândia","Usina de Miranda",-48.332227,-19.028177,"Árvore, ca. 8 m. Flores amarelas e botões de cor verde.; Mata de encosta.","Porcelia macrocarpa R.E.Fr.",NA,"centroide mpo (0) OK","GBIF"
"19",NA,NA,"SPSF","35354","Porcelia macrocarpa R.E.Fr.",NA,"Annonaceae","Porcelia","macrocarpa",NA,"R.E.Fr.","J.B.Baitello","2005-09-30",NA,"1772",NA,"J.B.Baitello & O.T. Aguiar & F.T.Rocha",1999,12,7,"brazil","São Paulo","Ilhabela","Parque Estadual",-45.32927,-23.851525,"COLETA: XLS: SPSFNovo; Árvoe 18m altura; GEOGRAFIA: região da Praia do Jabaquara, próximo de curso d'água&nf;;","Porcelia macrocarpa R.E.Fr.",NA,"centroide mpo OK","GBIF"
"20",NA,NA,"HUFU","14891","Porcelia macrocarpa R.E.Fr.",NA,"Annonaceae","Porcelia","macrocarpa",NA,"R.E.Fr.","","",NA,"393",NA,"Shiavini, I.; Oliveira, P.E.",1996,5,1,"brazil","Minas Gerais","Uberlândia","Vale do Rio Araguari",-48.332227,-19.028177,"Árvore, ca. 18 m. Fruto imaturo verde.; Mata mesofila.","Porcelia macrocarpa R.E.Fr.",NA,"centroide mpo (0) OK","GBIF"
"21",NA,NA,"RB","RB00418141","Porcelia macrocarpa R.E.Fr.",NA,"Annonaceae","Porcelia","macrocarpa",NA,"R.E.Fr.","Mass","1998-05-26",NA,"160",NA,"A. Lobão; S Cordeiro",1996,9,18,"brazil","Rio de Janeiro","Cabo Frio","Condominio Bauer club praia das caravelas .",-42.058216,-22.716047,"Árvore, folhas discolores verdes, grossas e lisas, flores em botão verdes, e maduras amarelas, bastante cheirosa.","Porcelia macrocarpa R.E.Fr.",NA,"centroide mpo OK","GBIF"
"22",NA,NA,"RB","RB00484642","Porcelia macrocarpa R.E.Fr.",NA,"Annonaceae","Porcelia","macrocarpa",NA,"R.E.Fr.","L. Junikka","1999-01-01",NA,"955",NA,"Jomar G. Jardim; T.S. dos Santos & E.B. dos Santos",1996,10,24,"brazil","Bahia","Ilhéus","Área do CEPEC ( Centro de Pesquisas do Cacau), km 22 da Rodovia Ilhéus/Itabuna (BR 415). Quadra Q.I."" localizada a N do prédio do CENEX.",-39.190761,-14.766458,"Árvore com ca. 18 m de altura x 40 cm de diâmetro. Folhas verde-claro pouco discolores. Flores com pétalas amarelo-esverdeada, cálice verde. Frutos imaturos verdes, amarelos quando maduros.","Porcelia macrocarpa R.E.Fr.",NA,"centroide mpo OK","GBIF"
