"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","infraspecificEpithet","comments"
"1","2018-04-05T10:28:46.000+0000","JBRJ","RB","RB01379039","Annona dolabripetala Raddi",NA,"Annonaceae","Annona","dolabripetala","Raddi","A.Lobão","2018-04-04T00:00:00.000+0000",NA,"47",NA,"K. Martins; A. Figueredo",2017,9,19,"Brazil","Bahia","Saubara","No vale",NA,NA,NA,"urn:catalog:JBRJ:RB:1379039",NA,"Annona dolabripetala Raddi",NA,NA
"2",NA,"UEFS","HUEFS","237271","Rollinia dolabripetala (Raddi) R.E.Fr.",NA,"Annonaceae","Annona","dolabripetala","(Raddi) R.E.Fr.","A.M.Miranda","2017-11-01T00:00:00.000+0000",NA,"47",NA,"Martins, K.",2017,9,19,"Brazil","Bahia","Saubara","No Vale.",NA,NA,NA,"BRA:UEFS:HUEFS:0000237271",NA,"Rollinia dolabripetala (Raddi) R.E.Fr.",NA,NA
"3","2018-07-30T16:17:58.000+0000","JBRJ","RB","RB00990171","Annona dolabripetala Raddi",NA,"Annonaceae","Annona","dolabripetala","Raddi","Adriana Lobão",NA,NA,"39",NA,"Negreiros, F.F.; Rodrigues, P.J.P. e Souza, I.P.L.",2015,3,4,"Brazil","Rio de Janeiro","Miguel Pereira","Orbel II.",-43.414722,-22.386389,"Árvore com fruto imaturo verde.  Orbel II, próximo ao 28, coleta aleatória.","urn:catalog:JBRJ:RB:990171",NA,"Annona dolabripetala Raddi",NA,NA
"4",NA,"UEFS","HUEFS","233083","Annona dolabripetala Raddi",NA,"Annonaceae","Annona","dolabripetala","Raddi","M.Gomes","2017-04-01T00:00:00.000+0000",NA,"765",NA,"Rigon, L.G.C.",2015,10,16,"Brazil","Rio de Janeiro","Miguel Pereira","Conglomerado 82-3-8-63.",-43.380278,-22.500278,"Floresta Secundária Estacional Semidecidual.","BRA:UEFS:HUEFS:0000233083",NA,"Annona dolabripetala Raddi",NA,NA
"5","2017-10-08T17:23:39.000+0000","JBRJ","RB","RB01040540","Annona dolabripetala Raddi",NA,"Annonaceae","Annona","dolabripetala","Raddi","Adriana Lobão",NA,NA,"521",NA,"I.G. Costa",2014,8,23,"Brazil","Rio de Janeiro","Cambuci","Serra de São Caetano. ao lado de córrego, à margem da estrada para rampa de voo livre.",-41.899722,-21.529167,"lâmina papirácea esverdeada, aveludada.","urn:catalog:JBRJ:RB:1040540",NA,"Annona dolabripetala Raddi",NA,NA
"6",NA,"UNICAMP","UEC","186625","Annona dolabripetala Raddi",NA,"Annonaceae","Annona","dolabripetala","Raddi",NA,NA,NA,"1792",NA,"Flores, T.B.; Mello, F.N.A.; Braga, D.P.P.; Bettinardi, M.L.; Souza, V.C.; Rodrigues, R.R.",2013,3,26,"Brazil","São Paulo","Tapiraí","Brasil. São Paulo. Tapiraí. Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores.",-47.533472,-24.033917,"Floresta Ombrófila Densa com pertubação antrópica (presença de exóticas como nêspera, Citrus, araucária).","BRA:UNICAMP:UEC:0000186625",NA,"Annona dolabripetala Raddi",NA,NA
"7","2017-10-19T05:22:54.000+0000","JBRJ","RB","RB00940128","Annona dolabripetala Raddi",NA,"Annonaceae","Annona","dolabripetala","Raddi",NA,NA,NA,"1792",NA,"T.B. Flores; F.N.A. Mello, D.P.P. Braga, M.L. Bettinardi, V.C. Souza, R.R. Rodrigues, J.Y. Tamashiro, N.M. Ivanauskas",2013,3,26,"Brazil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d´água para vila de moradores. (24,02021S; 47,31605W).",NA,NA,NA,"urn:catalog:JBRJ:RB:940128",NA,"Annona dolabripetala Raddi",NA,NA
"8","2015-12-07T15:02:34.000+0000","JBRJ","RB","RB01049667","Annona dolabripetala Raddi",NA,"Annonaceae","Annona","dolabripetala","Raddi","V.C. Souza","2013-01-01T00:00:00.000+0000",NA,"1212",NA,"G.D. Colletta; G.A. Aguirre; J. Teixeira",2013,6,15,"Brazil","São Paulo","Ilhabela","Trilha de Castelhanos, próximo a guarita.",NA,NA,"Árvore, 8m, frutos passados","urn:catalog:JBRJ:RB:1049667",NA,"Annona dolabripetala Raddi",NA,NA
"9","2017-10-17T17:12:54.000+0000","JBRJ","RB","RB00836200","Annona dolabripetala Raddi",NA,"Annonaceae","Annona","dolabripetala","Raddi","Giseli A. Nobrega & Adriana Lobão","2014-02-21T00:00:00.000+0000",NA,NA,NA,"Pimentel, L.B.; Junqueira, A.S.C.",2013,11,8,"Brazil","Rio de Janeiro","Araruama","Conglomerado 134-2-1-1. Coordenadas: Lat 22,815 S: Long 42,435 O.",NA,NA,"Árvore. Flor verde. odor caracteristico da fámilia.","urn:catalog:JBRJ:RB:836200",NA,"Annona dolabripetala Raddi",NA,NA
"10","2017-10-21T23:40:03.000+0000","JBRJ","RB","RB00853981","Annona dolabripetala Raddi",NA,"Annonaceae","Annona","dolabripetala","Raddi","Giseli A. Nobrega","2014-05-15T00:00:00.000+0000",NA,NA,NA,"Pimentel, L. B.; Junqueira, A. S. C.; Ramos, M; Giovanetti-Alves, R.",2013,11,27,"Brazil","Rio de Janeiro","Macuco","Conglomerado 184-1-10-34. Coord.: -22,05 Long 43,3. Alt.: 370m.",NA,NA,"Árvore. Fruto de cor verde.","urn:catalog:JBRJ:RB:853981",NA,"Annona dolabripetala Raddi",NA,NA
"11","2017-10-19T05:05:04.000+0000","JBRJ","RB","RB00854031","Annona dolabripetala Raddi",NA,"Annonaceae","Annona","dolabripetala","Raddi","Adriana Lobão",NA,NA,NA,NA,"Pimentel, L.B.; Junqueira, A.C.S; Ramos, M & Giovanetti- Alves, R",2013,11,28,"Brazil","Rio de Janeiro","Macuco","Conglomerado 184-2-10-32. Fragmento de floresta estacional semidecidua sobre solo argiloso. Lat 22,05 Long 43,3.",NA,NA,"Árvore. Com fruto. Planta localizada próximo a borda.","urn:catalog:JBRJ:RB:854031",NA,"Annona dolabripetala Raddi",NA,NA
"12",NA,"MBM","MBM","405015","Annona dolabripetala Raddi",NA,"Annonaceae","Annona","dolabripetala","Raddi","Nobrega, GA","2014-02-21T00:00:00.000+0000",NA,"s.n.",NA,"Pimentel, LB; Junqueira, ASC",2013,11,8,"Brazil","Rio de Janeiro","Araruama","Conglomerado 134-2-1-1",-42.435,-22.815,"Árvore. Flor verde. Odor característico da família.; Fragmento de floresta estacional semidecidual secundário sobre solo argiloso.","BRA:MBM:MBM:0000405015",NA,"Annona dolabripetala Raddi",NA,NA
"13",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","134901","Rollinia dolabripetala (Raddi) R.E.Fr.",NA,"Annonaceae","Annona","dolabripetala","(Raddi) R.E.Fr.",NA,NA,NA,"614",NA,"M.M. Coelho",2012,2,2,"Brazil","Bahia","Almadina","Serra do Corcovado, acesso pela vertente oposta à de Seu Francisco. Área denominada de Corcovado São Domingos, acesso pela Fazenda Aleluia, proprietário Sérgio Brito, Contato seu China.",-39.6,-14.7,"Floresta Ombrófila Densa Montana","BRA:CEPLAC:CEPEC:0000134901",NA,"Rollinia dolabripetala (Raddi) R.E.Fr.",NA,NA
"14","2013-09-25T15:57:57.000+0000","JBRJ","RB","RB00808211","Annona dolabripetala Raddi",NA,"Annonaceae","Annona","dolabripetala","Raddi","A. Lobão",NA,NA,"71",NA,"M. V.R. C. Simão",2012,4,26,"Brazil","Minas Gerais","Viçosa","Estação de Pesquisa, treinamento e Educação Ambiental mata do Paraíso.",NA,NA,"Árvore 14m CAP 117 cm. Pedúnculo 2 a 3 cm de comprimento, glabro, lenticelado, fruto maduro amarelo ou marrom similar, células mortas do ritidoma, redondo a achatado e com sulcos formando escudos","urn:catalog:JBRJ:RB:808211",NA,"Annona dolabripetala Raddi",NA,NA
"15",NA,"UFV","VIC","40507","Annona dolabripetala Raddi",NA,"Annonaceae","Annona","dolabripetala","Raddi","Lobão. A.Q.","2013-09-03T00:00:00.000+0000",NA,"381",NA,"Simão, M.V.R.C.",2012,11,24,"Brazil","Minas Gerais","Viçosa","Mata do Paraiso",0,0,"Árvore, 10m cálice e corola verde amarelado, folhas jovens róseas avermelhadas.","BRA:UFV:VIC:0000040507",NA,"Annona dolabripetala Raddi",NA,NA
"16",NA,"Fundação Universidade Federal de Mato Grosso do Sul (UFMS)","CGMS","63820","Annona dolabripetala Raddi",NA,"Annonaceae","Annona","dolabripetala","Raddi","M.L. Brotto","2014-02-21T00:00:00.000+0000",NA,"4299",NA,"M.G. Caxambu",2012,11,2,"Brazil","Paraná","Pontal do Paraná","Balneário de Canoas.",-48.473333,-25.6735,"HABITAT:Floresta ombrófila densa das terras baixas.; HABITO:Árvore, heliófita. 8,00 m de altura.;FLOR:Flor amarela.;","BRA:UFMS:CGMS:0000063820",NA,"Annona dolabripetala Raddi",NA,NA
