"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"23","2015-11-09T11:15:20.000+0000","JBRJ","RB","RB01002797","Annona neosericea H.Rainer","Annonaceae","Annona","neosericea",NA,"H.Rainer","H.RAINER",NA,NA,"4048",NA,"M.G.Bovini; J.F.Baumgratz, T.Meneguzzo et M.S.Wängler",2014,11,27,"Brazil","Rio de Janeiro","Mambucaba","Parque Nacional da Serra da Bocaina, estrada do Ouro. 86m.",-44.587222,-22.945,"Árvore ca. 5m, semi-heliófila, frequente no local. Folhas cartáceas, discolores. Frutos imaturos verdes.","urn:catalog:JBRJ:RB:1002797",NA,"Annona neosericea H.Rainer"
"24","2017-10-15T11:15:10.000+0000","JBRJ","RB","RB01118915","Rollinia sericea (R.E.Fr.) R.E.Fr.","Annonaceae","Annona","sericea",NA,"(R.E.Fr.) R.E.Fr.",NA,NA,NA,"45",NA,"L.B. Évora; L.C. Bernacci; F.D.M. Carvalho",2013,11,19,"Brazil","São Paulo","Campinas","IAC, Fazenda Santa Elisa, Monjolinho, Quadra do Pivo IV, L3, P23",NA,NA,"Altura de 4 metros. Folhas verdes, na região abaxial, discolor e aspecto aveludado; flor de cor amarela; fruto imaturo","urn:catalog:JBRJ:RB:1118915",NA,"Rollinia sericea (R.E.Fr.) R.E.Fr."
"26",NA,"Universidade Regional de Blumenau, FURB","FURB","43331","Annona neosericea H.Rainer","Annonaceae","Annona","neosericea",NA,"H.Rainer","Sobral, M","2015-07-10T00:00:00.000+0000",NA,"3192",NA,"Gasper, A.L. de",2013,12,13,"Brazil","Santa Catarina","Timbó","Morro Azul.",-49.211944,-26.762778,NA,"BRA:FURB:FURB:0000043331",NA,"Annona neosericea H.Rainer"
"27",NA,"Universidade Regional de Blumenau, FURB","FURB","37236","Annona neosericea H.Rainer","Annonaceae","Annona","neosericea",NA,"H.Rainer","Klemz, G","2012-01-18T00:00:00.000+0000",NA,"102",NA,"Klemz, G.",2012,1,18,"Brazil","Santa Catarina","Pomerode","Vale do Selke.",-49.128056,-26.819167,NA,"BRA:FURB:FURB:0000037236",NA,"Annona neosericea H.Rainer"
"28",NA,"UNISANTA","HUSC","8025","Rollinia sericea (R.E.Fr.) R.E.Fr.","Annonaceae","Annona","sericea",NA,"(R.E.Fr.) R.E.Fr.","Sampaio, P.S.P.","2014-02-01T00:00:00.000+0000",NA,"19",NA,"Guandalini, R.",2012,3,13,"Brazil","São Paulo","Guarujá","Serra do Guararu, condomínio Iporanga, prox. a área C.",0,0,NA,"BRA:UNISANTA:HUSC:0000008025",NA,"Rollinia sericea (R.E.Fr.) R.E.Fr."
"29","2015-09-30T14:08:51.000+0000","JBRJ","RB","RB01015902","Annona neosericea H.Rainer","Annonaceae","Annona","neosericea",NA,"H.Rainer","E.G.A. Martins",NA,NA,"197",NA,"E.G.A. Martins; D.G. Almeida-Costa; M.C.M. Godoy",2011,10,8,"Brazil","São Paulo","Cubatão","Parque Ecológico Perequê. Trilha da Cachoeira, 300m após travessia do Rio Perequê, lado esquerdo no interior da mata.",-46.429722,-23.827222,"Árvore, 5m. Folhas ferrugíneas na face abaxial, glabras. Flores marrons a amareladas, sépalas e pétalas ferrugíneas. Frutos com indumento ferrugíneo","urn:catalog:JBRJ:RB:1015902",NA,"Annona neosericea H.Rainer"
"30",NA,"NY","NY","02642163","Annona neosericea H.Rainer","Annonaceae","Annona","neosericea",NA,"H.Rainer",NA,NA,NA,"197",NA,"E. G. A. Martins",2011,10,8,"Brazil","SÃ£o Paulo",NA,"Parque EcolÃ³gico do PerequÃª. Trilha da Cachoeira, 300 m apÃ³s travessia do rio PerequÃª, lado esquerdo no interior da mata.",-46.42978,-23.8272,NA,"d90f380f-36a2-4657-8106-2d3459ba44e4",NA,"Annona neosericea H.Rainer"
"31",NA,"Universidade Regional de Blumenau, FURB","FURB","42495","Annona neosericea H.Rainer","Annonaceae","Annona","neosericea",NA,"H.Rainer","Uhlmann, A","2012-01-26T00:00:00.000+0000",NA,"90",NA,"Caglioni, E.",2011,12,19,"Brazil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí.",-49.085833,-27.056389,"na margem da estrada","BRA:FURB:FURB:0000042495",NA,"Annona neosericea H.Rainer"
"32",NA,"UNEMAT","HERBAM","7373","Annona neosericea H.Rainer","Annonaceae","Annona","neosericea",NA,"H.Rainer","Silva, DR","2012-07-12T00:00:00.000+0000",NA,"Triag. 414904",NA,"Soares, CRA; Damasceno, ASV; Melo, JBM; Duarte, JAS",2011,12,21,"Brazil","Pará","Jacareacanga","Terra Firme.",-56.830556,-9.324444,"UHE Teles Pires","BRA:UNEMAT:HERBAM:0000007373",NA,"Annona neosericea H.Rainer"
"33",NA,"UNESC","CRI","131","Annona neosericea H.Rainer","Annonaceae","Annona","neosericea",NA,"H.Rainer","A. A. de Oliveira","2010-03-18T00:00:00.000+0000",NA,"3399",NA,"M. Verdi",2010,1,27,"Brazil","Santa Catarina","Treviso","Cirenaica.",-49.497222,-28.529167,"Floresta Ombrófila Densa","BRA:UNESC:CRI:0000000131",NA,"Annona neosericea H.Rainer"
"34",NA,"Universidade Regional de Blumenau, FURB","FURB","21316","Annona neosericea H.Rainer","Annonaceae","Annona","neosericea",NA,"H.Rainer","Gasper, AL de","2010-03-15T00:00:00.000+0000",NA,"1597",NA,"Dreveck, S.",2010,1,26,"Brazil","Santa Catarina","Jaraguá do Sul","Garibaldi.",-49.175833,-26.552222,"Florística IFFSC 907 (Arvoreta)","BRA:FURB:FURB:0000021316",NA,"Annona neosericea H.Rainer"
"36",NA,"UNESC","CRI","132","Annona neosericea H.Rainer","Annonaceae","Annona","neosericea",NA,"H.Rainer","A. L. de Gasper","2010-03-15T00:00:00.000+0000",NA,"1597",NA,"S. Dreveck",2010,1,26,"Brazil","Jaraguá",NA,"Garibaldi.",-49.259444,-26.552222,"Floresta Ombrófila Densa","BRA:UNESC:CRI:0000000132",NA,"Annona neosericea H.Rainer"
"38",NA,"Universidade Estadual de Londrina, UEL","FUEL","51074","Annona neosericea H.Rainer","Annonaceae","Annona","neosericea",NA,"H.Rainer","Gasper, AL","2010-03-26T00:00:00.000+0000",NA,"1798",NA,"Dreveck, S; Carneiro, FE",2010,2,20,"Brazil","Santa Catarina","Jaraguá do Sul","Floresta Ombrófila Densa, em interior do fragmento, estágio sucessional médio de regeneração",-49.051667,-26.462222,"Florística IFFSC 955 (Arbórea); hábito arbóreo; altura de 8m; fruto verde.","BRA:UEL:FUEL:0000051074",NA,"Annona neosericea H.Rainer"
"39",NA,"Universidade Estadual de Londrina, UEL","FUEL","51079","Annona neosericea H.Rainer","Annonaceae","Annona","neosericea",NA,"H.Rainer","A.A. de Oliveira","2010-03-19T00:00:00.000+0000",NA,"3542",NA,"Verdi, M; Souza, NL; Klemz, G",2010,2,1,"Brazil","Santa Catarina","Cocal do Sul","Linha Cabral, Floresta Ombrófila Densa, em interior do fragmento; estágio sucessional médio de regeneração",-49.315556,-28.617778,"Fito IFFSC 50 /L/13; hábito arbóreo; altura de 8m.","BRA:UEL:FUEL:0000051079",NA,"Annona neosericea H.Rainer"
"42",NA,"Universidade Regional de Blumenau, FURB","FURB","21537","Annona neosericea H.Rainer","Annonaceae","Annona","neosericea",NA,"H.Rainer","Stival-Santos, A","2010-02-20T00:00:00.000+0000",NA,"1778",NA,"Stival-Santos, A.",2010,2,20,"Brazil","Santa Catarina","Águas Mornas","Canto do Schutch.",-48.87,-27.63,"Florística IFFSC 316 (Arbórea)","BRA:FURB:FURB:0000021537",NA,"Annona neosericea H.Rainer"
"44",NA,"IAP","PACA-AGP","113644","Annona neosericea H.Rainer","Annonaceae","Annona","neosericea",NA,"H.Rainer","A.Stival-Santos","2010-02-20T00:00:00.000+0000",NA,"1778",NA,"A. Stival-Santos",2010,2,20,"Brazil","Sc","Águas Mornas","Canto do Schutch",-48.87,-27.63,"FURB 21537 Habitat: Mata ciliar no entorno do fragmento Ecossistema: floresta ombrófila densa","BRA:IAP:PACA-AGP:0000113644",NA,"Annona neosericea H.Rainer"
"45",NA,"Universidade Estadual de Londrina, UEL","FUEL","51052","Annona neosericea H.Rainer","Annonaceae","Annona","neosericea",NA,"H.Rainer","A.A. de Oliveira","2010-04-20T00:00:00.000+0000",NA,"2391",NA,"Korte, A; Kniess, A",2010,3,30,"Brazil","Santa Catarina","Rodeio","São Pedro, Floresta Ombrófila Densa, em interior do fragmento, estágio sucessional médio",-49.411389,-26.910278,"Fito IFFSC 690 /L/33; hábito arbóreo; altura de 11m; fruto imaturo.","BRA:UEL:FUEL:0000051052",NA,"Annona neosericea H.Rainer"
"47",NA,"Universidade Estadual do Centro-Oeste (UNICENTRO)","HUCO","5325","Annona neosericea H.Rainer","Annonaceae","Annona","neosericea",NA,"H.Rainer","Gasper, A.L.","2010-03-31T00:00:00.000+0000",NA,"2007",NA,"Stival-Santos, A.",2010,3,10,"Brazil","Santa Catarina","Florianópolis","Parque Municipal Lagoa do Peri, Interior do fragmento",0,0,"IFFSC 8003, FURB 22275; Arbóreo, 7 m, fruto imaturo verde, estádio de sucessão avançado; Floresta Ombrófila Densa; HABITAT: Floresta Ombrófila Densa; DESC: Arbóreo, 7 m, fruto imaturo verde, estádio de sucessão avançado","BRA:UNICENTRO:HUCO:0000005325",NA,"Annona neosericea H.Rainer"
"49",NA,"Universidade Regional de Blumenau, FURB","FURB","22743","Annona neosericea H.Rainer","Annonaceae","Annona","neosericea",NA,"H.Rainer","Korte, A","2010-04-05T00:00:00.000+0000",NA,"2235",NA,"Korte, A.",2010,3,19,"Brazil","Santa Catarina","Apiúna","Jundiá.",-49.32,-27.09,"Florística IFFSC 576 (Arbórea)","BRA:FURB:FURB:0000022743",NA,"Annona neosericea H.Rainer"
"52",NA,"MBM","MBM","380187","Annona neosericea H.Rainer","Annonaceae","Annona","neosericea",NA,"H.Rainer","Verdi, M","2010-03-30T00:00:00.000+0000",NA,"3931",NA,"Verdi, M; Klettenberg, DH; Klemz, G",2010,3,12,"Brazil","Santa Catarina","Orleans","Rio Mirador, Próximo ao Parque Estadual da Serra Furada.",-49.41,-28.17,"Floristica IFFSC 142.; Árvore 7m.; Floresta Ombrófila Densa; Estádio Suces.: médio de regeneração; interior do fragmento.","BRA:MBM:MBM:0000380187",NA,"Annona neosericea H.Rainer"
"54",NA,"Universidade Regional de Blumenau, FURB","FURB","24052","Annona neosericea H.Rainer","Annonaceae","Annona","neosericea",NA,"H.Rainer","Gasper, AL de","2010-04-29T00:00:00.000+0000",NA,"4395",NA,"Verdi, M.",2010,4,12,"Brazil","Santa Catarina","São Bonifácio","Rio Sete.",-48.960833,-28.080556,"Fito IFFSC 172 /L/25","BRA:FURB:FURB:0000024052",NA,"Annona neosericea H.Rainer"
"55",NA,"IAP","PACA-AGP","113643","Annona neosericea H.Rainer","Annonaceae","Annona","neosericea",NA,"H.Rainer","A.A. de Oliveira","2010-05-05T00:00:00.000+0000",NA,"4265",NA,"M. Verdi",2010,4,7,"Brazil","Sc","Armazém","São José dos Macacos/Mineração",-48.959444,-28.2625,"FURB 24402 Ecossistema: floresta ombrófila densa","BRA:IAP:PACA-AGP:0000113643",NA,"Annona neosericea H.Rainer"
"57",NA,"IAP","PACA-AGP","113642","Annona neosericea H.Rainer","Annonaceae","Annona","neosericea",NA,"H.Rainer","A.L. de Gaspar","2010-04-29T00:00:00.000+0000",NA,"4395",NA,"M. Verdi",2010,4,12,"Brazil","Sc","São Bonifácio","Rio Sete",-48.960833,-28.080556,"FURB 24052 Habitat: Interior do fragmento Ecossistema: floresta ombrófila densa","BRA:IAP:PACA-AGP:0000113642",NA,"Annona neosericea H.Rainer"
"59",NA,"Universidade Regional de Blumenau, FURB","FURB","24402","Annona neosericea H.Rainer","Annonaceae","Annona","neosericea",NA,"H.Rainer","Oliveira, AA de","2010-05-05T00:00:00.000+0000",NA,"4265",NA,"Verdi, M.",2010,4,7,"Brazil","Santa Catarina","Armazém","São José dos Macacos/Mineração.",-48.959444,-28.2625,"Fito IFFSC 123 /L/84","BRA:FURB:FURB:0000024402",NA,"Annona neosericea H.Rainer"
"61",NA,"Universidade Regional de Blumenau, FURB","FURB","10161","Annona neosericea H.Rainer","Annonaceae","Annona","neosericea",NA,"H.Rainer","Gasper, AL de","2009-02-01T00:00:00.000+0000",NA,"101",NA,"Souza, N.L. de",2009,1,15,"Brazil","Santa Catarina","Águas Mornas","RPPN Rio das Lontras.",-48.884167,-27.625833,NA,"BRA:FURB:FURB:0000010161",NA,"Annona neosericea H.Rainer"
"62",NA,"UFPR","UPCB","61989","Rollinia sericea (R.E.Fr.) R.E.Fr.","Annonaceae","Annona","sericea",NA,"(R.E.Fr.) R.E.Fr.","Brotto, M.L.","2009-02-18T00:00:00.000+0000",NA,"283",NA,"Brotto, M.L.",2009,2,7,"Brazil","Paraná","Morretes","Parque Estadual Pico do Marumbi.",-48.916111,-25.439444,"Árvore de 8 m de alt., frutos verdes. Floresta Ombrófila Densa Submontana..","BRA:UFPR:UPCB:0000061989",NA,"Rollinia sericea (R.E.Fr.) R.E.Fr."
"63",NA,"Universidade Regional de Blumenau, FURB","FURB","12756","Annona neosericea H.Rainer","Annonaceae","Annona","neosericea",NA,"H.Rainer","Verdi, M","2009-06-15T00:00:00.000+0000",NA,"2351",NA,"Verdi, M.",2009,6,15,"Brazil","Santa Catarina","Siderópolis","Reserva Biológica Estadual do Aguaí.",-49.603889,-28.549444,"Florística IFFSC 57(Arbórea)","BRA:FURB:FURB:0000012756",NA,"Annona neosericea H.Rainer"
"65",NA,"UNESC","CRI","128","Annona neosericea H.Rainer","Annonaceae","Annona","neosericea",NA,"H.Rainer",NA,NA,NA,NA,NA,"Jean Gabriel Cemin",2009,8,4,"Brazil","Santa Catarina","Turvo",NA,-49.681944,-28.928056,NA,"BRA:UNESC:CRI:0000000128",NA,"Annona neosericea H.Rainer"
"66",NA,"Universidade Regional de Blumenau, FURB","FURB","15872","Annona neosericea H.Rainer","Annonaceae","Annona","neosericea",NA,"H.Rainer","Korte, A","2009-10-21T00:00:00.000+0000",NA,"664",NA,"Korte, A.",2009,10,21,"Brazil","Santa Catarina","Blumenau","Bairro Ristow.",-49.154722,-26.939167,NA,"BRA:FURB:FURB:0000015872",NA,"Annona neosericea H.Rainer"
"67",NA,"Universidade Regional de Blumenau, FURB","FURB","15545","Annona neosericea H.Rainer","Annonaceae","Annona","neosericea",NA,"H.Rainer","Gasper, AL de","2009-11-01T00:00:00.000+0000",NA,"449",NA,"Schmitt, J.L.",2009,10,27,"Brazil","Santa Catarina","Presidente Nereu","Braço do Salão - Fazenda Sabiá.",-49.231389,-27.181389,"Florística IFFSC e518a (Arbórea). Forófito 7.","BRA:FURB:FURB:0000015545",NA,"Annona neosericea H.Rainer"
"70",NA,"UNESC","CRI","133","Annona neosericea H.Rainer","Annonaceae","Annona","neosericea",NA,"H.Rainer","A. L. de Gasper","2009-11-01T00:00:00.000+0000",NA,"449",NA,"J. L. Schmitt",2009,10,27,"Brazil","Presidente",NA,"Braço do Salão - Fazenda Sabiá.",-50.690556,-28.639722,"Floresta Ombrófila Densa","BRA:UNESC:CRI:0000000133",NA,"Annona neosericea H.Rainer"
"71",NA,"Universidade Regional de Blumenau, FURB","FURB","15254","Annona neosericea H.Rainer","Annonaceae","Annona","neosericea",NA,"H.Rainer","Gasper, AL de","2009-11-01T00:00:00.000+0000",NA,"968",NA,"Stival-Santos, A.",2009,10,7,"Brazil","Santa Catarina","Gaspar","Gaspar Alto, Rua Hésio Silveira de Souza.",-49.050833,-27.000556,"Florística IFFSC 637 (Arbórea)","BRA:FURB:FURB:0000015254",NA,"Annona neosericea H.Rainer"
"72",NA,"Universidade Regional de Blumenau, FURB","FURB","17832","Annona neosericea H.Rainer","Annonaceae","Annona","neosericea",NA,"H.Rainer","Sobral, M","2010-01-25T00:00:00.000+0000",NA,"3083",NA,"Verdi, M.",2009,11,7,"Brazil","Santa Catarina","Nova Veneza","São Bonifácio.",-49.588611,-28.708056,"Florística IFFSC 39 (Arbórea)","BRA:FURB:FURB:0000017832",NA,"Annona neosericea H.Rainer"
"73",NA,"Universidade Estadual de Londrina, UEL","FUEL","51091","Annona neosericea H.Rainer","Annonaceae","Annona","neosericea",NA,"H.Rainer","Stival-Santos, A","2009-11-05T00:00:00.000+0000",NA,"1155",NA,"Stival-Santos, A; Legal, E; Silveira, S",2009,11,5,"Brazil","Santa Catarina","Botuverá","Lageado Alto - Recanto Feliz, Floresta Ombrófila Densa, em mata ciliar no entorno do fragmento, estágio sucessional avançado",-49.14,-27.18,"Florística IFFSC 519 (Arvoreta); arvoreta.","BRA:UEL:FUEL:0000051091",NA,"Annona neosericea H.Rainer"
"74",NA,"Universidade Regional de Blumenau, FURB","FURB","19591","Annona neosericea H.Rainer","Annonaceae","Annona","neosericea",NA,"H.Rainer","Gasper, AL de","2010-01-25T00:00:00.000+0000",NA,"3273",NA,"Verdi, M.",2009,11,30,"Brazil","Santa Catarina","Nova Veneza","São Bento Baixo.",-49.499444,-28.710833,"Florística IFFSC 40 (Arbórea)","BRA:FURB:FURB:0000019591",NA,"Annona neosericea H.Rainer"
"76",NA,"Universidade Federal de Santa Catarina (UFSC)","FLOR","44538","Annona neosericea H.Rainer","Annonaceae","Annona","neosericea",NA,"H.Rainer","Oliveira, A.A. de","2010-01-25T00:00:00.000+0000",NA,"3160",NA,"Verdi, M.",2009,11,23,"Brazil","Santa Catarina","Morro Grande","Três Barras.",-49.77,-28.71,"arvoreta, flor amarela, 6m altura. Florística IFFSC 37 (Arvoreta). Floresta Ombrófila Densa.","BRA:UFSC:FLOR:0000044538",NA,"Annona neosericea H.Rainer"
"77",NA,"Universidade Regional de Blumenau, FURB","FURB","18262","Annona neosericea H.Rainer","Annonaceae","Annona","neosericea",NA,"H.Rainer","Gasper, AL de","2010-01-01T00:00:00.000+0000",NA,"1311",NA,"Dreveck, S.",2009,11,25,"Brazil","Santa Catarina","Joinville","Próximoa Br-101.",-48.87,-26.37,"Florística IFFSC 997 (Arbórea). Encontrada em área aberta.","BRA:FURB:FURB:0000018262",NA,"Annona neosericea H.Rainer"
"82",NA,"UNIVILLE","JOI","12024","Annona neosericea H.Rainer","Annonaceae","Annona","neosericea",NA,"H.Rainer","A.A. de Oliveira","2009-12-01T00:00:00.000+0000",NA,"3341",NA,"Verdi, M.",2009,12,2,"Brazil","Santa Catarina","Morro da Fumaça","Estação Cocal.",-49.232222,-28.619167,"; HABITAT: interior do fragmento; HABITO: arbórea; TIPO VEGETACIONAL: Floresta Ombrófila Densa","BRA:UNIVILLE:JOI:0000012024",NA,"Annona neosericea H.Rainer"
