"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","acceptedNameUsage","occurrenceID","comments","bibliographicCitation"
"1",NA,NA,"HST","21913","Rollinia dolabripetala (Raddi) G.Don",NA,"Annonaceae","Annona","dolabripetala",NA,"(Raddi) G.Don","A.M.Miranda","2017-11-06",NA,"47",NA,"K.Martins; A.Figueredo",2017,9,19,"brazil","Bahia","Saubara","",-38.754892,-12.781103,"Árvore ca. 9 m alt.; caule cinza-esbranquiçado; folhas membranáceas; botão floral amarronzado; fruto em forma de hélice amarelo. Ocasional.","Rollinia dolabripetala (Raddi) G.Don",NA,"centroide mpo OK","GBIF"
"2",NA,NA,"FURB","49134","Annona dolabripetala Raddi",NA,"Annonaceae","Annona","dolabripetala",NA,"Raddi","Oliveira, AA de","2016-01-14",NA,"2885",NA,"Oliveira, A.A. de",2016,1,14,"brazil","Santa Catarina","Orleans","Rio Hipólito.",-49.499444,-28.260278,"","Annona dolabripetala Raddi",NA,"original coordinates OK","GBIF"
"3",NA,NA,"HDJF","5323","Annona dolabripetala Raddi",NA,"Annonaceae","Annona","dolabripetala",NA,"Raddi","Moreira, SN","2016-01-01",NA,"1829",NA,"Moreira, SN; Pereira, E",2016,1,11,"brazil","Minas Gerais","Conceição do Mato Dentro","Cava Sul - Anglo American",-43.421246,-18.913598,"Arbusto 2m de altura. Fruto Verde; Remanescente de Floresta Estacional Semidecidual","Annona dolabripetala Raddi",NA,"original coordinates OK","GBIF"
"4",NA,NA,"HDJF","4735","Annona dolabripetala Raddi",NA,"Annonaceae","Annona","dolabripetala",NA,"Raddi","Soares, CCC","2016-11-01",NA,"120",NA,"Soares, CCC; Gomes, RR; Rabelo, LC; Pereira, TKR",2016,5,14,"brazil","Minas Gerais","Conceição do Mato Dentro","Área perticular da empresa Anglo American, Extensão Sul da Cava Step 2.",-43.423611,-18.909722,"Tronco retilíneo, base cilíndrica e súber com tonalidade cinza. CAP 45,3 cm.; Floresta Estacional Semidecidual","Annona dolabripetala Raddi",NA,"original coordinates OK","GBIF"
"5",NA,NA,"VIES","40036","Annona dolabripetala Raddi",NA,"Annonaceae","Annona","dolabripetala",NA,"Raddi","","",NA,"4147",NA,"Gomes, J.M.L.",2015,1,10,"brazil","Espírito Santo","Guarapari","Três Praias.",-40.547524,-20.585141,"","Annona dolabripetala Raddi",NA,"centroide mpo OK","GBIF"
"6",NA,NA,"NY","03188897","Annona dolabripetala Raddi",NA,"Annonaceae","Annona","dolabripetala",NA,"Raddi","","",NA,"39",NA,"F. F. Negreiros",2015,3,4,"brazil","Rio de Janeiro","","Orbel II.",-43.4147,-22.3864,"","Annona dolabripetala Raddi",NA,"original coordinates outside municipality original in  falls in paty do alferes","GBIF"
"7",NA,NA,"RB","RB01003072","Annona dolabripetala Raddi",NA,"Annonaceae","Annona","dolabripetala",NA,"Raddi","J.R.Mattos e M. Nadruz","2015-08-28",NA,"186",NA,"J.R.Mattos; M.Nadruz",2015,8,28,"brazil","Rio de Janeiro","Rio de Janeiro","Canteiro 37A, JBRJ.",-43.45231,-22.924471,"Ramos cilíndricos e pilosos, folhas alternas, sem presença de estípulas, lâmina foliar simples elíptica, com margem inteira. Flores esverdeadas.","Annona dolabripetala Raddi",NA,"centroide mpo OK","GBIF"
"8",NA,NA,"RB","RB01316699","Annona dolabripetala Raddi",NA,"Annonaceae","Annona","dolabripetala",NA,"Raddi","Mario Gomes","2017-04-20",NA,"765",NA,"Luis Gustavo C. Rigon",2015,10,16,"brazil","Rio de Janeiro","Miguel Pereira","Conglomerado 82-3-8-63. UTM do Ponto Central: E (666639m) N (7510927m). Fuso do GPS (23K)",-43.474103,-22.510859,"Árvore, com 16,5 m de altura. Base reta. Casca interna amarela e externa cinza, grossa, fissurada, com desprendimento em depressões, com odor aromático quando cortada. Botão Floral castanho","Annona dolabripetala Raddi",NA,"centroide mpo OK","GBIF"
"9",NA,NA,"RB","RB01118896","Annona dolabripetala Raddi",NA,"Annonaceae","Annona","dolabripetala",NA,"Raddi","D.A. Folli","2015-10-15",NA,"7413",NA,"D.A. Folli",2015,10,8,"brazil","Espírito Santo","Cachoeiro de Itapemirim","Flora de Pacotuba. Estrada Trilha da Centenaria",-41.188735,-20.769195,"Terrestre; porte arbóreo, 7m, fuste 3m, CAP fuste 61cm, diâmetro copa 3m; fuste cilíndrico; botão verde, flor amarelada; exsudação incolor, seiva; descamação ausente","Annona dolabripetala Raddi",NA,"centroide mpo OK","GBIF"
"10",NA,NA,"CVRD","15510","Annona dolabripetala Raddi",NA,"Annonaceae","Annona","dolabripetala",NA,"Raddi","Domingos A. Folli","2015-10-15",NA,"7413",NA,"Folli, D.A.",2015,10,8,"brazil","Espírito Santo","CACHOEIRO DE ITAPEMIRIM","",-41.188735,-20.769195,"<ll>dwc_commonname:</ll> Pinha da mata","Annona dolabripetala Raddi",NA,"centroide mpo OK","GBIF"
