"","institutionCode","catalogNumber","recordedBy"
"1","Instituto Nacional de Pesquisas da Amazônia (INPA)","227132","Zartman, CE"
"2","Instituto Nacional de Pesquisas da Amazônia (INPA)","225095","Carvalho-Sobrinho, JG de"
"3","Instituto Nacional de Pesquisas da Amazônia (INPA)","178999",NA
"4","Instituto Nacional de Pesquisas da Amazônia (INPA)","189690","Ribeiro, JELS"
"5","Instituto Nacional de Pesquisas da Amazônia (INPA)","179099",NA
"6","Instituto Nacional de Pesquisas da Amazônia (INPA)","200000","Miralha, JMS"
"7","Instituto Nacional de Pesquisas da Amazônia (INPA)","183092","Miralha, JMS"
"8","Instituto Nacional de Pesquisas da Amazônia (INPA)","179058","Ribeiro, JELS"
"9","Instituto Nacional de Pesquisas da Amazônia (INPA)","179050","Ribeiro, JELS"
"10","Instituto Nacional de Pesquisas da Amazônia (INPA)","179024",NA
"11","Instituto Nacional de Pesquisas da Amazônia (INPA)","17126","Rodrigues, WA"
"12","Instituto Nacional de Pesquisas da Amazônia (INPA)","17248","Rodrigues, WA"
"13","Instituto Nacional de Pesquisas da Amazônia (INPA)","15052","Rodrigues, WA"
"14","Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Setz, EZP"
"15","Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Azambuja, CAP"
"16","Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Prance, GT"
"17","Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Ribeiro, JELS"
"18","Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Miralha, JMS"
"19","Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Rodrigues, WA"
"20","Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Amaral, IL do"
"21","Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Vicentini, A"
"22","Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Souza, MAD de"
"23","Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Cavalcante, PB"
"24","Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Vieira, MGG"
"25","Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Nascimento, JR"
