"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"UFES","VIES","25762","Unonopsis aurantiaca Maas & Westra",NA,"Annonaceae","Unonopsis","aurantiaca","Maas & Westra",NA,NA,NA,"2938","Assis, A.M.; Cipriano, R. & Coutinho, H.",2012,1,4,"Brazil","Espírito Santo","Conceição da Barra","APA de Conceição da Barra - Quadrado - restinga plesitocênica.",-39.7775,-18.646389,"Arvoreta. Botões verdes. Interior de floresta alta de restinga.","BRA:UFES:VIES:0000025762",NA,"Unonopsis aurantiaca Maas & Westra"
"2",NA,"UFES","VIES","24237","Unonopsis aurantiaca Maas & Westra",NA,"Annonaceae","Unonopsis","aurantiaca","Maas & Westra","Oliveira, A.G.","2011-03-28T00:00:00.000+0000",NA,"110","Rocha, T.L.; Oliveira, A.G.",2011,2,11,"Brazil","Espírito Santo","Conceição da Barra","Itaúnas.",NA,NA,"SW1839","BRA:UFES:VIES:0000024237",NA,"Unonopsis aurantiaca Maas & Westra"
"3",NA,"USP","SPF","213429","Unonopsis aurantiaca Maas & Westra",NA,"Annonaceae","Unonopsis","aurantiaca","Maas & Westra","Lopes, JC","2011-04-20T00:00:00.000+0000",NA,"271","Lopes, JC",2011,4,20,"Brazil","Espírito Santo","Linhares","Reserva Natural Vale",-39.88689,-19.08222,NA,"BRA:USP:SPF:0000213429",NA,"Unonopsis aurantiaca Maas & Westra"
"4",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA115208","Unonopsis aurantiaca Maas & Westra",NA,"Annonaceae","Unonopsis","aurantiaca","Maas & Westra","Lopes, J.C","2011-04-20T00:00:00.000+0000",NA,"271","Lopes, J.C.",2011,4,20,"Brazil","Espírito Santo","Linhares",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA115208",NA,"Unonopsis aurantiaca Maas & Westra"
"5",NA,"UFES","VIES","25461","Unonopsis aurantiaca Maas & Westra",NA,"Annonaceae","Unonopsis","aurantiaca","Maas & Westra","Oliveira, A.G.","2011-11-30T00:00:00.000+0000",NA,"1118","Giaretta, A.O.",2011,11,30,"Brazil","Espírito Santo","São Mateus","Bairro Quadrado.",NA,NA,"SW1839","BRA:UFES:VIES:0000025461",NA,"Unonopsis aurantiaca Maas & Westra"
"6",NA,"Reserva Natural Vale (CVRD)","CVRD","13638","Unonopsis aurantiaca Maas & Westra",NA,"Annonaceae","Unonopsis","aurantiaca","Maas & Westra","Geovane S. Siqueira","2011-12-08T00:00:00.000+0000",NA,"689","Siqueira, G.S.",2011,12,8,"Brazil","Es","LINHARES","Final da estrada",-39.884444,-19.111667,"<ll>dwc_commonname:</ll> Pindaíba da mussununga","BRA:CVRD:CVRD:0000013638",NA,"Unonopsis aurantiaca Maas & Westra"
"7",NA,"Reserva Natural Vale (CVRD)","CVRD","13229","Unonopsis aurantiaca Maas & Westra",NA,"Annonaceae","Unonopsis","aurantiaca","Maas & Westra","Renato Mello-Silva","2010-12-04T00:00:00.000+0000",NA,"125","Lopes, J.C.",2010,12,4,"Brazil","Es","LINHARES",NA,NA,NA,"Col. adic. R. Mello-Silva & G.S.Siqueira <ll>dwc_commonname:</ll> Pindaíba da mussununga","BRA:CVRD:CVRD:0000013229",NA,"Unonopsis aurantiaca Maas & Westra"
"8",NA,NA,"Botany","L.4307575","Unonopsis aurantiaca Maas & Westra",NA,"Annonaceae","Unonopsis","aurantiaca","Maas & Westra",NA,NA,NA,NA,"Lopes JC; Mello-Silva R de; Siqueira GS",2010,12,4,"Brazil","Espírito Santo",NA,"Reserva Natural Vale. Nativo Paraju. Mussununga.",-39.8855,-19.1346,NA,"http://data.biodiversitydata.nl/naturalis/specimen/L.4307575",NA,"Unonopsis aurantiaca Maas & Westra"
"9","2017-10-14T01:31:49.000+0000","JBRJ","RB","RB00755495","Unonopsis aurantiaca Maas & Westra",NA,"Annonaceae","Unonopsis","aurantiaca","Maas & Westra","J.C. Lopes et R. Mello-Silva","2010-01-01T00:00:00.000+0000",NA,"125","J.C. Lopes; R. Mello-Silva; G. Siqueira",2010,12,4,"Brazil","Espírito Santo","Linhares","Reserva Natural Vale. Nativo Paraju.",-39.886944,-19.135278,"Árvore ca. 6m alt. Folhas levemente discolores, verde mais escuro na face adaxial, nervura primária amarela. Flores amarelo-alaranjadas. Frutos jovens verdes, maduros amarelo-alaranjados","urn:catalog:JBRJ:RB:755495",NA,"Unonopsis aurantiaca Maas & Westra"
"10",NA,"MBML","MBML-HERBARIO","49139","Unonopsis aurantiaca Maas & Westra",NA,"Annonaceae","Unonopsis","aurantiaca","Maas & Westra","J.C. Lopes & R. Mello-Silva/2010",NA,NA,"125","J.C. Lopes; G. Siqueira & R. Mello-Silva",2010,12,4,"Brazil","Espírito Santo","Linhares","Reserva Natural Vale. Nativo Paraju. Mussununga",-39.886944,-19.135444,"árvore ca 6m alt., folhas levemente discolores, verde mais escuro na face adaxial, nervura primária amarela. Flores amarelo-alaranjadas. Frutos jovens verdes, maduros amarelo- alaranjados","BRA:MBML:MBML-HERBARIO:0000049139",NA,"Unonopsis aurantiaca Maas & Westra"
