"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1","2016-03-03T00:00:00.000+0000","K","Herbarium","K001186307","Diclinanona matogrossensis Maas","Annonaceae","Diclinanona","matogrossensis","Maas",NA,NA,NA,"4808","Thomas, W.",1985,11,3,"Brazil",NA,"Vila Bela da Santíssima Trindade","4 km S of Rondônia state line on BR 364 from Vilhena to Cáceres.",NA,NA,"[Multiple sheets: K001186308]","http://specimens.kew.org/herbarium/K001186307",NA,"Diclinanona matogrossensis Maas"
"2",NA,NA,"Botany","U.1068588","Diclinanona matogrossensis Maas","Annonaceae","Diclinanona","matogrossensis","Maas","Maas PJM; Erkens RHJ",NA,NA,NA,"Thomas WW; Cid Ferreira CA; Ackerly DD; Guedes J; Ramos J; Lima RP",1985,11,3,"Brazil","Mato Grosso",NA,"Vila Bela da Santíssima Trindade: 4 km S of Rondônia state line on BR364, from Vilhena to Cáceres.",-60.033333,-12.9,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1068588",NA,"Diclinanona matogrossensis Maas"
"3",NA,"Faculdade São Lucas (FSL)","HFSL","355","Diclinanona matogrossensis Maas","Annonaceae","Diclinanona","matogrossensis","Maas","Maas, P.J.M.","1992-01-01T00:00:00.000+0000",NA,"4808","Thomas, W.W.; Ferreira, C.A.C.",1985,11,3,"Brazil","Mato Grosso","Vila .B.S. Trindade","BR 364, 4 km S of Rondônia state line on BR 364 from Vilhena to Cáceres.",-60.033333,-12.9,"Tree, 15 m tall. Leaves dark lustrous green above, pale green & puberulent beneath. Young twigs pubescent, brick red to brown. Fruit pubescent, pale brown. ; DE","BRA:FSL:HFSL:0000000355",NA,"Diclinanona matogrossensis Maas"
"4","2014-07-22T19:32:01.000+0000","JBRJ","RB","RB00524567","Diclinanona matogrossensis Maas","Annonaceae","Diclinanona","matogrossensis","Maas","P. J. M. Maas","1991-01-01T00:00:00.000+0000",NA,NA,"W. Thomas; C. A. Cid, D. Ackerley, J. Guedes, J. Ramos & R. P. Lima",1985,11,3,"Brazil","Mato Grosso","Vila Bela da Santíssima Trindade","4 km S de Rondônia state line on BR-364 from Vilhena to Cáceres.",NA,NA,"Tree, 15 m tall; leaves dark lustrous green above, pale green & puberulent beneath; young twigs pubescent, brick red to brown; fruit pubescent, pale brown.","urn:catalog:JBRJ:RB:524567",NA,"Diclinanona matogrossensis Maas"
"5","2016-03-03T00:00:00.000+0000","K","Herbarium","K001186308","Diclinanona matogrossensis Maas","Annonaceae","Diclinanona","matogrossensis","Maas",NA,NA,NA,"4808","Thomas, W.",1985,11,3,"Brazil",NA,"Vila Bela da Santíssima Trindade","4km S of Rondônia state line on BR364 from Vilhena to Cáceres.",NA,NA,"[Multiple sheets: K001186307]","http://specimens.kew.org/herbarium/K001186308",NA,"Diclinanona matogrossensis Maas"
"6","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","151324","Diclinanona matogrossensis Maas","Annonaceae","Diclinanona","matogrossensis","Maas","Maas, P.J.M.","1992-01-01T00:00:00.000+0000",NA,"4808","Mike Hopkins",1985,11,3,"Brazil","Mato Grosso",NA,"4 km S of Rondônia state line, BR364 from Vilhena, 4 km S of Rondônia state line on BR 364 from Vilhena to Cáceres.",-60.03,-12.9,NA,"urn:catalog:inpa:herbarium:198648",NA,"Diclinanona matogrossensis Maas"
"7",NA,"NY","NY","00836431","Diclinanona matogrossensis Maas","Annonaceae","Diclinanona","matogrossensis","Maas","P. J. M. Maas","1991-01-01T00:00:00.000+0000",NA,"4808","W. W. Thomas",1985,11,3,"Brazil","Mato Grosso",NA,"4 km S of RondÃ´nia state line on BR 364 from Vilahena to CÃ¡ceres.",-60.03,-12.9,NA,"f5d26f38-373a-4026-bf55-747cae4f6d80",NA,"Diclinanona matogrossensis Maas"
"8",NA,"NY","NY","8362","Diclinanona matogrossensis Maas","Annonaceae","Diclinanona","matogrossensis","Maas",NA,NA,"ISOTYPE","2066","N. A. Rosa",1977,6,6,"Brazil","Mato Grosso",NA,"Margem esquerda do R. Juruena, proximo a cahoeira S. Joao da Barra. Mata, terra firma. SC 21 VB",-58.555874,-8.941733,NA,"d19d319f-3872-4003-bf62-b4b4f497ad46",NA,"Diclinanona matogrossensis Maas"
"9","2017-10-18T18:06:41.000+0000","JBRJ","RB","RB00534082","Diclinanona matogrossensis Maas","Annonaceae","Diclinanona","matogrossensis","Maas","P.J.M. Maas","1999-01-01T00:00:00.000+0000","ISOTYPE","2066","Rosa, N.A.; Santos, M.R",1977,6,6,"Brazil","Mato Grosso","Mato Grosso","margem esquerda do Rio Juruena, Próx. A Cachoeira São João da Barra. Mata de terra firme.",NA,NA,"Árvore de 5 m por 40 cm de diametro. Flor em botão.","urn:catalog:JBRJ:RB:534082",NA,"Diclinanona matogrossensis Maas"
"10","2013-03-07T09:49:00.000+0000","MO","MO","3408498","Diclinanona matogrossensis Maas","Annonaceae","Diclinanona","matogrossensis","Maas","R.H.J. Erkens & P.J.M. Maas (WAG)","2012-01-01T00:00:00.000+0000","ISOTYPE","Rosa 2066","Nelson A. Rosa|M.R. dos Santos",1977,6,6,"Brazil","Mato Grosso",NA,"Margem esquerda do R. Juruena, proximo a caohoeira S, João da Barra. Mata, terra firme. SC 21 VB.",NA,NA,NA,"urn:catalog:MO:Tropicos:3408498","http://www.tropicos.org/Specimen/3408498","Diclinanona matogrossensis Maas"
