"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1",NA,"Reserva Natural Vale (CVRD)","CVRD","13623","Oxandra unibracteata J.C.Lopes, Junikka & Mello-Silva","Annonaceae","Oxandra","unibracteata","J.C.Lopes, Junikka & Mello-Silva","Geovane S. Siqueira","2013-03-14T00:00:00.000+0000",NA,"6828","Folli, D.A.",2011,12,6,"Brazil","Es","LINHARES",NA,NA,NA,"<ll>dwc_commonname:</ll> Imbiú preto","BRA:CVRD:CVRD:0000013623","Oxandra unibracteata J.C.Lopes, Junikka & Mello-Silva"
"2",NA,"IF","SPSF","48250","Oxandra unibracteata J.C.Lopes, Junikka & Mello-Silva","Annonaceae","Oxandra","unibracteata","J.C.Lopes, Junikka & Mello-Silva",NA,NA,NA,"6828","D.A.Folli",2011,12,6,"Brazil","Es","Rio Bananal","Reserva Florestal da CVRD",-39.918056,-19.1175,"COLETA: Planta de porte arbóreo, terrestre. Botão e flor verde claro. Nome Vulgar - Imbiú Preto&nf;Altura 18m, Fuste a 8m, CAP Fuste 78cm, Diametro da copa 5m.&nf;2 DUPLICATAS; GEOGRAFIA: Estrada Gávea.&nf;Mata de Tabuleiro.;","BRA:IF:SPSF:0000048250","Oxandra unibracteata J.C.Lopes, Junikka & Mello-Silva"
"3",NA,NA,"Botany","U.1610227","Oxandra unibracteata J.C.Lopes, Junikka & Mello-Silva","Annonaceae","Oxandra","unibracteata","J.C.Lopes, Junikka & Mello-Silva","Maas PJM; Junikka L",NA,NA,NA,"Folli DA",1985,5,10,"Brazil","Espírito Santo",NA,"Reserva Florestal da CVRD. Es. Ipé Amarelo, km 0,075, lado esquerdo.",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1610227","Oxandra unibracteata J.C.Lopes, Junikka & Mello-Silva"
"4",NA,"Reserva Natural Vale (CVRD)","CVRD","1199","Oxandra unibracteata J.C.Lopes, Junikka & Mello-Silva","Annonaceae","Oxandra","unibracteata","J.C.Lopes, Junikka & Mello-Silva","Lopes, J.C.","2013-03-05T00:00:00.000+0000",NA,"545","Folli, D.A.",1985,5,10,"Brazil","Es","LINHARES",NA,NA,NA,"<ll>dwc_commonname:</ll> Imbiú preto","BRA:CVRD:CVRD:0000001199","Oxandra unibracteata J.C.Lopes, Junikka & Mello-Silva"
"5","2014-07-22T16:39:31.000+0000","JBRJ","RB","RB00484628","Oxandra unibracteata J.C.Lopes, Junikka & Mello-Silva","Annonaceae","Oxandra","unibracteata","J.C.Lopes, Junikka & Mello-Silva",NA,NA,"PARATYPE","545","D. A. Folli",1985,5,10,"Brazil","Espírito Santo","Linhares","Reserva Natural da CVRD. Estrada: Ipê amarelo. Km 0,075.",NA,NA,"Terrestre, arbóreo. Altura total: 16. Altura do fuste: 8. CAP do Fuste: 64. Diâmetro da Copa: 6. Exsudação: Seiva. Descamação: Em ripas. Forma do Fuste: Cilíndrico. Superfície da Casca: áspera. Cor da Exsudação: Incolor. Cor do Fruto Maduro: Vermelho e verde","urn:catalog:JBRJ:RB:484628","Oxandra unibracteata J.C.Lopes, Junikka & Mello-Silva"
"6",NA,"NY","NY","02361519","Oxandra unibracteata J.C.Lopes, Junikka & Mello-Silva","Annonaceae","Oxandra","unibracteata","J.C.Lopes, Junikka & Mello-Silva",NA,"2016-01-01T00:00:00.000+0000","PARATYPE","545[=herb. RB 447094]","D. A. Folli",1985,5,10,"Brazil","EspÃ­rito Santo",NA,"Reserva Natural da CVRD, Estrada: IpÃª amarelo. Km 0,075",0,0,NA,"2bfedfee-7605-4df3-a31d-bb3a84c7d6b7","Oxandra unibracteata J.C.Lopes, Junikka & Mello-Silva"
"7",NA,NA,"Botany","U.1610226","Oxandra unibracteata J.C.Lopes, Junikka & Mello-Silva","Annonaceae","Oxandra","unibracteata","J.C.Lopes, Junikka & Mello-Silva","Maas PJM; Junikka L",NA,"ISOTYPE",NA,"Silva IA",1981,11,30,"Brazil","Espírito Santo",NA,"Reserva Florestal da CVRD. Est. Flamengo, ant. X-1, km 11,080, lado esquerdo.",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1610226","Oxandra unibracteata J.C.Lopes, Junikka & Mello-Silva"
"8",NA,"Reserva Natural Vale (CVRD)","CVRD","823","Oxandra unibracteata J.C.Lopes, Junikka & Mello-Silva","Annonaceae","Oxandra","unibracteata","J.C.Lopes, Junikka & Mello-Silva","Lopes, J.C.","2013-03-05T00:00:00.000+0000",NA,"272","Silva, I.A.",1981,11,30,"Brazil","Es","LINHARES",NA,NA,NA,"<ll>dwc_commonname:</ll> Imbiú preto","BRA:CVRD:CVRD:0000000823","Oxandra unibracteata J.C.Lopes, Junikka & Mello-Silva"
"9",NA,"NY","NY","02361520","Oxandra unibracteata J.C.Lopes, Junikka & Mello-Silva","Annonaceae","Oxandra","unibracteata","J.C.Lopes, Junikka & Mello-Silva",NA,"2013-01-01T00:00:00.000+0000","ISOTYPE","272[=herb. RB 447090]","I. A. Silva",1981,11,30,"Brazil","EspÃ­rito Santo",NA,"Reserva Natural de CVRD, Estrada: Flamengo, Km 11,6",0,0,NA,"3b130c1b-3457-4222-9966-601a284f0f62","Oxandra unibracteata J.C.Lopes, Junikka & Mello-Silva"
"10",NA,"USP","SPF","204500","Oxandra unibracteata J.C.Lopes, Junikka & Mello-Silva","Annonaceae","Oxandra","unibracteata","J.C.Lopes, Junikka & Mello-Silva","et al.; Lopes, JC","2013-01-01T00:00:00.000+0000","HOLOTYPE","272","Silva, IA",1981,11,30,"Brazil","Espírito Santo","Linhares","Reserva Natural Vale, estrada: Flamengo; Metros: 11060.",0,0,"porte: Arbóreo; Forma de vida: Terrestre; Cor Botão: Verde; Cor Flor: Verde claro; Cor Exsudação: Incolor; Exsudação: Seiva; Descamação: Em placas; Forma do Fuste: Cilíndrico; Superficie casca: Áspera; Altura total 9m): 25; Altura Fu","BRA:USP:SPF:0000204500","Oxandra unibracteata J.C.Lopes, Junikka & Mello-Silva"
