"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","typeStatus","fieldNumber","comments","bibliographicCitation"
"1",NA,"UNEMAT","HERBAM","5062","Annona gardneri R.E.Fr.","Annonaceae","Annona","gardneri","R.E.Fr.","Medeiros, MS","2012-10-17T00:00:00.000+0000","108","Medeiros, MS; Silva, DR; Simão, SS",2011,11,15,"Brazil","Mato Grosso","Alta Floresta","Parque E, Floresta ombrófila aberta.",-56.091111,-9.877222,"Trabalho de Conclusão de Curso","BRA:UNEMAT:HERBAM:0000005062","Annona gardneri R.E.Fr.",NA,NA,NA,NA,NA,NA
"2",NA,"Cenargen","CEN","60219","Annona gardneri R.E.Fr.","Annonaceae","Annona","gardneri","R.E.Fr.","B. M. T. Walter",NA,"5275","Bruno Machado Teles Walter",2004,8,10,"Brazil","To","ALMAS","Região Norte. Fazenda Minnehaha. Na parte plana central da fazenda. Ca. 70 Km a Nordeste da cidade de Almas.",-47.136666,-11.123611,"Doação do Herbário IBGE - Reserva Ecológica do IBGE. Plantas do Brasil - Estado do Tocantins.","BRA:Cenargen:CEN:0000060219","Annona gardneri R.E.Fr.",NA,NA,NA,NA,NA,NA
"3",NA,"Cenargen","CEN","53133","Annona gardneri R.E.Fr.","Annonaceae","Annona","gardneri","R.E.Fr.","B. M. T. Walter",NA,"702","Aldicir Osni Scariot",2003,9,24,"Brazil","To","DIANOPOLIS",NA,-46.47694,-11.56444,"Botões marrons.","BRA:Cenargen:CEN:0000053133","Annona gardneri R.E.Fr.",NA,NA,NA,NA,NA,NA
"4",NA,"Cenargen","CEN","52860","Annona gardneri R.E.Fr.","Annonaceae","Annona","gardneri","R.E.Fr.","B. M. T. Walter",NA,"3235","Taciana Barbosa Cavalcanti",2003,9,28,"Brazil","To","DIANOPOLIS",NA,-46.44472,-11.61667,"Folhas discolores. Face externa das sépalas ferrugíneas. Botões verdes canescentes.","BRA:Cenargen:CEN:0000052860","Annona gardneri R.E.Fr.",NA,NA,NA,NA,NA,NA
"5",NA,"Cenargen","CEN","53225","Annona gardneri R.E.Fr.","Annonaceae","Annona","gardneri","R.E.Fr.","B. M. T. Walter",NA,"908","Aldicir Osni Scariot",2003,9,27,"Brazil","To","DIANOPOLIS","Topo do morro.",-46.44194,-11.61333,"Canescente. Fruto na carpoteca.","BRA:Cenargen:CEN:0000053225","Annona gardneri R.E.Fr.",NA,NA,NA,NA,NA,NA
"6",NA,"Cenargen","CEN","52807","Annona gardneri R.E.Fr.","Annonaceae","Annona","gardneri","R.E.Fr.","J. B. Pereira",NA,"2889","Taciana Barbosa Cavalcanti",2002,6,17,"Brazil","To","MATEIROS","Parque Estadual do Jalapão. Mumbuca - Brejo do Antônio. Local de extração do Capim Dourado.",-46.58278,-10.37139,"Estames creme.","BRA:Cenargen:CEN:0000052807","Annona gardneri R.E.Fr.",NA,NA,NA,NA,NA,NA
"7",NA,"Cenargen","CEN","52750","Annona gardneri R.E.Fr.","Annonaceae","Annona","gardneri","R.E.Fr.","B. M. T. Walter",NA,"2756","Taciana Barbosa Cavalcanti",2002,6,14,"Brazil","To","MATEIROS","Parque Estadual do Jalapão. Estrada de terra Mateiros - Ponte Alta do Tocantins, a 15 km de Mateiros.",-46.52833,-10.58861,NA,"BRA:Cenargen:CEN:0000052750","Annona gardneri R.E.Fr.",NA,NA,NA,NA,NA,NA
"8",NA,"Cenargen","CEN","22904","Annona gardneri R.E.Fr.","Annonaceae","Annona","gardneri","R.E.Fr.","R. Mello-Silva",NA,"2947","Bruno Machado Teles Walter",1995,11,16,"Brazil","Ba","FORMOSA DO RIO PRETO","Projeto Ouro Verde, rodovia ""Anel da Soja"", reservas de cerrado entre plantios de soja.",-46.071388,-11.438888,"Flores externamente marrom.","BRA:Cenargen:CEN:0000022904","Annona gardneri R.E.Fr.",NA,NA,NA,NA,NA,NA
"9",NA,"IPA","IPA","39254","Annona gardneri R.E.Fr.","Annonaceae","Annona","gardneri","R.E.Fr.","Mello-Silva, R.","1998-01-01T00:00:00.000+0000","2772","Gardner, G.",1839,9,NA,"Brazil","Pernambuco",NA,"Rio Preto. Dry Wood. Santa Rosa.",0,0,NA,"BRA:IPA:IPA:0000039254","Annona gardneri R.E.Fr.",NA,NA,NA,NA,NA,NA
"10","2014-07-08T03:09:51.000+0000","JBRJ","RB","RB00040882","Annona gardneri R.E.Fr.","Annonaceae","Annona","gardneri","R.E.Fr.","Roberto Esteves",NA,"2751","R. Marquete; A.Vaz, R. C. Mendonça, M. L. Fonseca & G. N. Jesus",NA,NA,NA,"Brazil","Goiás","Alto Paraíso de Goiás","PARNA, Chapada dos Veadeiros, descendo a trilha da corrente. Cachoeira de 80 metros (rio Preto).",NA,NA,"Arbusto com 1 metro de altura; heliófila, saxícola, tronco c/ casca lisa, cinza; folhas coriáceas, discolores verdes, opacas em ambas as faces; flores c/ cálice marrom, corola amarela.","urn:catalog:JBRJ:RB:40882","Annona gardneri R.E.Fr.",NA,NA,NA,NA,NA,NA
