"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","comments","bibliographicCitation","acceptedNameUsage"
"1","","","ALCB","127916","Guatteria pogonopus Mart.","","Annonaceae","Guatteria","pogonopus","","Mart.","Guedes, ML","2017-05-01","","25597","","Guedes, ML; Maia Neto, AL; Alunos de Botânica BIO C05","2017","4","2","brazil","Bahia","Igrapiúna","Litoral Sul, Reserva Espinita, Estrada Maria Wanda e Estrada Eng. Agr. Lemos Maia.","-39.155556","-13.874167","Folhas coriáceas discolores, face abaxial com nervação impressas. Flores axilares, com botões e flores com cálice com pêlos ferrugíneos.","","original coordinates","GBIF","Guatteria pogonopus Mart."
"2","","","HUESB","12419","Guatteria pogonopus Mart.","","Annonaceae","Guatteria","pogonopus","","Mart.","Guedes, M.L.","2017-09-01","","25829","","Guedes, M.L.; Barros, JS da H; Sales, C.; Barreto, T.S.; Barros, JS da H; Sales, C.; Barreto, T.S.","2017","6","30","brazil","Bahia","Uruçuca","Serra Grande, Mata Ciliar do Rio Tijuipe","-39.283333","-14.583333","Árvore. Folha coriácea, discolores. Flores com pétalas carnosas. Fruto carpídios estipitados.; Floresta Ombrófila em estado Secundário.","","original coordinates","GBIF","Guatteria pogonopus Mart."
"3","","","HUEFS","238659","Guatteria pogonopus Mart.","","Annonaceae","Guatteria","pogonopus","","Mart.","A.M.Miranda","2017-09-01","","9","","Martins, K.","2017","8","14","brazil","Bahia","Saubara","Topo do morro, nas áreas mais sombreadas.","-38.754892","-12.781103","","","centroide mpo","GBIF","Guatteria pogonopus Mart."
"4","","","HST","21834","Guatteria pogonopus Mart.","","Annonaceae","Guatteria","pogonopus","","Mart.","N.D.Silva & M.A.Chagas","2017-07-01","","53","","N.D.Silva; M.A.Chagas","2017","8","18","brazil","Pernambuco","Jaboatão dos Guararapes","FURB, mata de Manassu","-35.022861","-8.088139","Arvoreta ca. 2,1m alt.; ramos esverdeados; folhas coriáceas, discolores; flor esverdeada.","","original coordinates","GBIF","Guatteria pogonopus Mart."
"5","","","ASE","39836","Guatteria pogonopus Mart.","","Annonaceae","Guatteria","pogonopus","","Mart.","Silva, FO","2018-02-25","","181","","Silva, FO; Fabricante, JR","2017","11","21","brazil","Sergipe","Areia Branca","PARNA Serra de Itabaiana, Sub-bosque de fragmento, baixa incidência de radiação solar, muita serrapilheira.","-37.2034","-10.4655","Árvore - aprox. 5 m de altura. Flores esverdeadas com seis pétalas. Folhas alternas, coloração verde nas duas faces e formato lanceolado. Caule de textura lisa; Mata Atlântica","","original coordinates","GBIF","Guatteria pogonopus Mart."
"6","","","HST","21721","Guatteria pogonopus Mart.","","Annonaceae","Guatteria","pogonopus","","Mart.","A.M.Miranda","2016-01-01","","3","","A.M.Souza; M.C.Miranda","2016","4","5","brazil","Pernambuco","Sirinhaém","APA de Guadalupe","-35.174428","-8.573365","Árvore ca. 7 m alt.; flores cremes.","","centroide mpo","GBIF","Guatteria pogonopus Mart."
"7","","","ASE","38359","Guatteria pogonopus Mart.","","Annonaceae","Guatteria","pogonopus","","Mart.","Santos, JL","2016-08-09","","4","","Santos, MEO; Fabricante, JR","2016","7","18","brazil","Sergipe","Areia Branca","PARNASI, Ambiente ripário de Mata Atlântica em fase intermediaria de sucessão ecológica. Sombreado, úmido e muita serapilheira.","-37.2027","-10.4559","Arbórea. 4 m. Inflorescências verdes com tépalas alvas. Infrutescência em umbela com frutos capsoides imaturos verdes. Folhas lineares alternas verdes.; Mata Atlântica","","original coordinates","GBIF","Guatteria pogonopus Mart."
"8","","","RB","RB01316855","Guatteria pogonopus Mart.","","Annonaceae","Guatteria","pogonopus","","Mart.","M. Bazante","","","534","","M. Figueira; B. Schindler","2016","11","30","brazil","Alagoas","Branquinha","AL13D (conglomerado do Inventário Florestal Nacional)","-35.955","-9.18","","","original coordinates","GBIF","Guatteria pogonopus Mart."
"9","","","HUEFS","240185","Guatteria pogonopus Mart.","","Annonaceae","Guatteria","pogonopus","","Mart.","F.F.Araújo","2017-01-01","","82","","Araújo, F.F.","2016","12","24","brazil","Ceará","Graça","Sítio Santa Clara. Trilha que sobe em direção à Ibiapina.","-40.823611","-3.963333","Área de caatinga fechada.","","original coordinates","GBIF","Guatteria pogonopus Mart."
"10","","","EAC","57925","Guatteria pogonopus Mart.","","Annonaceae","Guatteria","pogonopus","","Mart.","Bazante, M.L.","2017-07-11","","2509","","Loiola, M.I.B.","2015","3","28","brazil","Ceará","Guaramiranga","Pico Alto.","-38.973056","-4.208056","Arvoreta + ou - 3 m alt.; flores esverdeadas.","","original coordinates","GBIF","Guatteria pogonopus Mart."
