"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1","2016-03-03T00:00:00.000+0000","K","Herbarium","K001186307","Diclinanona matogrossensis Maas","Annonaceae","Diclinanona","matogrossensis","Maas",NA,NA,NA,"4808","Thomas, W.",1985,11,3,"Brazil",NA,"Vila Bela da Santíssima Trindade","4 km S of Rondônia state line on BR 364 from Vilhena to Cáceres.",NA,NA,"[Multiple sheets: K001186308]","http://specimens.kew.org/herbarium/K001186307",NA,"Diclinanona matogrossensis Maas"
"2",NA,NA,"Botany","U.1068588","Diclinanona matogrossensis Maas","Annonaceae","Diclinanona","matogrossensis","Maas","Maas PJM; Erkens RHJ",NA,NA,NA,"Thomas WW; Cid Ferreira CA; Ackerly DD; Guedes J; Ramos J; Lima RP",1985,11,3,"Brazil","Mato Grosso",NA,"Vila Bela da Santíssima Trindade: 4 km S of Rondônia state line on BR364, from Vilhena to Cáceres.",-60.033333,-12.9,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1068588",NA,"Diclinanona matogrossensis Maas"
"3",NA,"Faculdade São Lucas (FSL)","HFSL","355","Diclinanona matogrossensis Maas","Annonaceae","Diclinanona","matogrossensis","Maas","Maas, P.J.M.","1992-01-01T00:00:00.000+0000",NA,"4808","Thomas, W.W.; Ferreira, C.A.C.",1985,11,3,"Brazil","Mato Grosso","Vila .B.S. Trindade","BR 364, 4 km S of Rondônia state line on BR 364 from Vilhena to Cáceres.",-60.033333,-12.9,"Tree, 15 m tall. Leaves dark lustrous green above, pale green & puberulent beneath. Young twigs pubescent, brick red to brown. Fruit pubescent, pale brown. ; DE","BRA:FSL:HFSL:0000000355",NA,"Diclinanona matogrossensis Maas"
"8",NA,"NY","NY","8362","Diclinanona matogrossensis Maas","Annonaceae","Diclinanona","matogrossensis","Maas",NA,NA,"ISOTYPE","2066","N. A. Rosa",1977,6,6,"Brazil","Mato Grosso",NA,"Margem esquerda do R. Juruena, proximo a cahoeira S. Joao da Barra. Mata, terra firma. SC 21 VB",-58.555874,-8.941733,NA,"d19d319f-3872-4003-bf62-b4b4f497ad46",NA,"Diclinanona matogrossensis Maas"
"10","2013-03-07T09:49:00.000+0000","MO","MO","3408498","Diclinanona matogrossensis Maas","Annonaceae","Diclinanona","matogrossensis","Maas","R.H.J. Erkens & P.J.M. Maas (WAG)","2012-01-01T00:00:00.000+0000","ISOTYPE","Rosa 2066","Nelson A. Rosa|M.R. dos Santos",1977,6,6,"Brazil","Mato Grosso",NA,"Margem esquerda do R. Juruena, proximo a caohoeira S, João da Barra. Mata, terra firme. SC 21 VB.",NA,NA,NA,"urn:catalog:MO:Tropicos:3408498","http://www.tropicos.org/Specimen/3408498","Diclinanona matogrossensis Maas"
"11",NA,"WU","Herbarium WU","30961","Diclinanona matogrossensis Maas","Annonaceae","Diclinanona","matogrossensis","Maas","H. Rainer (WU) 2002",NA,NA,NA,"Maguire,B. et al. 56530",1963,9,3,"Brazil",NA,NA,"Brasilia-Acre hwy, 66 km W of Vilhena.",NA,NA,NA,NA,NA,"Diclinanona matogrossensis Maas"
"12","2012-12-11T14:05:00.000+0000","MO","MO","3405194","Diclinanona matogrossensis Maas","Annonaceae","Diclinanona","matogrossensis","Maas","R.H.J. Erkens & P.J.M. Maas","2012-01-01T00:00:00.000+0000",NA,"Maguire 56530","Bassett Maguire|João Murça Pires|Celia K. Maguire|Nilo T. Silva",1963,9,3,"Brazil","Mato Grosso do Sul",NA,"Brasilia-Acre Highway.",NA,NA,NA,"urn:catalog:MO:Tropicos:3405194","http://www.tropicos.org/Specimen/3405194","Diclinanona matogrossensis Maas"
"13",NA,NA,"Botany","U.1601629","Diclinanona matogrossensis Maas","Annonaceae","Diclinanona","matogrossensis","Maas","Maas PJM",NA,NA,NA,"Maguire B; Murça Pires J; Maguire CK; Silva NT",1963,9,3,"Brazil","Rondônia",NA,"Along igarape, 66 km west of Vilhena, Brasília-Acre Highway.",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1601629",NA,"Diclinanona matogrossensis Maas"
"14",NA,"NY","NY","00836406","Diclinanona matogrossensis Maas","Annonaceae","Diclinanona","matogrossensis","Maas","P. J. M. Maas","1991-01-01T00:00:00.000+0000",NA,"56530","B. Maguire",1963,9,3,"Brazil","Mato Grosso",NA,"66 km west of Vilhena. Brasilia-Acre Highway.",-60.569482,-12.436039,NA,"208acb18-83ba-4ada-abb1-0bf81cdb2efb",NA,"Diclinanona matogrossensis Maas"
"16",NA,"NY","NY","1134192","Diclinanona matogrossensis Maas","Annonaceae","Diclinanona","matogrossensis","Maas",NA,NA,NA,"3821","J. M. Pires",NA,NA,NA,"Brazil","ParÃ¡",NA,NA,0,0,NA,"5eb1e6bf-9642-49b4-ba05-9368d336f25a",NA,"Diclinanona matogrossensis Maas"
