"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","typeStatus","comments"
"12",NA,NA,"Botany","U.1661445","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Maas PJM; Westra LYT",NA,NA,NA,"Cid Ferreira CA",1985,9,17,"Brazil","Mato Grosso",NA,"Brazil, Mato Grosso, Mun. de Nobres, BR 163, Rod. Cuiaba - Sinop a 145 km ao S de Sinop, Prox. a Lucas do rio Verde",-55.916667,-13.083333,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1661445",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"13",NA,NA,"Botany","U.1661443","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Maas PJM; Westra LYT",NA,NA,NA,"Cid Ferreira CA",1985,10,14,"Brazil","Mato Grosso",NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1661443",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"14",NA,NA,"Botany","U.1661448","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Maas PJM; Westra LYT",NA,NA,NA,"Cid Ferreira CA",1984,6,23,"Brazil","Rondônia",NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1661448",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"15",NA,NA,"Botany","U.1661447","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Maas PJM; Westra LYT",NA,NA,NA,"Cid Ferreira CA",1984,6,23,"Brazil","Rondônia",NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1661447",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"16",NA,"NY","NY","01552636","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens","2012-01-01T00:00:00.000+0000","4726",NA,"C. A. Cid Ferreira",1984,6,23,"Brazil","Rondônia",NA,"BR 364, rodovia Cuiabá-Porto velho, km 234, ao Norte da cidade, morro da Torre da EMBRATEL",-62.03,-11.2,NA,"4b69ad93-a6ad-4571-bcaa-a07dc9794b6d",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"17",NA,"NY","NY","00836760","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","P. J. M. Maas","2001-10-01T00:00:00.000+0000","3223",NA,"M. G. da Silva",1977,6,28,"Brazil","Mato Grosso",NA,"Rio Juruena, Aripuana, Fontanilha, beira da estrada",-58.338483,-11.338965,NA,"8d8e5982-015c-4c2a-88c0-2bf01b4bdaa9",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"18",NA,NA,"Botany","U.1661872","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Maas PJM; Westra LYT",NA,NA,NA,"Silva MG; Maria J",1977,7,5,"Brazil","Mato Grosso",NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1661872",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"19","2015-09-03T19:02:35.000+0000","MNHN","P","P00123970","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Mello-Silva",NA,NA,6725,"Argent, G.C.G.|Richards, P.W.",1968,8,19,"Brazil",NA,NA,NA,-51.76667,-12.81667,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00123970",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"20","2015-09-03T19:02:35.000+0000","MNHN","P","P00123971","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Mello-Silva",NA,NA,10282,"Harley, R.M.|Souza, R.",1968,9,27,"Brazil",NA,NA,NA,-51.76667,-12.81667,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00123971",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"21",NA,NA,"Botany","U.1661438","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Maas PJM; Westra LYT",NA,NA,NA,"Irwin HS; et al.",1966,6,13,"Brazil","Mato Grosso",NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1661438",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"22",NA,"NY","NY","26013","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","P. J. M. Maas",NA,"17077",NA,"H. S. Irwin",1966,6,13,"Brazil","Mato Grosso",NA,"Ca. 25 km. south of Xavantina",0,0,NA,"9413ca4c-4fbc-427c-8fb2-a398d6b3c10a",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"23",NA,"W","Herbarium W","2018-0004088","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Anonymus",NA,NA,NA,"Irwin,H.S., Souza,R., Grear,J.W. & Reis dos Santos,R.",1966,6,13,"Brazil",NA,NA,"Brazil, Mato Grosso: Planalto do Brazil, drainage of the upper Rio Araguaia, periodically flooded campo ca 25 km S of Xavantina, 400 m.",NA,NA,NA,NA,NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"24","2017-10-15T14:24:47.000+0000","JBRJ","RB","RB01352195","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.",NA,NA,"17077",NA,"H.S. Irwin; et al.",1966,7,13,"Brazil","Mato Grosso","Nova Xavantina","25km ao sul de Nova Xavantina",NA,NA,NA,"urn:catalog:JBRJ:RB:1352195",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"25",NA,NA,"Botany","U.1661441","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Maas PJM; Westra LYT",NA,NA,NA,"Irwin HS; Soderstrom TR",1964,9,30,"Brazil","Mato Grosso",NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1661441",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"26",NA,NA,"Botany","U.1661440","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Maas PJM; Westra LYT",NA,NA,NA,"Irwin HS; Soderstrom TR",1964,10,4,"Brazil","Mato Grosso",NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1661440",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"27",NA,NA,"Botany","U.1661446","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Maas PJM; Westra LYT",NA,NA,NA,"Cid Ferreira CA",1985,4,30,"Brazil","Amazonas",NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1661446",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"28",NA,NA,"Botany","U.1661444","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Maas PJM; Westra LYT",NA,NA,NA,"Cid Ferreira CA",1985,9,25,"Brazil","Mato Grosso",NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1661444",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"29",NA,NA,"Botany","U.1661449","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Maas PJM; Westra LYT",NA,NA,NA,"Cid Ferreira CA",1984,6,22,"Brazil","Rondônia",NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1661449",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
