"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","acceptedNameUsage","occurrenceID","comments","bibliographicCitation"
"1","","","FURB","56585","Annona sylvatica A.St.-Hil.","","Annonaceae","Annona","sylvatica","","A.St.-Hil.","Kassner-Filho, A.","2018-01-25","","1621","","Kassner-Filho, A.","2018","1","25","brazil","Santa Catarina","Petrolândia","","-49.679444","-27.539444","","Annona sylvatica A.St.-Hil.","","original coordinates","GBIF"
"2","","","FURB","56356","Annona sylvatica A.St.-Hil.","","Annonaceae","Annona","sylvatica","","A.St.-Hil.","Kassner-Filho, A.","2018-01-18","","1717","","Kassner-Filho, A.","2018","1","18","brazil","Santa Catarina","Agrolândia","","-49.861667","-27.450556","","Annona sylvatica A.St.-Hil.","","original coordinates","GBIF"
"3","","","FURB","57344","Annona sylvatica A.St.-Hil.","","Annonaceae","Annona","sylvatica","","A.St.-Hil.","Kassner-Filho, A.","2018-02-22","","2115","","Kassner-Filho, A.","2018","2","19","brazil","Santa Catarina","Witmarsum","","-49.77","-26.91","fruto imaturo","Annona sylvatica A.St.-Hil.","","original coordinates","GBIF"
"4","","","DVPR","5516","Annona sylvatica A.St.-Hil.","","Annonaceae","Annona","sylvatica","","A.St.-Hil.","Estevan, D.A.","2018-01-01","","6","","Antonelo, F.A.","2018","2","3","brazil","Paraná","Dois Vizinhos","Comunidade São Pedro dos Poloneses.","-53.074742","-25.749995","Arvoreta , 5 m . Frutos verdes.","Annona sylvatica A.St.-Hil.","","centroide mpo (0)","GBIF"
"5","","","ICN","194750","Annona sylvatica A.St.-Hil.","","Annonaceae","Annona","sylvatica","","A.St.-Hil.","Köhler, M","2017-03-23","","133","","Köhler, M","2017","3","27","brazil","Rio Grande do Sul","Porto Alegre","Rua do Cerro, encosta sudoeste do Morro São Pedro","-51.122222","-30.190278","Árvore, cerca de 4 m altura; folhas pilosas; frutos amarelos ca. 4 cm. Frequente ao longo da trilha.; Borda de trilha em Floresta Estacional Semidecidual; ambiente úmido","Annona sylvatica A.St.-Hil.","","original coordinates","GBIF"
"6","","","FURB","53540","Annona sylvatica A.St.-Hil.","","Annonaceae","Annona","sylvatica","","A.St.-Hil.","Kassner-Filho, A.","2017-04-27","","418","","Kassner-Filho, A.","2017","4","27","brazil","Santa Catarina","Cerro Negro","","-51.033611","-27.901944","fruto maduro","Annona sylvatica A.St.-Hil.","","original coordinates","GBIF"
"7","","","ASE","38570","Annona sylvatica A.St.-Hil.","","Annonaceae","Annona","sylvatica","","A.St.-Hil.","Nunes, SS","2017-05-08","","241","","Nunes, SS; Santos, E; Farias, MCV","2017","5","4","brazil","Sergipe","Cristinápolis","Assentamento Sao Roque","-36.27417","-10.29143","Arbusto ca. 4 metros. Botões florais creme.; Mata Atlântica","Annona sylvatica A.St.-Hil.","","original coordinates","GBIF"
"8","","","CRI","10902","Annona sylvatica A.St.-Hil.","","Annonaceae","Annona","sylvatica","","A.St.-Hil.","Aline Votri Guislon & Renato colares","2017-09-18","","","","Alexandre Medeiros","2017","5","10","brazil","Santa Catarina","Balneário Camboriú","Quilombola","-48.620501","-27.005573","Coleta 315. Fruto castanho.","Annona sylvatica A.St.-Hil.","","centroide mpo","GBIF"
"9","","","ALCB","131697","Annona sylvatica A.St.-Hil.","","Annonaceae","Annona","sylvatica","","A.St.-Hil.","Caxambu, MG","","","7883","","Caxambu, MG; Siqueira, EL","2017","9","28","brazil","Paraná","Mato Rico","Estação Ecológica municipal Juquiri.","-52.126944","-24.759444","ca 2,5m de altura, heliófila. flores Esverdeadas, odoríferas.; Floresta Ombrófila Mista Montana","Annona sylvatica A.St.-Hil.","","original coordinates","GBIF"
"10","","","FURB","55225","Annona sylvatica A.St.-Hil.","","Annonaceae","Annona","sylvatica","","A.St.-Hil.","Funez, L.A.","2017-10-18","","6592","","Funez, L.A.","2017","9","11","brazil","Santa Catarina","Blumenau","Morro do Cachorro.","-49.036944","-26.773333","Flores esverdeadas","Annona sylvatica A.St.-Hil.","","original coordinates","GBIF"
"11","","","HCF","23845","Annona sylvatica A.St.-Hil.","","Annonaceae","Annona","sylvatica","","A.St.-Hil.","M.G. Caxambu","2017-10-23","","7883","","M.G. Caxambu","2017","9","28","brazil","Paraná","Mato Rico","Estação Ecológica Municipal Juquiri","-52.126944","-24.759639","arvoreta ca. 2,5 m, heliófita. Flores esverdeadas, odoríferas.","Annona sylvatica A.St.-Hil.","","original coordinates","GBIF"
