"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1","2016-10-18T11:14:59.000+0000","MNHN","P","P01167587","Guatteria macropus Mart.","Annonaceae","Guatteria","macropus","Mart.","Popovkin",NA,NA,NA,1656,"Popovkin, A.V.|Mendes, J.C.",2014,2,18,"Brazil","Bahia",NA,NA,-37.96667,-12.16667,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p01167587",NA,"Guatteria macropus Mart."
"2","2015-06-26T14:03:32.000+0000","JBRJ","RB","RB00897622","Guatteria macropus Mart.","Annonaceae","Guatteria","macropus","Mart.","A.LOBÃO",NA,NA,"330",NA,"M.N. Saka; R. Lopes; G.H. Shimizu; A. Campos-Rocha",2013,12,15,"Brazil","Espírito Santo","Jaguaré","Fazenda Alegre.",-39.848055,-18.981944,"Árvore ca. 4m altura. Cálice e corola verdes, flores amarelas. Frutos imaturos verdes","urn:catalog:JBRJ:RB:897622",NA,"Guatteria macropus Mart."
"3",NA,"Universidade Federal da Bahia (UFBA)","ALCB","114807","Guatteria macropus Mart.","Annonaceae","Guatteria","macropus","Mart.","Borges, RL","2011-01-01T00:00:00.000+0000",NA,"79",NA,"Ferreira, PA",2011,1,17,"Brazil","Bahia","Wenceslau Guimarães","Ponto 17",-39.710833,-13.559444,"Folhas discolores. Flores apresentando sépalas negras, pétalas apresentando indumento alvo.; Floresta ombrófila submontana.","BRA:UFBA:ALCB:0000114807",NA,"Guatteria macropus Mart."
"4","2017-10-18T11:18:22.000+0000","JBRJ","RB","RB00625496","Guatteria macropus Mart.","Annonaceae","Guatteria","macropus","Mart.","A. Lobão",NA,NA,"110",NA,"P. Leitman; A.M. Amorim; J.L. Paixão; L. Daneu & M. Macedo",2011,2,19,"Brazil","Bahia","Arataca","Parque Nacional de Serra das Lontras, trilha do Talhão I.",-39.351389,-15.172778,"ca. de 4m, Flores amarelas","urn:catalog:JBRJ:RB:625496",NA,"Guatteria macropus Mart."
"6","2017-10-15T09:39:27.000+0000","JBRJ","RB","RB00703349","Guatteria macropus Mart.","Annonaceae","Guatteria","macropus","Mart.","A.Lobão",NA,NA,"918",NA,"Perdiz, R. de O.; P. Leitman; J. Paixão; L.C. Gomes; L. Daneu",2011,9,11,"Brazil","Bahia","Arataca","PARNA de Serra das Lontras. Face sudeste da Serra das Lontras.",-39.386944,-15.195278,"Árvore ca. 6m de altura. Carpídeos  verdes.","urn:catalog:JBRJ:RB:703349",NA,"Guatteria macropus Mart."
"7","2017-10-15T08:35:02.000+0000","JBRJ","RB","RB00747970","Guatteria macropus Mart.","Annonaceae","Guatteria","macropus","Mart.","A. Lobão",NA,NA,"639",NA,"L. Daneu; P. Leitman; J. Paixão; D. Monteiro; M.F. Santos",2011,11,26,"Brazil","Bahia","Arataca","Parna Serra das Lontras. Trilha do Mormaço; Coleta efetuda entre o mormaço e o caçador.",-39.343611,-15.161944,"Arvoreta, ca. 8m alt. Folhas verde-concolor. Frutos verde","urn:catalog:JBRJ:RB:747970",NA,"Guatteria macropus Mart."
"8","2014-07-08T00:18:42.000+0000","JBRJ","RB","RB00720481","Guatteria macropus Mart.","Annonaceae","Guatteria","macropus","Mart.","A.Lobão",NA,NA,"226",NA,"L. Daneu; J. Jardim, J.L. Paixão & A. Hindriunas",2010,1,22,"Brazil","Bahia","Ilhéus","Mata da Esperança. Acesso pela parte do Fundão, Trilha que leva a antiga represa de abastecimento de água.",-39.833333,-14.783333,"Árvore ca. 7m alt. Folhas cartáceas verde-brilhante com a face inferior mais clara. Inflorescência pêndula, flores esverdeadas.","urn:catalog:JBRJ:RB:720481",NA,"Guatteria macropus Mart."
"9","2014-07-08T00:00:47.000+0000","JBRJ","RB","RB00719306","Guatteria macropus Mart.","Annonaceae","Guatteria","macropus","Mart.","A.Lobão",NA,NA,"453",NA,"L. Daneu; M.P. Morim, M.J.F. Barros & L.C. Gomes",2010,11,24,"Brazil","Bahia","Ilhéus","Rod. Ilhéus-Itabuna, depois do Salobrinho, ramal à direita, segue sentido ao rio do Braço.",-39.253611,-14.708333,"Arvoreta de 3 m. alt.; Folhas verde-discolor; Botões florais com cálice verde e pétalas creme com tricomas dourados.","urn:catalog:JBRJ:RB:719306",NA,"Guatteria macropus Mart."
"10","2017-10-15T11:42:10.000+0000","JBRJ","RB","RB00720474","Guatteria macropus Mart.","Annonaceae","Guatteria","macropus","Mart.","A.Lobão",NA,NA,"234",NA,"A.B. Jardim; R. Perdiz, L.C. Gomes, M. Teixeira, V. Cardoso",2009,2,7,"Brazil","Bahia","Arataca","Trilha da Serra, acesso pela trilha do Mormaço. Subida.",-39.335833,-15.178333,"Árvore ca. 6m alt. Flores verde-amareladas.","urn:catalog:JBRJ:RB:720474",NA,"Guatteria macropus Mart."
"12","2017-10-18T23:02:26.000+0000","JBRJ","RB","RB00722045","Guatteria macropus Mart.","Annonaceae","Guatteria","macropus","Mart.","A.Lobão",NA,NA,"103",NA,"L. Daneu; L.C. Gomes, R. Perdiz, J.L. Paixão & A. Amorim",2009,9,12,"Brazil","Bahia","Arataca","Serra Novo Javi, RPPN DO IESB. Rod. Una/Arataca, entrada 9,5km N, mais 8,9km até a sede da RPPN, Trilha da Serra, acesso ca. 1,5km NE da sede. Topo da Serra.",-39.335833,-15.178333,"Árvore ca. 6m alt. Folhas verdes-discolores. Frutos imaturos verdes.","urn:catalog:JBRJ:RB:722045",NA,"Guatteria macropus Mart."
