"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","comments"
"1",NA,"Universidade Federal do Ceará, UFC","EAC","59557","Caryocar cuneatum Wittm.","Caryocaraceae","Caryocar","cuneatum",NA,"Wittm.","Guedes, M.L.","2015-10-01T00:00:00.000+0000",NA,"24183",NA,"Guedes, M.L.",2015,10,7,"Brazil","Maranhão","Caxias","caminho de Caxias para Coelho Neto.",-43.184167,-4.915833,"Árvore, ca. 15 m, folhas com folíolos coriáceos, inflorescência com flores vistosas branco-esverdeadas.; Cerrado.","BRA:UFC:EAC:0000059557",NA,"Caryocar cuneatum Wittm.",NA,NA
"2",NA,"UFERSA","MOSS","11565","Caryocar cuneatum Wittm.","Caryocaraceae","Caryocar","cuneatum",NA,"Wittm.","Oliveira, O.F. de","2009-04-15T00:00:00.000+0000",NA,"s.n.",NA,"Batista, J.S.",2009,3,21,"Brazil","Piaui","Demerval Lobão","BR 316, Km 36.",-42.675833,-5.357778,"flor branca-amarelada; frutos verde-escuro-amarronsado; n.v.: pequi.","BRA:UFERSA:MOSS:0000011565",NA,"Caryocar cuneatum Wittm.",NA,NA
"3",NA,"UnB","UB","21462","Caryocar cuneatum Wittm.","Caryocaraceae","Caryocar","cuneatum",NA,"Wittm.","Pereira, BAS",NA,NA,"3219",NA,"Pereira, BAS",1996,9,NA,"Brazil","Goiás","Guarani de Goiás","Guarani de Goiás",-46.4803,-13.9358,".","BRA:UnB:UB:0000021462",NA,"Caryocar cuneatum Wittm.",NA,NA
"4",NA,"UNICAMP","UEC","90011","Caryocar cuneatum Wittm.","Caryocaraceae","Caryocar","cuneatum",NA,"Wittm.","Pereira, B.A.S.","1996-09-01T00:00:00.000+0000",NA,"3219",NA,"Pereira, B.A.S.; Alvarenga, D.",1996,9,14,"Brazil","Goiás","Guarani de Goiás","Km 1,5 da estrada Posse/BR-020.",-46.5,-14,"Árvore frondosa, cerca de 10m de altura. flores branco-amareladas.","BRA:UNICAMP:UEC:0000090011",NA,"Caryocar cuneatum Wittm.",NA,NA
"5","2014-07-08T06:43:43.000+0000","JBRJ","RB","RB00066124","Caryocar cuneatum Wittm.","Caryocaraceae","Caryocar","cuneatum",NA,"Wittm.","B.A.S.Pereira",NA,NA,"3219",NA,"B.A.S.Pereira; D.Alvarenga",1996,9,14,"Brazil","Goiás","Goiás","Munic. de Guarani de Goiás. Km 1,5 da estrada Posse-BR-020.",NA,NA,"Árvore frondosa, cerca de 10 m de alt. Flores branco-amareladas.","urn:catalog:JBRJ:RB:66124",NA,"Caryocar cuneatum Wittm.",NA,NA
"6",NA,"UFRPE","PEUFR","16062","Caryocar cuneatum Wittm.","Caryocaraceae","Caryocar","cuneatum",NA,"Wittm.","C.T. Rizzini","1974-10-07T00:00:00.000+0000",NA,"282",NA,"F.B. Ramalho",1973,10,9,"Brazil","Piauí","Gudalupe","Fazenda Gado Bravo.",NA,NA,"Árvore com aproximadamente 8m de altura; flores alvas; perfume leve agradável.","BRA:UFRPE:PEUFR:0000016062",NA,"Caryocar cuneatum Wittm.",NA,NA
"7","2014-07-08T06:25:21.000+0000","JBRJ","RB","RB00066207","Caryocar cuneatum Wittm.","Caryocaraceae","Caryocar","cuneatum",NA,"Wittm.","C.F.Rizzini",NA,NA,"282",NA,"F.B.Ramalho",1973,10,9,"Brazil","Piauí","Piauí","Munic. de Guadalupe. Fazenda Gado Bravo.",NA,NA,"Árvore ca 8 m de altura, flores alvas, perfume leve,agradável, tem látex.","urn:catalog:JBRJ:RB:66207",NA,"Caryocar cuneatum Wittm.",NA,NA
"8",NA,"Universidade Federal Rural de Pernambuco, UFRPE","HST","4250","Caryocar cuneatum Wittm.","Caryocaraceae","Caryocar","cuneatum",NA,"Wittm.","C.T.Rizzini","1974-09-11T00:00:00.000+0000",NA,"282",NA,"F.B.Ramalho",1973,10,9,"Brazil","Piauí","Guadalupe","Fazenda Gado Bravo",NA,NA,"Árvore ca. 8 m alt., tem látex; flores alvas, perfume leve e agradável.","BRA:UFRPE:HST:0000004250",NA,"Caryocar cuneatum Wittm.",NA,NA
"9",NA,"UFRPE","PEUFR","31576","Caryocar cuneatum Wittm.","Caryocaraceae","Caryocar","cuneatum",NA,"Wittm.","C.T. Rizzini","1974-10-07T00:00:00.000+0000",NA,"282",NA,"F.B. Ramalho",1973,10,9,"Brazil","Piauí","Gudalupe","Fazenda Gado Bravo.",NA,NA,"Árvore com aproximadamente 8m de altura; flores alvas; perfume leve agradável.","BRA:UFRPE:PEUFR:0000031576",NA,"Caryocar cuneatum Wittm.",NA,NA
"10",NA,"UNICAP","HUCPE","875","Caryocar cuneatum Wittm.","Caryocaraceae","Caryocar","cuneatum",NA,"Wittm.","C. T. Rizzini","1974-10-07T00:00:00.000+0000",NA,"282",NA,"Ramalho, F. .B.",1973,10,9,"Brazil","Piauí","Guadalupe","Fazenda Gado Bravo.",-43.563551,-6.805153,"Árvore com mais ou menos 8 m de altura. Flores alvas, perfume leve, agradável.","BRA:UNICAP:HUCPE:0000000875",NA,"Caryocar cuneatum Wittm.",NA,NA
"11",NA,"UFRPE","PEUFR","33951","Caryocar cuneatum Wittm.","Caryocaraceae","Caryocar","cuneatum",NA,"Wittm.","C.T. Rizzini","1974-10-07T00:00:00.000+0000",NA,"282",NA,"F.B. Ramalho",1973,10,9,"Brazil","Piauí","Gudalupe","Fazenda Gado Bravo.",NA,NA,"Árvore com aproximadamente 8m de altura; flores alvas; perfume leve agradável.","BRA:UFRPE:PEUFR:0000033951",NA,"Caryocar cuneatum Wittm.",NA,NA
"12",NA,"UFRPE","PEUFR","29594","Caryocar cuneatum Wittm.","Caryocaraceae","Caryocar","cuneatum",NA,"Wittm.","C.T. Rizzini","1974-10-07T00:00:00.000+0000",NA,"282",NA,"F.B. Ramalho",1973,10,9,"Brazil","Piauí","Gudalupe","Fazenda Gado Bravo.",NA,NA,"Árvore com aproximadamente 8m de altura; flores alvas; perfume leve agradável.","BRA:UFRPE:PEUFR:0000029594",NA,"Caryocar cuneatum Wittm.",NA,NA
"13",NA,"UFRPE","PEUFR","36857","Caryocar cuneatum Wittm.","Caryocaraceae","Caryocar","cuneatum",NA,"Wittm.","C.T. Rizzini","1974-10-07T00:00:00.000+0000",NA,"282",NA,"F.B. Ramalho",1973,10,9,"Brazil","Piauí","Gudalupe","Fazenda Gado Bravo.",NA,NA,"Árvore com aproximadamente 8m de altura; flores alvas; perfume leve agradável.","BRA:UFRPE:PEUFR:0000036857",NA,"Caryocar cuneatum Wittm.",NA,NA
"14",NA,"UnB","UB","21461","Caryocar cuneatum Wittm.","Caryocaraceae","Caryocar","cuneatum",NA,"Wittm.","Prance, GT",NA,NA,"58515",NA,"Prance, GT",1964,8,NA,"Brazil","Goiás",NA,NA,0,0,".","BRA:UnB:UB:0000021461",NA,"Caryocar cuneatum Wittm.",NA,NA
"15","2015-09-05T06:52:19.000+0000","MNHN","P","P04692970","Caryocar cuneatum Wittm.","Caryocaraceae","Caryocar","cuneatum",NA,"Wittm.",NA,NA,NA,NA,2455,"Weddell",1844,8,1,"Brazil",NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p04692970",NA,"Caryocar cuneatum Wittm.",NA,NA
"16","2015-09-05T06:52:19.000+0000","MNHN","P","P04692968","Caryocar cuneatum Wittm.","Caryocaraceae","Caryocar","cuneatum",NA,"Wittm.",NA,NA,NA,NA,2455,"Weddell",1844,8,1,"Brazil",NA,NA,NA,NA,NA,"Nome Vulgar: Pequi","http://coldb.mnhn.fr/catalognumber/mnhn/p/p04692968",NA,"Caryocar cuneatum Wittm.",NA,NA
"17",NA,"US","Botany","2570169","Caryocar cuneatum Wittm.","Caryocaraceae","Caryocar","cuneatum",NA,"Wittm.",NA,NA,NA,"5391",NA,"G. Eiten & L. T. Eiten",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/35d6289b9-960e-4a68-b9ef-a45171bc3a38",NA,"Caryocar cuneatum Wittm.",NA,NA
"18",NA,"US","Botany","2570168","Caryocar cuneatum Wittm.","Caryocaraceae","Caryocar","cuneatum",NA,"Wittm.",NA,NA,NA,"5391",NA,"G. Eiten & L. T. Eiten",NA,NA,NA,"Brazil","Maranhão",NA,"""Ilha de Balsas"" region, between the Rios Balsas and Parnaiba. 3km east of main house of Fazenda ""Morros"" , about 35km south of Loreto",-45.05,-7.38,NA,"http://n2t.net/ark:/65665/3c2d426ec-04bb-4fbe-a331-e7b5cb03dc28",NA,"Caryocar cuneatum Wittm.",NA,NA
